municipality,group,variable,month,Acciones preventivas,TOTAL
SAN MATIAS,atenciones odontologicas,acciones preventivas,2009-03-01,16,16
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2009-03-01,161,161
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2009-03-01,44,44
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2009-03-01,65,65
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2009-03-01,9,9
SAN PEDRO(PND),atenciones odontologicas,acciones preventivas,2009-03-01,75,75
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2009-03-01,56,56
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-03-01,390,390
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-03-01,63,63
SANTA ANA,atenciones odontologicas,acciones preventivas,2009-03-01,94,94
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2009-03-01,21750,21750
SANTA ROSA,atenciones odontologicas,acciones preventivas,2009-03-01,34,34
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2009-03-01,1136,1136
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2009-03-01,68,68
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2009-03-01,32,32
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2009-03-01,225,225
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2009-03-01,20,20
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2009-03-01,35,35
SENA,atenciones odontologicas,acciones preventivas,2009-03-01,315,315
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2009-03-01,263,263
SICAYA,atenciones odontologicas,acciones preventivas,2009-03-01,8,8
SIPE SIPE,atenciones odontologicas,acciones preventivas,2009-03-01,291,291
SOPACHUY,atenciones odontologicas,acciones preventivas,2009-03-01,167,167
SORACACHI,atenciones odontologicas,acciones preventivas,2009-03-01,7,7
SORATA,atenciones odontologicas,acciones preventivas,2009-03-01,267,267
SUCRE,atenciones odontologicas,acciones preventivas,2009-03-01,1917,1917
TACACOMA,atenciones odontologicas,acciones preventivas,2009-03-01,167,167
TACOPAYA,atenciones odontologicas,acciones preventivas,2009-03-01,76,76
TAHUA,atenciones odontologicas,acciones preventivas,2009-03-01,30,30
TAPACARI,atenciones odontologicas,acciones preventivas,2009-03-01,82,82
TARABUCO,atenciones odontologicas,acciones preventivas,2009-03-01,872,872
TARACO,atenciones odontologicas,acciones preventivas,2009-03-01,26,26
TARATA,atenciones odontologicas,acciones preventivas,2009-03-01,134,134
TARIJA,atenciones odontologicas,acciones preventivas,2009-03-01,600,600
TARVITA,atenciones odontologicas,acciones preventivas,2009-03-01,96,96
TEOPONTE,atenciones odontologicas,acciones preventivas,2009-03-01,3,3
TIAWANACU,atenciones odontologicas,acciones preventivas,2009-03-01,5,5
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2009-03-01,232,232
TIPUANI,atenciones odontologicas,acciones preventivas,2009-03-01,14,14
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2009-03-01,1735,1735
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2009-03-01,935,935
TOCO,atenciones odontologicas,acciones preventivas,2009-03-01,234,234
TOLATA,atenciones odontologicas,acciones preventivas,2009-03-01,864,864
TOLEDO,atenciones odontologicas,acciones preventivas,2009-03-01,193,193
TOMAVE,atenciones odontologicas,acciones preventivas,2009-03-01,36,36
TOMINA,atenciones odontologicas,acciones preventivas,2009-03-01,716,716
TORO TORO,atenciones odontologicas,acciones preventivas,2009-03-01,22,22
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2009-03-01,79,79
TRIGAL,atenciones odontologicas,acciones preventivas,2009-03-01,1,1
TRINIDAD,atenciones odontologicas,acciones preventivas,2009-03-01,499,499
TUPIZA,atenciones odontologicas,acciones preventivas,2009-03-01,214,214
TURCO,atenciones odontologicas,acciones preventivas,2009-03-01,122,122
UMALA,atenciones odontologicas,acciones preventivas,2009-03-01,113,113
UNCIA,atenciones odontologicas,acciones preventivas,2009-03-01,421,421
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2009-03-01,178,178
UYUNI,atenciones odontologicas,acciones preventivas,2009-03-01,9,9
VACAS,atenciones odontologicas,acciones preventivas,2009-03-01,195,195
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2009-03-01,451,451
VIACHA,atenciones odontologicas,acciones preventivas,2009-03-01,1575,1575
VILA VILA,atenciones odontologicas,acciones preventivas,2009-03-01,2,2
VILLA MONTES,atenciones odontologicas,acciones preventivas,2009-03-01,93,93
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2009-03-01,18,18
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2009-03-01,85,85
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2009-03-01,342,342
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2009-03-01,440,440
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2009-03-01,437,437
VILLAZON,atenciones odontologicas,acciones preventivas,2009-03-01,1426,1426
VINTO,atenciones odontologicas,acciones preventivas,2009-03-01,320,320
VITICHI,atenciones odontologicas,acciones preventivas,2009-03-01,3,3
WALDO BALLIVIAN,atenciones odontologicas,acciones preventivas,2009-03-01,1,1
WARNES,atenciones odontologicas,acciones preventivas,2009-03-01,136,136
YACO,atenciones odontologicas,acciones preventivas,2009-03-01,15,15
YACUIBA,atenciones odontologicas,acciones preventivas,2009-03-01,487,487
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2009-03-01,158,158
YAPACANI,atenciones odontologicas,acciones preventivas,2009-03-01,337,337
YOCALLA,atenciones odontologicas,acciones preventivas,2009-03-01,116,116
YOTALA,atenciones odontologicas,acciones preventivas,2009-03-01,245,245
YUNCHARA,atenciones odontologicas,acciones preventivas,2009-03-01,37,37
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2009-03-01,214,214
ACACIO,atenciones odontologicas,acciones preventivas,2009-04-01,39,39
ACHACACHI,atenciones odontologicas,acciones preventivas,2009-04-01,413,413
ACHOCALLA,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
AIQUILE,atenciones odontologicas,acciones preventivas,2009-04-01,123,123
ALALAY,atenciones odontologicas,acciones preventivas,2009-04-01,64,64
ALCALA,atenciones odontologicas,acciones preventivas,2009-04-01,999,999
ANCORAIMES,atenciones odontologicas,acciones preventivas,2009-04-01,208,208
ANDAMARCA,atenciones odontologicas,acciones preventivas,2009-04-01,40,40
ANTEQUERA,atenciones odontologicas,acciones preventivas,2009-04-01,11,11
ANZALDO,atenciones odontologicas,acciones preventivas,2009-04-01,200,200
APOLO,atenciones odontologicas,acciones preventivas,2009-04-01,101,101
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2009-04-01,42,42
ARANI,atenciones odontologicas,acciones preventivas,2009-04-01,20,20
ARBIETO,atenciones odontologicas,acciones preventivas,2009-04-01,142,142
ARQUE,atenciones odontologicas,acciones preventivas,2009-04-01,190,190
ASCENCION DE GUARAYOS,atenciones odontologicas,acciones preventivas,2009-04-01,1035,1035
AYATA,atenciones odontologicas,acciones preventivas,2009-04-01,621,621
AYO AYO,atenciones odontologicas,acciones preventivas,2009-04-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2009-04-01,147,147
AZURDUY,atenciones odontologicas,acciones preventivas,2009-04-01,614,614
BATALLAS,atenciones odontologicas,acciones preventivas,2009-04-01,4,4
BAURES,atenciones odontologicas,acciones preventivas,2009-04-01,135,135
BERMEJO,atenciones odontologicas,acciones preventivas,2009-04-01,152,152
BETANZOS,atenciones odontologicas,acciones preventivas,2009-04-01,273,273
BOLIVAR,atenciones odontologicas,acciones preventivas,2009-04-01,26,26
BOLPEBRA,atenciones odontologicas,acciones preventivas,2009-04-01,106,106
BOYUIBE,atenciones odontologicas,acciones preventivas,2009-04-01,41,41
BUENA VISTA,atenciones odontologicas,acciones preventivas,2009-04-01,136,136
CABEZAS,atenciones odontologicas,acciones preventivas,2009-04-01,638,638
CAIROMA,atenciones odontologicas,acciones preventivas,2009-04-01,187,187
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2009-04-01,44,44
CALACOTO,atenciones odontologicas,acciones preventivas,2009-04-01,36,36
CALAMARCA,atenciones odontologicas,acciones preventivas,2009-04-01,359,359
CAMARGO,atenciones odontologicas,acciones preventivas,2009-04-01,565,565
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2009-04-01,24,24
CAMIRI,atenciones odontologicas,acciones preventivas,2009-04-01,1057,1057
CAPINOTA,atenciones odontologicas,acciones preventivas,2009-04-01,346,346
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2009-04-01,22,22
CARACOLLO,atenciones odontologicas,acciones preventivas,2009-04-01,74,74
CARANAVI,atenciones odontologicas,acciones preventivas,2009-04-01,492,492
CARAPARI,atenciones odontologicas,acciones preventivas,2009-04-01,177,177
CARMEN RIVERO TORREZ,atenciones odontologicas,acciones preventivas,2009-04-01,1290,1290
CATACORA,atenciones odontologicas,acciones preventivas,2009-04-01,3,3
CHALLAPATA,atenciones odontologicas,acciones preventivas,2009-04-01,384,384
CHAQUI,atenciones odontologicas,acciones preventivas,2009-04-01,20,20
CHARAGUA,atenciones odontologicas,acciones preventivas,2009-04-01,766,766
CHARAÑA,atenciones odontologicas,acciones preventivas,2009-04-01,17,17
CHAYANTA,atenciones odontologicas,acciones preventivas,2009-04-01,99,99
CHIMORE,atenciones odontologicas,acciones preventivas,2009-04-01,68,68
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2009-04-01,365,365
CHUMA,atenciones odontologicas,acciones preventivas,2009-04-01,9,9
CLIZA,atenciones odontologicas,acciones preventivas,2009-04-01,192,192
COBIJA,atenciones odontologicas,acciones preventivas,2009-04-01,1940,1940
COCHABAMBA,atenciones odontologicas,acciones preventivas,2009-04-01,52131,52131
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2009-04-01,1049,1049
COLLANA,atenciones odontologicas,acciones preventivas,2009-04-01,1,1
COLOMI,atenciones odontologicas,acciones preventivas,2009-04-01,1030,1030
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2009-04-01,315,315
COLQUECHACA,atenciones odontologicas,acciones preventivas,2009-04-01,53,53
COLQUIRI,atenciones odontologicas,acciones preventivas,2009-04-01,19,19
COMANCHE,atenciones odontologicas,acciones preventivas,2009-04-01,14,14
COMARAPA,atenciones odontologicas,acciones preventivas,2009-04-01,201,201
COMBAYA,atenciones odontologicas,acciones preventivas,2009-04-01,13,13
CONCEPCION,atenciones odontologicas,acciones preventivas,2009-04-01,3,3
COPACABANA,atenciones odontologicas,acciones preventivas,2009-04-01,66,66
CORIPATA,atenciones odontologicas,acciones preventivas,2009-04-01,238,238
CORO CORO,atenciones odontologicas,acciones preventivas,2009-04-01,6,6
COROICO,atenciones odontologicas,acciones preventivas,2009-04-01,53,53
CORQUE,atenciones odontologicas,acciones preventivas,2009-04-01,30,30
COTAGAITA,atenciones odontologicas,acciones preventivas,2009-04-01,394,394
COTOCA,atenciones odontologicas,acciones preventivas,2009-04-01,76,76
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2009-04-01,100,100
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2009-04-01,11,11
CUEVO,atenciones odontologicas,acciones preventivas,2009-04-01,362,362
CULPINA,atenciones odontologicas,acciones preventivas,2009-04-01,306,306
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
CURVA,atenciones odontologicas,acciones preventivas,2009-04-01,16,16
DESAGUADERO,atenciones odontologicas,acciones preventivas,2009-04-01,11,11
EL ALTO,atenciones odontologicas,acciones preventivas,2009-04-01,3198,3198
EL CHORO,atenciones odontologicas,acciones preventivas,2009-04-01,42,42
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2009-04-01,34,34
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2009-04-01,594,594
EL TORNO,atenciones odontologicas,acciones preventivas,2009-04-01,314,314
EL VILLAR,atenciones odontologicas,acciones preventivas,2009-04-01,65,65
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-04-01,99,99
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-04-01,138,138
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2009-04-01,177,177
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2009-04-01,59,59
FILADELFIA,atenciones odontologicas,acciones preventivas,2009-04-01,86,86
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2009-04-01,484,484
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2009-04-01,145,145
GUANAY,atenciones odontologicas,acciones preventivas,2009-04-01,260,260
GUAQUI,atenciones odontologicas,acciones preventivas,2009-04-01,43,43
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2009-04-01,219,219
GUTIERREZ,atenciones odontologicas,acciones preventivas,2009-04-01,290,290
HUACARETA,atenciones odontologicas,acciones preventivas,2009-04-01,91,91
HUACHACALLA,atenciones odontologicas,acciones preventivas,2009-04-01,50,50
HUANUNI,atenciones odontologicas,acciones preventivas,2009-04-01,130,130
HUARACAJE,atenciones odontologicas,acciones preventivas,2009-04-01,25,25
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2009-04-01,1,1
ICLA,atenciones odontologicas,acciones preventivas,2009-04-01,1035,1035
INCAHUASI,atenciones odontologicas,acciones preventivas,2009-04-01,482,482
INQUISIVI,atenciones odontologicas,acciones preventivas,2009-04-01,40,40
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2009-04-01,20,20
IXIAMAS,atenciones odontologicas,acciones preventivas,2009-04-01,83,83
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2009-04-01,12,12
LA ASUNTA,atenciones odontologicas,acciones preventivas,2009-04-01,3,3
LA GUARDIA,atenciones odontologicas,acciones preventivas,2009-04-01,2234,2234
LA PAZ,atenciones odontologicas,acciones preventivas,2009-04-01,9096,9096
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2009-04-01,30,30
LAJA,atenciones odontologicas,acciones preventivas,2009-04-01,22,22
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2009-04-01,70,70
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2009-04-01,2,2
LLALLAGUA,atenciones odontologicas,acciones preventivas,2009-04-01,1171,1171
LLICA,atenciones odontologicas,acciones preventivas,2009-04-01,44,44
LORETO,atenciones odontologicas,acciones preventivas,2009-04-01,11,11
LURIBAY,atenciones odontologicas,acciones preventivas,2009-04-01,13,13
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2009-04-01,20,20
MACHARETI,atenciones odontologicas,acciones preventivas,2009-04-01,641,641
MAGDALENA,atenciones odontologicas,acciones preventivas,2009-04-01,45,45
MAIRANA,atenciones odontologicas,acciones preventivas,2009-04-01,1,1
MALLA,atenciones odontologicas,acciones preventivas,2009-04-01,11,11
MAPIRI,atenciones odontologicas,acciones preventivas,2009-04-01,14,14
MECAPACA,atenciones odontologicas,acciones preventivas,2009-04-01,3,3
MINEROS,atenciones odontologicas,acciones preventivas,2009-04-01,101,101
MIZQUE,atenciones odontologicas,acciones preventivas,2009-04-01,445,445
MOCOMOCO,atenciones odontologicas,acciones preventivas,2009-04-01,132,132
MOJOCOYA,atenciones odontologicas,acciones preventivas,2009-04-01,9,9
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2009-04-01,2588,2588
MONTERO,atenciones odontologicas,acciones preventivas,2009-04-01,1900,1900
MORO MORO,atenciones odontologicas,acciones preventivas,2009-04-01,15,15
MOROCHATA,atenciones odontologicas,acciones preventivas,2009-04-01,77,77
OCURI,atenciones odontologicas,acciones preventivas,2009-04-01,18,18
OKINAWA,atenciones odontologicas,acciones preventivas,2009-04-01,400,400
OMEREQUE,atenciones odontologicas,acciones preventivas,2009-04-01,684,684
ORURO,atenciones odontologicas,acciones preventivas,2009-04-01,1336,1336
PADCAYA,atenciones odontologicas,acciones preventivas,2009-04-01,566,566
PADILLA,atenciones odontologicas,acciones preventivas,2009-04-01,34,34
PAILON,atenciones odontologicas,acciones preventivas,2009-04-01,240,240
PALCA,atenciones odontologicas,acciones preventivas,2009-04-01,312,312
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2009-04-01,667,667
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2009-04-01,705,705
PAMPA GRANDE,atenciones odontologicas,acciones preventivas,2009-04-01,12,12
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2009-04-01,99,99
PASORAPA,atenciones odontologicas,acciones preventivas,2009-04-01,339,339
PATACAMAYA,atenciones odontologicas,acciones preventivas,2009-04-01,25,25
PAZÑA,atenciones odontologicas,acciones preventivas,2009-04-01,16,16
PELECHUCO,atenciones odontologicas,acciones preventivas,2009-04-01,57,57
POCOATA,atenciones odontologicas,acciones preventivas,2009-04-01,254,254
POCONA,atenciones odontologicas,acciones preventivas,2009-04-01,34,34
POJO (CBBA),atenciones odontologicas,acciones preventivas,2009-04-01,346,346
POOPO,atenciones odontologicas,acciones preventivas,2009-04-01,15,15
PORCO,atenciones odontologicas,acciones preventivas,2009-04-01,37,37
PORONGO,atenciones odontologicas,acciones preventivas,2009-04-01,401,401
PORTACHUELO,atenciones odontologicas,acciones preventivas,2009-04-01,1300,1300
PORVENIR,atenciones odontologicas,acciones preventivas,2009-04-01,768,768
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2009-04-01,202,202
POTOSI,atenciones odontologicas,acciones preventivas,2009-04-01,586,586
PRESTO,atenciones odontologicas,acciones preventivas,2009-04-01,178,178
PUCARA,atenciones odontologicas,acciones preventivas,2009-04-01,23,23
PUCARANI,atenciones odontologicas,acciones preventivas,2009-04-01,28,28
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2009-04-01,88,88
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2009-04-01,24,24
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2009-04-01,615,615
PUERTO RICO,atenciones odontologicas,acciones preventivas,2009-04-01,113,113
PUERTO SILES,atenciones odontologicas,acciones preventivas,2009-04-01,20,20
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2009-04-01,645,645
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2009-04-01,209,209
PUNA,atenciones odontologicas,acciones preventivas,2009-04-01,297,297
PUNATA,atenciones odontologicas,acciones preventivas,2009-04-01,978,978
QUIABAYA,atenciones odontologicas,acciones preventivas,2009-04-01,183,183
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2009-04-01,867,867
QUIME,atenciones odontologicas,acciones preventivas,2009-04-01,234,234
QUIRUSILLAS,atenciones odontologicas,acciones preventivas,2009-04-01,14,14
RAVELO,atenciones odontologicas,acciones preventivas,2009-04-01,140,140
REYES,atenciones odontologicas,acciones preventivas,2009-04-01,295,295
RIBERALTA,atenciones odontologicas,acciones preventivas,2009-04-01,486,486
ROBORE,atenciones odontologicas,acciones preventivas,2009-04-01,40,40
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2009-04-01,88,88
SABAYA,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
SACABA,atenciones odontologicas,acciones preventivas,2009-04-01,1786,1786
SACABAMBA,atenciones odontologicas,acciones preventivas,2009-04-01,108,108
SACACA,atenciones odontologicas,acciones preventivas,2009-04-01,6,6
SAIPINA,atenciones odontologicas,acciones preventivas,2009-04-01,352,352
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2009-04-01,284,284
SAMAIPATA,atenciones odontologicas,acciones preventivas,2009-04-01,325,325
SAN ANDRES,atenciones odontologicas,acciones preventivas,2009-04-01,108,108
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2009-04-01,92,92
SAN BENITO,atenciones odontologicas,acciones preventivas,2009-04-01,2,2
SAN BORJA,atenciones odontologicas,acciones preventivas,2009-04-01,178,178
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2009-04-01,57,57
SAN CARLOS,atenciones odontologicas,acciones preventivas,2009-04-01,52,52
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2009-04-01,74,74
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2009-04-01,549,549
SAN JAVIER(BNI),atenciones odontologicas,acciones preventivas,2009-04-01,56,56
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2009-04-01,749,749
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2009-04-01,223,223
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
SAN LORENZO(PND),atenciones odontologicas,acciones preventivas,2009-04-01,84,84
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2009-04-01,867,867
SAN LUCAS,atenciones odontologicas,acciones preventivas,2009-04-01,524,524
SAN MATIAS,atenciones odontologicas,acciones preventivas,2009-04-01,31,31
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2009-04-01,120,120
SAN PEDRO,atenciones odontologicas,acciones preventivas,2009-04-01,6,6
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2009-04-01,165,165
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2009-04-01,19,19
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2009-04-01,32,32
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-04-01,48,48
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-04-01,236,236
SANTA ANA,atenciones odontologicas,acciones preventivas,2009-04-01,163,163
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2009-04-01,15965,15965
SANTA ROSA,atenciones odontologicas,acciones preventivas,2009-04-01,294,294
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2009-04-01,388,388
SANTIAGO DE CALLAPA,atenciones odontologicas,acciones preventivas,2009-04-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2009-04-01,519,519
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2009-04-01,23,23
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2009-04-01,4,4
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2009-04-01,35,35
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2009-04-01,58,58
SENA,atenciones odontologicas,acciones preventivas,2009-04-01,23,23
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2009-04-01,1034,1034
SICAYA,atenciones odontologicas,acciones preventivas,2009-04-01,391,391
SIPE SIPE,atenciones odontologicas,acciones preventivas,2009-04-01,24,24
SOPACHUY,atenciones odontologicas,acciones preventivas,2009-04-01,200,200
SORACACHI,atenciones odontologicas,acciones preventivas,2009-04-01,28,28
SORATA,atenciones odontologicas,acciones preventivas,2009-04-01,154,154
SUCRE,atenciones odontologicas,acciones preventivas,2009-04-01,1327,1327
TACACOMA,atenciones odontologicas,acciones preventivas,2009-04-01,33,33
TAPACARI,atenciones odontologicas,acciones preventivas,2009-04-01,315,315
TARABUCO,atenciones odontologicas,acciones preventivas,2009-04-01,1276,1276
TARACO,atenciones odontologicas,acciones preventivas,2009-04-01,10,10
TARATA,atenciones odontologicas,acciones preventivas,2009-04-01,380,380
TARIJA,atenciones odontologicas,acciones preventivas,2009-04-01,718,718
TARVITA,atenciones odontologicas,acciones preventivas,2009-04-01,214,214
TEOPONTE,atenciones odontologicas,acciones preventivas,2009-04-01,96,96
TIAWANACU,atenciones odontologicas,acciones preventivas,2009-04-01,4,4
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2009-04-01,289,289
TIPUANI,atenciones odontologicas,acciones preventivas,2009-04-01,38,38
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2009-04-01,788,788
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2009-04-01,949,949
TOCO,atenciones odontologicas,acciones preventivas,2009-04-01,803,803
TOLATA,atenciones odontologicas,acciones preventivas,2009-04-01,259,259
TOLEDO,atenciones odontologicas,acciones preventivas,2009-04-01,110,110
TOMAVE,atenciones odontologicas,acciones preventivas,2009-04-01,45,45
TOMINA,atenciones odontologicas,acciones preventivas,2009-04-01,1090,1090
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2009-04-01,93,93
TOTORA(ORR),atenciones odontologicas,acciones preventivas,2009-04-01,1,1
TRIGAL,atenciones odontologicas,acciones preventivas,2009-04-01,9,9
TRINIDAD,atenciones odontologicas,acciones preventivas,2009-04-01,1326,1326
TUPIZA,atenciones odontologicas,acciones preventivas,2009-04-01,151,151
TURCO,atenciones odontologicas,acciones preventivas,2009-04-01,240,240
UMALA,atenciones odontologicas,acciones preventivas,2009-04-01,97,97
UNCIA,atenciones odontologicas,acciones preventivas,2009-04-01,363,363
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2009-04-01,415,415
URUBICHA,atenciones odontologicas,acciones preventivas,2009-04-01,8,8
UYUNI,atenciones odontologicas,acciones preventivas,2009-04-01,9,9
VACAS,atenciones odontologicas,acciones preventivas,2009-04-01,131,131
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2009-04-01,445,445
VIACHA,atenciones odontologicas,acciones preventivas,2009-04-01,1807,1807
VILA VILA,atenciones odontologicas,acciones preventivas,2009-04-01,14,14
VILLA MONTES,atenciones odontologicas,acciones preventivas,2009-04-01,415,415
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2009-04-01,157,157
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2009-04-01,898,898
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2009-04-01,3128,3128
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2009-04-01,940,940
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2009-04-01,174,174
VILLAZON,atenciones odontologicas,acciones preventivas,2009-04-01,1411,1411
VINTO,atenciones odontologicas,acciones preventivas,2009-04-01,11,11
VITICHI,atenciones odontologicas,acciones preventivas,2009-04-01,5,5
WARNES,atenciones odontologicas,acciones preventivas,2009-04-01,117,117
YACO,atenciones odontologicas,acciones preventivas,2009-04-01,32,32
YACUIBA,atenciones odontologicas,acciones preventivas,2009-04-01,445,445
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2009-04-01,223,223
YANACACHI,atenciones odontologicas,acciones preventivas,2009-04-01,7,7
YAPACANI,atenciones odontologicas,acciones preventivas,2009-04-01,278,278
YOCALLA,atenciones odontologicas,acciones preventivas,2009-04-01,202,202
YOTALA,atenciones odontologicas,acciones preventivas,2009-04-01,152,152
YUNCHARA,atenciones odontologicas,acciones preventivas,2009-04-01,20,20
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2009-04-01,112,112
ACACIO,atenciones odontologicas,acciones preventivas,2009-05-01,50,50
ACHACACHI,atenciones odontologicas,acciones preventivas,2009-05-01,160,160
ACHOCALLA,atenciones odontologicas,acciones preventivas,2009-05-01,22,22
AIQUILE,atenciones odontologicas,acciones preventivas,2009-05-01,135,135
ALALAY,atenciones odontologicas,acciones preventivas,2009-05-01,38,38
ALCALA,atenciones odontologicas,acciones preventivas,2009-05-01,450,450
ANCORAIMES,atenciones odontologicas,acciones preventivas,2009-05-01,124,124
ANDAMARCA,atenciones odontologicas,acciones preventivas,2009-05-01,16,16
