municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,14,14
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
ASCENCION DE GUARAYOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,60,60
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,32,32
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,14,14
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,22,22
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,38,38
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,360,360
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,36,36
CHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,15,15
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,25,25
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,16,16
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,18,18
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3953,3953
COIPASA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1001,1001
COLLANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,72,72
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
COLQUIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,208,208
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,655,655
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,37,37
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,26,26
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
GUAYARAMERIN,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,253,253
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,28,28
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2067,2067
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,267,267
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,148,148
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,58,58
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,209,209
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,23,23
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,16,16
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1697,1697
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,14,14
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,19,19
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,76,76
PASORAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,9,9
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,47,47
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,9,9
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,214,214
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,9,9
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,23,23
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,14,14
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
PUERTO PEREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,26,26
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,22,22
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,291,291
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,81,81
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,29,29
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
REYES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,186,186
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,753,753
ROBORE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
RURRENABAQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,46,46
SACABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
SACACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,54,54
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,7,7
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,201,201
SAN JAVIER(BNI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,26,26
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,15,15
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,21,21
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
SANTA ANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,220,220
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,260,260
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
SANTIAGO DE CALLAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,44,44
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,13,13
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,24,24
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,156,156
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,139,139
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,11,11
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,27,27
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,47,47
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,12,12
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,20,20
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,155,155
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,16,16
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,15,15
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,9,9
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,10,10
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,2,2
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,237,237
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,16,16
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,18,18
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1744,1744
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,29,29
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,23,23
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,14,14
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,17,17
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4372,4372
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,518,518
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,4,4
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,1,1
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,3,3
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,46,46
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,746,746
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,6,6
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,8,8
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,5,5
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-04-01,14,14
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,49,49
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,17,17
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
ANTEQUERA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,38,38
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
BAURES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,473,473
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,41,41
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,35,35
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,14,14
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,28,28
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,19,19
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,28,28
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,29,29
CHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,29,29
CHARAÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,16,16
CHIMORE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
CHOQUE COTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4996,4996
COIPASA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,401,401
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,91,91
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
COMANCHE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,21,21
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,15,15
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,67,67
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,19,19
