municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
MALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
MAPIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,95,95
MECAPACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,34,34
MINEROS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,25,25
MIZQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,10,10
MOJOCOYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,71,71
MONTEAGUDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,145,145
MONTERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,386,386
MORO MORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
MOROCHATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,24,24
OCURI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,14,14
OKINAWA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,25,25
OMEREQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,10,10
ORURO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1881,1881
PADCAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,115,115
PADILLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,136,136
PAILON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,8,8
PALCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,8,8
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,12,12
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,18,18
PAMPA GRANDE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,15,15
PASORAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
PAZÑA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,55,55
POCOATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,12,12
POCONA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,14,14
POJO (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,43,43
POOPO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,115,115
PORCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,48,48
PORONGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,6,6
PORTACHUELO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,33,33
PORVENIR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,8,8
POSTRER VALLE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
POTOSI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1895,1895
PUCARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,6,6
PUCARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,11,11
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,86,86
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,30,30
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,17,17
PUERTO RICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,14,14
PUERTO SILES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,41,41
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,63,63
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,49,49
PUNA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,25,25
PUNATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,66,66
QUIABAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
QUILLACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,218,218
QUIME,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,170,170
RAVELO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
REYES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,61,61
RIBERALTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,153,153
ROBORE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,94,94
RURRENABAQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,26,26
SABAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,42,42
SACABA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,117,117
SACACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,53,53
SAIPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,27,27
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,13,13
SAMAIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,28,28
SAN ANDRES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,25,25
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,6,6
SAN BENITO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,14,14
SAN BORJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,105,105
SAN BUENA VENTURA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,9,9
SAN CARLOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,41,41
SAN IGNACIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,177,177
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,146,146
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,17,17
SAN JOAQUIN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,22,22
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,36,36
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,82,82
SAN JULIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,43,43
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,322,322
SAN LUCAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,5,5
SAN MATIAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,17,17
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,100,100
SAN PEDRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,32,32
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,12,12
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,32,32
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,10,10
SAN RAFAEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,23,23
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,16,16
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,37,37
SANTA ANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,76,76
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,2791,2791
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,21,21
SANTIAGO DE CALLAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,7,7
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,130,130
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
SANTIVAÑES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,22,22
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,40,40
SAPAHAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,10,10
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,5,5
SICAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,11,11
SIPE SIPE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,133,133
SOPACHUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,179,179
SORACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,16,16
SORATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,38,38
SUCRE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,4187,4187
TACACOMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,45,45
TAPACARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,10,10
TARABUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,2,2
TARACO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3,3
TARIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,3246,3246
TARVITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,19,19
TIAWANACU,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,11,11
TINGUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,6,6
TIPUANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
TIQUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,112,112
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,98,98
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
TOCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,55,55
TOLATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,29,29
TOLEDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,37,37
TOMAVE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,11,11
TOMINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,281,281
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,40,40
TRIGAL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,21,21
TRINIDAD,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,516,516
TUPIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,49,49
TURCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,36,36
UMALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,4,4
UNCIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,171,171
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,216,216
URUBICHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,1,1
UYUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,59,59
VACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,27,27
VALLEGRANDE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,140,140
VIACHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,287,287
VILA VILA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,12,12
VILLA MONTES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,174,174
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,2,2
VILLA RIVERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,17,17
VILLA SERRANO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,13,13
VILLA TUNARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,271,271
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,32,32
VILLAZON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,272,272
VINTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,27,27
VITICHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,14,14
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,8,8
WARNES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,29,29
YACUIBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,649,649
YAMPARAEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,24,24
YANACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,13,13
YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,52,52
YOCALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,24,24
YOTALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,34,34
YUNCHARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,20,20
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-04-01,28,28
ACACIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,21,21
ACHACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,19,19
AIQUILE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,57,57
ALCALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,56,56
ANCORAIMES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2,2
ANDAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,12,12
ANTEQUERA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,14,14
ANZALDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,10,10
ARAMPAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7,7
ARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,51,51
ARQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,11,11
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,16,16
AYATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,4,4
AYO AYO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,119,119
AZURDUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,26,26
BATALLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7,7
BAURES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,26,26
BELEN DE URMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2,2
BERMEJO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,270,270
BETANZOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,32,32
BOLIVAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,28,28
BOYUIBE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,15,15
BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,30,30
CABEZAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,62,62
CAIROMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,11,11
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,22,22
CAJUATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,11,11
CALACOTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7,7
CALAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,48,48
CAMARGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,288,288
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,108,108
CAMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,351,351
CAPINOTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,29,29
CAQUIAVIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,4,4
CARACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,114,114
CARANAVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,77,77
CARAPARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,95,95
CARIPUYO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
CATACORA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
CHALLAPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,77,77
CHAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,22,22
CHARAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,38,38
CHARAÑA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
CHAYANTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,19,19
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7,7
CLIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,12,12
COBIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,241,241
COCHABAMBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,6372,6372
COIPASA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,11,11
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,207,207
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,41,41
COLLANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,8,8
COLOMI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,15,15
COLPA BELGICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,29,29
COLQUECHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,23,23
COLQUENCHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,8,8
COLQUIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,14,14
COMANCHE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,23,23
COMARAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,47,47
COMBAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,10,10
COPACABANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
CORIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,67,67
CORO CORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,1,1
COROICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,31,31
CORQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,16,16
COTAGAITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,91,91
COTOCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,37,37
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,72,72
CUEVO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,27,27
CULPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,61,61
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,40,40
DESAGUADERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2,2
EL ALTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3115,3115
EL CHORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2,2
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,20,20
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,67,67
EL TORNO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,33,33
EL VILLAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7,7
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,37,37
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,78,78
EUCALIPTUS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,23,23
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,49,49
FILADELFIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,25,25
GUANAY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,102,102
GUAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,9,9
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,85,85
GUTIERREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,106,106
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,20,20
HUACHACALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,8,8
HUANUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,155,155
HUARACAJE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,6,6
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,13,13
ICLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,1,1
INCAHUASI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,58,58
INQUISIVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,10,10
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,38,38
IXIAMAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,25,25
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,22,22
LA GUARDIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,61,61
LA PAZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,7711,7711
LAGUNILLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,29,29
LAS CARRERAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,6,6
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,1,1
LLALLAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,149,149
LLICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,19,19
LURIBAY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,27,27
MACHARETI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,62,62
MAGDALENA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,29,29
MAIRANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,58,58
MALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,3,3
MAPIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,16,16
MECAPACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,28,28
MINEROS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,50,50
MIZQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,27,27
MOJOCOYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,74,74
MONTEAGUDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,182,182
MONTERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,609,609
MOROCHATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2,2
OKINAWA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,17,17
OMEREQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,13,13
ORURO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,2060,2060
PADCAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,102,102
PADILLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,110,110
PAILON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,20,20
PALCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-05-01,12,12
