municipality,group,variable,month,Periodoncias,TOTAL
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2009-03-01,15,15
AYO AYO,atenciones odontologicas,periodoncias,2009-03-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2009-03-01,6,6
AZURDUY,atenciones odontologicas,periodoncias,2009-03-01,9,9
BAURES,atenciones odontologicas,periodoncias,2009-03-01,7,7
BERMEJO,atenciones odontologicas,periodoncias,2009-03-01,37,37
BETANZOS,atenciones odontologicas,periodoncias,2009-03-01,3,3
BOYUIBE,atenciones odontologicas,periodoncias,2009-03-01,1,1
BUENA VISTA,atenciones odontologicas,periodoncias,2009-03-01,5,5
CABEZAS,atenciones odontologicas,periodoncias,2009-03-01,71,71
CAIROMA,atenciones odontologicas,periodoncias,2009-03-01,7,7
"CAIZA ""D""",atenciones odontologicas,periodoncias,2009-03-01,5,5
CALAMARCA,atenciones odontologicas,periodoncias,2009-03-01,3,3
CAMARGO,atenciones odontologicas,periodoncias,2009-03-01,4,4
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,periodoncias,2009-03-01,6,6
CAMIRI,atenciones odontologicas,periodoncias,2009-03-01,61,61
CAPINOTA,atenciones odontologicas,periodoncias,2009-03-01,30,30
CARACOLLO,atenciones odontologicas,periodoncias,2009-03-01,13,13
CARANAVI,atenciones odontologicas,periodoncias,2009-03-01,22,22
CARAPARI,atenciones odontologicas,periodoncias,2009-03-01,29,29
CARMEN RIVERO TORREZ,atenciones odontologicas,periodoncias,2009-03-01,12,12
CATACORA,atenciones odontologicas,periodoncias,2009-03-01,1,1
CHALLAPATA,atenciones odontologicas,periodoncias,2009-03-01,3,3
CHAQUI,atenciones odontologicas,periodoncias,2009-03-01,2,2
CHARAGUA,atenciones odontologicas,periodoncias,2009-03-01,11,11
CHARAÑA,atenciones odontologicas,periodoncias,2009-03-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2009-03-01,1,1
CLIZA,atenciones odontologicas,periodoncias,2009-03-01,12,12
COBIJA,atenciones odontologicas,periodoncias,2009-03-01,25,25
COCHABAMBA,atenciones odontologicas,periodoncias,2009-03-01,1053,1053
COLCAPIRHUA,atenciones odontologicas,periodoncias,2009-03-01,109,109
"COLCHA ""K""",atenciones odontologicas,periodoncias,2009-03-01,1,1
COLOMI,atenciones odontologicas,periodoncias,2009-03-01,15,15
COLPA BELGICA,atenciones odontologicas,periodoncias,2009-03-01,13,13
COLQUENCHA,atenciones odontologicas,periodoncias,2009-03-01,1,1
COLQUIRI,atenciones odontologicas,periodoncias,2009-03-01,6,6
COMANCHE,atenciones odontologicas,periodoncias,2009-03-01,2,2
COMARAPA,atenciones odontologicas,periodoncias,2009-03-01,4,4
CONCEPCION,atenciones odontologicas,periodoncias,2009-03-01,3,3
COROICO,atenciones odontologicas,periodoncias,2009-03-01,14,14
CORQUE,atenciones odontologicas,periodoncias,2009-03-01,3,3
COTAGAITA,atenciones odontologicas,periodoncias,2009-03-01,26,26
COTOCA,atenciones odontologicas,periodoncias,2009-03-01,22,22
CUATRO CAÑADAS,atenciones odontologicas,periodoncias,2009-03-01,3,3
CULPINA,atenciones odontologicas,periodoncias,2009-03-01,3,3
CURVA,atenciones odontologicas,periodoncias,2009-03-01,1,1
EL ALTO,atenciones odontologicas,periodoncias,2009-03-01,510,510
EL CHORO,atenciones odontologicas,periodoncias,2009-03-01,1,1
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2009-03-01,7,7
EL TORNO,atenciones odontologicas,periodoncias,2009-03-01,22,22
EL VILLAR,atenciones odontologicas,periodoncias,2009-03-01,2,2
ENTRE RIOS,atenciones odontologicas,periodoncias,2009-03-01,9,9
ENTRE RIOS,atenciones odontologicas,periodoncias,2009-03-01,10,10
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2009-03-01,9,9
FILADELFIA,atenciones odontologicas,periodoncias,2009-03-01,2,2
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2009-03-01,15,15
GUANAY,atenciones odontologicas,periodoncias,2009-03-01,11,11
GUAQUI,atenciones odontologicas,periodoncias,2009-03-01,4,4
GUAYARAMERIN,atenciones odontologicas,periodoncias,2009-03-01,15,15
GUTIERREZ,atenciones odontologicas,periodoncias,2009-03-01,18,18
HUACHACALLA,atenciones odontologicas,periodoncias,2009-03-01,1,1
HUANUNI,atenciones odontologicas,periodoncias,2009-03-01,14,14
HUARACAJE,atenciones odontologicas,periodoncias,2009-03-01,11,11
ICLA,atenciones odontologicas,periodoncias,2009-03-01,4,4
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2009-03-01,5,5
LA ASUNTA,atenciones odontologicas,periodoncias,2009-03-01,1,1
LA GUARDIA,atenciones odontologicas,periodoncias,2009-03-01,36,36
LA PAZ,atenciones odontologicas,periodoncias,2009-03-01,1118,1118
LAGUNILLAS,atenciones odontologicas,periodoncias,2009-03-01,9,9
LICOMA PAMPA,atenciones odontologicas,periodoncias,2009-03-01,1,1
LLALLAGUA,atenciones odontologicas,periodoncias,2009-03-01,48,48
LLICA,atenciones odontologicas,periodoncias,2009-03-01,16,16
MACHACAMARCA,atenciones odontologicas,periodoncias,2009-03-01,5,5
MAGDALENA,atenciones odontologicas,periodoncias,2009-03-01,4,4
MAIRANA,atenciones odontologicas,periodoncias,2009-03-01,21,21
MINEROS,atenciones odontologicas,periodoncias,2009-03-01,16,16
MIZQUE,atenciones odontologicas,periodoncias,2009-03-01,851,851
MOJOCOYA,atenciones odontologicas,periodoncias,2009-03-01,2,2
MONTERO,atenciones odontologicas,periodoncias,2009-03-01,154,154
MOROCHATA,atenciones odontologicas,periodoncias,2009-03-01,13,13
OCURI,atenciones odontologicas,periodoncias,2009-03-01,18,18
OKINAWA,atenciones odontologicas,periodoncias,2009-03-01,7,7
OMEREQUE,atenciones odontologicas,periodoncias,2009-03-01,22,22
ORURO,atenciones odontologicas,periodoncias,2009-03-01,104,104
PADCAYA,atenciones odontologicas,periodoncias,2009-03-01,45,45
PADILLA,atenciones odontologicas,periodoncias,2009-03-01,4,4
PAILON,atenciones odontologicas,periodoncias,2009-03-01,12,12
PALCA,atenciones odontologicas,periodoncias,2009-03-01,3,3
PAMPA AULLAGAS,atenciones odontologicas,periodoncias,2009-03-01,1,1
PAMPA GRANDE,atenciones odontologicas,periodoncias,2009-03-01,1,1
PAZÑA,atenciones odontologicas,periodoncias,2009-03-01,2,2
POCOATA,atenciones odontologicas,periodoncias,2009-03-01,5,5
POCONA,atenciones odontologicas,periodoncias,2009-03-01,2,2
POJO (CBBA),atenciones odontologicas,periodoncias,2009-03-01,20,20
POOPO,atenciones odontologicas,periodoncias,2009-03-01,3,3
PORTACHUELO,atenciones odontologicas,periodoncias,2009-03-01,5,5
POSTRER VALLE,atenciones odontologicas,periodoncias,2009-03-01,4,4
POTOSI,atenciones odontologicas,periodoncias,2009-03-01,131,131
PUCARA,atenciones odontologicas,periodoncias,2009-03-01,1,1
PUCARANI,atenciones odontologicas,periodoncias,2009-03-01,8,8
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2009-03-01,3,3
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2009-03-01,4,4
PUERTO QUIJARRO,atenciones odontologicas,periodoncias,2009-03-01,2,2
PUERTO RICO,atenciones odontologicas,periodoncias,2009-03-01,58,58
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2009-03-01,17,17
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2009-03-01,11,11
PUNA,atenciones odontologicas,periodoncias,2009-03-01,1,1
PUNATA,atenciones odontologicas,periodoncias,2009-03-01,246,246
QUILLACOLLO,atenciones odontologicas,periodoncias,2009-03-01,75,75
QUIME,atenciones odontologicas,periodoncias,2009-03-01,36,36
QUIRUSILLAS,atenciones odontologicas,periodoncias,2009-03-01,1,1
REYES,atenciones odontologicas,periodoncias,2009-03-01,22,22
RIBERALTA,atenciones odontologicas,periodoncias,2009-03-01,115,115
ROBORE,atenciones odontologicas,periodoncias,2009-03-01,12,12
RURRENABAQUE,atenciones odontologicas,periodoncias,2009-03-01,45,45
SABAYA,atenciones odontologicas,periodoncias,2009-03-01,2,2
SACABA,atenciones odontologicas,periodoncias,2009-03-01,89,89
SACABAMBA,atenciones odontologicas,periodoncias,2009-03-01,6,6
SAIPINA,atenciones odontologicas,periodoncias,2009-03-01,6,6
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2009-03-01,7,7
SAMAIPATA,atenciones odontologicas,periodoncias,2009-03-01,1,1
SAN ANDRES,atenciones odontologicas,periodoncias,2009-03-01,4,4
SAN BENITO,atenciones odontologicas,periodoncias,2009-03-01,7,7
SAN BORJA,atenciones odontologicas,periodoncias,2009-03-01,23,23
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2009-03-01,5,5
SAN CARLOS,atenciones odontologicas,periodoncias,2009-03-01,30,30
SAN IGNACIO,atenciones odontologicas,periodoncias,2009-03-01,1,1
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2009-03-01,4,4
SAN JAVIER(STC),atenciones odontologicas,periodoncias,2009-03-01,4,4
SAN JOAQUIN,atenciones odontologicas,periodoncias,2009-03-01,4,4
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2009-03-01,2,2
SAN JULIAN,atenciones odontologicas,periodoncias,2009-03-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2009-03-01,9,9
SAN LUCAS,atenciones odontologicas,periodoncias,2009-03-01,8,8
SAN MATIAS,atenciones odontologicas,periodoncias,2009-03-01,4,4
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2009-03-01,9,9
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,periodoncias,2009-03-01,1,1
SAN PEDRO(PND),atenciones odontologicas,periodoncias,2009-03-01,6,6
SAN RAFAEL,atenciones odontologicas,periodoncias,2009-03-01,56,56
SAN RAMON,atenciones odontologicas,periodoncias,2009-03-01,4,4
SANTA ANA,atenciones odontologicas,periodoncias,2009-03-01,94,94
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2009-03-01,2425,2425
SANTA ROSA,atenciones odontologicas,periodoncias,2009-03-01,6,6
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2009-03-01,741,741
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2009-03-01,2,2
SANTIVAÑES,atenciones odontologicas,periodoncias,2009-03-01,1,1
SANTUARIO DE QUILLACAS,atenciones odontologicas,periodoncias,2009-03-01,2,2
SENA,atenciones odontologicas,periodoncias,2009-03-01,7,7
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2009-03-01,8,8
SICAYA,atenciones odontologicas,periodoncias,2009-03-01,2,2
SIPE SIPE,atenciones odontologicas,periodoncias,2009-03-01,241,241
SORACACHI,atenciones odontologicas,periodoncias,2009-03-01,1,1
SORATA,atenciones odontologicas,periodoncias,2009-03-01,42,42
SUCRE,atenciones odontologicas,periodoncias,2009-03-01,444,444
TACACOMA,atenciones odontologicas,periodoncias,2009-03-01,2,2
TACOPAYA,atenciones odontologicas,periodoncias,2009-03-01,74,74
TAHUA,atenciones odontologicas,periodoncias,2009-03-01,4,4
TAPACARI,atenciones odontologicas,periodoncias,2009-03-01,1,1
TARABUCO,atenciones odontologicas,periodoncias,2009-03-01,13,13
TARACO,atenciones odontologicas,periodoncias,2009-03-01,1,1
TARIJA,atenciones odontologicas,periodoncias,2009-03-01,381,381
TARVITA,atenciones odontologicas,periodoncias,2009-03-01,4,4
TEOPONTE,atenciones odontologicas,periodoncias,2009-03-01,1,1
TIQUIPAYA,atenciones odontologicas,periodoncias,2009-03-01,207,207
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2009-03-01,262,262
TOCO,atenciones odontologicas,periodoncias,2009-03-01,8,8
TOLATA,atenciones odontologicas,periodoncias,2009-03-01,57,57
TOLEDO,atenciones odontologicas,periodoncias,2009-03-01,3,3
TOMINA,atenciones odontologicas,periodoncias,2009-03-01,4,4
TORO TORO,atenciones odontologicas,periodoncias,2009-03-01,2,2
TOTORA(CBBA),atenciones odontologicas,periodoncias,2009-03-01,28,28
TRIGAL,atenciones odontologicas,periodoncias,2009-03-01,2,2
TRINIDAD,atenciones odontologicas,periodoncias,2009-03-01,115,115
TUPIZA,atenciones odontologicas,periodoncias,2009-03-01,11,11
UNCIA,atenciones odontologicas,periodoncias,2009-03-01,15,15
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2009-03-01,10,10
VACAS,atenciones odontologicas,periodoncias,2009-03-01,17,17
VALLEGRANDE,atenciones odontologicas,periodoncias,2009-03-01,3,3
VIACHA,atenciones odontologicas,periodoncias,2009-03-01,50,50
VILLA MONTES,atenciones odontologicas,periodoncias,2009-03-01,18,18
VILLA RIVERO,atenciones odontologicas,periodoncias,2009-03-01,7,7
VILLA TUNARI,atenciones odontologicas,periodoncias,2009-03-01,143,143
VILLAZON,atenciones odontologicas,periodoncias,2009-03-01,26,26
VINTO,atenciones odontologicas,periodoncias,2009-03-01,7,7
VITICHI,atenciones odontologicas,periodoncias,2009-03-01,1,1
WARNES,atenciones odontologicas,periodoncias,2009-03-01,31,31
YACO,atenciones odontologicas,periodoncias,2009-03-01,1,1
YACUIBA,atenciones odontologicas,periodoncias,2009-03-01,78,78
YAPACANI,atenciones odontologicas,periodoncias,2009-03-01,4,4
YOTALA,atenciones odontologicas,periodoncias,2009-03-01,4,4
YUNCHARA,atenciones odontologicas,periodoncias,2009-03-01,13,13
ACACIO,atenciones odontologicas,periodoncias,2009-04-01,3,3
ACHACACHI,atenciones odontologicas,periodoncias,2009-04-01,11,11
AIQUILE,atenciones odontologicas,periodoncias,2009-04-01,31,31
ALALAY,atenciones odontologicas,periodoncias,2009-04-01,64,64
ALCALA,atenciones odontologicas,periodoncias,2009-04-01,61,61
ANCORAIMES,atenciones odontologicas,periodoncias,2009-04-01,3,3
ANZALDO,atenciones odontologicas,periodoncias,2009-04-01,39,39
ARANI,atenciones odontologicas,periodoncias,2009-04-01,49,49
ARBIETO,atenciones odontologicas,periodoncias,2009-04-01,84,84
ARQUE,atenciones odontologicas,periodoncias,2009-04-01,6,6
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2009-04-01,3,3
AYO AYO,atenciones odontologicas,periodoncias,2009-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2009-04-01,3,3
AZURDUY,atenciones odontologicas,periodoncias,2009-04-01,2,2
BAURES,atenciones odontologicas,periodoncias,2009-04-01,3,3
BERMEJO,atenciones odontologicas,periodoncias,2009-04-01,31,31
BETANZOS,atenciones odontologicas,periodoncias,2009-04-01,5,5
BOLIVAR,atenciones odontologicas,periodoncias,2009-04-01,1,1
BOLPEBRA,atenciones odontologicas,periodoncias,2009-04-01,2,2
BOYUIBE,atenciones odontologicas,periodoncias,2009-04-01,4,4
BUENA VISTA,atenciones odontologicas,periodoncias,2009-04-01,16,16
CABEZAS,atenciones odontologicas,periodoncias,2009-04-01,34,34
CAIROMA,atenciones odontologicas,periodoncias,2009-04-01,31,31
"CAIZA ""D""",atenciones odontologicas,periodoncias,2009-04-01,6,6
CAJUATA,atenciones odontologicas,periodoncias,2009-04-01,1,1
CALAMARCA,atenciones odontologicas,periodoncias,2009-04-01,2,2
CAMARGO,atenciones odontologicas,periodoncias,2009-04-01,6,6
CAMIRI,atenciones odontologicas,periodoncias,2009-04-01,76,76
CAPINOTA,atenciones odontologicas,periodoncias,2009-04-01,12,12
CARACOLLO,atenciones odontologicas,periodoncias,2009-04-01,10,10
CARANAVI,atenciones odontologicas,periodoncias,2009-04-01,21,21
CARAPARI,atenciones odontologicas,periodoncias,2009-04-01,32,32
CARMEN RIVERO TORREZ,atenciones odontologicas,periodoncias,2009-04-01,4,4
CATACORA,atenciones odontologicas,periodoncias,2009-04-01,3,3
CHALLAPATA,atenciones odontologicas,periodoncias,2009-04-01,9,9
CHAQUI,atenciones odontologicas,periodoncias,2009-04-01,8,8
CHARAGUA,atenciones odontologicas,periodoncias,2009-04-01,11,11
CHARAÑA,atenciones odontologicas,periodoncias,2009-04-01,22,22
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2009-04-01,6,6
CHUMA,atenciones odontologicas,periodoncias,2009-04-01,1,1
CLIZA,atenciones odontologicas,periodoncias,2009-04-01,48,48
COBIJA,atenciones odontologicas,periodoncias,2009-04-01,30,30
COCHABAMBA,atenciones odontologicas,periodoncias,2009-04-01,1667,1667
COLCAPIRHUA,atenciones odontologicas,periodoncias,2009-04-01,135,135
COLOMI,atenciones odontologicas,periodoncias,2009-04-01,13,13
COLPA BELGICA,atenciones odontologicas,periodoncias,2009-04-01,10,10
COLQUIRI,atenciones odontologicas,periodoncias,2009-04-01,3,3
COMANCHE,atenciones odontologicas,periodoncias,2009-04-01,1,1
COMARAPA,atenciones odontologicas,periodoncias,2009-04-01,2,2
CORIPATA,atenciones odontologicas,periodoncias,2009-04-01,2,2
COROICO,atenciones odontologicas,periodoncias,2009-04-01,20,20
CORQUE,atenciones odontologicas,periodoncias,2009-04-01,1,1
COTAGAITA,atenciones odontologicas,periodoncias,2009-04-01,19,19
COTOCA,atenciones odontologicas,periodoncias,2009-04-01,22,22
CUATRO CAÑADAS,atenciones odontologicas,periodoncias,2009-04-01,8,8
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2009-04-01,10,10
CULPINA,atenciones odontologicas,periodoncias,2009-04-01,3,3
DESAGUADERO,atenciones odontologicas,periodoncias,2009-04-01,1,1
EL ALTO,atenciones odontologicas,periodoncias,2009-04-01,484,484
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2009-04-01,4,4
EL TORNO,atenciones odontologicas,periodoncias,2009-04-01,58,58
EL VILLAR,atenciones odontologicas,periodoncias,2009-04-01,13,13
ENTRE RIOS,atenciones odontologicas,periodoncias,2009-04-01,10,10
EUCALIPTUS,atenciones odontologicas,periodoncias,2009-04-01,7,7
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2009-04-01,8,8
FILADELFIA,atenciones odontologicas,periodoncias,2009-04-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2009-04-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,periodoncias,2009-04-01,1,1
GUANAY,atenciones odontologicas,periodoncias,2009-04-01,29,29
GUAQUI,atenciones odontologicas,periodoncias,2009-04-01,2,2
GUAYARAMERIN,atenciones odontologicas,periodoncias,2009-04-01,18,18
GUTIERREZ,atenciones odontologicas,periodoncias,2009-04-01,14,14
HUANUNI,atenciones odontologicas,periodoncias,2009-04-01,8,8
HUARACAJE,atenciones odontologicas,periodoncias,2009-04-01,20,20
HUAYLLAMARCA,atenciones odontologicas,periodoncias,2009-04-01,1,1
ICLA,atenciones odontologicas,periodoncias,2009-04-01,2,2
INCAHUASI,atenciones odontologicas,periodoncias,2009-04-01,1,1
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2009-04-01,5,5
JESUS DE MACHACA,atenciones odontologicas,periodoncias,2009-04-01,3,3
LA ASUNTA,atenciones odontologicas,periodoncias,2009-04-01,4,4
LA GUARDIA,atenciones odontologicas,periodoncias,2009-04-01,24,24
LA PAZ,atenciones odontologicas,periodoncias,2009-04-01,1360,1360
LAGUNILLAS,atenciones odontologicas,periodoncias,2009-04-01,56,56
LICOMA PAMPA,atenciones odontologicas,periodoncias,2009-04-01,1,1
LLALLAGUA,atenciones odontologicas,periodoncias,2009-04-01,19,19
LLICA,atenciones odontologicas,periodoncias,2009-04-01,4,4
MACHACAMARCA,atenciones odontologicas,periodoncias,2009-04-01,3,3
MAGDALENA,atenciones odontologicas,periodoncias,2009-04-01,2,2
MAIRANA,atenciones odontologicas,periodoncias,2009-04-01,22,22
MAPIRI,atenciones odontologicas,periodoncias,2009-04-01,5,5
MECAPACA,atenciones odontologicas,periodoncias,2009-04-01,1,1
MINEROS,atenciones odontologicas,periodoncias,2009-04-01,9,9
MIZQUE,atenciones odontologicas,periodoncias,2009-04-01,76,76
MOCOMOCO,atenciones odontologicas,periodoncias,2009-04-01,1,1
MOJOCOYA,atenciones odontologicas,periodoncias,2009-04-01,2,2
MONTERO,atenciones odontologicas,periodoncias,2009-04-01,120,120
MOROCHATA,atenciones odontologicas,periodoncias,2009-04-01,5,5
OKINAWA,atenciones odontologicas,periodoncias,2009-04-01,10,10
OMEREQUE,atenciones odontologicas,periodoncias,2009-04-01,12,12
ORURO,atenciones odontologicas,periodoncias,2009-04-01,92,92
PADCAYA,atenciones odontologicas,periodoncias,2009-04-01,5,5
PADILLA,atenciones odontologicas,periodoncias,2009-04-01,1,1
PAILON,atenciones odontologicas,periodoncias,2009-04-01,7,7
PAMPA GRANDE,atenciones odontologicas,periodoncias,2009-04-01,2,2
PATACAMAYA,atenciones odontologicas,periodoncias,2009-04-01,7,7
PAZÑA,atenciones odontologicas,periodoncias,2009-04-01,2,2
POJO (CBBA),atenciones odontologicas,periodoncias,2009-04-01,15,15
PORTACHUELO,atenciones odontologicas,periodoncias,2009-04-01,7,7
PORVENIR,atenciones odontologicas,periodoncias,2009-04-01,1,1
POSTRER VALLE,atenciones odontologicas,periodoncias,2009-04-01,15,15
POTOSI,atenciones odontologicas,periodoncias,2009-04-01,72,72
PUCARANI,atenciones odontologicas,periodoncias,2009-04-01,3,3
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2009-04-01,5,5
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2009-04-01,3,3
PUERTO PEREZ,atenciones odontologicas,periodoncias,2009-04-01,2,2
PUERTO RICO,atenciones odontologicas,periodoncias,2009-04-01,58,58
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2009-04-01,14,14
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2009-04-01,13,13
PUNA,atenciones odontologicas,periodoncias,2009-04-01,3,3
PUNATA,atenciones odontologicas,periodoncias,2009-04-01,172,172
QUIABAYA,atenciones odontologicas,periodoncias,2009-04-01,3,3
QUILLACOLLO,atenciones odontologicas,periodoncias,2009-04-01,68,68
QUIME,atenciones odontologicas,periodoncias,2009-04-01,29,29
QUIRUSILLAS,atenciones odontologicas,periodoncias,2009-04-01,6,6
REYES,atenciones odontologicas,periodoncias,2009-04-01,14,14
RIBERALTA,atenciones odontologicas,periodoncias,2009-04-01,278,278
ROBORE,atenciones odontologicas,periodoncias,2009-04-01,28,28
RURRENABAQUE,atenciones odontologicas,periodoncias,2009-04-01,88,88
SACABA,atenciones odontologicas,periodoncias,2009-04-01,98,98
SACABAMBA,atenciones odontologicas,periodoncias,2009-04-01,3,3
SAIPINA,atenciones odontologicas,periodoncias,2009-04-01,15,15
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2009-04-01,6,6
SAMAIPATA,atenciones odontologicas,periodoncias,2009-04-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,periodoncias,2009-04-01,2,2
SAN ANTONIO DE LOMERIO,atenciones odontologicas,periodoncias,2009-04-01,3,3
SAN BENITO,atenciones odontologicas,periodoncias,2009-04-01,8,8
SAN BORJA,atenciones odontologicas,periodoncias,2009-04-01,18,18
SAN CARLOS,atenciones odontologicas,periodoncias,2009-04-01,15,15
SAN IGNACIO,atenciones odontologicas,periodoncias,2009-04-01,4,4
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2009-04-01,1,1
SAN JAVIER(STC),atenciones odontologicas,periodoncias,2009-04-01,5,5
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2009-04-01,2,2
SAN JULIAN,atenciones odontologicas,periodoncias,2009-04-01,12,12
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2009-04-01,10,10
SAN MATIAS,atenciones odontologicas,periodoncias,2009-04-01,1,1
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2009-04-01,15,15
SAN PEDRO,atenciones odontologicas,periodoncias,2009-04-01,1,1
SAN RAFAEL,atenciones odontologicas,periodoncias,2009-04-01,50,50
SAN RAMON,atenciones odontologicas,periodoncias,2009-04-01,4,4
SANTA ANA,atenciones odontologicas,periodoncias,2009-04-01,120,120
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2009-04-01,1931,1931
SANTA ROSA,atenciones odontologicas,periodoncias,2009-04-01,6,6
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2009-04-01,81,81
SANTIVAÑES,atenciones odontologicas,periodoncias,2009-04-01,3,3
SANTUARIO DE QUILLACAS,atenciones odontologicas,periodoncias,2009-04-01,1,1
SAPAHAQUI,atenciones odontologicas,periodoncias,2009-04-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2009-04-01,25,25
SICAYA,atenciones odontologicas,periodoncias,2009-04-01,20,20
SIPE SIPE,atenciones odontologicas,periodoncias,2009-04-01,29,29
SORACACHI,atenciones odontologicas,periodoncias,2009-04-01,3,3
SORATA,atenciones odontologicas,periodoncias,2009-04-01,77,77
SUCRE,atenciones odontologicas,periodoncias,2009-04-01,462,462
TACACOMA,atenciones odontologicas,periodoncias,2009-04-01,6,6
TACOPAYA,atenciones odontologicas,periodoncias,2009-04-01,3,3
TAPACARI,atenciones odontologicas,periodoncias,2009-04-01,2,2
TARABUCO,atenciones odontologicas,periodoncias,2009-04-01,8,8
TARIJA,atenciones odontologicas,periodoncias,2009-04-01,482,482
TARVITA,atenciones odontologicas,periodoncias,2009-04-01,2,2
TEOPONTE,atenciones odontologicas,periodoncias,2009-04-01,1,1
TIPUANI,atenciones odontologicas,periodoncias,2009-04-01,19,19
TIQUIPAYA,atenciones odontologicas,periodoncias,2009-04-01,270,270
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2009-04-01,81,81
TOCO,atenciones odontologicas,periodoncias,2009-04-01,11,11
TOLATA,atenciones odontologicas,periodoncias,2009-04-01,17,17
TOLEDO,atenciones odontologicas,periodoncias,2009-04-01,7,7
TOMINA,atenciones odontologicas,periodoncias,2009-04-01,21,21
TOTORA(CBBA),atenciones odontologicas,periodoncias,2009-04-01,21,21
TRIGAL,atenciones odontologicas,periodoncias,2009-04-01,11,11
TRINIDAD,atenciones odontologicas,periodoncias,2009-04-01,86,86
TUPIZA,atenciones odontologicas,periodoncias,2009-04-01,19,19
UMALA,atenciones odontologicas,periodoncias,2009-04-01,1,1
UNCIA,atenciones odontologicas,periodoncias,2009-04-01,16,16
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2009-04-01,48,48
URUBICHA,atenciones odontologicas,periodoncias,2009-04-01,2,2
UYUNI,atenciones odontologicas,periodoncias,2009-04-01,2,2
VACAS,atenciones odontologicas,periodoncias,2009-04-01,6,6
VALLEGRANDE,atenciones odontologicas,periodoncias,2009-04-01,8,8
VIACHA,atenciones odontologicas,periodoncias,2009-04-01,39,39
VILLA MONTES,atenciones odontologicas,periodoncias,2009-04-01,25,25
VILLA RIVERO,atenciones odontologicas,periodoncias,2009-04-01,438,438
VILLA TUNARI,atenciones odontologicas,periodoncias,2009-04-01,436,436
VILLAZON,atenciones odontologicas,periodoncias,2009-04-01,16,16
VINTO,atenciones odontologicas,periodoncias,2009-04-01,10,10
VITICHI,atenciones odontologicas,periodoncias,2009-04-01,1,1
WARNES,atenciones odontologicas,periodoncias,2009-04-01,54,54
YACUIBA,atenciones odontologicas,periodoncias,2009-04-01,79,79
YAMPARAEZ,atenciones odontologicas,periodoncias,2009-04-01,160,160
YAPACANI,atenciones odontologicas,periodoncias,2009-04-01,5,5
