municipality,group,variable,month,Primeras consultas,TOTAL
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2009-03-01,74,74
ACACIO,atenciones odontologicas,primeras consultas,2009-04-01,181,181
ACHACACHI,atenciones odontologicas,primeras consultas,2009-04-01,730,730
ACHOCALLA,atenciones odontologicas,primeras consultas,2009-04-01,21,21
AIQUILE,atenciones odontologicas,primeras consultas,2009-04-01,99,99
ALALAY,atenciones odontologicas,primeras consultas,2009-04-01,97,97
ALCALA,atenciones odontologicas,primeras consultas,2009-04-01,64,64
ANCORAIMES,atenciones odontologicas,primeras consultas,2009-04-01,145,145
ANDAMARCA,atenciones odontologicas,primeras consultas,2009-04-01,170,170
ANTEQUERA,atenciones odontologicas,primeras consultas,2009-04-01,63,63
ANZALDO,atenciones odontologicas,primeras consultas,2009-04-01,34,34
APOLO,atenciones odontologicas,primeras consultas,2009-04-01,82,82
ARAMPAMPA,atenciones odontologicas,primeras consultas,2009-04-01,44,44
ARANI,atenciones odontologicas,primeras consultas,2009-04-01,113,113
ARBIETO,atenciones odontologicas,primeras consultas,2009-04-01,94,94
ARQUE,atenciones odontologicas,primeras consultas,2009-04-01,99,99
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2009-04-01,105,105
AYATA,atenciones odontologicas,primeras consultas,2009-04-01,508,508
AYO AYO,atenciones odontologicas,primeras consultas,2009-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2009-04-01,124,124
AZURDUY,atenciones odontologicas,primeras consultas,2009-04-01,544,544
BATALLAS,atenciones odontologicas,primeras consultas,2009-04-01,93,93
BAURES,atenciones odontologicas,primeras consultas,2009-04-01,13,13
BERMEJO,atenciones odontologicas,primeras consultas,2009-04-01,490,490
BETANZOS,atenciones odontologicas,primeras consultas,2009-04-01,63,63
BOLIVAR,atenciones odontologicas,primeras consultas,2009-04-01,80,80
BOLPEBRA,atenciones odontologicas,primeras consultas,2009-04-01,35,35
BOYUIBE,atenciones odontologicas,primeras consultas,2009-04-01,120,120
BUENA VISTA,atenciones odontologicas,primeras consultas,2009-04-01,292,292
CABEZAS,atenciones odontologicas,primeras consultas,2009-04-01,369,369
CAIROMA,atenciones odontologicas,primeras consultas,2009-04-01,240,240
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2009-04-01,67,67
CAJUATA,atenciones odontologicas,primeras consultas,2009-04-01,28,28
CALACOTO,atenciones odontologicas,primeras consultas,2009-04-01,206,206
CALAMARCA,atenciones odontologicas,primeras consultas,2009-04-01,143,143
CAMARGO,atenciones odontologicas,primeras consultas,2009-04-01,517,517
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2009-04-01,28,28
CAMIRI,atenciones odontologicas,primeras consultas,2009-04-01,673,673
CAPINOTA,atenciones odontologicas,primeras consultas,2009-04-01,230,230
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2009-04-01,138,138
CARACOLLO,atenciones odontologicas,primeras consultas,2009-04-01,175,175
CARANAVI,atenciones odontologicas,primeras consultas,2009-04-01,459,459
CARAPARI,atenciones odontologicas,primeras consultas,2009-04-01,198,198
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-04-01,102,102
CATACORA,atenciones odontologicas,primeras consultas,2009-04-01,33,33
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-04-01,260,260
CHAQUI,atenciones odontologicas,primeras consultas,2009-04-01,13,13
CHARAGUA,atenciones odontologicas,primeras consultas,2009-04-01,211,211
CHARAÑA,atenciones odontologicas,primeras consultas,2009-04-01,88,88
CHAYANTA,atenciones odontologicas,primeras consultas,2009-04-01,116,116
CHIMORE,atenciones odontologicas,primeras consultas,2009-04-01,75,75
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-04-01,364,364
CHUMA,atenciones odontologicas,primeras consultas,2009-04-01,148,148
CLIZA,atenciones odontologicas,primeras consultas,2009-04-01,171,171
COBIJA,atenciones odontologicas,primeras consultas,2009-04-01,1899,1899
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-04-01,9879,9879
COIPASA,atenciones odontologicas,primeras consultas,2009-04-01,11,11
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-04-01,183,183
COLLANA,atenciones odontologicas,primeras consultas,2009-04-01,24,24
COLOMI,atenciones odontologicas,primeras consultas,2009-04-01,63,63
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-04-01,179,179
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-04-01,122,122
COLQUENCHA,atenciones odontologicas,primeras consultas,2009-04-01,1,1
COLQUIRI,atenciones odontologicas,primeras consultas,2009-04-01,11,11
COMANCHE,atenciones odontologicas,primeras consultas,2009-04-01,49,49
COMARAPA,atenciones odontologicas,primeras consultas,2009-04-01,384,384
COMBAYA,atenciones odontologicas,primeras consultas,2009-04-01,77,77
CONCEPCION,atenciones odontologicas,primeras consultas,2009-04-01,22,22
COPACABANA,atenciones odontologicas,primeras consultas,2009-04-01,122,122
CORIPATA,atenciones odontologicas,primeras consultas,2009-04-01,101,101
CORO CORO,atenciones odontologicas,primeras consultas,2009-04-01,112,112
COROICO,atenciones odontologicas,primeras consultas,2009-04-01,23,23
CORQUE,atenciones odontologicas,primeras consultas,2009-04-01,4,4
COTAGAITA,atenciones odontologicas,primeras consultas,2009-04-01,513,513
COTOCA,atenciones odontologicas,primeras consultas,2009-04-01,180,180
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2009-04-01,101,101
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2009-04-01,7,7
CUEVO,atenciones odontologicas,primeras consultas,2009-04-01,156,156
CULPINA,atenciones odontologicas,primeras consultas,2009-04-01,396,396
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2009-04-01,4,4
CURVA,atenciones odontologicas,primeras consultas,2009-04-01,11,11
DESAGUADERO,atenciones odontologicas,primeras consultas,2009-04-01,2,2
EL ALTO,atenciones odontologicas,primeras consultas,2009-04-01,4503,4503
EL CHORO,atenciones odontologicas,primeras consultas,2009-04-01,53,53
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2009-04-01,28,28
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2009-04-01,403,403
EL TORNO,atenciones odontologicas,primeras consultas,2009-04-01,682,682
EL VILLAR,atenciones odontologicas,primeras consultas,2009-04-01,53,53
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-04-01,57,57
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-04-01,238,238
EUCALIPTUS,atenciones odontologicas,primeras consultas,2009-04-01,237,237
EXALTACION,atenciones odontologicas,primeras consultas,2009-04-01,8,8
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2009-04-01,167,167
FILADELFIA,atenciones odontologicas,primeras consultas,2009-04-01,138,138
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2009-04-01,480,480
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2009-04-01,212,212
GUANAY,atenciones odontologicas,primeras consultas,2009-04-01,156,156
GUAQUI,atenciones odontologicas,primeras consultas,2009-04-01,180,180
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2009-04-01,419,419
GUTIERREZ,atenciones odontologicas,primeras consultas,2009-04-01,255,255
HUACARETA,atenciones odontologicas,primeras consultas,2009-04-01,13,13
HUACHACALLA,atenciones odontologicas,primeras consultas,2009-04-01,43,43
HUANUNI,atenciones odontologicas,primeras consultas,2009-04-01,153,153
HUARACAJE,atenciones odontologicas,primeras consultas,2009-04-01,2,2
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2009-04-01,62,62
ICLA,atenciones odontologicas,primeras consultas,2009-04-01,339,339
INCAHUASI,atenciones odontologicas,primeras consultas,2009-04-01,411,411
INQUISIVI,atenciones odontologicas,primeras consultas,2009-04-01,103,103
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2009-04-01,114,114
IXIAMAS,atenciones odontologicas,primeras consultas,2009-04-01,146,146
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2009-04-01,136,136
LA ASUNTA,atenciones odontologicas,primeras consultas,2009-04-01,114,114
LA GUARDIA,atenciones odontologicas,primeras consultas,2009-04-01,344,344
LA PAZ,atenciones odontologicas,primeras consultas,2009-04-01,10511,10511
LAGUNILLAS,atenciones odontologicas,primeras consultas,2009-04-01,151,151
LAJA,atenciones odontologicas,primeras consultas,2009-04-01,125,125
LAS CARRERAS,atenciones odontologicas,primeras consultas,2009-04-01,86,86
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2009-04-01,53,53
LLALLAGUA,atenciones odontologicas,primeras consultas,2009-04-01,230,230
LLICA,atenciones odontologicas,primeras consultas,2009-04-01,80,80
LORETO,atenciones odontologicas,primeras consultas,2009-04-01,11,11
LURIBAY,atenciones odontologicas,primeras consultas,2009-04-01,59,59
MACHACAMARCA,atenciones odontologicas,primeras consultas,2009-04-01,70,70
MACHARETI,atenciones odontologicas,primeras consultas,2009-04-01,418,418
MAGDALENA,atenciones odontologicas,primeras consultas,2009-04-01,17,17
MAIRANA,atenciones odontologicas,primeras consultas,2009-04-01,80,80
MALLA,atenciones odontologicas,primeras consultas,2009-04-01,23,23
MAPIRI,atenciones odontologicas,primeras consultas,2009-04-01,121,121
MECAPACA,atenciones odontologicas,primeras consultas,2009-04-01,55,55
MINEROS,atenciones odontologicas,primeras consultas,2009-04-01,176,176
MIZQUE,atenciones odontologicas,primeras consultas,2009-04-01,105,105
MOCOMOCO,atenciones odontologicas,primeras consultas,2009-04-01,176,176
MOJOCOYA,atenciones odontologicas,primeras consultas,2009-04-01,74,74
MONTEAGUDO,atenciones odontologicas,primeras consultas,2009-04-01,110,110
MONTERO,atenciones odontologicas,primeras consultas,2009-04-01,1762,1762
MORO MORO,atenciones odontologicas,primeras consultas,2009-04-01,40,40
MOROCHATA,atenciones odontologicas,primeras consultas,2009-04-01,140,140
OCURI,atenciones odontologicas,primeras consultas,2009-04-01,69,69
OKINAWA,atenciones odontologicas,primeras consultas,2009-04-01,16,16
OMEREQUE,atenciones odontologicas,primeras consultas,2009-04-01,14,14
ORURO,atenciones odontologicas,primeras consultas,2009-04-01,1906,1906
PADCAYA,atenciones odontologicas,primeras consultas,2009-04-01,434,434
PADILLA,atenciones odontologicas,primeras consultas,2009-04-01,216,216
PAILON,atenciones odontologicas,primeras consultas,2009-04-01,97,97
PALCA,atenciones odontologicas,primeras consultas,2009-04-01,99,99
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2009-04-01,577,577
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2009-04-01,211,211
PAMPA GRANDE,atenciones odontologicas,primeras consultas,2009-04-01,47,47
PAPEL PAMPA,atenciones odontologicas,primeras consultas,2009-04-01,113,113
PASORAPA,atenciones odontologicas,primeras consultas,2009-04-01,19,19
PATACAMAYA,atenciones odontologicas,primeras consultas,2009-04-01,151,151
PAZÑA,atenciones odontologicas,primeras consultas,2009-04-01,59,59
PELECHUCO,atenciones odontologicas,primeras consultas,2009-04-01,88,88
POCOATA,atenciones odontologicas,primeras consultas,2009-04-01,197,197
POCONA,atenciones odontologicas,primeras consultas,2009-04-01,56,56
POJO (CBBA),atenciones odontologicas,primeras consultas,2009-04-01,67,67
POOPO,atenciones odontologicas,primeras consultas,2009-04-01,74,74
PORCO,atenciones odontologicas,primeras consultas,2009-04-01,157,157
PORONGO,atenciones odontologicas,primeras consultas,2009-04-01,203,203
PORTACHUELO,atenciones odontologicas,primeras consultas,2009-04-01,135,135
PORVENIR,atenciones odontologicas,primeras consultas,2009-04-01,223,223
POSTRER VALLE,atenciones odontologicas,primeras consultas,2009-04-01,48,48
POTOSI,atenciones odontologicas,primeras consultas,2009-04-01,1791,1791
PRESTO,atenciones odontologicas,primeras consultas,2009-04-01,76,76
PUCARA,atenciones odontologicas,primeras consultas,2009-04-01,37,37
PUCARANI,atenciones odontologicas,primeras consultas,2009-04-01,231,231
PUERTO ACOSTA,atenciones odontologicas,primeras consultas,2009-04-01,196,196
PUERTO CARABUCO,atenciones odontologicas,primeras consultas,2009-04-01,64,64
PUERTO GONZALO MORENO,atenciones odontologicas,primeras consultas,2009-04-01,14,14
PUERTO PEREZ,atenciones odontologicas,primeras consultas,2009-04-01,19,19
PUERTO QUIJARRO,atenciones odontologicas,primeras consultas,2009-04-01,92,92
PUERTO RICO,atenciones odontologicas,primeras consultas,2009-04-01,129,129
PUERTO SILES,atenciones odontologicas,primeras consultas,2009-04-01,8,8
PUERTO SUAREZ,atenciones odontologicas,primeras consultas,2009-04-01,256,256
PUERTO VILLARROEL,atenciones odontologicas,primeras consultas,2009-04-01,149,149
PUNA,atenciones odontologicas,primeras consultas,2009-04-01,587,587
PUNATA,atenciones odontologicas,primeras consultas,2009-04-01,405,405
QUIABAYA,atenciones odontologicas,primeras consultas,2009-04-01,204,204
QUILLACOLLO,atenciones odontologicas,primeras consultas,2009-04-01,630,630
QUIME,atenciones odontologicas,primeras consultas,2009-04-01,296,296
QUIRUSILLAS,atenciones odontologicas,primeras consultas,2009-04-01,12,12
RAVELO,atenciones odontologicas,primeras consultas,2009-04-01,72,72
REYES,atenciones odontologicas,primeras consultas,2009-04-01,174,174
RIBERALTA,atenciones odontologicas,primeras consultas,2009-04-01,1611,1611
ROBORE,atenciones odontologicas,primeras consultas,2009-04-01,47,47
RURRENABAQUE,atenciones odontologicas,primeras consultas,2009-04-01,16,16
SABAYA,atenciones odontologicas,primeras consultas,2009-04-01,26,26
SACABA,atenciones odontologicas,primeras consultas,2009-04-01,625,625
SACABAMBA,atenciones odontologicas,primeras consultas,2009-04-01,4,4
SACACA,atenciones odontologicas,primeras consultas,2009-04-01,127,127
SAIPINA,atenciones odontologicas,primeras consultas,2009-04-01,116,116
SALINAS DE GARCI MENDOZA,atenciones odontologicas,primeras consultas,2009-04-01,227,227
SAMAIPATA,atenciones odontologicas,primeras consultas,2009-04-01,42,42
SAN ANDRES,atenciones odontologicas,primeras consultas,2009-04-01,237,237
SAN ANDRES DE MACHACA,atenciones odontologicas,primeras consultas,2009-04-01,220,220
SAN ANTONIO DE LOMERIO,atenciones odontologicas,primeras consultas,2009-04-01,24,24
SAN BENITO,atenciones odontologicas,primeras consultas,2009-04-01,9,9
SAN BORJA,atenciones odontologicas,primeras consultas,2009-04-01,89,89
SAN BUENA VENTURA,atenciones odontologicas,primeras consultas,2009-04-01,152,152
SAN CARLOS,atenciones odontologicas,primeras consultas,2009-04-01,123,123
SAN IGNACIO,atenciones odontologicas,primeras consultas,2009-04-01,426,426
SAN IGNACIO DE VELASCO,atenciones odontologicas,primeras consultas,2009-04-01,486,486
SAN JAVIER(BNI),atenciones odontologicas,primeras consultas,2009-04-01,57,57
SAN JAVIER(STC),atenciones odontologicas,primeras consultas,2009-04-01,802,802
SAN JOAQUIN,atenciones odontologicas,primeras consultas,2009-04-01,260,260
SAN JOSE DE CHIQUITOS,atenciones odontologicas,primeras consultas,2009-04-01,48,48
SAN JUAN DE YAPACANI,atenciones odontologicas,primeras consultas,2009-04-01,51,51
SAN JULIAN,atenciones odontologicas,primeras consultas,2009-04-01,234,234
SAN LORENZO(PND),atenciones odontologicas,primeras consultas,2009-04-01,60,60
SAN LORENZO(TJA),atenciones odontologicas,primeras consultas,2009-04-01,715,715
SAN LUCAS,atenciones odontologicas,primeras consultas,2009-04-01,550,550
SAN MATIAS,atenciones odontologicas,primeras consultas,2009-04-01,145,145
SAN MIGUEL DE VELASCO,atenciones odontologicas,primeras consultas,2009-04-01,74,74
SAN PEDRO,atenciones odontologicas,primeras consultas,2009-04-01,20,20
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2009-04-01,113,113
SAN PEDRO DE CURAHUARA,atenciones odontologicas,primeras consultas,2009-04-01,84,84
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2009-04-01,107,107
SAN RAFAEL,atenciones odontologicas,primeras consultas,2009-04-01,50,50
SAN RAMON,atenciones odontologicas,primeras consultas,2009-04-01,70,70
SAN RAMON,atenciones odontologicas,primeras consultas,2009-04-01,260,260
SANTA ANA,atenciones odontologicas,primeras consultas,2009-04-01,97,97
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2009-04-01,8265,8265
SANTA ROSA,atenciones odontologicas,primeras consultas,2009-04-01,579,579
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2009-04-01,380,380
SANTIAGO DE CALLAPA,atenciones odontologicas,primeras consultas,2009-04-01,21,21
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2009-04-01,208,208
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2009-04-01,30,30
SANTIVAÑES,atenciones odontologicas,primeras consultas,2009-04-01,44,44
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2009-04-01,132,132
SAPAHAQUI,atenciones odontologicas,primeras consultas,2009-04-01,85,85
SENA,atenciones odontologicas,primeras consultas,2009-04-01,27,27
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2009-04-01,664,664
SICAYA,atenciones odontologicas,primeras consultas,2009-04-01,40,40
SIPE SIPE,atenciones odontologicas,primeras consultas,2009-04-01,209,209
SOPACHUY,atenciones odontologicas,primeras consultas,2009-04-01,240,240
SORACACHI,atenciones odontologicas,primeras consultas,2009-04-01,106,106
SORATA,atenciones odontologicas,primeras consultas,2009-04-01,166,166
SUCRE,atenciones odontologicas,primeras consultas,2009-04-01,2224,2224
TACACOMA,atenciones odontologicas,primeras consultas,2009-04-01,100,100
TACOPAYA,atenciones odontologicas,primeras consultas,2009-04-01,4,4
TAPACARI,atenciones odontologicas,primeras consultas,2009-04-01,230,230
TARABUCO,atenciones odontologicas,primeras consultas,2009-04-01,141,141
TARACO,atenciones odontologicas,primeras consultas,2009-04-01,72,72
TARATA,atenciones odontologicas,primeras consultas,2009-04-01,42,42
TARIJA,atenciones odontologicas,primeras consultas,2009-04-01,1771,1771
TARVITA,atenciones odontologicas,primeras consultas,2009-04-01,104,104
TEOPONTE,atenciones odontologicas,primeras consultas,2009-04-01,73,73
TIAWANACU,atenciones odontologicas,primeras consultas,2009-04-01,103,103
TINGUIPAYA,atenciones odontologicas,primeras consultas,2009-04-01,334,334
TIPUANI,atenciones odontologicas,primeras consultas,2009-04-01,97,97
TIQUIPAYA,atenciones odontologicas,primeras consultas,2009-04-01,430,430
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2009-04-01,163,163
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2009-04-01,11,11
TOCO,atenciones odontologicas,primeras consultas,2009-04-01,44,44
TOLATA,atenciones odontologicas,primeras consultas,2009-04-01,37,37
TOLEDO,atenciones odontologicas,primeras consultas,2009-04-01,286,286
TOMAVE,atenciones odontologicas,primeras consultas,2009-04-01,89,89
TOMINA,atenciones odontologicas,primeras consultas,2009-04-01,374,374
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2009-04-01,75,75
TOTORA(ORR),atenciones odontologicas,primeras consultas,2009-04-01,27,27
TRIGAL,atenciones odontologicas,primeras consultas,2009-04-01,51,51
TRINIDAD,atenciones odontologicas,primeras consultas,2009-04-01,1172,1172
TUPIZA,atenciones odontologicas,primeras consultas,2009-04-01,288,288
TURCO,atenciones odontologicas,primeras consultas,2009-04-01,237,237
UMALA,atenciones odontologicas,primeras consultas,2009-04-01,132,132
UNCIA,atenciones odontologicas,primeras consultas,2009-04-01,442,442
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2009-04-01,158,158
URUBICHA,atenciones odontologicas,primeras consultas,2009-04-01,70,70
UYUNI,atenciones odontologicas,primeras consultas,2009-04-01,176,176
VACAS,atenciones odontologicas,primeras consultas,2009-04-01,40,40
VALLEGRANDE,atenciones odontologicas,primeras consultas,2009-04-01,269,269
VIACHA,atenciones odontologicas,primeras consultas,2009-04-01,537,537
VILA VILA,atenciones odontologicas,primeras consultas,2009-04-01,7,7
VILLA MONTES,atenciones odontologicas,primeras consultas,2009-04-01,960,960
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2009-04-01,196,196
VILLA RIVERO,atenciones odontologicas,primeras consultas,2009-04-01,440,440
VILLA SERRANO,atenciones odontologicas,primeras consultas,2009-04-01,3355,3355
VILLA TUNARI,atenciones odontologicas,primeras consultas,2009-04-01,966,966
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2009-04-01,175,175
VILLAZON,atenciones odontologicas,primeras consultas,2009-04-01,453,453
VINTO,atenciones odontologicas,primeras consultas,2009-04-01,69,69
VITICHI,atenciones odontologicas,primeras consultas,2009-04-01,23,23
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2009-04-01,34,34
WARNES,atenciones odontologicas,primeras consultas,2009-04-01,250,250
YACO,atenciones odontologicas,primeras consultas,2009-04-01,66,66
YACUIBA,atenciones odontologicas,primeras consultas,2009-04-01,553,553
YAMPARAEZ,atenciones odontologicas,primeras consultas,2009-04-01,186,186
YANACACHI,atenciones odontologicas,primeras consultas,2009-04-01,89,89
YAPACANI,atenciones odontologicas,primeras consultas,2009-04-01,66,66
YOCALLA,atenciones odontologicas,primeras consultas,2009-04-01,77,77
YOTALA,atenciones odontologicas,primeras consultas,2009-04-01,130,130
YUNCHARA,atenciones odontologicas,primeras consultas,2009-04-01,173,173
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2009-04-01,62,62
ACACIO,atenciones odontologicas,primeras consultas,2009-05-01,20,20
ACHACACHI,atenciones odontologicas,primeras consultas,2009-05-01,1705,1705
ACHOCALLA,atenciones odontologicas,primeras consultas,2009-05-01,22,22
AIQUILE,atenciones odontologicas,primeras consultas,2009-05-01,68,68
ALALAY,atenciones odontologicas,primeras consultas,2009-05-01,21,21
ALCALA,atenciones odontologicas,primeras consultas,2009-05-01,37,37
ANCORAIMES,atenciones odontologicas,primeras consultas,2009-05-01,55,55
ANDAMARCA,atenciones odontologicas,primeras consultas,2009-05-01,28,28
ANTEQUERA,atenciones odontologicas,primeras consultas,2009-05-01,69,69
ANZALDO,atenciones odontologicas,primeras consultas,2009-05-01,71,71
APOLO,atenciones odontologicas,primeras consultas,2009-05-01,71,71
ARAMPAMPA,atenciones odontologicas,primeras consultas,2009-05-01,51,51
ARANI,atenciones odontologicas,primeras consultas,2009-05-01,222,222
ARBIETO,atenciones odontologicas,primeras consultas,2009-05-01,75,75
ARQUE,atenciones odontologicas,primeras consultas,2009-05-01,54,54
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2009-05-01,99,99
ATOCHA,atenciones odontologicas,primeras consultas,2009-05-01,13,13
AUCAPATA,atenciones odontologicas,primeras consultas,2009-05-01,16,16
AYATA,atenciones odontologicas,primeras consultas,2009-05-01,432,432
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2009-05-01,78,78
AZURDUY,atenciones odontologicas,primeras consultas,2009-05-01,46,46
BATALLAS,atenciones odontologicas,primeras consultas,2009-05-01,110,110
BAURES,atenciones odontologicas,primeras consultas,2009-05-01,83,83
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2009-05-01,12,12
BERMEJO,atenciones odontologicas,primeras consultas,2009-05-01,707,707
BETANZOS,atenciones odontologicas,primeras consultas,2009-05-01,100,100
BOLIVAR,atenciones odontologicas,primeras consultas,2009-05-01,93,93
BOLPEBRA,atenciones odontologicas,primeras consultas,2009-05-01,51,51
BOYUIBE,atenciones odontologicas,primeras consultas,2009-05-01,97,97
BUENA VISTA,atenciones odontologicas,primeras consultas,2009-05-01,127,127
CABEZAS,atenciones odontologicas,primeras consultas,2009-05-01,198,198
CAIROMA,atenciones odontologicas,primeras consultas,2009-05-01,953,953
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2009-05-01,86,86
CAJUATA,atenciones odontologicas,primeras consultas,2009-05-01,59,59
CALACOTO,atenciones odontologicas,primeras consultas,2009-05-01,208,208
CALAMARCA,atenciones odontologicas,primeras consultas,2009-05-01,255,255
CAMARGO,atenciones odontologicas,primeras consultas,2009-05-01,435,435
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2009-05-01,31,31
CAMIRI,atenciones odontologicas,primeras consultas,2009-05-01,517,517
CAPINOTA,atenciones odontologicas,primeras consultas,2009-05-01,40,40
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2009-05-01,125,125
CARACOLLO,atenciones odontologicas,primeras consultas,2009-05-01,157,157
CARANAVI,atenciones odontologicas,primeras consultas,2009-05-01,1095,1095
CARAPARI,atenciones odontologicas,primeras consultas,2009-05-01,218,218
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-05-01,58,58
CATACORA,atenciones odontologicas,primeras consultas,2009-05-01,57,57
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-05-01,214,214
CHAQUI,atenciones odontologicas,primeras consultas,2009-05-01,9,9
CHARAGUA,atenciones odontologicas,primeras consultas,2009-05-01,218,218
CHARAÑA,atenciones odontologicas,primeras consultas,2009-05-01,16,16
CHAYANTA,atenciones odontologicas,primeras consultas,2009-05-01,345,345
CHIMORE,atenciones odontologicas,primeras consultas,2009-05-01,42,42
CHOQUE COTA,atenciones odontologicas,primeras consultas,2009-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-05-01,199,199
CHUMA,atenciones odontologicas,primeras consultas,2009-05-01,270,270
CLIZA,atenciones odontologicas,primeras consultas,2009-05-01,99,99
COBIJA,atenciones odontologicas,primeras consultas,2009-05-01,522,522
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-05-01,7227,7227
COIPASA,atenciones odontologicas,primeras consultas,2009-05-01,22,22
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-05-01,308,308
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2009-05-01,179,179
COLLANA,atenciones odontologicas,primeras consultas,2009-05-01,21,21
COLOMI,atenciones odontologicas,primeras consultas,2009-05-01,97,97
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-05-01,93,93
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-05-01,109,109
COLQUIRI,atenciones odontologicas,primeras consultas,2009-05-01,7,7
COMANCHE,atenciones odontologicas,primeras consultas,2009-05-01,146,146
COMARAPA,atenciones odontologicas,primeras consultas,2009-05-01,321,321
COMBAYA,atenciones odontologicas,primeras consultas,2009-05-01,80,80
CONCEPCION,atenciones odontologicas,primeras consultas,2009-05-01,40,40
COPACABANA,atenciones odontologicas,primeras consultas,2009-05-01,104,104
CORIPATA,atenciones odontologicas,primeras consultas,2009-05-01,142,142
CORO CORO,atenciones odontologicas,primeras consultas,2009-05-01,74,74
COROICO,atenciones odontologicas,primeras consultas,2009-05-01,22,22
CORQUE,atenciones odontologicas,primeras consultas,2009-05-01,16,16
COTAGAITA,atenciones odontologicas,primeras consultas,2009-05-01,270,270
COTOCA,atenciones odontologicas,primeras consultas,2009-05-01,85,85
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2009-05-01,230,230
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2009-05-01,3,3
CUEVO,atenciones odontologicas,primeras consultas,2009-05-01,67,67
CULPINA,atenciones odontologicas,primeras consultas,2009-05-01,393,393
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2009-05-01,23,23
CURVA,atenciones odontologicas,primeras consultas,2009-05-01,59,59
DESAGUADERO,atenciones odontologicas,primeras consultas,2009-05-01,2,2
EL ALTO,atenciones odontologicas,primeras consultas,2009-05-01,4320,4320
