municipality,group,variable,month,Endodoncias,TOTAL
TARIJA,atenciones odontologicas,endodoncias,2009-02-01,682,682
TARVITA,atenciones odontologicas,endodoncias,2009-02-01,3,3
TEOPONTE,atenciones odontologicas,endodoncias,2009-02-01,7,7
TINGUIPAYA,atenciones odontologicas,endodoncias,2009-02-01,1,1
TIQUIPAYA,atenciones odontologicas,endodoncias,2009-02-01,64,64
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2009-02-01,77,77
TOCO,atenciones odontologicas,endodoncias,2009-02-01,17,17
TOLATA,atenciones odontologicas,endodoncias,2009-02-01,32,32
TOLEDO,atenciones odontologicas,endodoncias,2009-02-01,3,3
TOMAVE,atenciones odontologicas,endodoncias,2009-02-01,2,2
TOMINA,atenciones odontologicas,endodoncias,2009-02-01,2,2
TORO TORO,atenciones odontologicas,endodoncias,2009-02-01,5,5
TOTORA(CBBA),atenciones odontologicas,endodoncias,2009-02-01,6,6
TRINIDAD,atenciones odontologicas,endodoncias,2009-02-01,32,32
TUPIZA,atenciones odontologicas,endodoncias,2009-02-01,30,30
TURCO,atenciones odontologicas,endodoncias,2009-02-01,2,2
UMALA,atenciones odontologicas,endodoncias,2009-02-01,4,4
UNCIA,atenciones odontologicas,endodoncias,2009-02-01,44,44
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2009-02-01,71,71
URUBICHA,atenciones odontologicas,endodoncias,2009-02-01,6,6
UYUNI,atenciones odontologicas,endodoncias,2009-02-01,17,17
VACAS,atenciones odontologicas,endodoncias,2009-02-01,13,13
VALLEGRANDE,atenciones odontologicas,endodoncias,2009-02-01,26,26
VIACHA,atenciones odontologicas,endodoncias,2009-02-01,13,13
VILA VILA,atenciones odontologicas,endodoncias,2009-02-01,1,1
VILLA MONTES,atenciones odontologicas,endodoncias,2009-02-01,94,94
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,endodoncias,2009-02-01,4,4
VILLA RIVERO,atenciones odontologicas,endodoncias,2009-02-01,2,2
VILLA SERRANO,atenciones odontologicas,endodoncias,2009-02-01,8,8
VILLA TUNARI,atenciones odontologicas,endodoncias,2009-02-01,55,55
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2009-02-01,9,9
VILLAZON,atenciones odontologicas,endodoncias,2009-02-01,131,131
VINTO,atenciones odontologicas,endodoncias,2009-02-01,10,10
WARNES,atenciones odontologicas,endodoncias,2009-02-01,11,11
YACUIBA,atenciones odontologicas,endodoncias,2009-02-01,204,204
YAMPARAEZ,atenciones odontologicas,endodoncias,2009-02-01,7,7
YANACACHI,atenciones odontologicas,endodoncias,2009-02-01,7,7
YAPACANI,atenciones odontologicas,endodoncias,2009-02-01,1,1
YOCALLA,atenciones odontologicas,endodoncias,2009-02-01,1,1
YOTALA,atenciones odontologicas,endodoncias,2009-02-01,3,3
YUNCHARA,atenciones odontologicas,endodoncias,2009-02-01,16,16
ACACIO,atenciones odontologicas,endodoncias,2009-03-01,4,4
ACHACACHI,atenciones odontologicas,endodoncias,2009-03-01,21,21
ACHOCALLA,atenciones odontologicas,endodoncias,2009-03-01,3,3
AIQUILE,atenciones odontologicas,endodoncias,2009-03-01,30,30
ALCALA,atenciones odontologicas,endodoncias,2009-03-01,4,4
ANDAMARCA,atenciones odontologicas,endodoncias,2009-03-01,8,8
ANTEQUERA,atenciones odontologicas,endodoncias,2009-03-01,7,7
ANZALDO,atenciones odontologicas,endodoncias,2009-03-01,9,9
ARAMPAMPA,atenciones odontologicas,endodoncias,2009-03-01,4,4
ARANI,atenciones odontologicas,endodoncias,2009-03-01,42,42
ARBIETO,atenciones odontologicas,endodoncias,2009-03-01,9,9
ARQUE,atenciones odontologicas,endodoncias,2009-03-01,3,3
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2009-03-01,20,20
AYO AYO,atenciones odontologicas,endodoncias,2009-03-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2009-03-01,23,23
AZURDUY,atenciones odontologicas,endodoncias,2009-03-01,11,11
BATALLAS,atenciones odontologicas,endodoncias,2009-03-01,1,1
BAURES,atenciones odontologicas,endodoncias,2009-03-01,12,12
BERMEJO,atenciones odontologicas,endodoncias,2009-03-01,120,120
BETANZOS,atenciones odontologicas,endodoncias,2009-03-01,10,10
BOLIVAR,atenciones odontologicas,endodoncias,2009-03-01,5,5
BOYUIBE,atenciones odontologicas,endodoncias,2009-03-01,9,9
BUENA VISTA,atenciones odontologicas,endodoncias,2009-03-01,2,2
CABEZAS,atenciones odontologicas,endodoncias,2009-03-01,2,2
CALACOTO,atenciones odontologicas,endodoncias,2009-03-01,1,1
CALAMARCA,atenciones odontologicas,endodoncias,2009-03-01,85,85
CAMARGO,atenciones odontologicas,endodoncias,2009-03-01,36,36
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2009-03-01,9,9
CAMIRI,atenciones odontologicas,endodoncias,2009-03-01,122,122
CAPINOTA,atenciones odontologicas,endodoncias,2009-03-01,117,117
CARACOLLO,atenciones odontologicas,endodoncias,2009-03-01,7,7
CARANAVI,atenciones odontologicas,endodoncias,2009-03-01,8,8
CARAPARI,atenciones odontologicas,endodoncias,2009-03-01,83,83
CATACORA,atenciones odontologicas,endodoncias,2009-03-01,4,4
CHALLAPATA,atenciones odontologicas,endodoncias,2009-03-01,4,4
CHAQUI,atenciones odontologicas,endodoncias,2009-03-01,8,8
CHARAGUA,atenciones odontologicas,endodoncias,2009-03-01,13,13
CHARAÑA,atenciones odontologicas,endodoncias,2009-03-01,8,8
CHAYANTA,atenciones odontologicas,endodoncias,2009-03-01,9,9
CHIMORE,atenciones odontologicas,endodoncias,2009-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2009-03-01,24,24
CHUMA,atenciones odontologicas,endodoncias,2009-03-01,7,7
CLIZA,atenciones odontologicas,endodoncias,2009-03-01,21,21
COBIJA,atenciones odontologicas,endodoncias,2009-03-01,70,70
COCHABAMBA,atenciones odontologicas,endodoncias,2009-03-01,1699,1699
COLCAPIRHUA,atenciones odontologicas,endodoncias,2009-03-01,95,95
"COLCHA ""K""",atenciones odontologicas,endodoncias,2009-03-01,1,1
COLLANA,atenciones odontologicas,endodoncias,2009-03-01,2,2
COLOMI,atenciones odontologicas,endodoncias,2009-03-01,8,8
COLPA BELGICA,atenciones odontologicas,endodoncias,2009-03-01,4,4
COLQUECHACA,atenciones odontologicas,endodoncias,2009-03-01,4,4
COLQUENCHA,atenciones odontologicas,endodoncias,2009-03-01,3,3
COMARAPA,atenciones odontologicas,endodoncias,2009-03-01,38,38
COROICO,atenciones odontologicas,endodoncias,2009-03-01,46,46
CORQUE,atenciones odontologicas,endodoncias,2009-03-01,3,3
COTAGAITA,atenciones odontologicas,endodoncias,2009-03-01,8,8
COTOCA,atenciones odontologicas,endodoncias,2009-03-01,9,9
CUATRO CAÑADAS,atenciones odontologicas,endodoncias,2009-03-01,7,7
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,endodoncias,2009-03-01,1,1
CUEVO,atenciones odontologicas,endodoncias,2009-03-01,5,5
CULPINA,atenciones odontologicas,endodoncias,2009-03-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2009-03-01,8,8
EL ALTO,atenciones odontologicas,endodoncias,2009-03-01,1145,1145
EL PUENTE(STC),atenciones odontologicas,endodoncias,2009-03-01,1,1
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2009-03-01,28,28
EL TORNO,atenciones odontologicas,endodoncias,2009-03-01,7,7
EL VILLAR,atenciones odontologicas,endodoncias,2009-03-01,2,2
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-03-01,10,10
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-03-01,53,53
EUCALIPTUS,atenciones odontologicas,endodoncias,2009-03-01,4,4
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2009-03-01,6,6
FILADELFIA,atenciones odontologicas,endodoncias,2009-03-01,3,3
GUANAY,atenciones odontologicas,endodoncias,2009-03-01,10,10
GUAYARAMERIN,atenciones odontologicas,endodoncias,2009-03-01,20,20
GUTIERREZ,atenciones odontologicas,endodoncias,2009-03-01,20,20
HUACARETA,atenciones odontologicas,endodoncias,2009-03-01,4,4
HUACHACALLA,atenciones odontologicas,endodoncias,2009-03-01,3,3
HUANUNI,atenciones odontologicas,endodoncias,2009-03-01,25,25
HUARACAJE,atenciones odontologicas,endodoncias,2009-03-01,2,2
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2009-03-01,9,9
ICLA,atenciones odontologicas,endodoncias,2009-03-01,2,2
INCAHUASI,atenciones odontologicas,endodoncias,2009-03-01,7,7
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2009-03-01,8,8
LA GUARDIA,atenciones odontologicas,endodoncias,2009-03-01,28,28
LA PAZ,atenciones odontologicas,endodoncias,2009-03-01,2013,2013
LAGUNILLAS,atenciones odontologicas,endodoncias,2009-03-01,8,8
LICOMA PAMPA,atenciones odontologicas,endodoncias,2009-03-01,2,2
LLALLAGUA,atenciones odontologicas,endodoncias,2009-03-01,51,51
MACHACAMARCA,atenciones odontologicas,endodoncias,2009-03-01,18,18
MACHARETI,atenciones odontologicas,endodoncias,2009-03-01,5,5
MAGDALENA,atenciones odontologicas,endodoncias,2009-03-01,8,8
MAIRANA,atenciones odontologicas,endodoncias,2009-03-01,5,5
MAPIRI,atenciones odontologicas,endodoncias,2009-03-01,33,33
MINEROS,atenciones odontologicas,endodoncias,2009-03-01,20,20
MIZQUE,atenciones odontologicas,endodoncias,2009-03-01,14,14
MOJOCOYA,atenciones odontologicas,endodoncias,2009-03-01,1,1
MONTEAGUDO,atenciones odontologicas,endodoncias,2009-03-01,36,36
MONTERO,atenciones odontologicas,endodoncias,2009-03-01,115,115
MOROCHATA,atenciones odontologicas,endodoncias,2009-03-01,12,12
OCURI,atenciones odontologicas,endodoncias,2009-03-01,11,11
OMEREQUE,atenciones odontologicas,endodoncias,2009-03-01,10,10
ORURO,atenciones odontologicas,endodoncias,2009-03-01,771,771
PADCAYA,atenciones odontologicas,endodoncias,2009-03-01,46,46
PADILLA,atenciones odontologicas,endodoncias,2009-03-01,4,4
PAILON,atenciones odontologicas,endodoncias,2009-03-01,4,4
PALCA,atenciones odontologicas,endodoncias,2009-03-01,2,2
PAMPA AULLAGAS,atenciones odontologicas,endodoncias,2009-03-01,1,1
PAMPA GRANDE,atenciones odontologicas,endodoncias,2009-03-01,2,2
PAPEL PAMPA,atenciones odontologicas,endodoncias,2009-03-01,2,2
PASORAPA,atenciones odontologicas,endodoncias,2009-03-01,5,5
PATACAMAYA,atenciones odontologicas,endodoncias,2009-03-01,10,10
PAZÑA,atenciones odontologicas,endodoncias,2009-03-01,9,9
POCOATA,atenciones odontologicas,endodoncias,2009-03-01,2,2
POCONA,atenciones odontologicas,endodoncias,2009-03-01,12,12
POJO (CBBA),atenciones odontologicas,endodoncias,2009-03-01,5,5
POOPO,atenciones odontologicas,endodoncias,2009-03-01,8,8
PORCO,atenciones odontologicas,endodoncias,2009-03-01,15,15
PORONGO,atenciones odontologicas,endodoncias,2009-03-01,2,2
PORTACHUELO,atenciones odontologicas,endodoncias,2009-03-01,13,13
PORVENIR,atenciones odontologicas,endodoncias,2009-03-01,16,16
POTOSI,atenciones odontologicas,endodoncias,2009-03-01,383,383
PRESTO,atenciones odontologicas,endodoncias,2009-03-01,3,3
PUCARA,atenciones odontologicas,endodoncias,2009-03-01,8,8
PUCARANI,atenciones odontologicas,endodoncias,2009-03-01,31,31
PUERTO ACOSTA,atenciones odontologicas,endodoncias,2009-03-01,51,51
PUERTO CARABUCO,atenciones odontologicas,endodoncias,2009-03-01,13,13
PUERTO RICO,atenciones odontologicas,endodoncias,2009-03-01,6,6
PUERTO SUAREZ,atenciones odontologicas,endodoncias,2009-03-01,4,4
PUERTO VILLARROEL,atenciones odontologicas,endodoncias,2009-03-01,48,48
PUNATA,atenciones odontologicas,endodoncias,2009-03-01,52,52
QUILLACOLLO,atenciones odontologicas,endodoncias,2009-03-01,133,133
QUIME,atenciones odontologicas,endodoncias,2009-03-01,2,2
QUIRUSILLAS,atenciones odontologicas,endodoncias,2009-03-01,5,5
RAVELO,atenciones odontologicas,endodoncias,2009-03-01,9,9
REYES,atenciones odontologicas,endodoncias,2009-03-01,24,24
RIBERALTA,atenciones odontologicas,endodoncias,2009-03-01,39,39
ROBORE,atenciones odontologicas,endodoncias,2009-03-01,7,7
RURRENABAQUE,atenciones odontologicas,endodoncias,2009-03-01,6,6
SABAYA,atenciones odontologicas,endodoncias,2009-03-01,3,3
SACABA,atenciones odontologicas,endodoncias,2009-03-01,106,106
SAIPINA,atenciones odontologicas,endodoncias,2009-03-01,4,4
SALINAS DE GARCI MENDOZA,atenciones odontologicas,endodoncias,2009-03-01,11,11
SAMAIPATA,atenciones odontologicas,endodoncias,2009-03-01,5,5
SAN ANDRES,atenciones odontologicas,endodoncias,2009-03-01,86,86
SAN ANDRES DE MACHACA,atenciones odontologicas,endodoncias,2009-03-01,1,1
SAN ANTONIO DE LOMERIO,atenciones odontologicas,endodoncias,2009-03-01,3,3
SAN BENITO,atenciones odontologicas,endodoncias,2009-03-01,13,13
SAN BORJA,atenciones odontologicas,endodoncias,2009-03-01,10,10
SAN BUENA VENTURA,atenciones odontologicas,endodoncias,2009-03-01,22,22
SAN CARLOS,atenciones odontologicas,endodoncias,2009-03-01,11,11
SAN IGNACIO,atenciones odontologicas,endodoncias,2009-03-01,14,14
SAN IGNACIO DE VELASCO,atenciones odontologicas,endodoncias,2009-03-01,13,13
SAN JAVIER(STC),atenciones odontologicas,endodoncias,2009-03-01,5,5
SAN JOAQUIN,atenciones odontologicas,endodoncias,2009-03-01,1,1
SAN JUAN DE YAPACANI,atenciones odontologicas,endodoncias,2009-03-01,4,4
SAN JULIAN,atenciones odontologicas,endodoncias,2009-03-01,12,12
SAN LORENZO(TJA),atenciones odontologicas,endodoncias,2009-03-01,213,213
SAN LUCAS,atenciones odontologicas,endodoncias,2009-03-01,18,18
SAN MATIAS,atenciones odontologicas,endodoncias,2009-03-01,17,17
SAN MIGUEL DE VELASCO,atenciones odontologicas,endodoncias,2009-03-01,57,57
SAN PEDRO,atenciones odontologicas,endodoncias,2009-03-01,4,4
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,endodoncias,2009-03-01,3,3
SAN RAFAEL,atenciones odontologicas,endodoncias,2009-03-01,11,11
SAN RAMON,atenciones odontologicas,endodoncias,2009-03-01,3,3
SAN RAMON,atenciones odontologicas,endodoncias,2009-03-01,8,8
SANTA ANA,atenciones odontologicas,endodoncias,2009-03-01,5,5
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,endodoncias,2009-03-01,1759,1759
SANTA ROSA DEL SARA,atenciones odontologicas,endodoncias,2009-03-01,10,10
SANTIAGO DE HUARI,atenciones odontologicas,endodoncias,2009-03-01,8,8
SANTIVAÑES,atenciones odontologicas,endodoncias,2009-03-01,12,12
SANTUARIO DE QUILLACAS,atenciones odontologicas,endodoncias,2009-03-01,2,2
SAPAHAQUI,atenciones odontologicas,endodoncias,2009-03-01,5,5
SICA SICA (VILLA AROMA),atenciones odontologicas,endodoncias,2009-03-01,30,30
SICAYA,atenciones odontologicas,endodoncias,2009-03-01,8,8
SIPE SIPE,atenciones odontologicas,endodoncias,2009-03-01,123,123
SOPACHUY,atenciones odontologicas,endodoncias,2009-03-01,11,11
SORACACHI,atenciones odontologicas,endodoncias,2009-03-01,4,4
SORATA,atenciones odontologicas,endodoncias,2009-03-01,6,6
SUCRE,atenciones odontologicas,endodoncias,2009-03-01,741,741
TACACOMA,atenciones odontologicas,endodoncias,2009-03-01,8,8
TAPACARI,atenciones odontologicas,endodoncias,2009-03-01,4,4
TARABUCO,atenciones odontologicas,endodoncias,2009-03-01,1,1
TARACO,atenciones odontologicas,endodoncias,2009-03-01,2,2
TARATA,atenciones odontologicas,endodoncias,2009-03-01,1,1
TARIJA,atenciones odontologicas,endodoncias,2009-03-01,917,917
TARVITA,atenciones odontologicas,endodoncias,2009-03-01,1,1
TEOPONTE,atenciones odontologicas,endodoncias,2009-03-01,3,3
TIAWANACU,atenciones odontologicas,endodoncias,2009-03-01,1,1
TINGUIPAYA,atenciones odontologicas,endodoncias,2009-03-01,1,1
TIQUIPAYA,atenciones odontologicas,endodoncias,2009-03-01,94,94
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2009-03-01,58,58
TOCO,atenciones odontologicas,endodoncias,2009-03-01,14,14
TOLATA,atenciones odontologicas,endodoncias,2009-03-01,32,32
TOLEDO,atenciones odontologicas,endodoncias,2009-03-01,2,2
TOMAVE,atenciones odontologicas,endodoncias,2009-03-01,2,2
TOMINA,atenciones odontologicas,endodoncias,2009-03-01,5,5
TORO TORO,atenciones odontologicas,endodoncias,2009-03-01,10,10
TOTORA(CBBA),atenciones odontologicas,endodoncias,2009-03-01,5,5
TRINIDAD,atenciones odontologicas,endodoncias,2009-03-01,77,77
TUPIZA,atenciones odontologicas,endodoncias,2009-03-01,30,30
TURCO,atenciones odontologicas,endodoncias,2009-03-01,3,3
UMALA,atenciones odontologicas,endodoncias,2009-03-01,1,1
UNCIA,atenciones odontologicas,endodoncias,2009-03-01,79,79
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2009-03-01,64,64
URUBICHA,atenciones odontologicas,endodoncias,2009-03-01,3,3
UYUNI,atenciones odontologicas,endodoncias,2009-03-01,12,12
VACAS,atenciones odontologicas,endodoncias,2009-03-01,4,4
VALLEGRANDE,atenciones odontologicas,endodoncias,2009-03-01,42,42
VIACHA,atenciones odontologicas,endodoncias,2009-03-01,17,17
VILA VILA,atenciones odontologicas,endodoncias,2009-03-01,2,2
VILLA MONTES,atenciones odontologicas,endodoncias,2009-03-01,82,82
VILLA RIVERO,atenciones odontologicas,endodoncias,2009-03-01,3,3
VILLA SERRANO,atenciones odontologicas,endodoncias,2009-03-01,10,10
VILLA TUNARI,atenciones odontologicas,endodoncias,2009-03-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2009-03-01,19,19
VILLAZON,atenciones odontologicas,endodoncias,2009-03-01,162,162
VINTO,atenciones odontologicas,endodoncias,2009-03-01,18,18
WARNES,atenciones odontologicas,endodoncias,2009-03-01,14,14
YACUIBA,atenciones odontologicas,endodoncias,2009-03-01,427,427
YAMPARAEZ,atenciones odontologicas,endodoncias,2009-03-01,10,10
YANACACHI,atenciones odontologicas,endodoncias,2009-03-01,1,1
YAPACANI,atenciones odontologicas,endodoncias,2009-03-01,4,4
YOCALLA,atenciones odontologicas,endodoncias,2009-03-01,2,2
YUNCHARA,atenciones odontologicas,endodoncias,2009-03-01,9,9
ACHACACHI,atenciones odontologicas,endodoncias,2009-04-01,5,5
ACHOCALLA,atenciones odontologicas,endodoncias,2009-04-01,52,52
AIQUILE,atenciones odontologicas,endodoncias,2009-04-01,17,17
ALCALA,atenciones odontologicas,endodoncias,2009-04-01,10,10
ANCORAIMES,atenciones odontologicas,endodoncias,2009-04-01,1,1
ANDAMARCA,atenciones odontologicas,endodoncias,2009-04-01,8,8
ANTEQUERA,atenciones odontologicas,endodoncias,2009-04-01,8,8
ANZALDO,atenciones odontologicas,endodoncias,2009-04-01,9,9
ARANI,atenciones odontologicas,endodoncias,2009-04-01,24,24
ARBIETO,atenciones odontologicas,endodoncias,2009-04-01,13,13
ARQUE,atenciones odontologicas,endodoncias,2009-04-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2009-04-01,22,22
AYO AYO,atenciones odontologicas,endodoncias,2009-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2009-04-01,23,23
AZURDUY,atenciones odontologicas,endodoncias,2009-04-01,14,14
BATALLAS,atenciones odontologicas,endodoncias,2009-04-01,4,4
BAURES,atenciones odontologicas,endodoncias,2009-04-01,4,4
BERMEJO,atenciones odontologicas,endodoncias,2009-04-01,65,65
BETANZOS,atenciones odontologicas,endodoncias,2009-04-01,12,12
BOLIVAR,atenciones odontologicas,endodoncias,2009-04-01,8,8
BOYUIBE,atenciones odontologicas,endodoncias,2009-04-01,3,3
BUENA VISTA,atenciones odontologicas,endodoncias,2009-04-01,7,7
CABEZAS,atenciones odontologicas,endodoncias,2009-04-01,2,2
CAJUATA,atenciones odontologicas,endodoncias,2009-04-01,3,3
CALAMARCA,atenciones odontologicas,endodoncias,2009-04-01,50,50
CAMARGO,atenciones odontologicas,endodoncias,2009-04-01,26,26
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2009-04-01,8,8
CAMIRI,atenciones odontologicas,endodoncias,2009-04-01,144,144
CAPINOTA,atenciones odontologicas,endodoncias,2009-04-01,98,98
CARACOLLO,atenciones odontologicas,endodoncias,2009-04-01,19,19
CARANAVI,atenciones odontologicas,endodoncias,2009-04-01,3,3
CARAPARI,atenciones odontologicas,endodoncias,2009-04-01,73,73
CHALLAPATA,atenciones odontologicas,endodoncias,2009-04-01,14,14
CHAQUI,atenciones odontologicas,endodoncias,2009-04-01,4,4
CHARAGUA,atenciones odontologicas,endodoncias,2009-04-01,8,8
CHARAÑA,atenciones odontologicas,endodoncias,2009-04-01,6,6
CHAYANTA,atenciones odontologicas,endodoncias,2009-04-01,12,12
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2009-04-01,20,20
CHUMA,atenciones odontologicas,endodoncias,2009-04-01,6,6
CLIZA,atenciones odontologicas,endodoncias,2009-04-01,36,36
COBIJA,atenciones odontologicas,endodoncias,2009-04-01,111,111
COCHABAMBA,atenciones odontologicas,endodoncias,2009-04-01,1527,1527
COIPASA,atenciones odontologicas,endodoncias,2009-04-01,6,6
COLCAPIRHUA,atenciones odontologicas,endodoncias,2009-04-01,68,68
COLPA BELGICA,atenciones odontologicas,endodoncias,2009-04-01,1,1
COMANCHE,atenciones odontologicas,endodoncias,2009-04-01,2,2
COMARAPA,atenciones odontologicas,endodoncias,2009-04-01,53,53
COROICO,atenciones odontologicas,endodoncias,2009-04-01,49,49
CORQUE,atenciones odontologicas,endodoncias,2009-04-01,2,2
COTAGAITA,atenciones odontologicas,endodoncias,2009-04-01,33,33
COTOCA,atenciones odontologicas,endodoncias,2009-04-01,1,1
CUATRO CAÑADAS,atenciones odontologicas,endodoncias,2009-04-01,2,2
CUEVO,atenciones odontologicas,endodoncias,2009-04-01,3,3
CULPINA,atenciones odontologicas,endodoncias,2009-04-01,2,2
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2009-04-01,4,4
CURVA,atenciones odontologicas,endodoncias,2009-04-01,2,2
EL ALTO,atenciones odontologicas,endodoncias,2009-04-01,1151,1151
EL PUENTE(STC),atenciones odontologicas,endodoncias,2009-04-01,2,2
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2009-04-01,17,17
EL TORNO,atenciones odontologicas,endodoncias,2009-04-01,6,6
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-04-01,38,38
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-04-01,12,12
EUCALIPTUS,atenciones odontologicas,endodoncias,2009-04-01,27,27
EXALTACION,atenciones odontologicas,endodoncias,2009-04-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2009-04-01,11,11
FILADELFIA,atenciones odontologicas,endodoncias,2009-04-01,9,9
GENERAL SAAVEDRA,atenciones odontologicas,endodoncias,2009-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,endodoncias,2009-04-01,7,7
GUANAY,atenciones odontologicas,endodoncias,2009-04-01,19,19
GUAYARAMERIN,atenciones odontologicas,endodoncias,2009-04-01,14,14
GUTIERREZ,atenciones odontologicas,endodoncias,2009-04-01,36,36
HUACARETA,atenciones odontologicas,endodoncias,2009-04-01,9,9
HUACHACALLA,atenciones odontologicas,endodoncias,2009-04-01,2,2
HUANUNI,atenciones odontologicas,endodoncias,2009-04-01,22,22
HUARACAJE,atenciones odontologicas,endodoncias,2009-04-01,4,4
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2009-04-01,3,3
ICLA,atenciones odontologicas,endodoncias,2009-04-01,4,4
INCAHUASI,atenciones odontologicas,endodoncias,2009-04-01,14,14
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2009-04-01,3,3
IXIAMAS,atenciones odontologicas,endodoncias,2009-04-01,4,4
LA ASUNTA,atenciones odontologicas,endodoncias,2009-04-01,4,4
LA GUARDIA,atenciones odontologicas,endodoncias,2009-04-01,27,27
LA PAZ,atenciones odontologicas,endodoncias,2009-04-01,2121,2121
LAGUNILLAS,atenciones odontologicas,endodoncias,2009-04-01,5,5
LICOMA PAMPA,atenciones odontologicas,endodoncias,2009-04-01,4,4
LLALLAGUA,atenciones odontologicas,endodoncias,2009-04-01,43,43
LLICA,atenciones odontologicas,endodoncias,2009-04-01,1,1
MACHACAMARCA,atenciones odontologicas,endodoncias,2009-04-01,15,15
MACHARETI,atenciones odontologicas,endodoncias,2009-04-01,4,4
MAGDALENA,atenciones odontologicas,endodoncias,2009-04-01,3,3
MAIRANA,atenciones odontologicas,endodoncias,2009-04-01,1,1
MAPIRI,atenciones odontologicas,endodoncias,2009-04-01,31,31
MECAPACA,atenciones odontologicas,endodoncias,2009-04-01,1,1
MINEROS,atenciones odontologicas,endodoncias,2009-04-01,24,24
MIZQUE,atenciones odontologicas,endodoncias,2009-04-01,9,9
MOJOCOYA,atenciones odontologicas,endodoncias,2009-04-01,3,3
MONTEAGUDO,atenciones odontologicas,endodoncias,2009-04-01,52,52
MONTERO,atenciones odontologicas,endodoncias,2009-04-01,68,68
MOROCHATA,atenciones odontologicas,endodoncias,2009-04-01,8,8
OCURI,atenciones odontologicas,endodoncias,2009-04-01,14,14
OKINAWA,atenciones odontologicas,endodoncias,2009-04-01,2,2
OMEREQUE,atenciones odontologicas,endodoncias,2009-04-01,14,14
ORURO,atenciones odontologicas,endodoncias,2009-04-01,610,610
PADCAYA,atenciones odontologicas,endodoncias,2009-04-01,37,37
PADILLA,atenciones odontologicas,endodoncias,2009-04-01,5,5
PAILON,atenciones odontologicas,endodoncias,2009-04-01,1,1
PALCA,atenciones odontologicas,endodoncias,2009-04-01,13,13
PAMPA GRANDE,atenciones odontologicas,endodoncias,2009-04-01,2,2
PASORAPA,atenciones odontologicas,endodoncias,2009-04-01,11,11
PATACAMAYA,atenciones odontologicas,endodoncias,2009-04-01,9,9
PAZÑA,atenciones odontologicas,endodoncias,2009-04-01,4,4
POCONA,atenciones odontologicas,endodoncias,2009-04-01,16,16
POJO (CBBA),atenciones odontologicas,endodoncias,2009-04-01,5,5
POOPO,atenciones odontologicas,endodoncias,2009-04-01,13,13
PORCO,atenciones odontologicas,endodoncias,2009-04-01,8,8
PORONGO,atenciones odontologicas,endodoncias,2009-04-01,3,3
PORTACHUELO,atenciones odontologicas,endodoncias,2009-04-01,13,13
PORVENIR,atenciones odontologicas,endodoncias,2009-04-01,12,12
POSTRER VALLE,atenciones odontologicas,endodoncias,2009-04-01,2,2
POTOSI,atenciones odontologicas,endodoncias,2009-04-01,315,315
PUCARA,atenciones odontologicas,endodoncias,2009-04-01,4,4
PUERTO ACOSTA,atenciones odontologicas,endodoncias,2009-04-01,51,51
PUERTO CARABUCO,atenciones odontologicas,endodoncias,2009-04-01,6,6
PUERTO RICO,atenciones odontologicas,endodoncias,2009-04-01,7,7
PUERTO SILES,atenciones odontologicas,endodoncias,2009-04-01,3,3
PUERTO SUAREZ,atenciones odontologicas,endodoncias,2009-04-01,11,11
