municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
CHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,18,18
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,20,20
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,33,33
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1034,1034
COIPASA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,79,79
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,41,41
COMANCHE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
CONCEPCION,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,18,18
CORO CORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,75,75
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,632,632
EL CHORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,306,306
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,35,35
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,20,20
EXALTACION,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
HUACHACALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,11,11
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,32,32
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
ICLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,134,134
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,24,24
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
IXIAMAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,12,12
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,21,21
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,37,37
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1982,1982
LAS CARRERAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,74,74
LLICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,17,17
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
MAGDALENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,56,56
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,32,32
MORO MORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
OCURI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,654,654
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,34,34
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
PASORAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,11,11
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,12,12
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,13,13
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,16,16
PORONGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
PORVENIR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,509,509
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,21,21
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,23,23
PUERTO SILES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,21,21
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,38,38
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,339,339
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,36,36
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,97,97
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,10,10
RAVELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,18,18
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,34,34
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,103,103
SAIPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,113,113
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,57,57
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,14,14
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,43,43
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
SAN JOAQUIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
SAN JULIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
SAN LORENZO(PND),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
SAN LUCAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,20,20
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
SANTA ANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,21,21
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1341,1341
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,37,37
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
SENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,68,68
SOPACHUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
SORACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,506,506
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,219,219
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,12,12
TIAWANACU,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,5,5
TIPUANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,9,9
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,209,209
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,33,33
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,11,11
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,268,268
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,103,103
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,15,15
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,62,62
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,10,10
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,14,14
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,3,3
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,59,59
VILA VILA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,28,28
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,6,6
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,113,113
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,4,4
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,88,88
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,42,42
VITICHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,8,8
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,7,7
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,38,38
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,1,1
YANACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,31,31
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-04-01,2,2
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,10,10
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,30,30
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,28,28
ANCORAIMES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
ANZALDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,17,17
ARBIETO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
AYO AYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,46,46
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
BELEN DE URMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,21,21
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,3,3
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,36,36
CAJUATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,14,14
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,78,78
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,108,108
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,29,29
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,29,29
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,24,24
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
CHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,3,3
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,33,33
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,14,14
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,10,10
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,890,890
COIPASA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,21,21
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,115,115
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,28,28
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,32,32
COMANCHE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,7,7
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,10,10
COMBAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,11,11
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,44,44
CORO CORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,26,26
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,13,13
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,84,84
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,761,761
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,3,3
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,9,9
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,46,46
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,3,3
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,9,9
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
GUAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,12,12
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,37,37
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,14,14
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
IXIAMAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,69,69
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,36,36
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1766,1766
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,3,3
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,82,82
LURIBAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,74,74
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,13,13
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,10,10
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,15,15
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,49,49
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,42,42
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,25,25
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,8,8
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1383,1383
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,38,38
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,5,5
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,7,7
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
PASORAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,56,56
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,6,6
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,13,13
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,10,10
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,15,15
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
PORVENIR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,12,12
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,644,644
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,4,4
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,9,9
PUERTO GONZALO MORENO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,1,1
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,18,18
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,58,58
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,13,13
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,55,55
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,73,73
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
RAVELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,2,2
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,21,21
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,34,34
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,9,9
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,7,7
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-05-01,209,209
