municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,3,3
GUANAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,2,2
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
POCONA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-12-01,2,2
