municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,8,8
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,12,12
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,7,7
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,41,41
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,22,22
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,11,11
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,0,0
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,6,6
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,9,9
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
SHINAOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,10,10
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,11,11
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,8,8
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,7,7
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,20,20
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,9,9
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,24,24
TIPUANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,6,6
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
TRINIDAD,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,10,10
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,8,8
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,7,7
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,4,4
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,6,6
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,9,9
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,5,5
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-03-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,17,17
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,10,10
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,12,12
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,13,13
BAURES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,15,15
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
BOLPEBRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,10,10
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,13,13
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,11,11
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,32,32
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,16,16
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,30,30
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,17,17
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,10,10
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,11,11
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,18,18
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,12,12
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
MORO MORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,18,18
OKINAWA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,21,21
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
PORTACHUELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
POSTRER VALLE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,10,10
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,16,16
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,13,13
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,11,11
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,11,11
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,13,13
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,10,10
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,28,28
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,14,14
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,9,9
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,34,34
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,18,18
