,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,5,18,1,3,6,21,27
MINEROS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,5,4,24,13,29,17,46
PADCAYA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,1,1,0,1,1,2,3
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,3,5,0,0,3,5,8
PATACAMAYA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,1,0,1,1
PORVENIR,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,0,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,0,7,0,7,0,7
RURRENABAQUE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,2,8,0,8,2,10
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,3,0,0,0,3,3
SENA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,1,2,3,5,4,7,11
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,12,2,0,1,12,3,15
TARACO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,6,0,1,0,7,7
TOLEDO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,1,1,0,2,1,3,4
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,0,1,1,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,0,1,0,1
ACHOCALLA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,5,5,0,26,5,31,36
COBIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,0,3,0,3,3
COLCAPIRHUA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,2,6,6,7,8,15
"COLCHA ""K""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,2,2,0,0,2,2,4
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,2,7,0,2,2,9,11
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,3,0,0,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,4,0,0,1,4,5
GUANAY,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,16,46,28,12,44,58,102
MOCOMOCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,5,6,3,0,8,6,14
PADCAYA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,4,13,4,14,18
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,1,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,0,1,1,2,1,3
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,1,5,1,6,7
SAN BORJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,2,0,0,0,2,0,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,0,1,0,1
SENA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,0,9,9,9,9,18
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,2,0,1,1,3,1,4
TARATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,3,5,1,8,4,13,17
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,3,1,0,0,3,1,4
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,3,0,8,2,11,2,13
BOYUIBE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,0,8,0,8,8
COLCAPIRHUA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,6,0,1,1,7,8
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,10,14,40,0,50,14,64
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,7,18,1,0,8,18,26
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,4,15,4,15,19
PUERTO RICO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,1,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,1,1,1,2
RAVELO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,2,2,0,0,2,2,4
SENA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,5,0,0,0,5,0,5
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,2,3,0,0,2,3,5
TAPACARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,1,0,2,2
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,0,4,0,0,0,4,4
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,1,0,1,1,2,3
WARNES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
