,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,11,0,24,0,35,35
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,1,0,1,1
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,4,0,3,0,7,7
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,9,0,2,0,11,11
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,25,0,14,0,39,39
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,9,0,0,0,9,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,3,0,1,0,4,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,10,0,0,0,10,10
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,21,0,3,0,24,24
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,7,0,0,0,7,7
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,1,0,3,3
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,10,0,0,0,10,10
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,761,0,116,0,877,877
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,4,0,2,0,6,6
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,3,0,1,0,4,4
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,18,0,0,0,18,18
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,1,0,2,2
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,8,0,2,0,10,10
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,75,0,29,0,104,104
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,5,0,3,0,8,8
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,8,0,2,0,10,10
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,4,0,0,0,4,4
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,72,0,5,0,77,77
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,3,0,2,0,5,5
TOMINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,1,0,1,1
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,5,0,2,0,7,7
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,30,0,2,0,32,32
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,15,0,3,0,18,18
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,8,0,1,0,9,9
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,14,0,0,0,14,14
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,1,0,3,3
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,8,0,0,0,8,8
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,1,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,1,0,1,0,2,2
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,1,0,1,1
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,42,0,16,0,58,58
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,3,0,0,0,3,3
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,57,0,10,0,67,67
YAMPARAEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,0,0,2,0,2,2
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,28,0,24,0,52,52
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,0,0,2,2
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-03-01,0,2,0,1,0,3,3
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,23,0,1,0,24,24
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,26,0,3,0,29,29
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,3,0,6,6
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,6,0,16,16
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,11,0,16,16
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,1,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,8,0,6,0,14,14
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,1,0,11,11
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,4,0,5,5
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,3,0,4,4
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,1,0,3,3
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,0,0,7,7
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,11,0,0,0,11,11
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,0,0,6,6
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,4,0,9,9
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,3,0,10,10
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,14,0,23,23
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,1,0,10,10
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,11,0,0,0,11,11
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,20,0,8,0,28,28
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,6,0,7,7
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,3,0,12,12
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,2,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,0,0,5,5
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,2,0,9,9
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,6,0,15,15
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,13,0,7,0,20,20
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,72,0,107,0,179,179
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,9,0,13,13
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,17,0,6,0,23,23
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,3,0,6,6
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,19,0,7,0,26,26
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,17,0,22,22
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,8,0,1,0,9,9
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,1,0,7,7
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,1,0,6,6
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,5,0,5,5
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,96,0,108,0,204,204
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,2,0,4,4
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,0,0,6,6
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
ESCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,2,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,1,0,4,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,7,0,14,14
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,19,0,0,0,19,19
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,22,0,27,27
HUACARAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,5,0,7,7
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,3,0,5,5
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,9,0,9,9
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,1,0,6,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,6,0,8,8
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,1,0,6,6
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,1,0,8,8
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,13,0,0,0,13,13
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,11,0,2,0,13,13
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,141,0,69,0,210,210
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,4,0,4,4
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,1,0,3,3
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,5,0,9,9
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,1,0,5,5
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,0,0,10,10
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,5,0,5,5
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,0,0,7,7
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,5,0,5,5
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,118,0,6,0,124,124
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,5,0,10,10
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,177,0,120,0,297,297
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,4,0,9,9
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,1,0,3,3
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,32,0,4,0,36,36
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,15,0,14,0,29,29
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,18,0,2,0,20,20
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,4,0,9,9
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,199,0,21,0,220,220
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,0,0,10,10
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,7,0,7,7
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,1,0,3,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,13,0,23,0,36,36
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,11,0,2,0,13,13
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,4,0,6,6
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,30,0,34,34
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,4,0,4,4
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,11,0,0,0,11,11
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,119,0,0,0,119,119
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,0,0,10,10
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,3,0,3,3
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,73,0,27,0,100,100
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,1,0,7,7
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,48,0,7,0,55,55
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,7,0,1,0,8,8
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,10,0,1,0,11,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,15,0,17,17
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,0,0,3,3
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,33,0,23,0,56,56
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,1,0,6,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,4,0,6,6
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,3,0,6,6
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,14,0,4,0,18,18
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,1,0,5,5
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,5,0,5,5
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,443,0,226,0,669,669
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,1,0,4,4
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,5,0,6,6
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,2,0,4,4
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,5,0,2,0,7,7
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,7,0,13,13
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,9,0,18,18
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,1,0,2,2
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,56,0,51,0,107,107
TACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,5,0,14,14
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,2,0,2,2
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,6,0,1,0,7,7
TIAHUANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,4,0,0,0,4,4
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,9,0,7,0,16,16
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,2,0,5,5
TOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,2,0,5,5
TODOS SANTOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,3,0,1,0,4,4
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,23,0,5,0,28,28
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,30,0,13,0,43,43
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,43,0,13,0,56,56
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,0,0,5,0,5,5
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-04-01,0,2,0,2,0,4,4
