,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,1,3,1,6,2,8
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,73,32,6,7,79,39,118
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,0,3,0,5,5
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,3,7,3,7,10
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,3,26,65,27,68,95
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,10,0,0,6,10,16
ALCALA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,1,1,1,2
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,4,26,36,26,40,66
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,5,0,0,4,5,9
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,4,0,4,4
ANZALDO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,3,4,3,4,7
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,0,1,0,1
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,2,12,3,13,16
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,4,30,81,37,85,122
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,0,0,2,5,7
AYATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,4,4,4,4,8
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,4,3,4,3,7
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,22,26,22,26,48
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,8,34,84,41,92,133
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,10,16,10,16,26
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,19,8,2,0,21,8,29
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,5,20,5,22,27
BOYUIBE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,0,0,1,1,2
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,5,16,7,20,12,32
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,0,0,1,2,3
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,2,0,0,5,2,7
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,0,1,0,3,3
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,10,11,10,10,20,21,41
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,6,2,6,8
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,15,8,4,1,19,9,28
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,2,0,3,2,5
CAQUIAVIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,3,0,1,0,4,4
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,3,6,3,7,10
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,11,15,4,0,15,15,30
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,15,10,35,26,50,36,86
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,14,45,56,113,70,158,228
CATACORA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,5,0,5,5
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,8,1,3,6,11,7,18
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,4,6,4,6,10
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,20,9,30,15,50,65
CHIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,3,1,3,4
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,16,29,0,0,16,29,45
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,12,19,25,23,37,60
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,5,2,1,2,6,8
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,21,17,65,60,86,77,163
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,150,122,31,27,181,149,330
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,213,256,362,322,575,578,1153
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,14,26,49,30,63,93
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,6,0,0,2,6,8
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,11,18,7,9,18,27,45
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,2,29,29,31,31,62
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,3,0,2,3,5,8
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,12,4,21,9,33,42
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,26,46,26,46,72
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,3,14,12,14,15,29
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,4,4,4,8,8,16
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,12,2,4,8,16,24
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,5,1,5,6
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,15,24,48,78,63,102,165
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,13,8,16,24,29,32,61
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,17,17,20,44,37,61,98
CURAHUARA DE CARANGAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,5,5,4,6,9,15
DESAGUADERO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,129,241,1378,1981,1507,2222,3729
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,7,28,48,31,55,86
EL PUENTE(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,5,0,1,1,6,7
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,12,43,11,19,23,62,85
EL VILLAR,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,3,0,0,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,0,0,2,5,7
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,10,4,19,10,29,14,43
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,4,2,5,3,8
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,0,1,1,3,4
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,1,2,1,3
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,14,25,14,27,41
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,2,0,4,5,9
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,4,15,25,16,29,45
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,43,75,43,75,118
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,12,11,151,169,163,180,343
GUAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,3,1,3,1,4
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,24,10,10,0,34,10,44
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,3,77,97,78,100,178
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,9,15,37,16,46,62
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,40,14,41,16,57
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,11,2,6,8,17,25
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,6,13,13,19,19,38
ICHOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,0,1,0,1
INCAHUASI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,2,8,2,9,11
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,5,1,5,1,6
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,7,22,39,28,46,74
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,9,18,25,20,34,54
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,2,78,128,81,130,211
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,1,2,1,3
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,61,149,49,102,110,251,361
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,706,718,444,645,1150,1363,2513
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,14,14,1,11,15,25,40
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,4,4,4,6,10
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,10,0,0,2,10,12
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,33,33,27,31,60,64,124
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,3,2,3,5
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,60,90,96,169,156,259,415
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,1,0,1,1
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,0,1,0,1
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,34,39,33,46,67,113
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,3,6,14,9,17,26
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,0,2,0,2,2
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,5,20,23,24,28,52
MOJOCOYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,13,30,0,0,13,30,43
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,45,94,28,65,73,159,232
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,7,9,7,9,16
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,7,1,7,8
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,3,8,7,8,10,18
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,0,1,0,1
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,61,103,246,496,307,599,906
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,4,1,1,8,5,13
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,55,43,7,3,62,46,108
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,13,20,38,56,51,76,127
PALCA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,1,4,1,5,6
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,28,25,82,108,110,133,243
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,5,5,5,12,10,22
POCONA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,8,2,8,3,11
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,5,2,5,7
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,0,0,1,1,2
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,9,4,11,9,20
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,29,26,571,671,600,697,1297
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,5,2,5,2,7
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,68,167,55,107,123,274,397
PRESTO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,9,3,4,4,13,17
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,7,9,13,14,20,34
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,6,11,7,12,19
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,18,18,18,18,36
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,4,1,8,1,12,13
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,1,1,1,2
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,9,5,21,19,30,24,54
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,9,7,9,7,16
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,473,668,796,684,1269,1352,2621
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,40,45,126,142,166,187,353
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,2,0,2,0,2
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,12,14,66,157,78,171,249
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,4,0,4,2,8,10
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,20,18,19,41,39,59,98
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,2,8,22,10,24,34
QUIRUSILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,3,0,0,1,3,4
REYES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,6,27,49,29,55,84
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,18,29,228,6,246,35,281
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,8,13,543,40,551,53,604
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,16,49,44,56,60,116
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,35,60,88,128,123,188,311
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,2,0,3,3
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,5,10,24,11,29,40
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,4,11,4,11,15
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,4,0,6,7,10,17
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,19,45,122,51,141,192
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,72,96,285,398,357,494,851
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,15,60,100,64,115,179
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,6,3,8,8,16
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,6,21,18,28,24,52
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,66,66,251,457,317,523,840
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,3,2,3,4,7
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,25,41,29,114,54,155,209
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,3,8,15,11,18,29
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,21,27,27,68,48,95,143
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,0,1,0,1
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,17,61,25,70,42,131,173
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,10,17,281,256,291,273,564
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,4,14,21,19,25,44
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,3,5,3,7,10
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,4,33,68,37,72,109
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,5,1,5,6
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,11,22,24,29,35,64
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1096,1466,1878,3181,2974,4647,7621
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,4,0,0,3,4,7
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,8,41,55,45,63,108
SANTIAGO DE CALLAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,9,6,9,6,15
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,1,9,1,9,10
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,6,12,6,13,19
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,16,21,32,22,48,70
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,8,7,2,11,10,21
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,14,0,5,5,19,24
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,0,0,0,2,2
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,3,2,9,3,12,15
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,12,21,13,21,34
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,6,5,8,10,14,24
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,248,401,428,596,676,997,1673
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,6,18,7,20,27
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,2,0,0,4,2,6
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,0,0,0,1,0,1
TARACO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,3,2,3,2,5
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,39,40,1,3,40,43,83
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,20,26,20,26,46
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,7,77,76,82,83,165
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,13,18,14,19,27,46
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,13,140,149,142,162,304
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,47,43,3,10,50,53,103
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,7,1,7,1,8
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,3,6,3,7,10
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,2,8,0,8,2,10
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,5,0,0,0,5,5
TRIGAL,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,0,24,35,26,35,61
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,38,54,303,100,341,154,495
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,8,35,4,8,12,43,55
TURCO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,14,25,14,25,39
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,7,5,11,33,18,38,56
URUBICHA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,5,1,1,3,6,9
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,6,1,2,4,8,5,13
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,2,1,1,3,3,6
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,1,0,2,0,3,3
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,7,2,5,4,12,16
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,20,31,20,31,51
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,21,16,227,27,248,43,291
VILLA SERRANO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,4,8,30,12,34,46
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,11,21,251,190,262,211,473
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,5,4,0,0,5,4,9
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,11,27,11,12,22,39,61
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,4,6,56,94,60,100,160
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,26,34,0,0,26,34,60
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,0,0,30,0,30,0,30
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,39,60,131,213,170,273,443
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,24,42,33,37,57,79,136
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,2,3,7,8,9,11,20
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,52,22,39,46,91,68,159
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,1,2,0,3,1,5,6
ZUDAÑEZ,otras vacunaciones,antiamarilica ( dosis unica),2023-04-01,3,8,23,24,26,32,58
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,7,0,0,0,7,7
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,13,2,7,11,20,31
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,1,0,2,0,2
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,5,19,21,22,26,48
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,4,2,5,3,8
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,4,0,5,5
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,2,0,0,0,2,2
ANZALDO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,3,1,5,1,8,9
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,3,0,0,0,3,3
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,6,0,1,4,7,11
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,8,7,8,7,15
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,2,2,4,3,6,9
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,2,5,2,5,7
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,2,7,2,7,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,3,0,0,2,3,5
AZURDUY,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,2,2,1,5,3,8
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,8,14,10,21,18,39
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,12,10,11,4,23,14,37
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,6,5,6,6,12
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,9,8,10,10,19,29
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,1,7,2,8,10
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,1,0,1,1,2
