,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,7,0,0,0,7,7
CRUZ DE MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,6,0,2,1,8,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,6,9,8,11,14,20,34
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,3,0,0,1,3,4
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,1,0,0,3,1,4
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,17,0,0,1,17,18
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,0,1,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,5,10,0,0,5,10,15
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,12,33,3,9,15,42,57
LA RIVERA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
LAS CARRERAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,9,9,0,0,9,9,18
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,0,2,3,2,3,5
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,4,12,0,0,4,12,16
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,4,10,0,0,4,10,14
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,20,33,0,1,20,34,54
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,4,0,0,0,4,4
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,16,18,0,0,16,18,34
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,9,4,15,6,24,30
RAVELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,10,0,0,1,10,11
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,0,2,0,2,0,2
SABAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,4,21,0,1,4,22,26
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,4,0,0,1,4,5
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,16,0,0,2,16,18
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,1,0,0,3,1,4
SAN PABLO DE LIPEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,80,215,4,12,84,227,311
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,1,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,2,0,0,3,2,5
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,5,0,0,1,5,6
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,7,5,2,3,9,8,17
TARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,2,0,3,3
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,9,27,0,0,9,27,36
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,6,0,0,3,6,9
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,3,190,1,191,4,195
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,8,0,0,1,8,9
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,6,0,0,1,6,7
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,5,7,0,1,5,8,13
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,2,0,0,2,2,4
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,5,0,0,3,5,8
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,6,4,7,4,11
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,2,0,1,1,3,4
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,1,1,1,2
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,2,0,0,1,2,3
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,4,0,0,0,4,4
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,1,1,2,1,3
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,2,0,0,2,2,4
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,2,8,2,8,10
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,3,24,33,25,36,61
COIPASA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,6,4,3,5,9,14
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,12,0,0,3,12,15
CORQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,4,0,0,2,4,6
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,14,4,11,5,25,30
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,11,0,0,1,11,12
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,3,0,0,3,3,6
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,11,0,0,1,11,12
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,12,46,1,30,13,76,89
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,4,0,0,0,4,4
MOJOCOYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,7,6,0,0,7,6,13
OCURI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,24,46,14,12,38,58,96
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,2,0,0,3,2,5
PAZÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,15,45,0,0,15,45,60
PRESTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,13,1,0,4,13,17
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,8,12,1,2,9,14,23
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,4,5,0,0,4,5,9
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,17,1,0,4,17,21
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,1,0,2,2
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,2,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,1,0,0,2,1,3
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,3,4,1,1,4,5,9
SAN LORENZO(PND),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,57,215,5,9,62,224,286
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,3,0,0,0,3,3
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,2,0,0,1,2,3
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,9,2,3,4,12,16
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,0,0,0,2,0,2
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,12,18,0,0,12,18,30
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,10,0,0,2,10,12
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,1,0,1,0,1
TODOS SANTOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,2,0,2,2
TOMINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,0,14,4,14,4,18
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,12,34,0,0,12,34,46
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,4,0,2,1,6,7
TURCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,1,1,1,2
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,3,2,3,3,6
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,2,0,0,1,2,3
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,1,1,1,2
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,2,1,0,0,2,1,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,2,3,2,4,6
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,0,7,9,14,9,21,30
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,5,3,1,3,6,6,12
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-04-01,1,1,1,20,2,21,23
ACACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,2,0,0,0,2,2
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,2,7,2,8,10
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,1,0,2,0,2
ALALAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,1,0,2,2
ALCALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,2,0,0,0,2,2
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,1,0,0,1,1,2
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,2,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,4,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,2,0,1,0,3,3
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,4,1,0,1,4,5
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,2,0,0,2,2,4
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,3,0,0,2,3,5
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,6,0,0,1,6,7
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,6,0,0,0,6,6
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,3,0,0,2,3,5
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,4,5,0,0,4,5,9
CHOQUE COTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,0,0,1,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,2,0,0,2,2,4
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,5,0,0,2,5,7
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,5,4,12,27,17,31,48
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,6,12,0,0,6,12,18
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,6,0,0,0,6,6
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,3,0,0,0,3,3
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,4,6,0,0,4,6,10
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,5,35,3,6,8,41,49
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,11,0,0,0,11,11
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,1,0,0,1,1,2
ESMERALDA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,1,3,0,0,1,3,4
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,2,4,0,0,2,4,6
GUTIERREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-05-01,0,1,0,0,0,1,1
