,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,2,0,0,5,2,7
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,4,1,0,3,4,7
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,1,1,1,2,3
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,7,10,0,2,7,12,19
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,68,173,150,407,218,580,798
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,9,24,9,26,35
LLICA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,9,1,1,3,10,13
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,3,0,0,1,3,4
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,5,0,0,3,5,8
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,1,0,0,1,1,2
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,0,0,0,3,0,3
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,14,45,10,15,24,60,84
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,0,0,0,2,2
OCURI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,4,1,2,5,6,11
ORURO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,102,251,36,185,138,436,574
PAILON,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,5,1,1,2,6,8
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,2,2,3,2,5
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
POOPO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,13,3,10,7,23,30
PORCO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,3,0,0,1,3,4
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,69,177,17,51,86,228,314
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,17,11,0,11,17,28
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,5,0,0,4,5,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,1,1,1,2
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,0,0,0,3,0,3
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,5,0,8,3,13,16
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,3,0,0,2,3,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,1,2,11,4,12,16
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,3,0,0,3,3,6
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,9,14,0,0,9,14,23
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,4,1,0,1,4,5
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,2,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,82,223,16,53,98,276,374
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,6,0,1,5,7,12
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,6,0,0,3,6,9
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,1,0,0,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,4,0,0,2,4,6
SORATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,6,5,1,1,7,6,13
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,46,76,39,152,85,228,313
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,2,1,2,1,3
TARATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,2,2,2,3,5
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,12,2,1,5,13,18
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,5,0,0,2,5,7
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,2,1,2,3
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,0,0,0,3,0,3
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,6,0,0,5,6,11
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,11,19,0,9,11,28,39
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,15,14,0,2,15,16,31
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,3,1,3,2,6,8
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,4,10,11,11,15,26
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,1,0,2,2
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,5,0,2,2,7,9
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,3,1,0,3,3,6
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,39,0,1,5,40,45
YACO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,0,0,0,2,0,2
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,2,0,0,1,2,3
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,1,2,1,4,5
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,1,3,1,4,5
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,3,0,0,3,3,6
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,0,0,0,2,0,2
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,1,0,1,1,2
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,6,0,2,0,8,8
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,13,3,5,7,18,25
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,8,2,2,5,10,15
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,3,8,8,9,11,20
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,6,1,3,7,9,16
APOLO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,1,0,2,1,3
ARANI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,2,0,2,2
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,10,0,4,2,14,16
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,9,5,11,7,18
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,8,5,12,8,20,28
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,13,1,2,6,15,21
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,0,0,2,2,4
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,4,1,1,2,5,7
BAURES,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,1,0,2,1,3
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,3,0,0,0,3,3
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,2,2,2,2,4
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,8,0,2,5,10,15
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,5,0,0,3,5,8
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,2,4,2,4,6
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,7,0,0,3,7,10
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,10,0,0,8,10,18
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,0,0,1,1,2
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,2,8,2,8,10
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,4,11,5,13,18
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,7,7,11,10,18,28
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,3,0,0,2,3,5
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,21,11,18,19,39,58
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,1,3,2,4,6
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,0,0,0,4,0,4
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,3,1,3,4
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,4,1,1,3,5,8
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,7,1,3,7,10,17
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,7,10,0,0,7,10,17
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,0,0,2,2
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,5,0,0,2,5,7
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,5,0,0,3,5,8
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,4,5,4,5,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,1,1,1,2
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,3,2,2,6,5,11
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,4,0,1,5,5,10
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,10,3,4,11,14,25
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,16,0,6,8,22,30
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,91,214,83,220,174,434,608
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,4,0,0,6,4,10
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,7,7,9,11,16,27
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,7,17,3,4,10,21,31
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,4,0,0,0,4,4
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,3,1,1,4,4,8
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,1,0,2,4,3,7
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,0,1,0,1
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,0,1,2,3,2,5
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,1,0,1,1
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,0,0,1,2,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,8,1,0,6,8,14
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,3,0,1,3,4,7
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,8,0,0,5,8,13
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,19,47,35,59,54,106,160
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,7,10,1,0,8,10,18
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,6,1,0,3,6,9
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,0,0,2,2
ESCARA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,2,0,0,4,2,6
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,1,0,0,3,1,4
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,1,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,3,2,3,2,5
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,4,0,0,3,4,7
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,2,0,2,2
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,0,0,2,2,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,9,3,0,0,9,3,12
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,3,1,1,3,4,7
HUACARAJE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,1,0,0,3,1,4
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,33,16,41,18,74,92
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,7,10,0,3,7,13,20
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,1,1,0,4,1,5
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,1,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,6,1,6,7
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,2,0,2,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,0,1,0,1
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,0,0,2,2,4
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,1,1,1,2,3
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,164,311,169,215,333,526,859
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,0,1,0,1
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,2,0,2,2
LLICA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,7,0,0,4,7,11
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,4,0,1,5,5,10
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,3,8,3,9,12
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,4,1,1,1,5,6
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,1,0,0,3,1,4
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,7,0,0,2,7,9
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,3,0,0,5,3,8
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,1,2,1,2,3
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,26,1,1,7,27,34
OCURI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,5,9,5,9,14
ORURO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,143,211,185,257,328,468,796
PAILON,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,2,3,2,4,6
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,4,1,0,2,4,6
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,3,0,5,5
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,3,1,0,2,3,5
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,1,0,2,2
POOPO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,5,0,6,6
PORCO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,3,0,1,2,4,6
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,95,234,18,55,113,289,402
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,12,2,0,10,12,22
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,3,1,3,3,6
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,3,0,0,2,3,5
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,0,0,2,2,4
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,1,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,14,7,14,10,28,38
PUNA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,2,1,0,3,2,5
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,18,34,7,9,25,43,68
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,3,12,28,15,31,46
QUIME,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,0,0,1,1,2
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,13,38,0,1,13,39,52
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,7,0,0,1,7,8
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,0,0,1,2,3
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,5,0,0,2,5,7
SACABA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,28,51,17,28,45,79,124
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,1,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,11,3,4,6,15,21
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,1,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,3,0,0,4,3,7
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,4,3,3,3,7,10
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,2,3,3,4,7
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,9,2,2,4,11,15
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,1,0,2,2
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,9,0,9,0,9
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,8,0,0,1,8,9
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,9,11,1,2,10,13,23
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,36,3,2,11,38,49
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,10,8,0,0,10,8,18
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,3,6,3,7,10
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,5,6,5,6,11
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,2,5,2,5,7
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,1,1,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,96,283,38,114,134,397,531
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,5,1,4,3,9,12
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,4,1,4,1,5
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,8,2,0,8,8,16
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,4,0,0,2,4,6
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,0,0,2,0,2,2
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,8,40,0,11,8,51,59
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,7,13,0,0,7,13,20
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,8,8,12,10,20,30
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,43,134,38,113,81,247,328
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,0,2,1,4,5
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,2,0,0,1,2,3
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,4,1,2,6,6,12
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,4,1,2,1,6,7
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,3,8,9,12,12,24
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,12,45,0,0,12,45,57
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,5,0,0,6,5,11
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,5,2,0,0,5,2,7
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,6,0,2,4,8,12
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2023-04-01,4,9,17,18,21,27,48
TOCO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,10,16,0,0,10,16,26
TODOS SANTOS,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,3,1,0,0,3,1,4
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,6,15,1,1,7,16,23
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,1,1,0,2,1,3
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,2,7,1,2,3,9,12
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,11,14,0,0,11,14,25
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2023-04-01,1,7,3,7,4,14,18
