,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,15,10,46,0,61,10,71
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,4,15,6,6,10,21,31
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,8,2,2,3,10,13
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,11,17,27,43,38,60,98
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,4,0,2,0,6,6
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,14,30,170,26,184,56,240
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,6,1,7,1,13,14
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,0,8,4,8,4,12
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,8,0,4,0,12,12
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,16,0,0,0,16,16
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,76,415,171,418,247,665
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,21,1,7,2,28,30
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,4,0,0,1,4,5
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,24,94,235,289,259,383,642
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,1,0,2,2
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,7,0,7,0,14,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,5,0,4,3,9,12
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,3,0,0,0,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,7,8,21,8,28,36
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,55,2,10,5,65,70
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,0,2,6,3,6,9
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,8,1,0,3,8,11
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,25,5,2,8,27,35
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,9,10,82,7,91,17,108
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,2,2,2,4,6
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,12,0,0,2,12,14
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,21,2,4,2,25,27
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,15,25,36,26,51,77
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,2,0,4,1,6,7
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,5,57,23,4,28,61,89
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,24,10,24,11,35
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,6,0,0,0,6,6
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,0,2,0,4,4
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,10,2,13,4,23,27
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,22,0,0,2,22,24
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,5,1,1,2,6,8
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,7,0,0,0,7,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,29,0,3,1,32,33
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,8,1,8,2,16,18
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,3,2,0,3,3,6
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,0,3,1,3,1,4
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,0,0,0,1,0,1
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,8,0,0,0,8,8
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,9,0,3,1,12,13
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,6,12,2,2,8,14,22
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,484,1249,635,882,1119,2131,3250
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,7,0,0,2,7,9
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,6,2,8,15,14,17,31
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,3,5,4,5,7,12
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,1,0,0,1,1,2
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,2,10,3,12,5,17
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,0,1,0,3,3
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,8,0,0,0,8,8
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,4,13,23,33,27,46,73
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,4,22,38,73,42,95,137
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,2,0,0,1,2,3
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,3,0,0,1,3,4
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,8,3,3,3,11,14
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,47,43,1,0,48,43,91
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,2,0,3,3
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,4,0,0,0,4,4
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,4,3,4,4,8
TAHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,5,11,4,4,9,15,24
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,0,4,0,6,6
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,4,8,2,8,6,14
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,37,211,20,38,57,249,306
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,0,0,0,3,0,3
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,7,13,6,17,13,30,43
TIAHUANACU,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,1,0,1,1,2,3
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,0,0,1,1
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,4,10,2,0,6,10,16
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,14,21,16,15,30,36,66
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,5,7,32,20,37,27,64
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,1,0,1,1,2
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,4,8,7,9,11,20
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,1,34,0,37,1,38
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,8,0,1,2,9,11
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,1,0,0,1,1,2
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,10,0,0,1,10,11
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,14,21,20,24,34,58
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,4,1,1,2,5,7
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,8,143,445,76,453,219,672
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,4,43,185,5,189,48,237
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,2,0,2,1,3
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,1,0,0,1,1,2
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,9,4,14,6,23,29
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,12,0,1,2,13,15
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,7,1,1,2,8,10
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,34,0,0,3,34,37
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,3,0,4,4
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,5,1,1,1,6,7
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,5,6,0,2,5,8,13
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,0,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,7,19,0,3,7,22,29
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,2,2,4,2,6,8
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,4,0,0,1,4,5
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,0,0,0,3,0,3
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,8,11,20,11,28,39
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,9,1,1,0,10,1,11
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,2,8,10,9,12,17,29
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,11,5,20,6,31,37
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,6,0,1,0,7,7
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,31,52,202,248,233,300,533
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,5,36,3,5,8,41,49
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,0,0,0,1,0,1
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,3,1,0,5,3,6,9
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,26,17,18,45,44,62,106
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,7,0,0,0,7,7
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,1,1,1,0,2,1,3
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-03-01,0,1,0,0,0,1,1
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,4,0,1,0,5,5
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,3,3,1,4,4,8
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,3,1,1,1,4,5
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,3,6,15,9,18,27
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,6,5,2,9,8,17
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,2,0,3,3
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,0,3,1,4,1,5
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,0,5,8,6,8,14
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,8,2,0,2,8,10
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,4,0,5,5
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,3,7,20,10,23,33
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,9,22,12,25,21,46
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,7,11,7,12,19
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,20,6,15,10,35,45
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,6,10,10,12,16,28
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,2,2,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,11,17,28,26,39,43,82
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,3,1,1,2,4,6
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,10,0,3,3,13,16
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,5,0,4,0,9,9
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,1,1,1,2,3
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,6,11,6,11,17
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,7,9,0,0,7,9,16
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,10,45,51,47,61,108
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,4,5,4,5,9
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,1,3,1,5,6
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,1,2,4,5,5,10
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,11,28,40,32,51,83
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,2,3,2,5,7
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,14,53,45,55,59,114
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,3,0,3,0,6,6
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,5,10,5,11,16
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,3,7,3,7,10
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,6,26,6,28,34
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,16,5,14,9,30,39
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,3,5,8,7,11,18
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,18,32,21,55,39,87,126
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,2,9,9,13,11,24
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,7,1,0,3,7,10
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,7,0,2,0,9,9
CHACARILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,20,6,25,9,45,54
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,5,3,6,6,11,17
CHARAÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,10,0,0,1,10,11
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,10,85,6,87,16,103
CHIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,1,7,1,7,8
CHOQUE COTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,0,1,0,1,1
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,26,0,26,0,26
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,18,15,18,17,35
CHUMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,10,13,10,13,23
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,1,0,0,2,1,3
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,10,0,3,1,13,14
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,7,4,6,7,13,20
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,14,31,108,89,122,120,242
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,7,14,34,23,41,37,78
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,99,256,445,447,544,703,1247
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,3,7,15,10,18,28
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,7,8,5,9,12,17,29
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,1,0,0,1,1,2
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,19,22,19,26,38,64
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,5,8,5,13,10,21,31
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,8,1,2,1,10,11
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,7,0,0,3,7,10
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,1,0,2,2
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,4,12,13,12,17,29
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,27,2,8,4,35,39
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,1,2,6,4,7,11
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,6,2,4,3,10,13
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,5,0,0,0,5,5
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,3,1,2,4,5,9
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,1,10,2,11,3,14
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,7,1,0,2,7,9
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,2,1,2,1,3
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,6,15,14,26,20,41,61
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,1,1,1,1,2
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,2,2,2,2,4
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,5,91,81,95,86,181
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,6,2,6,2,8
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,89,434,572,821,661,1255,1916
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,3,7,11,7,14,21
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,9,42,38,45,47,92
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,0,0,0,2,2
EL TORNO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,8,4,4,3,12,7,19
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,5,2,1,0,6,2,8
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
ESCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,2,1,2,2,4
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,2,1,2,1,3
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,3,2,4,4,7,11
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,1,1,1,2,3
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,8,11,14,11,22,33
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,6,3,6,3,12,15
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,7,17,10,19,17,36,53
GUAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,1,5,1,6,7
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,19,16,11,17,30,47
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,1,2,1,3,2,5,7
HUACARAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,2,0,0,0,2,2
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,4,0,0,0,4,0,4
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,0,2,0,2,2
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,8,17,84,97,92,114,206
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,2,4,4,1,6,5,11
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,17,13,7,9,24,22,46
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,0,3,0,3,3
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,3,3,0,2,3,5,8
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-04-01,0,0,2,2,2,2,4
