,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,11,0,14,14
SAN CARLOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,5,0,77,0,82,82
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,6,0,9,0,15,15
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,46,0,32,0,78,78
SAN JAVIER(BNI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,3,0,3,3
SAN JAVIER(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,20,0,0,0,20,20
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,7,0,3,0,10,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,7,0,33,0,40,40
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,10,0,10,10
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,2,0,27,0,29,29
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,4,0,117,0,121,121
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,40,0,17,0,57,57
SAN MATIAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,14,0,95,0,109,109
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,6,0,6,6
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,8,0,9,9
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,4,0,4,4
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,3,0,3,3
SAN RAMON SCZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,6,0,6,6
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,108,0,109,109
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,275,0,2155,0,2430,2430
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,27,0,105,0,132,132
SANTIAGO DE HUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,10,0,11,11
SANTUARIO DE QUILLACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,29,0,29,29
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,10,0,39,0,49,49
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,24,0,234,0,258,258
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,4,0,2,0,6,6
SICAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,27,0,28,28
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,2,0,191,0,193,193
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,2,0,3,0,5,5
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,88,0,511,0,599,599
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,5,0,6,6
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,6,0,9,9
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,2,0,34,0,36,36
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,31,0,31,31
TARACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,7,0,38,0,45,45
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,23,0,269,0,292,292
TARVITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
TEOPONTE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,8,0,8,8
TIAHUANACU,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,75,0,76,76
TIPUANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,14,0,14,14
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,11,0,84,0,95,95
TIRAQUE (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,4,0,120,0,124,124
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,8,0,6,0,14,14
TODOS SANTOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,0,0,3,3
TOLATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,7,0,7,7
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,5,0,8,8
TORO TORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,22,0,22,22
TOTORA(CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,52,0,52,52
TRIGAL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,83,0,682,0,765,765
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,41,0,161,0,202,202
TURCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,7,0,7,7
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,10,0,11,11
UNCIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,1,0,21,0,22,22
URIONDO (A. CONCEPCION),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,20,0,23,23
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,21,0,24,24
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,4,0,8,0,12,12
VALLEGRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,8,0,50,0,58,58
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,6,0,89,0,95,95
VILA VILA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,25,0,25,25
VILLA CHARCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,8,0,17,0,25,25
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,6,0,85,0,91,91
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,5,0,5,5
VILLA RIVERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,43,0,43,43
VILLA SERRANO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,51,0,54,54
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,24,0,626,0,650,650
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,4,0,34,0,38,38
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,23,0,199,0,222,222
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,43,0,291,0,334,334
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,96,0,857,0,953,953
YACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,11,0,11,11
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,8,0,42,0,50,50
YAMPARAEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,8,0,8,8
YANACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,10,0,10,10
YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,120,0,441,0,561,561
YOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,30,0,30,30
YOTALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,8,0,23,0,31,31
YUNCHARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,0,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-03-01,0,3,0,0,0,3,3
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,7,0,81,0,88,88
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,112,0,114,114
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,12,0,12,12
ALALAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,6,0,6,6
ALCALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,4,0,4,4
ALTO BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,12,0,19,0,31,31
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,31,0,31,31
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,4,0,4,4
ANTEQUERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,32,0,35,35
ARAMPAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,4,0,4,4
ARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,6,0,3,0,9,9
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,25,0,25,25
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,144,0,148,148
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,82,0,84,84
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,28,0,29,29
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,57,0,60,60
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,10,0,11,11
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,91,0,91,91
BAURES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,29,0,33,33
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,6,0,7,7
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,9,0,37,0,46,46
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,5,0,37,0,42,42
BOLPEBRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,2,0,2,2
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,10,0,22,0,32,32
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,8,0,9,0,17,17
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,18,0,22,22
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,49,0,51,51
CAJUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,5,0,12,0,17,17
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,27,0,24,0,51,51
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,5,0,6,6
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,87,0,91,91
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,41,0,45,45
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,13,0,51,0,64,64
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,29,0,74,0,103,103
CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,7,0,19,0,26,26
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,27,0,30,30
CARMEN RIVERO TORREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,16,0,17,17
CHACARILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,2,0,3,3
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,185,0,186,186
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,5,0,5,5
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,9,0,9,0,18,18
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,38,0,41,41
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,17,0,20,20
CHOQUE COTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,86,0,88,88
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,29,0,29,29
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,18,0,18,18
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,4,0,12,0,16,16
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,1,0,4,4
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,179,0,182,182
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,23,0,53,0,76,76
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,41,0,1179,0,1220,1220
COIPASA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,8,0,19,0,27,27
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,6,0,39,0,45,45
COLLANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,7,0,10,10
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,50,0,51,51
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,47,0,47,47
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,7,0,38,0,45,45
COLQUENCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,20,0,21,21
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,4,0,4,4
COMANCHE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,6,0,6,6
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,34,0,35,35
COMBAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,10,0,0,0,10,10
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,79,0,82,82
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,164,0,166,166
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,22,0,22,22
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,18,0,36,0,54,54
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,6,0,6,0,12,12
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,33,0,58,0,91,91
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,210,0,211,211
CRUZ DE MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,0,0,2,2
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,4,0,4,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,2,0,2,2
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,2,0,2,2
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,35,0,64,0,99,99
CURAHUARA DE CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,21,0,21,21
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,44,0,44,44
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,301,0,2704,0,3005,3005
EL CHORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,20,0,21,21
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,108,0,108,108
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,3,0,27,0,30,30
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,35,0,114,0,149,149
EL VILLAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,16,0,16,16
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,29,0,115,0,144,144
ESCOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,12,0,12,12
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,9,0,11,11
GAIOC JATUN AYLLU YURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,16,0,18,18
GENERAL SAAVEDRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,23,0,102,0,125,125
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,14,0,14,14
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,7,0,9,9
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,9,0,6,0,15,15
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,12,0,37,0,49,49
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,38,0,10,0,48,48
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,11,0,28,0,39,39
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,5,0,12,0,17,17
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,2,0,10,0,12,12
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,1,0,11,0,12,12
HUATAJATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,7,0,7,7
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
HUMANATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,8,0,8,8
ICHOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,10,0,10,10
ICLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,9,0,4,0,13,13
INCAHUASI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,25,0,50,0,75,75
INGAVI (HUMAITA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-04-01,0,0,0,5,0,5,5
