,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,19,7,21,13,40,20,60
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,0,1,1,0,1,1,2
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,457,614,1042,1372,1499,1986,3485
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,5,11,0,0,5,11,16
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,21,26,96,29,117,55,172
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,0,1,6,19,6,20,26
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,3,2,24,22,27,24,51
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,62,28,34,66,96,94,190
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,4,9,8,9,12,18,30
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,0,1,8,18,8,19,27
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-03-01,0,0,15,25,15,25,40
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,5,22,30,26,35,61
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,13,34,37,65,50,99,149
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,4,1,6,3,10,13
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,1,0,2,1,3
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,5,58,52,63,57,120
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,1,0,2,2
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,11,6,7,11,18,29
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,1,4,1,5,6
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,4,7,18,11,22,33
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,7,1,7,1,8
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,17,21,55,73,72,94,166
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,13,15,5,19,18,34,52
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,6,4,0,0,6,4,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,5,18,23,22,28,50
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,14,31,42,41,56,97
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,7,6,9,8,16,14,30
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,13,15,33,18,46,64
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,1,1,1,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,2,22,18,26,20,46
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,8,12,23,55,31,67,98
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,3,13,30,13,33,46
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,8,7,8,7,15
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,7,5,58,89,65,94,159
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,4,0,0,3,4,7
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,6,6,10,28,16,34,50
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,12,16,1,10,13,26,39
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,1,0,2,1,3
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,4,5,4,5,9
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,2,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,25,31,42,66,67,97,164
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,4,3,23,4,27,31
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,3,3,4,4,8
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,4,135,118,144,122,266
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,10,12,11,12,23
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,7,0,0,0,7,0,7
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,0,3,7,5,7,12
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,7,14,9,16,16,30,46
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,17,46,56,56,73,129
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,4,7,15,8,19,27
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,9,0,0,4,9,13
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,12,16,34,25,46,71
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,7,24,29,27,36,63
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,2,2,2,2,4
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,7,14,11,16,18,34
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,11,14,21,18,32,50
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,11,22,4,16,15,38,53
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,554,637,720,1110,1274,1747,3021
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,12,21,27,53,39,74,113
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,4,0,0,3,4,7
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,12,10,17,13,29,42
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,11,131,271,135,282,417
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,13,41,88,46,101,147
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,5,6,5,6,11
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,1,1,2,1,3
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,24,61,111,71,135,206
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,12,46,49,56,61,117
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,3,3,3,3,6
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,0,0,1,1,2
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,5,0,2,4,7,11
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,3,9,8,10,11,21
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,1,0,2,2
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,14,24,15,24,39
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,1,0,2,2
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,10,56,29,58,39,97
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,89,120,301,510,390,630,1020
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,2,2,1,2,3,5
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,4,0,2,0,6,6
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,2,0,2,2
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,2,13,21,15,23,38
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,11,33,11,34,45
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,4,4,5,4,9
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,6,27,63,31,69,100
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,1,1,2,1,3
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,6,0,0,5,6,11
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,6,57,18,62,24,86
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,4,107,111,117,115,232
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,21,69,22,69,91
HUACARAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,16,27,19,33,35,60,95
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,5,0,0,4,5,9
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,34,10,53,112,87,122,209
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,2,3,3,4,5,9
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,2,0,2,2
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,64,67,64,68,132
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,3,7,3,7,10
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,4,10,7,11,11,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,2,17,15,20,17,37
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,3,7,4,7,11
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,30,30,26,22,56,52,108
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,7,34,29,33,36,67,103
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,632,1136,1132,1114,1764,2250,4014
LA RIVERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,3,4,3,4,7
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,3,10,8,10,11,21
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,3,17,3,18,21
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,1,1,1,2
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,3,13,14,13,17,30
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,2,18,8,21,10,31
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,6,17,6,17,23
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,8,16,8,16,24
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,1,0,1,1
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,9,4,9,4,13
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,18,48,18,48,66
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,4,5,8,6,12,18
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,1,1,1,2,3
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,7,0,7,7
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,1,1,1,2
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,12,24,39,33,51,84
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,48,113,299,544,347,657,1004
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,5,6,8,7,13,20
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,111,145,863,1075,974,1220,2194
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,2,2,2,3,5
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,5,6,5,6,11
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,5,62,86,66,91,157
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,2,1,2,1,3
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,5,5,10,7,15,22
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,118,154,119,155,274
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,1,0,1,1
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,0,0,1,1,2
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,17,14,19,19,36,55
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,0,2,12,5,12,17
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,17,33,17,33,50
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,7,51,96,56,103,159
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,22,24,59,77,81,101,182
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,210,255,726,1008,936,1263,2199
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,6,14,4,18,10,28
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,5,9,15,18,20,38
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,1,1,1,2
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,10,11,10,11,21
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,2,0,0,0,2,2
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,4,1,4,1,5
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,2,0,0,2,2,4
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,1,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,12,13,0,0,12,13,25
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,24,19,58,23,82,105
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,6,6,28,56,34,62,96
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,19,41,78,98,97,139,236
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,22,45,72,87,94,132,226
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,2,5,2,5,7
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,9,13,9,13,22
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,28,58,726,400,754,458,1212
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,17,26,7,24,24,50,74
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,5,7,18,12,23,35
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,13,19,14,20,34
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,101,183,232,330,333,513,846
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,6,3,3,7,9,16
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,3,15,0,15,3,18
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,1,19,16,21,17,38
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,14,19,14,19,33
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,8,11,39,46,47,57,104
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,0,1,0,1
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,15,45,70,54,85,139
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,1,23,72,25,73,98
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,7,4,3,5,10,15
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,13,19,81,124,94,143,237
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,3,0,0,2,3,5
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,118,142,120,213,238,355,593
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,1,2,2,2,4
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,12,10,17,33,29,43,72
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,1,6,11,8,12,20
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,19,36,6,22,25,58,83
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,10,12,16,15,26,41
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,13,13,13,13,26
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,63,114,63,114,177
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,2,40,54,44,56,100
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1961,2793,9519,11727,11480,14520,26000
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,5,13,5,13,18
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,2,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,0,2,0,3,0,3
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,4,20,43,20,47,67
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,0,0,1,1,2
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,1,4,2,5,7
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,11,35,22,42,33,77,110
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,2,0,2,2
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,8,17,35,21,43,64
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,4,1,18,3,22,25
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,0,8,8,12,8,20
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,276,569,2154,2869,2430,3438,5868
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,2,1,2,3
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,1,21,26,30,27,57
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,1,2,3,4,4,8
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,7,10,7,10,17
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,1,2,0,3,1,4
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,6,5,12,14,18,19,37
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,26,27,3,0,29,27,56
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,9,12,28,15,37,52
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,2,1,0,2,2,4
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,2,0,0,3,2,5
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,10,16,12,27,22,43,65
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,8,10,8,10,18
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,11,15,4,3,15,18,33
TODOS SANTOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,2,1,0,3,2,5
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,1,2,2,6,3,9
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,6,14,15,17,21,38
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,6,26,5,32,11,58,69
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,4,4,16,7,20,11,31
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,31,44,134,163,165,207,372
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,60,67,58,84,118,151,269
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,22,33,22,33,55
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,5,3,0,3,5,6,11
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,17,37,17,37,54
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,9,15,1,9,10,24,34
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,1,0,1,0,1
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,19,11,13,14,32,46
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,4,4,4,4,8
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,15,15,156,11,171,26,197
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,3,1,3,7,6,8,14
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,2,0,0,1,2,3
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,0,0,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,1,3,8,18,9,21,30
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,23,59,89,80,112,139,251
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-04-01,2,10,5,14,7,24,31
