,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,0,15,9,15,9,24
TARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,3,1,2,1,5,6
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,2,20,17,20,19,39
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,4,10,16,11,20,31
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,24,15,3,8,27,23,50
TARVITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,0,2,6,3,6,9
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,6,6,32,34,38,40,78
TOLATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,2,2,3,3,5,8
TOLEDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,3,5,1,1,4,6,10
TOMAVE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,6,5,1,5,7,10,17
TOMINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,4,2,14,20,18,22,40
TORO TORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,0,17,24,17,24,41
TRIGAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,3,17,19,18,22,40
TRINIDAD,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,10,11,8,14,18,25,43
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,21,80,21,23,42,103,145
TURCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,0,2,8,2,8,10
UMALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,1,86,95,86,96,182
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,0,20,18,21,18,39
URUBICHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,0,16,25,16,25,41
UYUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,18,19,14,11,32,30,62
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,7,12,45,64,52,76,128
VIACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,4,4,11,22,15,26,41
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,0,7,13,7,13,20
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,12,6,2,0,14,6,20
VILLA SERRANO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,0,0,3,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,2,1,6,6,8,7,15
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,0,2,2,4,2,6,8
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,68,61,119,107,187,168,355
YACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,4,5,4,2,8,7,15
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,30,24,14,19,44,43,87
YAMPARAEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,2,6,5,13,7,19,26
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,4,1,5,10,9,11,20
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,2,9,25,27,27,36,63
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,3,27,31,28,34,62
YOTALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-03-01,1,0,16,17,17,17,34
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,6,23,42,28,48,76
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,15,39,50,38,65,77,142
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,9,19,26,31,35,66
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,3,6,3,6,9
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,0,7,20,9,20,29
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,2,25,29,30,31,61
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,5,50,71,51,76,127
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,20,16,27,25,47,41,88
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,7,17,8,18,26
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,18,15,39,27,57,84
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,15,25,15,25,40
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,9,27,27,32,36,68
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,25,17,48,38,73,55,128
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,5,14,21,17,26,43
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,21,23,18,16,39,39,78
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,6,15,31,30,37,45,82
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,6,20,29,32,35,67
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,3,14,17,17,20,37
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,14,19,14,19,33
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,9,14,9,14,23
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,12,44,74,56,86,142
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,5,71,85,73,90,163
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,4,8,4,8,12
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,9,38,53,41,62,103
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,5,0,0,8,5,13
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,21,75,120,87,141,228
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,23,29,20,10,43,39,82
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,11,13,11,13,24
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,11,24,11,24,35
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,3,3,6,6,9,15
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,15,14,25,27,40,41,81
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,5,35,66,47,71,118
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,16,11,55,51,71,62,133
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,21,26,137,168,158,194,352
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,0,15,14,17,14,31
CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,6,4,0,0,6,4,10
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,6,4,7,6,13
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,1,5,1,5,6
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,7,6,7,6,13
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,14,9,34,33,48,42,90
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,8,53,76,61,84,145
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,40,47,95,105,135,152,287
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,5,20,16,22,21,43
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,4,28,40,32,44,76
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,14,7,14,7,21
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,11,14,12,16,28
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,13,9,28,36,41,45,86
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,10,10,93,104,103,114,217
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,1,1,1,1,2
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,19,33,17,38,36,71,107
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,22,15,45,49,67,64,131
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,15,16,13,20,28,36,64
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,0,1,0,5,0,5
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1340,1394,690,877,2030,2271,4301
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,38,47,91,86,129,133,262
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,2,4,2,4,6
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,11,17,22,29,33,62
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,36,55,36,56,92
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,36,38,37,40,77
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,2,1,2,5,4,9
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,15,12,16,14,30
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,9,12,30,51,39,63,102
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,4,89,109,92,113,205
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,9,3,9,3,12
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,3,6,3,6,9
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,17,32,9,15,26,47,73
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,6,1,14,16,20,17,37
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,5,0,0,3,5,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,2,2,4,4,6,10
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,2,15,18,15,20,35
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,5,3,6,5,11,16
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,4,85,110,89,114,203
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,110,108,239,276,349,384,733
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,3,18,19,21,22,43
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,2,12,29,15,31,46
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,7,3,1,6,8,9,17
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,2,0,0,3,2,5
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,2,0,0,3,2,5
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,11,3,3,11,14,25
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,2,21,28,23,30,53
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,14,14,15,16,31
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,2,0,2,0,2
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,6,4,15,9,21,30
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,7,21,44,25,51,76
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,8,5,9,7,16
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,9,4,0,0,9,4,13
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,9,14,26,31,35,45,80
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,10,4,45,25,55,29,84
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,4,41,67,42,71,113
HUACARAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,9,12,20,24,29,53
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,9,0,0,5,9,14
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,39,19,80,130,119,149,268
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,10,8,85,70,95,78,173
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,3,7,3,7,10
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,12,7,12,7,19
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,1,8,11,11,12,23
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,10,27,15,35,25,60
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,4,4,4,9,8,17
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,11,29,36,37,47,84
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,11,9,3,4,14,13,27
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,3,11,12,12,15,27
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1000,1263,976,1111,1976,2374,4350
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,4,5,4,5,9
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,5,4,7,12,12,24
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,4,7,4,9,8,17
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,1,3,2,5,7
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,4,21,30,26,34,60
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,35,23,66,55,101,78,179
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,67,73,67,73,140
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,20,31,20,31,51
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,5,1,6,1,7
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,3,3,3,4,7
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,7,5,7,5,12
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,18,27,19,27,46
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,7,23,37,28,44,72
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,3,3,7,7,10,17
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,4,14,20,18,24,42
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,3,0,2,3,5,8
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,13,12,55,73,68,85,153
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,59,43,129,168,188,211,399
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,1,2,2,3,5
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,7,52,52,56,59,115
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,485,567,687,857,1172,1424,2596
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,3,1,4,3,7
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,3,1,4,2,6
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,2,24,31,24,33,57
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,3,3,3,3,6
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,2,45,59,49,61,110
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,0,0,1,1,2
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,38,56,39,56,95
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,0,9,3,11,3,14
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,2,0,0,3,2,5
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,20,32,173,248,193,280,473
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,0,1,0,1,1
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,41,45,41,45,86
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,10,14,10,15,25
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,8,103,108,111,116,227
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,237,216,302,493,539,709,1248
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,2,1,3,2,5
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,20,33,13,11,33,44,77
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,4,8,4,9,13
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,47,38,48,38,86
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,1,0,0,3,1,4
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,2,3,2,3,5
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,0,0,1,0,1
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,5,0,0,4,5,9
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,4,42,52,50,56,106
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,19,17,76,106,95,123,218
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,18,20,50,93,68,113,181
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,150,130,84,132,234,262,496
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,5,22,32,25,37,62
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,20,18,21,19,40
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,32,23,104,141,136,164,300
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,16,11,16,11,32,22,54
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,3,5,0,9,3,12
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,6,3,4,6,10,9,19
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,224,247,224,320,448,567,1015
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,4,4,10,5,14,19
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,6,13,27,50,33,63,96
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,0,2,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,3,28,28,30,31,61
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,8,6,8,7,15
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,16,18,47,49,63,67,130
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,4,3,4,3,7
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,21,26,46,56,67,82,149
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,2,16,16,17,18,35
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,1,39,18,42,19,61
SAN JAVIER(BNI),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,5,3,5,3,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,11,10,20,39,31,49,80
SAN LORENZO(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,5,0,0,2,5,7
SAN LUCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,93,99,117,136,210,235,445
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,4,5,6,9,10,19
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,9,8,40,47,49,55,104
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,6,20,22,21,28,49
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,4,0,0,4,4,8
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,26,35,45,60,71,95,166
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,2,1,3,1,4
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,15,42,37,54,52,106
SAN PEDRO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,12,15,12,15,27
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,40,41,40,41,81
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,1,8,8,9,9,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,551,648,1273,1539,1824,2187,4011
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,1,21,20,21,21,42
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,4,6,6,9,10,19
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,4,59,79,60,83,143
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,16,8,16,8,24
SANTIVAÑES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,4,1,14,37,18,38,56
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,3,35,35,36,38,74
SENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,0,7,6,8,6,14
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,15,115,105,127,120,247
SICAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,1,4,1,4,5
SIPE SIPE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,13,11,37,95,50,106,156
SOPACHUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,3,6,9,6,12,18
SORACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,27,18,85,92,112,110,222
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,438,530,1067,1468,1505,1998,3503
TACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,1,3,3,2,4,5,9
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,8,4,49,68,57,72,129
TACOPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,3,4,19,29,22,33,55
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,0,0,2,6,2,6,8
TAPACARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,1,6,5,8,6,14
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,5,6,9,7,14,13,27
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,2,0,1,2,3,2,5
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,87,95,21,19,108,114,222
TARVITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,12,10,13,20,25,30,55
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,15,13,0,0,15,13,28
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-04-01,27,35,56,77,83,112,195
