,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CARACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,18,0,19,19
CATACORA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,2,0,3,3
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,13,0,14,0,27,27
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,9,0,9,9
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,11,0,11,11
CORO CORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,9,0,9,9
CORQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,30,0,116,0,146,146
EL CHORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,4,0,4,4
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,15,0,14,0,29,29
LAJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,6,0,6,6
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,13,0,14,14
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
MINEROS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,5,0,6,6
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,3,0,14,0,17,17
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,6,0,3,0,9,9
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,0,0,2,2
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,6,0,6,6
PAMPA AULLAGAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,6,0,6,6
PAZÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,0,0,2,2
POJO (CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,3,0,3,3
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,11,0,11,11
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,1,0,3,3
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,10,0,12,12
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,8,0,9,9
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,3,0,181,0,184,184
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,10,0,10,10
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,3,0,4,4
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,5,0,5,5
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,12,0,15,0,27,27
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,2,0,4,4
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,3,0,3,3
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,10,0,149,0,159,159
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,4,0,4,4
TEOPONTE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,7,0,8,8
TOLEDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,3,0,0,0,3,3
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,10,0,10,10
TOTORA(ORR),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,22,0,9,0,31,31
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,4,0,4,4
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,4,0,8,0,12,12
YACO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,2,0,2,2
YANACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,3,0,3,3
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,10,0,7,0,17,17
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-03-01,0,0,0,5,0,5,5
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,2,0,3,3
AYATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
BOLIVAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,5,0,5,5
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,4,0,0,0,4,4
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,2,0,5,0,7,7
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,2,0,1,0,3,3
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,6,0,8,0,14,14
CATACORA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
CHIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
CHOQUE COTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,5,0,5,5
CHUMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,11,0,12,12
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,8,0,7,0,15,15
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
CORO CORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,6,0,6,6
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,15,0,78,0,93,93
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,1,0,2,2
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,2,0,3,0,5,5
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,3,0,0,0,3,3
HUARINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,11,0,27,0,38,38
LAJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,4,0,4,4
NAZACARA DE PACAJES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,28,0,29,29
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,5,0,5,5
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,4,0,4,4
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,10,0,10,10
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,14,0,15,15
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,2,0,3,3
PUERTO VILLARROEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,3,0,3,3
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,10,0,10,10
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,5,0,5,5
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,4,0,15,0,19,19
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,3,0,5,0,8,8
SANTUARIO DE QUILLACAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,3,0,3,3
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,2,0,3,3
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,3,0,3,3
SORATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,7,0,98,0,105,105
TAPACARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
TARACO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
TEOPONTE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,6,0,6,6
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,4,0,5,5
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,6,0,6,6
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,4,0,16,0,20,20
VILLA CHARCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,1,0,6,0,7,7
VITICHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,3,0,50,0,53,53
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,3,0,3,3
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,1,0,1,1
YUNCHARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-04-01,0,0,0,4,0,4,4
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,3,0,3,3
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
BOLIVAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,2,0,3,3
CARACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,6,0,6,6
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
CHUMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,15,0,0,0,15,15
CULPINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,6,0,0,0,6,6
CURAHUARA DE CARANGAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,5,0,5,5
ESMERALDA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,1,0,2,2
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,108,0,4,0,112,112
LORETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,2,0,7,0,9,9
LURIBAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,7,0,7,7
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,12,0,12,12
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,11,0,3,0,14,14
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,4,0,5,5
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,5,0,6,6
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,4,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,6,0,7,7
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,11,0,11,11
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,55,0,56,56
TAHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,3,0,4,4
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,2,0,2,2
VITICHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,0,0,1,0,1,1
