,group,variable,month,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,0,7,0,0,0,7,7
VILLA SERRANO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,4,3,1,1,5,4,9
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,1,7,0,0,1,7,8
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,2,1,0,0,2,1,3
YUNCHARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-02-01,1,2,0,0,1,2,3
ACACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,4,6,4,6,8,14
AIQUILE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,6,2,0,0,6,2,8
ALALAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,0,1,0,1,1
ANCORAIMES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
ARBIETO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
BATALLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,1,0,0,2,1,3
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,4,0,0,1,4,5
BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,1,5,1,6,7
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,3,0,0,2,3,5
"CAIZA ""D""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,1,0,0,2,1,3
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,5,0,0,2,5,7
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,1,0,0,2,1,3
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,1,0,2,2
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,1,0,2,1,3
CHARAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,4,0,0,1,4,5
CHARAÑA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,5,2,0,0,5,2,7
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,6,0,0,4,6,10
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,9,0,0,1,9,10
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,2,0,0,2,2,4
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,5,32,39,35,44,79
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,7,17,0,1,7,18,25
"COLCHA ""K""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,5,16,5,17,22
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,7,0,0,2,7,9
COROICO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,13,0,0,3,13,16
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,4,0,0,3,4,7
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,4,0,0,4,4,8
CUEVO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,36,78,4,5,40,83,123
EL PUENTE(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,24,0,0,1,24,25
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,3,0,0,3,3,6
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,5,5,0,0,5,5,10
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,2,3,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,3,0,0,1,3,4
HUACARETA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,2,0,1,2,3,5
HUMANATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,3,0,3,0,3
ICLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,1,0,1,0,1
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
IXIAMAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,9,0,1,2,10,12
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,46,81,14,26,60,107,167
LAGUNILLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
LAS CARRERAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,5,12,6,14,20
LURIBAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
MACHACAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,4,0,1,0,5,5
MAPIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,2,0,0,3,2,5
MINEROS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,0,0,0,3,0,3
MOJOCOYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,10,1,1,3,11,14
OKINAWA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,1,0,0,2,1,3
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,104,214,11,48,115,262,377
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,0,1,0,1,1
POOPO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
PORONGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,30,78,1,0,31,78,109
PRESTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
PUERTO ACOSTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,5,0,0,1,5,6
PUERTO RICO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,1,2,1,2,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,9,21,0,0,9,21,30
PUNA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,5,17,2,3,7,20,27
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,41,0,41,2,43
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
SABAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,8,25,0,0,8,25,33
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,0,2,0,2,2
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,4,0,0,3,4,7
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,6,9,0,0,6,9,15
SAN JAVIER(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,3,0,0,3,3,6
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,8,0,0,4,8,12
SAN LORENZO(PND),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,4,0,0,3,4,7
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,3,0,0,4,3,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,79,296,43,126,122,422,544
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,4,0,0,0,4,4
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,8,0,0,1,8,9
SHINAOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,7,0,0,0,7,7
SIPE SIPE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,3,0,0,2,3,5
SORATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,7,19,4,13,11,32,43
TACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,30,89,1,3,31,92,123
TIQUIPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,7,0,0,3,7,10
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,2,1,2,1,3
TOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
TOLEDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,0,15,5,15,5,20
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,49,72,11,9,60,81,141
TUPIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,4,0,0,4,4,8
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
VACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,5,0,0,4,5,9
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,1,1,2,1,3
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
VILA VILA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,2,0,0,0,2,0,2
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,6,4,0,0,6,4,10
VILLA RIVERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,11,12,2,0,13,12,25
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,3,9,10,16,13,25,38
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,4,5,1,7,5,12,17
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,7,35,0,0,7,35,42
YUNCHARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
ACACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
ACHOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,4,0,0,0,4,4
ALALAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
ALCALA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
ANDAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
ANZALDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,5,0,0,0,5,5
ARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,2,3,3,4,7
ARBIETO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,4,0,0,1,4,5
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,2,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,4,0,0,0,4,4
AZURDUY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,2,0,1,1,3,4
BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,1,0,1,1,2
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,0,0,0,2,0,2
CAIROMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,2,0,0,2,2,4
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,5,0,0,2,5,7
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,3,6,0,0,3,6,9
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,7,0,0,1,7,8
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,5,3,0,0,5,3,8
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,0,2,0,2,2
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
CHIPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,4,4,4,5,9
CHOQUE COTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,0,2,0,2,2
CKOCHAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,6,0,0,1,6,7
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,6,1,1,3,7,10
COCAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,1,0,1,2,2,4
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,3,5,2,1,5,6,11
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,3,0,0,0,3,3
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,3,0,0,0,3,3
COLOMI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,1,0,0,2,1,3
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,3,16,0,0,3,16,19
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
CORQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,6,0,1,2,7,9
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,4,0,0,1,4,5
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,5,5,0,0,5,5,10
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,16,54,112,67,128,121,249
EL CHORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,3,3,0,0,3,3,6
EL VILLAR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,2,0,0,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,9,13,9,13,22
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,2,2,5,4,7,11
HUARINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
HUATAJATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,1,7,1,7,8
ICLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
LA ASUNTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,4,0,0,1,4,5
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,4,14,0,0,4,14,18
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,30,90,31,69,61,159,220
LAS CARRERAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,10,16,1,6,11,22,33
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,2,1,0,1,2,3
MINEROS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,2,0,0,0,2,0,2
MONTEAGUDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,10,25,1,2,11,27,38
MORO MORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
OCURI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,0,5,8,5,8,13
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,55,97,81,22,136,119,255
PADILLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
