,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,1,4,0,0,1,4,5
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,2,0,0,2,2,2,4
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,1,2,0,0,1,2,3
SANTA ANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,3,7,3,7,10
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,2,2,0,0,2,2,4
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,14,1,0,3,14,4,18
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,3,6,3,6,9
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,1,1,1,1,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,1,1,1,2,3
ACHACACHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,0,1,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,1,8,11,9,12,21
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,3,2,1,3,4,7
CORIPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,11,13,71,44,82,57,139
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,10,14,0,0,10,14,24
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,1,1,1,1,2
RAVELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,4,1,0,1,4,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,0,0,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,5,5,0,0,5,5,10
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,1,0,0,1,1,2
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,2,1,2,1,3
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,3,7,1,4,4,11,15
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,5,1,128,39,133,40,173
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,2,0,0,0,2,0,2
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,0,1,0,1,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,1,0,1,1,2,1,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-07-01,3,4,1,0,4,4,8
CALAMARCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,1,2,1,2,2,4,6
COLCAPIRHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,1,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
COMBAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,1,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,2,4,2,4,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,68,74,76,68,144,142,286
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,3,0,0,0,3,3
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,1,7,1,7,8
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,17,3,0,0,17,3,20
PADCAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,1,2,0,0,1,2,3
PATACAMAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,3,0,0,0,3,3
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,2,0,0,0,2,0,2
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,2,1,2,1,3
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,5,3,3,5,8,8,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,1,0,1,0,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,4,3,4,3,7
SAN JULIAN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,16,23,16,24,40
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,2,7,0,0,2,7,9
SIPE SIPE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,5,8,0,0,5,8,13
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,0,0,1,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-08-01,2,2,0,0,2,2,4
ACHACACHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,3,0,0,0,3,0,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,1,0,0,0,1,0,1
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,0,1,0,1,1
CATACORA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,0,1,0,1,1
CHIMORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,2,4,0,0,2,4,6
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,2,5,2,5,7
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,3,10,0,4,3,14,17
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,35,28,27,29,62,57,119
LA GUARDIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,1,5,1,1,2,6,8
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,1,0,0,1,1,1,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,12,1,0,0,12,1,13
PADCAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,2,2,0,0,2,2,4
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,4,3,4,3,7
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,9,25,1,5,10,30,40
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,1,2,13,11,14,13,27
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,15,6,1,2,16,8,24
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,0,0,1,0,1,1
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,5,4,0,0,5,4,9
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-09-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,1,1,1,1,2
AZURDUY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,3,15,35,15,38,53
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,8,1,1,2,9,11
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,1,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,2,4,4,6,6,12
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,15,11,8,11,23,22,45
COLCAPIRHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,11,11,11,11,22
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,3,0,0,2,3,5
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,1,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,3,0,3,3
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,11,21,12,23,23,44,67
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,17,0,17,1,18
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,5,0,0,0,5,5
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,2,0,0,1,2,3
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,24,70,6,12,30,82,112
MOCOMOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,2,0,2,2
OKINAWA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,3,2,0,0,3,2,5
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,4,4,6,0,10,4,14
PADCAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,5,4,0,0,5,4,9
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,1,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,0,4,0,6,0,6
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,52,0,53,0,53
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,2,0,2,2,4,6
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,2,26,22,26,24,50
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,2,0,1,2,3,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,4,4,0,0,4,4,8
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,35,11,84,88,119,99,218
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,6,5,1,2,7,7,14
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,3,0,0,2,3,5
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,2,12,37,15,39,27,66
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,3,1,0,0,3,1,4
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-10-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,3,1,0,4,3,5,8
BOYUIBE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,3,0,0,0,3,0,3
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,2,0,0,1,2,3
CHALLAPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,3,1,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,3,2,3,2,5
CLIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,6,1,6,7
COLCAPIRHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,1,0,2,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,2,0,3,3
COTAGAITA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,2,4,0,0,2,4,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,8,17,11,11,19,28,47
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,1,1,1,2
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,1,0,1,0,1
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,7,8,7,8,15
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,31,37,6,7,37,44,81
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,7,0,8,8
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,2,0,1,2,3,2,5
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,12,20,2,2,14,22,36
PAMPA AULLAGAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,3,0,0,0,3,3
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,1,0,0,1,1,2
PORVENIR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,3,6,3,7,10
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,5,5,5,5,10
PUNATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,0,1,2,2,2,4
RAVELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,2,3,6,3,8,11
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,3,0,0,0,3,3
SAN PEDRO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,2,3,2,3,5
SAN RAMON BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,4,8,4,8,12
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,4,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,5,5,0,0,5,5,10
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,4,44,57,44,61,105
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,2,8,0,0,2,8,10
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,1,0,1,1,2,3
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,5,15,0,1,5,16,21
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,2,1,1,2,3,5
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,1,3,0,0,1,3,4
YUNCHARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-11-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,8,1,0,0,8,1,9
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,3,3,1,0,4,3,7
