,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,49,48,59,54,210
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,4,2,1,9
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,5,9,4,22
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,13,0,0,17
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,84,71,10,6,171
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,12,21,3,0,36
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,17,18,2,4,41
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,100,79,19,11,209
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,1,1,3,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,6,6,10,4,26
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,3,0,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,3,1,1,8
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,5,5,1,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,6,1,0,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,0,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,2,2,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,3,0,2,6
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,30,36,5,7,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,3,2,2,10
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,11,4,0,0,15
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,15,9,0,1,25
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,34,41,22,22,119
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,2,0,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,9,9,1,1,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,9,11,35,40,95
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,1,1,7
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,26,30,0,1,57
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,8,1,2,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,9,10,1,4,24
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,18,7,9,44
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,8,1,2,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,5,8,7,1,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,2,0,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,9,8,1,0,18
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,16,10,5,7,38
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,0,0,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,15,4,5,32
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,6,1,0,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,0,3,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,0,3,4,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,2,1,1,12
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,13,11,0,0,24
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,927,848,10,11,1796
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,12,12,0,0,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,5,0,0,13
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,1,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,4,2,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,3,0,0,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,1,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,4,1,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,1,0,2,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,7,4,1,2,14
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,6,5,1,2,14
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,24,17,0,1,42
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,11,8,0,2,21
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,0,0,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,28,23,2,7,60
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,5,1,3,10
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,5,0,1,8
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,11,12,2,3,28
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,188,153,7,5,353
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,7,1,1,19
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,6,2,1,11
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,1,4,2,10
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,9,5,6,9,29
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,7,7,4,6,24
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,7,0,0,15
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,2,2,0,8
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,127,129,1,6,263
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,5,1,6,5,17
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,2,1,1,14
TIAHUANACU,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,5,0,0,15
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,6,3,4,21
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,8,5,3,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,33,22,5,5,65
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,10,3,6,5,24
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,4,2,2,12
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,1,0,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,0,1,1,5
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,0,3,1,0,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,1,6,2,12
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,2,1,0,4
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,6,3,3,7,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,17,10,3,5,35
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,4,0,1,6
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,58,67,0,0,125
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,23,24,4,10,61
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,1,0,0,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,2,1,0,7
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,14,13,4,4,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,12,12,2,0,26
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,7,4,0,0,11
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,28,17,3,2,50
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,1,2,7
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,12,10,0,0,22
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,41,35,7,8,91
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,0,1,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,5,2,3,3,13
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,20,30,0,1,51
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,1,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,10,0,0,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,0,2,7
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,67,50,4,7,128
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,0,1,6
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,23,18,2,2,45
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,19,19,19,14,71
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,1,0,1,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,4,0,0,6
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,110,112,1,2,225
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,4,1,2,0,7
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,40,43,2,1,86
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,1,1,1,5
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,1,0,0,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,21,23,11,12,67
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,1,2,0,4
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,3,2,3,1,9
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,1,1,1,2,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-02-01,2,2,0,1,5
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,1,1,4,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,19,10,5,46
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,19,24,1,1,45
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,13,8,7,5,33
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,1,1,3
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,2,3,0,5
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,8,0,0,12
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,7,0,0,14
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,1,1,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,2,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,1,2,3,9
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,18,10,3,2,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,3,1,1,6
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,10,7,1,1,19
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,17,3,2,34
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,6,4,2,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,40,30,0,0,70
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,5,0,1,13
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,6,2,1,12
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,3,1,1,11
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,2,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,13,14,8,7,42
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,5,9,2,22
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,18,9,0,1,28
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,2,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,0,1,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,20,24,1,1,46
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,16,14,6,10,46
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,3,1,1,6
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,2,0,0,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,2,2,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,19,5,1,1,26
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,11,16,13,12,52
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,5,2,0,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,8,5,1,2,16
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,11,10,0,0,21
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,0,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,4,0,0,11
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,5,3,1,0,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,21,19,1,1,42
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,13,17,1,0,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,3,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,8,0,0,20
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,36,40,3,4,83
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,9,11,0,1,21
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,5,5,1,2,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,4,2,4,17
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,0,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,22,18,8,9,57
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,1,1,1,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,16,12,19,17,64
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,3,3,0,7
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,12,4,1,29
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,18,19,2,5,44
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,1,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,8,16,1,0,25
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,2,2,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,5,4,2,2,13
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,14,14,3,2,33
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,17,11,2,3,33
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,51,41,3,2,97
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,11,6,8,6,31
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,541,469,1,0,1011
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,38,23,0,0,61
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,9,4,0,0,13
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,1,0,0,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,17,17,0,0,34
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,8,12,0,0,20
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,12,6,4,34
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,14,6,0,0,20
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,4,4,9,23
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,4,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,15,14,1,4,34
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,0,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,29,30,8,5,72
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,3,6,6,22
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,11,1,0,24
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,1,0,3,6
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,12,4,3,5,24
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,3,0,1,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,3,2,4,15
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,79,62,10,3,154
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,24,16,0,2,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,3,0,0,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,1,0,2,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,14,6,3,2,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,1,0,0,3
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,2,0,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,4,0,2,9
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,473,434,206,170,1283
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,2,1,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,8,10,0,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,5,2,3,14
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,39,59,1,1,100
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,3,0,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,14,13,1,0,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,44,30,3,2,79
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,2,1,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,1,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,2,2,1,7
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,0,4,2,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,7,9,0,2,18
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,2,3,3,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,14,7,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,4,0,0,4
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,10,9,0,1,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,9,1,2,13
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,39,42,5,1,87
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,9,8,2,2,21
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,6,3,1,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,0,0,1,1
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,11,8,1,2,22
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,3,0,0,5
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,2,3,1,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,0,1,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,3,6,0,11
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,1,2,3,1,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,2,3,2,1,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2021-03-01,4,4,9,7,24
