,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,4,0,1,5
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,13,6,1,0,20
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,28,34,2,1,65
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,3,1,2,11
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,13,11,2,0,26
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,15,12,3,4,34
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,33,36,2,17,88
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,4,1,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,11,11,1,1,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,2,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,14,10,30,29,83
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,7,1,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,28,34,0,4,66
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,3,0,3,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,9,13,2,0,24
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,11,13,11,40
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,9,3,4,1,17
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,2,1,4,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,6,0,2,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,13,5,10,10,38
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,4,2,0,1,7
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,8,6,5,5,24
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,3,2,2,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,2,3,5,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,5,2,3,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,9,2,0,0,11
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,8,0,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,872,885,16,11,1784
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,0,0,0,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,16,9,0,0,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,2,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,4,3,1,1,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,1,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,1,0,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,4,0,0,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,0,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,10,1,1,18
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,8,2,4,19
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,8,15,0,0,23
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,12,12,0,2,26
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,3,0,6
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,27,33,2,3,65
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,1,3,2,7
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,5,3,3,17
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,3,7,3,19
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,202,179,5,1,387
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,3,1,1,5
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,3,0,0,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,6,7,2,15
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,1,2,2,5
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,6,7,5,25
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,5,3,3,16
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,4,0,0,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,7,3,2,15
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,99,126,8,6,239
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,3,3,9,20
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,5,0,0,11
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,10,1,1,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,2,9,5,23
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,2,1,0,6
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,25,28,3,5,61
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,8,6,2,6,22
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,2,0,0,5
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,0,0,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,1,1,1,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,4,3,0,0,7
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,7,3,1,16
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,4,0,1,8
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,8,1,2,7,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,12,7,2,4,25
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,2,0,2,5
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,0,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,65,63,0,0,128
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,17,37,5,6,65
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,1,1,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,3,1,3,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,9,9,6,1,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,14,1,0,20
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,5,7,0,0,12
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,13,11,3,0,27
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,3,0,6
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,11,0,0,17
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,46,44,7,7,104
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,1,0,2,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,10,9,3,6,28
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,21,20,2,2,45
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,2,0,0,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,7,5,0,0,12
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,4,5,1,1,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,40,40,3,7,90
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,3,1,0,6
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,18,23,1,1,43
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,24,32,18,16,90
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,3,2,1,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,2,0,0,4
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,108,102,1,2,213
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,1,0,1,4
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,38,37,9,5,89
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,6,7,0,0,13
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,4,6,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,26,26,25,12,89
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,2,3,2,0,7
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,3,2,0,3,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,0,3,1,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-02-01,0,0,4,3,7
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,0,1,1,3
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,15,12,3,5,35
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,26,18,0,0,44
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,13,19,3,6,41
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,12,5,0,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,9,9,1,0,19
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,2,1,0,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,1,6,1,12
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,17,14,3,4,38
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,4,1,4,11
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,10,2,0,19
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,14,16,7,4,41
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,5,0,3,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,32,33,0,0,65
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,9,0,2,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,5,0,0,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,9,6,4,2,21
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,4,2,2,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,12,10,10,43
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,4,3,3,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,15,11,2,2,30
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,2,0,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,2,1,2,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,23,28,2,3,56
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,17,14,6,7,44
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,2,0,1,5
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,2,0,1,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,9,13,0,1,23
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,21,18,9,9,57
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,9,7,1,2,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,7,0,2,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,7,0,0,14
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,10,10,1,2,23
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,9,12,2,4,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,0,1,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,27,28,1,1,57
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,24,21,0,1,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,3,1,1,8
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,16,9,1,0,26
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,37,28,0,4,69
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,1,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,11,0,1,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,7,2,1,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,6,2,1,15
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,1,1,1,6
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,27,16,11,5,59
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,7,1,0,13
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,12,11,14,13,50
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,1,2,0,5
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,9,2,4,21
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,31,23,3,2,59
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,6,3,3,19
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,2,0,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,8,4,3,16
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,9,5,3,23
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,16,20,3,3,42
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,35,54,6,6,101
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,11,8,6,31
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,607,587,0,1,1195
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,34,37,0,0,71
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,14,0,1,23
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,3,0,0,6
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,23,19,0,0,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,6,0,0,13
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,10,8,1,3,22
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,9,0,0,17
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,6,7,6,27
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,4,0,0,6
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,20,19,2,2,43
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,1,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,19,18,5,9,51
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,1,2,9,18
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,14,16,0,3,33
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,3,0,4,10
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,3,2,3,15
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,0,0,0,2
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,17,3,1,29
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,76,65,10,9,160
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,17,25,2,0,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,0,0,0,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,2,1,0,6
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,8,4,2,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,2,1,0,7
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,1,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,4,1,2,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,540,537,244,202,1523
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,2,2,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,7,0,0,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,4,1,4,20
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,40,45,0,1,86
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,3,2,1,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,15,8,1,2,26
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,48,41,2,2,93
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,4,1,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,6,1,0,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,1,1,1,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,9,4,0,20
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,4,3,5,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,12,0,1,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,7,1,1,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,10,10,2,1,23
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,3,1,0,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,52,46,7,0,105
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,11,13,4,0,28
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,6,5,0,0,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,3,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,18,11,6,3,38
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,0,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,1,0,0,4
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,0,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,3,3,1,0,7
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,2,0,1,3
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,0,0,3,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,3,3,2,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,3,5,10,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,0,1,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,8,3,2,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,21,15,1,6,43
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,9,0,3,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,5,1,4,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,36,34,6,5,81
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,109,102,3,3,217
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,517,491,1,1,1010
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,0,0,0,4
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,7,14,0,3,24
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,5,3,0,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,16,9,36,38,99
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,1,0,0,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,2,2,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,5,6,0,0,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,1,1,1,0,3
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,4,2,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-03-01,8,3,3,3,17
