,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
LLICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,1,0,0,3
LORETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,3,5,6,15
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,3,0,0,8
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,3,1,1,6
MACHARETI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,9,3,4,23
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,17,15,4,6,42
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,19,26,0,1,46
MALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,2,5,7,15
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,27,4,3,55
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,12,12,3,2,29
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,22,0,0,37
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,13,15,11,11,50
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,3,5,4,21
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,2,0,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,1,2,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,47,44,6,2,99
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,190,197,13,17,417
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,0,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,5,4,2,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,3,0,0,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,5,0,1,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,2,0,0,6
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,11,12,7,5,35
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,8,1,0,18
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,0,6,6,13
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,345,346,2,6,699
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,20,22,3,2,47
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,21,0,0,36
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,22,17,10,7,56
PALCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,13,23,2,1,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,30,12,15,78
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,2,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,12,0,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,3,0,0,5
PASORAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,0,1,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,20,18,10,7,55
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,2,1,2,8
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,5,0,1,12
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,14,14,21,20,69
POCONA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,16,17,16,57
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,25,19,3,1,48
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,14,3,0,24
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,16,4,6,47
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,14,19,15,12,60
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,14,4,6,39
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,31,30,0,3,64
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,4,3,0,16
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,1,1,0,4
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,430,394,30,32,886
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,5,3,4,19
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,26,31,16,12,85
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,6,1,1,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,11,5,5,30
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,8,2,4,20
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,2,1,8,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,18,19,0,0,37
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,9,0,0,17
PUERTO SILES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,0,1,3,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,47,41,4,5,97
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,70,65,15,13,163
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,18,14,19,56
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,34,28,14,15,91
QUIABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,4,1,0,7
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,60,65,110,110,345
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,7,1,2,15
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,19,1,0,28
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,16,16,31,23,86
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,10,3,0,1,14
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,136,152,6,7,301
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,23,24,1,4,52
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,35,35,4,2,76
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,1,1,0,10
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,183,160,24,24,391
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,4,1,3,10
SACACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,20,19,19,19,77
SAIPINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,10,0,1,20
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,6,2,0,16
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,13,13,0,3,29
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,17,18,2,3,40
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,1,1,3,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,14,4,3,28
SAN BENITO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,12,13,3,3,31
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,57,68,13,11,149
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,5,4,3,19
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,29,27,0,0,56
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,39,28,4,4,75
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,1,1,3,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,28,23,5,6,62
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,16,6,0,0,22
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,20,0,2,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,6,0,0,12
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,81,70,4,1,156
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,22,2,4,31
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,17,13,4,3,37
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,57,48,51,44,200
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,5,1,5,16
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,0,1,0,5
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,1,0,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,6,3,1,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,45,35,36,37,153
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,2,0,0,9
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,38,31,18,17,104
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,4,0,0,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,0,2,2,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,2,7,4,20
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,10,8,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,20,2,0,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1166,1129,218,194,2707
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,12,16,2,1,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,23,1,3,48
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,0,0,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,2,0,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,0,0,0,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,4,1,0,8
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,6,1,3,18
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,0,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,8,0,3,19
SENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,6,0,0,8
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,39,37,6,10,92
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,23,26,5,5,59
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,2,3,2,14
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,70,71,4,10,155
SOPACHUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,6,6,4,19
SORACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,10,2,3,20
SORATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,3,7,3,18
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,461,415,16,10,902
TACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,4,3,0,9
TACACOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,2,10,7,28
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,7,10,8,29
TACOPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,14,6,3,4,27
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,18,24,15,17,74
TARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,8,11,8,32
TARACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,5,1,2,10
TARATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,16,13,5,3,37
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,173,152,23,26,374
TARVITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,9,8,12,34
TEOPONTE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,18,4,5,36
TIAHUANACU,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,20,21,0,1,42
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,15,24,22,76
TIPUANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,7,4,8,5,24
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,34,22,12,9,77
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,21,18,16,16,71
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,10,6,4,10,30
TOLATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,10,7,1,3,21
TOLEDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,4,1,0,7
TOMAVE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,11,12,12,50
TOMINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,16,15,4,3,38
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,9,11,11,15,46
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,23,24,3,8,58
TOTORA(ORR),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,4,0,1,5
TRIGAL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,2,1,0,5
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,111,96,14,13,234
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,75,86,14,12,187
TURCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,2,0,0,3
UMALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,2,4,6,16
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,30,28,26,29,113
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,12,2,4,26
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,18,13,0,1,32
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,49,49,2,4,104
VACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,12,4,8,5,29
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,19,32,3,2,56
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,98,99,7,6,210
VILA VILA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,0,1,7,7,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,16,11,12,14,53
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,38,30,5,6,79
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,2,3,2,3,10
VILLA RIVERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,12,14,4,2,32
VILLA SERRANO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,5,1,5,11,22
VILLA TUNARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,133,143,19,21,316
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,10,11,3,0,24
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,94,82,6,7,189
VINTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,33,30,26,30,119
VITICHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,15,8,4,1,28
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,3,3,0,0,6
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,178,169,5,7,359
YACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,11,2,3,22
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,86,75,8,4,173
YANACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,6,6,1,0,13
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,70,50,59,37,216
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,9,0,0,17
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,8,3,4,4,19
YUNCHARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,1,3,5,7,16
ZUDAÑEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-06-01,4,4,9,5,22
ACACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,3,4,2,3,12
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,9,22,3,4,38
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,18,21,0,0,39
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,19,12,8,10,49
ALALAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,1,1,2,0,4
ALCALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,0,0,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,9,8,1,3,21
ANCORAIMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,11,2,1,0,14
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,1,1,0,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,1,1,0,1,3
ANZALDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,6,1,5,0,12
APOLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,14,14,4,5,37
ARAMPAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,1,2,3,2,8
ARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,11,8,1,2,22
ARBIETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,17,23,3,5,48
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,7,4,3,3,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,25,22,7,8,62
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,4,5,1,2,12
AUCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,5,6,0,0,11
AYATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,4,1,1,4,10
AYO AYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,1,2,1,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-07-01,15,16,5,4,40
