,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,6,1,10
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2021-03-01,30,38,2,3,73
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2021-03-01,71,53,1,2,127
LA PAZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,558,549,2,7,1116
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,2,1,2,7
LAJA,vacunaciones en menores de 1 ano,bcg,2021-03-01,8,4,5,7,24
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,1,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,16,21,24,77
LLICA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,0,0,1
LORETO,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,2,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,3,2,4,12
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,3,0,0,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2021-03-01,9,6,5,2,22
MAIRANA,vacunaciones en menores de 1 ano,bcg,2021-03-01,11,6,0,0,17
MALLA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,3,1,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,14,0,1,18
MECAPACA,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,7,2,0,14
MINEROS,vacunaciones en menores de 1 ano,bcg,2021-03-01,17,15,0,0,32
MIZQUE,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,10,5,3,25
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,0,2,5,10
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,3,0,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2021-03-01,15,25,0,0,40
MONTERO,vacunaciones en menores de 1 ano,bcg,2021-03-01,166,130,3,5,304
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,0,3,6,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,1,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,1,0,1
OCURI,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,8,5,7,27
OKINAWA,vacunaciones en menores de 1 ano,bcg,2021-03-01,8,12,5,4,29
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,1,2,6
ORURO,vacunaciones en menores de 1 ano,bcg,2021-03-01,248,257,4,3,512
PADCAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,4,2,2,15
PADILLA,vacunaciones en menores de 1 ano,bcg,2021-03-01,11,7,0,0,18
PAILON,vacunaciones en menores de 1 ano,bcg,2021-03-01,29,21,10,14,74
PALCA,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,3,5,7,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2021-03-01,10,12,5,6,33
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,6,0,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,2,2,2,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,25,19,2,1,47
PAZÑA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,0,0,1,3
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,2,0,2
POCOATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,12,9,26
POCONA,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,0,7,4,15
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2021-03-01,10,4,1,4,19
POOPO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,3,0,0,4
PORCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,10,7,1,2,20
POROMA,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,6,4,4,19
PORONGO,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,7,3,6,23
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,13,0,0,29
PORVENIR,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,0,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2021-03-01,204,223,16,14,457
PRESTO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,5,4,10
PUCARANI,vacunaciones en menores de 1 ano,bcg,2021-03-01,10,3,11,13,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,0,5,3,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,4,8,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,3,0,0,4
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,5,0,1,8
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,2,4,2,12
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,14,19,0,0,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2021-03-01,87,100,4,1,192
PUNA,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,5,6,3,18
PUNATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,35,29,5,0,69
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2021-03-01,112,94,16,16,238
QUIME,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,2,5,4,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2021-03-01,2,2,5,5,14
RAVELO,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,4,6,5,19
REYES,vacunaciones en menores de 1 ano,bcg,2021-03-01,9,11,0,0,20
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2021-03-01,107,120,17,11,255
ROBORE,vacunaciones en menores de 1 ano,bcg,2021-03-01,20,10,0,0,30
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,21,3,3,43
SABAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,2,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2021-03-01,111,115,5,5,236
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,4,1,0,5
SACACA,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,6,15,5,30
SAIPINA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,3,0,1,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,4,2,1,8
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,12,5,1,0,18
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2021-03-01,6,2,1,4,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,0,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,1,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,6,0,3,14
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,0,0,0,3
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2021-03-01,66,56,7,3,132
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2021-03-01,10,12,0,1,23
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2021-03-01,14,12,0,0,26
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2021-03-01,20,23,3,4,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,67,70,7,3,147
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2021-03-01,2,0,8,4,14
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2021-03-01,21,15,0,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,5,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2021-03-01,20,32,3,1,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,6,0,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2021-03-01,41,36,2,1,80
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,1,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2021-03-01,5,5,3,0,13
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,12,20,5,9,46
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,20,18,0,1,39
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,8,2,0,17
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,7,0,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,9,17,9,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,1,3,1,7
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,2,8,10,24
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,2,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,2,0,0,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,3,3,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,5,0,2,12
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2021-03-01,19,23,1,0,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1539,1430,29,31,3029
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2021-03-01,9,4,0,0,13
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2021-03-01,11,9,0,0,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,0,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,0,1,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,1,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,3,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,2,0,0,7
SENA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,0,0,3
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2021-03-01,20,17,0,0,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2021-03-01,9,9,3,3,24
SICAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,2,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2021-03-01,33,26,0,0,59
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,3,2,1,9
SORACACHI,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,2,2,9
SORATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,5,6,3,14
SUCRE,vacunaciones en menores de 1 ano,bcg,2021-03-01,230,219,4,4,457
TACACOMA,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,3,0,1,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,0,5,4,10
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,1,5,9
TAPACARI,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,11,4,5,36
TARABUCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,6,2,1,14
TARACO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,0,0,5
TARATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,1,1,0,4
TARIJA,vacunaciones en menores de 1 ano,bcg,2021-03-01,143,167,6,4,320
TARVITA,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,6,3,4,18
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,6,1,1,11
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,6,5,1,13
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,1,7,9,19
TIPUANI,vacunaciones en menores de 1 ano,bcg,2021-03-01,4,7,0,0,11
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2021-03-01,24,48,3,7,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2021-03-01,10,8,2,2,22
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,0,0,5
TOLATA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,1,1,0,4
TOLEDO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,0,1,0,4
TOMAVE,vacunaciones en menores de 1 ano,bcg,2021-03-01,6,1,3,3,13
TOMINA,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,0,0,5
TORO TORO,vacunaciones en menores de 1 ano,bcg,2021-03-01,5,1,5,4,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2021-03-01,13,9,2,0,24
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2021-03-01,0,3,1,0,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2021-03-01,185,126,0,0,311
TUPIZA,vacunaciones en menores de 1 ano,bcg,2021-03-01,25,25,2,2,54
TURCO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,1,0,3
UMALA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,5,3,9
UNCIA,vacunaciones en menores de 1 ano,bcg,2021-03-01,7,5,6,8,26
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2021-03-01,8,5,0,1,14
URUBICHA,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,6,0,3,11
UYUNI,vacunaciones en menores de 1 ano,bcg,2021-03-01,18,19,6,1,44
VACAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,2,5,9
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2021-03-01,16,14,0,0,30
VIACHA,vacunaciones en menores de 1 ano,bcg,2021-03-01,38,37,4,2,81
VILA VILA,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,0,6,4,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2021-03-01,9,7,5,4,25
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2021-03-01,29,24,9,4,66
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2021-03-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,1,2,6
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,2,1,5
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2021-03-01,69,56,6,5,136
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2021-03-01,2,4,0,0,6
VILLAZON,vacunaciones en menores de 1 ano,bcg,2021-03-01,18,25,2,1,46
VINTO,vacunaciones en menores de 1 ano,bcg,2021-03-01,24,25,1,2,52
VITICHI,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,5,5,2,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2021-03-01,0,2,0,0,2
WARNES,vacunaciones en menores de 1 ano,bcg,2021-03-01,96,97,1,0,194
YACO,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,2,3,3,11
YACUIBA,vacunaciones en menores de 1 ano,bcg,2021-03-01,76,61,9,11,157
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,6,2,0,0,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,1,0,0,2
YAPACANI,vacunaciones en menores de 1 ano,bcg,2021-03-01,52,63,3,2,120
YOCALLA,vacunaciones en menores de 1 ano,bcg,2021-03-01,3,1,0,0,4
YOTALA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,5,2,1,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2021-03-01,1,2,5,0,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2021-03-01,2,2,0,0,4
ACACIO,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,2,1,2,5
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2021-04-01,25,15,10,9,59
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2021-04-01,11,4,3,1,19
AIQUILE,vacunaciones en menores de 1 ano,bcg,2021-04-01,15,14,1,0,30
ALCALA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,2,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2021-04-01,4,7,0,0,11
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,1,2,5
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,3,2,7
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,1,2
APOLO,vacunaciones en menores de 1 ano,bcg,2021-04-01,7,6,2,2,17
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2021-04-01,2,0,2,0,4
ARANI,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,2,1,0,6
ARBIETO,vacunaciones en menores de 1 ano,bcg,2021-04-01,14,16,0,2,32
ARQUE,vacunaciones en menores de 1 ano,bcg,2021-04-01,4,2,1,3,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2021-04-01,42,45,0,0,87
ATOCHA,vacunaciones en menores de 1 ano,bcg,2021-04-01,4,5,0,0,9
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,1,2,1,4
AYATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,3,3,5,11
AYO AYO,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,7,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2021-04-01,17,15,9,9,50
AZURDUY,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,7,2,3,15
BATALLAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,2,3,4,5,14
BAURES,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,3,1,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,2,0,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2021-04-01,14,34,0,0,48
BETANZOS,vacunaciones en menores de 1 ano,bcg,2021-04-01,6,6,8,13,33
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,3,3,6
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,2,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,3,0,0,6
CABEZAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,11,8,13,6,38
CAIROMA,vacunaciones en menores de 1 ano,bcg,2021-04-01,2,0,0,2,4
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2021-04-01,1,3,0,1,5
CAJUATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,13,13,0,0,26
CALACOTO,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,3,2,5
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,3,7,7,17
CAMARGO,vacunaciones en menores de 1 ano,bcg,2021-04-01,10,6,2,2,20
CAMIRI,vacunaciones en menores de 1 ano,bcg,2021-04-01,53,46,0,0,99
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2021-04-01,10,9,0,0,19
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,4,0,5
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2021-04-01,12,9,1,0,22
CARANAVI,vacunaciones en menores de 1 ano,bcg,2021-04-01,39,43,4,1,87
CARANGAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2021-04-01,5,7,3,1,16
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,5,7,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,2,4,8
CATACORA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,15,20,11,4,50
CHAQUI,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,1,4,1,6
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2021-04-01,14,9,5,14,42
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,2,1,0,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2021-04-01,6,9,4,1,20
CHIMORE,vacunaciones en menores de 1 ano,bcg,2021-04-01,11,20,0,0,31
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2021-04-01,13,8,0,0,21
CHUMA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,7,9,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,1,2,4
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,4,9,5,21
CLIZA,vacunaciones en menores de 1 ano,bcg,2021-04-01,19,15,0,0,34
COBIJA,vacunaciones en menores de 1 ano,bcg,2021-04-01,61,41,0,0,102
COCAPATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,10,3,9,10,32
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2021-04-01,551,502,0,0,1053
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2021-04-01,22,20,0,0,42
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2021-04-01,2,3,3,3,11
COLLANA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2021-04-01,10,13,0,3,26
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2021-04-01,4,3,0,0,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2021-04-01,7,11,5,4,27
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,3,3,7
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,3,5,9,20
COMANCHE,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,bcg,2021-04-01,22,13,0,0,35
COMBAYA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2021-04-01,21,28,0,6,55
COPACABANA,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,4,2,1,10
CORIPATA,vacunaciones en menores de 1 ano,bcg,2021-04-01,11,13,1,0,25
CORO CORO,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,2,8,10
COROICO,vacunaciones en menores de 1 ano,bcg,2021-04-01,25,12,2,2,41
CORQUE,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,3,2,0,8
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2021-04-01,5,4,2,4,15
COTOCA,vacunaciones en menores de 1 ano,bcg,2021-04-01,48,50,2,2,102
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,15,12,2,2,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,4,2,0,6
CULPINA,vacunaciones en menores de 1 ano,bcg,2021-04-01,8,11,0,6,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2021-04-01,3,0,0,1,4
CURVA,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,2,1,1,5
EL ALTO,vacunaciones en menores de 1 ano,bcg,2021-04-01,559,490,54,55,1158
EL CHORO,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,2,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2021-04-01,4,5,0,0,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2021-04-01,0,1,1,2,4
EL TORNO,vacunaciones en menores de 1 ano,bcg,2021-04-01,30,37,2,2,71
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2021-04-01,0,0,0,2,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2021-04-01,14,8,2,0,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2021-04-01,36,43,1,0,80
ESCOMA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,5,1,2,9
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2021-04-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2021-04-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2021-04-01,4,4,4,9,21
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2021-04-01,1,2,0,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2021-04-01,11,12,0,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2021-04-01,1,1,3,5,10
