municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
COMBAYA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,40,40
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,5,5
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
ICLA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
IXIAMAS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,102,102
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,5,5
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,16,16
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,12,12
PAILON,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,19,19
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
PUNA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,12,12
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,14,14
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,7,7
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
SAN AGUSTIN,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,119,119
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,15,15
TACOPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,12,12
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
TOMINA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,11,11
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,5,5
UMALA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,13,13
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,8,8
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,7,7
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,5,5
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CAIROMA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,6,6
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,13,13
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CARIPUYO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,6,6
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,36,36
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,5,5
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
CUEVO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,52,52
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,7,7
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,4,4
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,4,4
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,4,4
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,9,9
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,84,84
LAJA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,5,5
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,9,9
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,11,11
PALCA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,12,12
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,6,6
PUNA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,7,7
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,9,9
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,13,13
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,100,100
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,12,12
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,14,14
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,9,9
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,8,8
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,3,3
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,6,6
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2008-05-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
ANZALDO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,20,20
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,40,40
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
COLQUENCHA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,48,48
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
HUARACAJE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,7,7
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,101,101
LAJA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,11,11
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,7,7
PAILON,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,5,5
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PAZÑA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,10,10
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,5,5
PUNA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,7,7
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
SACACA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,6,6
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,105,105
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,9,9
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,11,11
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,7,7
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,10,10
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,9,9
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,5,5
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,5,5
YUNCHARA,tuberculosis,tratamientos iniciados con esquema l,2008-06-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,3,3
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
ANZALDO,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,2,2
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,2,2
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,4,4
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,2,2
CAIROMA,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,4,4
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,2,2
CAQUIAVIRI,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,12,12
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2008-07-01,1,1
