municipality,group,variable,month,N° de Quimioprofilaxis en menores de 5,TOTAL
FERNANDEZ ALONSO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
GENERAL SAAVEDRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,3,3
GUANAY,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
LA ASUNTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,8,8
LA GUARDIA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,3,3
MAPIRI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
MINEROS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,3,3
MIZQUE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
MONTERO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
OMEREQUE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
PALOS BLANCOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,3,3
PUERTO VILLARROEL,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,5,5
QUILLACOLLO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
RIBERALTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,8,8
SAN BORJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,30,30
SIPE SIPE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
TARIJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,3,3
TIRAQUE (CBBA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,8,8
TOMAVE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
TRINIDAD,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
UYUNI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
VILLA MONTES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
VILLA TUNARI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,7,7
VINTO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
WARNES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,1,1
YACUIBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,12,12
YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-09-01,2,2
ACACIO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
BERMEJO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
BETANZOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
CABEZAS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
CARANAVI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,7,7
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
COCHABAMBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,8,8
CORIPATA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
CORO CORO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
EL ALTO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,12,12
EL PUENTE(STC),tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
EL TORNO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
ENTRE RIOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
GUAYARAMERIN,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
LA PAZ,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
LAGUNILLAS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
MAGDALENA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
MINEROS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
MIZQUE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
MOCOMOCO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
MONTERO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,5,5
ORURO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
POCONA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
PUERTO QUIJARRO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
PUERTO VILLARROEL,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,9,9
QUILLACOLLO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,4,4
SACABA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,2,2
SAN BORJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,5,5
SAN LORENZO(TJA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,15,15
TARIJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
TIPUANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
TRINIDAD,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,3,3
VILLA MONTES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
VILLA TUNARI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,4,4
WARNES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,6,6
YACUIBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,5,5
YANACACHI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,1,1
YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-10-01,6,6
BERMEJO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,8,8
CABEZAS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
CARANAVI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,4,4
CHAQUI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
COCHABAMBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,7,7
COLCAPIRHUA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
COTAGAITA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
DESAGUADERO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
EL ALTO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,21,21
EL TORNO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
HUANUNI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
LA ASUNTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
LA GUARDIA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
LA PAZ,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
LLALLAGUA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
MIZQUE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,4,4
MONTERO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
PAILON,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
POROMA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
RIBERALTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
ROBORE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
SACABA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
SAN CARLOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
SAN IGNACIO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
SAN JULIAN,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
SAN LORENZO(TJA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,23,23
SANTA ROSA DEL SARA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
TACOPAYA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
TIPUANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
TIRAQUE (CBBA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
TOMINA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
TOTORA(CBBA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
TRINIDAD,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,5,5
URIONDO (A. CONCEPCION),tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,2,2
VILLA MONTES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
VILLA TUNARI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,9,9
VINTO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,1,1
WARNES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,6,6
YACUIBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,8,8
YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-11-01,3,3
ACHACACHI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
ASCENCION DE GUARAYOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
BERMEJO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
BOLIVAR,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
BOYUIBE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
CARANAVI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
CARIPUYO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
CHIMORE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
COBIJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
COCHABAMBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,7,7
COLCAPIRHUA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
CORIPATA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
EL ALTO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,10,10
ENTRE RIOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
GUANAY,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
LA ASUNTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,4,4
LA PAZ,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
MONTERO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
ORURO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
POTOSI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
PUERTO VILLARROEL,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
QUILLACOLLO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
RIBERALTA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
SACABA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
SAN BORJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
SAN CARLOS,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
SAN IGNACIO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
SAN LORENZO(TJA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
SAN PEDRO,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,17,17
SANTA ROSA DEL SARA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
SIPE SIPE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
SUCRE,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
TARIJA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
TIPUANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,1,1
TIRAQUE (CBBA),tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
TRINIDAD,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,5,5
VILLA MONTES,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,5,5
VILLA TUNARI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,2,2
YACUIBA,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,3,3
YAPACANI,tuberculosis,n de quimioprofilaxis en menores de 5,2008-12-01,7,7
