municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
PRESTO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,18,18
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
TURCO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,2,2
YANACACHI,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
YUNCHARA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,8,8
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,19,19
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
YOTALA,tuberculosis,tratamientos iniciados con esquema ll,2008-11-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
BETANZOS,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
CARIPUYO,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,3,3
IXIAMAS,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,3,3
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,19,19
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,3,3
YUNCHARA,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema ll,2008-12-01,1,1
