,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
ACHOCALLA,atencion odontologica,otras acciones,2013-04-01,34,37,34,37,71
AIQUILE,atencion odontologica,otras acciones,2013-04-01,0,4,0,4,4
ALCALA,atencion odontologica,otras acciones,2013-04-01,29,35,29,35,64
ANCORAIMES,atencion odontologica,otras acciones,2013-04-01,1,3,1,3,4
ANDAMARCA,atencion odontologica,otras acciones,2013-04-01,19,34,19,34,53
ANTEQUERA,atencion odontologica,otras acciones,2013-04-01,30,23,30,23,53
ANZALDO,atencion odontologica,otras acciones,2013-04-01,7,11,7,11,18
ARAMPAMPA,atencion odontologica,otras acciones,2013-04-01,1,10,1,10,11
ARANI,atencion odontologica,otras acciones,2013-04-01,11,68,11,68,79
ARBIETO,atencion odontologica,otras acciones,2013-04-01,2,0,2,0,2
ARQUE,atencion odontologica,otras acciones,2013-04-01,10,7,10,7,17
ATOCHA,atencion odontologica,otras acciones,2013-04-01,216,222,216,222,438
AYATA,atencion odontologica,otras acciones,2013-04-01,7,14,7,14,21
AYO AYO,atencion odontologica,otras acciones,2013-04-01,13,11,13,11,24
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-04-01,61,84,61,84,145
AZURDUY,atencion odontologica,otras acciones,2013-04-01,8,25,8,25,33
BAURES,atencion odontologica,otras acciones,2013-04-01,5,9,5,9,14
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-04-01,9,7,9,7,16
BELLA FLOR,atencion odontologica,otras acciones,2013-04-01,2,5,2,5,7
BERMEJO,atencion odontologica,otras acciones,2013-04-01,32,72,32,72,104
BETANZOS,atencion odontologica,otras acciones,2013-04-01,26,37,26,37,63
BOLIVAR,atencion odontologica,otras acciones,2013-04-01,3,19,3,19,22
BOYUIBE,atencion odontologica,otras acciones,2013-04-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,otras acciones,2013-04-01,9,33,9,33,42
CABEZAS,atencion odontologica,otras acciones,2013-04-01,26,40,26,40,66
"CAIZA ""D""",atencion odontologica,otras acciones,2013-04-01,36,37,36,37,73
CAJUATA,atencion odontologica,otras acciones,2013-04-01,2,28,2,28,30
CALACOTO,atencion odontologica,otras acciones,2013-04-01,9,9,9,9,18
CALAMARCA,atencion odontologica,otras acciones,2013-04-01,19,40,19,40,59
CAMARGO,atencion odontologica,otras acciones,2013-04-01,107,243,107,243,350
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-04-01,33,48,33,48,81
CAMIRI,atencion odontologica,otras acciones,2013-04-01,196,281,196,281,477
CAPINOTA,atencion odontologica,otras acciones,2013-04-01,20,35,20,35,55
CAQUIAVIRI,atencion odontologica,otras acciones,2013-04-01,14,15,14,15,29
CARACOLLO,atencion odontologica,otras acciones,2013-04-01,77,134,77,134,211
CARANAVI,atencion odontologica,otras acciones,2013-04-01,55,60,55,60,115
CARAPARI,atencion odontologica,otras acciones,2013-04-01,24,34,24,34,58
CARIPUYO,atencion odontologica,otras acciones,2013-04-01,22,28,22,28,50
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2013-04-01,25,39,25,39,64
CHALLAPATA,atencion odontologica,otras acciones,2013-04-01,52,127,52,127,179
CHAQUI,atencion odontologica,otras acciones,2013-04-01,1,11,1,11,12
CHARAGUA,atencion odontologica,otras acciones,2013-04-01,13,16,13,16,29
CHAYANTA,atencion odontologica,otras acciones,2013-04-01,19,40,19,40,59
CHIMORE,atencion odontologica,otras acciones,2013-04-01,10,19,10,19,29
CHIPAYA,atencion odontologica,otras acciones,2013-04-01,3,6,3,6,9
CHOQUE COTA,atencion odontologica,otras acciones,2013-04-01,41,50,41,50,91
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2013-04-01,6,22,6,22,28
CHUMA,atencion odontologica,otras acciones,2013-04-01,33,35,33,35,68
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2013-04-01,10,83,10,83,93
CKOCHAS,atencion odontologica,otras acciones,2013-04-01,18,14,18,14,32
CLIZA,atencion odontologica,otras acciones,2013-04-01,36,41,36,41,77
COBIJA,atencion odontologica,otras acciones,2013-04-01,55,96,55,96,151
COCAPATA,atencion odontologica,otras acciones,2013-04-01,14,11,14,11,25
COCHABAMBA,atencion odontologica,otras acciones,2013-04-01,2364,2791,2364,2791,5155
COIPASA,atencion odontologica,otras acciones,2013-04-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,otras acciones,2013-04-01,51,104,51,104,155
"COLCHA ""K""",atencion odontologica,otras acciones,2013-04-01,18,47,18,47,65
COLOMI,atencion odontologica,otras acciones,2013-04-01,7,7,7,7,14
COLPA BELGICA,atencion odontologica,otras acciones,2013-04-01,10,16,10,16,26
COLQUECHACA,atencion odontologica,otras acciones,2013-04-01,54,95,54,95,149
COLQUENCHA,atencion odontologica,otras acciones,2013-04-01,16,18,16,18,34
COLQUIRI,atencion odontologica,otras acciones,2013-04-01,78,99,78,99,177
COMANCHE,atencion odontologica,otras acciones,2013-04-01,3,11,3,11,14
COMARAPA,atencion odontologica,otras acciones,2013-04-01,31,47,31,47,78
COMBAYA,atencion odontologica,otras acciones,2013-04-01,1,4,1,4,5
COPACABANA,atencion odontologica,otras acciones,2013-04-01,23,26,23,26,49
CORIPATA,atencion odontologica,otras acciones,2013-04-01,49,55,49,55,104
CORO CORO,atencion odontologica,otras acciones,2013-04-01,0,2,0,2,2
COROICO,atencion odontologica,otras acciones,2013-04-01,34,38,34,38,72
CORQUE,atencion odontologica,otras acciones,2013-04-01,6,29,6,29,35
COTAGAITA,atencion odontologica,otras acciones,2013-04-01,77,105,77,105,182
COTOCA,atencion odontologica,otras acciones,2013-04-01,36,17,36,17,53
CUATRO CAÑADAS,atencion odontologica,otras acciones,2013-04-01,22,56,22,56,78
CUEVO,atencion odontologica,otras acciones,2013-04-01,25,25,25,25,50
CULPINA,atencion odontologica,otras acciones,2013-04-01,51,119,51,119,170
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2013-04-01,22,20,22,20,42
CURVA,atencion odontologica,otras acciones,2013-04-01,4,14,4,14,18
DESAGUADERO,atencion odontologica,otras acciones,2013-04-01,18,25,18,25,43
EL ALTO,atencion odontologica,otras acciones,2013-04-01,2237,2879,2237,2879,5116
EL PUENTE(STC),atencion odontologica,otras acciones,2013-04-01,11,30,11,30,41
EL PUENTE(TJA),atencion odontologica,otras acciones,2013-04-01,19,31,19,31,50
EL TORNO,atencion odontologica,otras acciones,2013-04-01,24,36,24,36,60
EL VILLAR,atencion odontologica,otras acciones,2013-04-01,0,4,0,4,4
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2013-04-01,49,118,49,118,167
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2013-04-01,38,85,38,85,123
ESCOMA,atencion odontologica,otras acciones,2013-04-01,6,6,6,6,12
EUCALIPTUS,atencion odontologica,otras acciones,2013-04-01,13,21,13,21,34
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2013-04-01,16,26,16,26,42
FILADELFIA,atencion odontologica,otras acciones,2013-04-01,13,13,13,13,26
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2013-04-01,10,5,10,5,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2013-04-01,14,16,14,16,30
GUAQUI,atencion odontologica,otras acciones,2013-04-01,19,20,19,20,39
GUAYARAMERIN,atencion odontologica,otras acciones,2013-04-01,224,497,224,497,721
GUTIERREZ,atencion odontologica,otras acciones,2013-04-01,1,0,1,0,1
HUACARETA,atencion odontologica,otras acciones,2013-04-01,69,114,69,114,183
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2013-04-01,5,12,5,12,17
HUACHACALLA,atencion odontologica,otras acciones,2013-04-01,7,11,7,11,18
HUANUNI,atencion odontologica,otras acciones,2013-04-01,128,164,128,164,292
HUARACAJE,atencion odontologica,otras acciones,2013-04-01,1,0,1,0,1
HUATAJATA,atencion odontologica,otras acciones,2013-04-01,4,4,4,4,8
HUAYLLAMARCA,atencion odontologica,otras acciones,2013-04-01,50,45,50,45,95
HUMANATA,atencion odontologica,otras acciones,2013-04-01,2,7,2,7,9
ICHOCA,atencion odontologica,otras acciones,2013-04-01,8,8,8,8,16
ICLA,atencion odontologica,otras acciones,2013-04-01,75,135,75,135,210
INCAHUASI,atencion odontologica,otras acciones,2013-04-01,9,13,9,13,22
INQUISIVI,atencion odontologica,otras acciones,2013-04-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2013-04-01,15,25,15,25,40
IXIAMAS,atencion odontologica,otras acciones,2013-04-01,22,56,22,56,78
JESUS DE MACHACA,atencion odontologica,otras acciones,2013-04-01,18,33,18,33,51
LA ASUNTA,atencion odontologica,otras acciones,2013-04-01,109,126,109,126,235
LA GUARDIA,atencion odontologica,otras acciones,2013-04-01,23,29,23,29,52
LA PAZ,atencion odontologica,otras acciones,2013-04-01,2752,3444,2752,3444,6196
LICOMA PAMPA,atencion odontologica,otras acciones,2013-04-01,8,6,8,6,14
LLALLAGUA,atencion odontologica,otras acciones,2013-04-01,84,277,84,277,361
LLICA,atencion odontologica,otras acciones,2013-04-01,35,54,35,54,89
LORETO,atencion odontologica,otras acciones,2013-04-01,0,8,0,8,8
LURIBAY,atencion odontologica,otras acciones,2013-04-01,10,3,10,3,13
MACHACAMARCA,atencion odontologica,otras acciones,2013-04-01,11,16,11,16,27
MACHARETI,atencion odontologica,otras acciones,2013-04-01,43,36,43,36,79
MAGDALENA,atencion odontologica,otras acciones,2013-04-01,12,29,12,29,41
MAIRANA,atencion odontologica,otras acciones,2013-04-01,21,39,21,39,60
MALLA,atencion odontologica,otras acciones,2013-04-01,4,6,4,6,10
MAPIRI,atencion odontologica,otras acciones,2013-04-01,7,21,7,21,28
MECAPACA,atencion odontologica,otras acciones,2013-04-01,8,12,8,12,20
MINEROS,atencion odontologica,otras acciones,2013-04-01,99,169,99,169,268
MIZQUE,atencion odontologica,otras acciones,2013-04-01,12,31,12,31,43
MOCOMOCO,atencion odontologica,otras acciones,2013-04-01,8,8,8,8,16
MOJOCOYA,atencion odontologica,otras acciones,2013-04-01,8,33,8,33,41
MONTEAGUDO,atencion odontologica,otras acciones,2013-04-01,78,121,78,121,199
MONTERO,atencion odontologica,otras acciones,2013-04-01,228,277,228,277,505
MORO MORO,atencion odontologica,otras acciones,2013-04-01,3,4,3,4,7
MOROCHATA,atencion odontologica,otras acciones,2013-04-01,10,34,10,34,44
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2013-04-01,5,17,5,17,22
OCURI,atencion odontologica,otras acciones,2013-04-01,10,9,10,9,19
OMEREQUE,atencion odontologica,otras acciones,2013-04-01,15,22,15,22,37
ORURO,atencion odontologica,otras acciones,2013-04-01,1242,2001,1242,2001,3243
PADCAYA,atencion odontologica,otras acciones,2013-04-01,46,105,46,105,151
PADILLA,atencion odontologica,otras acciones,2013-04-01,27,42,27,42,69
PAILON,atencion odontologica,otras acciones,2013-04-01,14,24,14,24,38
PALCA,atencion odontologica,otras acciones,2013-04-01,14,17,14,17,31
PALOS BLANCOS,atencion odontologica,otras acciones,2013-04-01,1,4,1,4,5
PAMPA AULLAGAS,atencion odontologica,otras acciones,2013-04-01,6,9,6,9,15
PAMPA GRANDE,atencion odontologica,otras acciones,2013-04-01,12,15,12,15,27
PAPEL PAMPA,atencion odontologica,otras acciones,2013-04-01,12,27,12,27,39
PASORAPA,atencion odontologica,otras acciones,2013-04-01,7,6,7,6,13
PATACAMAYA,atencion odontologica,otras acciones,2013-04-01,112,140,112,140,252
PAZÑA,atencion odontologica,otras acciones,2013-04-01,57,54,57,54,111
POCOATA,atencion odontologica,otras acciones,2013-04-01,28,68,28,68,96
POCONA,atencion odontologica,otras acciones,2013-04-01,34,62,34,62,96
POJO (CBBA),atencion odontologica,otras acciones,2013-04-01,21,18,21,18,39
POOPO,atencion odontologica,otras acciones,2013-04-01,25,37,25,37,62
PORCO,atencion odontologica,otras acciones,2013-04-01,15,25,15,25,40
POROMA,atencion odontologica,otras acciones,2013-04-01,17,31,17,31,48
PORTACHUELO,atencion odontologica,otras acciones,2013-04-01,20,80,20,80,100
PORVENIR,atencion odontologica,otras acciones,2013-04-01,6,14,6,14,20
POSTRER VALLE,atencion odontologica,otras acciones,2013-04-01,6,3,6,3,9
POTOSI,atencion odontologica,otras acciones,2013-04-01,401,796,401,796,1197
PRESTO,atencion odontologica,otras acciones,2013-04-01,5,33,5,33,38
PUCARA,atencion odontologica,otras acciones,2013-04-01,13,19,13,19,32
PUCARANI,atencion odontologica,otras acciones,2013-04-01,26,32,26,32,58
PUERTO ACOSTA,atencion odontologica,otras acciones,2013-04-01,6,4,6,4,10
PUERTO CARABUCO,atencion odontologica,otras acciones,2013-04-01,51,31,51,31,82
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2013-04-01,1,2,1,2,3
PUERTO PEREZ,atencion odontologica,otras acciones,2013-04-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,otras acciones,2013-04-01,6,22,6,22,28
PUERTO RICO,atencion odontologica,otras acciones,2013-04-01,6,6,6,6,12
PUERTO SUAREZ,atencion odontologica,otras acciones,2013-04-01,6,42,6,42,48
PUERTO VILLARROEL,atencion odontologica,otras acciones,2013-04-01,23,68,23,68,91
PUNA,atencion odontologica,otras acciones,2013-04-01,46,105,46,105,151
PUNATA,atencion odontologica,otras acciones,2013-04-01,65,61,65,61,126
QUILLACOLLO,atencion odontologica,otras acciones,2013-04-01,107,188,107,188,295
QUIME,atencion odontologica,otras acciones,2013-04-01,4,5,4,5,9
QUIRUSILLAS,atencion odontologica,otras acciones,2013-04-01,1,1,1,1,2
RAVELO,atencion odontologica,otras acciones,2013-04-01,11,18,11,18,29
REYES,atencion odontologica,otras acciones,2013-04-01,5,13,5,13,18
RIBERALTA,atencion odontologica,otras acciones,2013-04-01,14,64,14,64,78
ROBORE,atencion odontologica,otras acciones,2013-04-01,31,53,31,53,84
RURRENABAQUE,atencion odontologica,otras acciones,2013-04-01,8,14,8,14,22
SABAYA,atencion odontologica,otras acciones,2013-04-01,24,28,24,28,52
SACABA,atencion odontologica,otras acciones,2013-04-01,152,164,152,164,316
SACABAMBA,atencion odontologica,otras acciones,2013-04-01,10,21,10,21,31
SACACA,atencion odontologica,otras acciones,2013-04-01,19,28,19,28,47
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2013-04-01,47,53,47,53,100
SAMAIPATA,atencion odontologica,otras acciones,2013-04-01,6,24,6,24,30
SAN AGUSTIN,atencion odontologica,otras acciones,2013-04-01,3,2,3,2,5
SAN ANDRES,atencion odontologica,otras acciones,2013-04-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2013-04-01,14,26,14,26,40
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2013-04-01,10,16,10,16,26
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2013-04-01,1,2,1,2,3
SAN BENITO,atencion odontologica,otras acciones,2013-04-01,6,8,6,8,14
SAN BORJA,atencion odontologica,otras acciones,2013-04-01,7,19,7,19,26
SAN BUENA VENTURA,atencion odontologica,otras acciones,2013-04-01,0,16,0,16,16
SAN CARLOS,atencion odontologica,otras acciones,2013-04-01,13,21,13,21,34
SAN IGNACIO,atencion odontologica,otras acciones,2013-04-01,18,18,18,18,36
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-04-01,813,964,813,964,1777
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-04-01,21,5,21,5,26
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-04-01,3,1,3,1,4
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-04-01,110,330,110,330,440
SAN LUCAS,atencion odontologica,otras acciones,2013-04-01,26,70,26,70,96
SAN MATIAS,atencion odontologica,otras acciones,2013-04-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-04-01,19,89,19,89,108
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2013-04-01,0,6,0,6,6
SAN PEDRO,atencion odontologica,otras acciones,2013-04-01,18,20,18,20,38
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-04-01,20,87,20,87,107
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-04-01,10,10,10,10,20
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-04-01,5,10,5,10,15
SAN RAFAEL,atencion odontologica,otras acciones,2013-04-01,6,5,6,5,11
SANTA ANA,atencion odontologica,otras acciones,2013-04-01,47,38,47,38,85
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-04-01,1373,1661,1373,1661,3034
SANTA ROSA,atencion odontologica,otras acciones,2013-04-01,3,8,3,8,11
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-04-01,11,16,11,16,27
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-04-01,6,8,6,8,14
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-04-01,80,117,80,117,197
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2013-04-01,1,3,1,3,4
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-04-01,4,5,4,5,9
SANTIVAÑES,atencion odontologica,otras acciones,2013-04-01,28,27,28,27,55
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-04-01,7,6,7,6,13
SAPAHAQUI,atencion odontologica,otras acciones,2013-04-01,30,50,30,50,80
SENA,atencion odontologica,otras acciones,2013-04-01,6,11,6,11,17
SHINAOTA,atencion odontologica,otras acciones,2013-04-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-04-01,9,4,9,4,13
SICAYA,atencion odontologica,otras acciones,2013-04-01,6,9,6,9,15
SIPE SIPE,atencion odontologica,otras acciones,2013-04-01,23,35,23,35,58
SOPACHUY,atencion odontologica,otras acciones,2013-04-01,74,99,74,99,173
SORACACHI,atencion odontologica,otras acciones,2013-04-01,12,13,12,13,25
SORATA,atencion odontologica,otras acciones,2013-04-01,49,64,49,64,113
SUCRE,atencion odontologica,otras acciones,2013-04-01,1290,1921,1290,1921,3211
TACACHI,atencion odontologica,otras acciones,2013-04-01,1,0,1,0,1
TACACOMA,atencion odontologica,otras acciones,2013-04-01,2,5,2,5,7
TACOBAMBA,atencion odontologica,otras acciones,2013-04-01,3,12,3,12,15
TACOPAYA,atencion odontologica,otras acciones,2013-04-01,10,4,10,4,14
TAHUA,atencion odontologica,otras acciones,2013-04-01,2,4,2,4,6
TAPACARI,atencion odontologica,otras acciones,2013-04-01,19,45,19,45,64
TARABUCO,atencion odontologica,otras acciones,2013-04-01,14,42,14,42,56
TARACO,atencion odontologica,otras acciones,2013-04-01,29,33,29,33,62
TARATA,atencion odontologica,otras acciones,2013-04-01,20,28,20,28,48
TARIJA,atencion odontologica,otras acciones,2013-04-01,989,1941,989,1941,2930
TARVITA,atencion odontologica,otras acciones,2013-04-01,17,60,17,60,77
TEOPONTE,atencion odontologica,otras acciones,2013-04-01,4,9,4,9,13
TIAWANACU,atencion odontologica,otras acciones,2013-04-01,66,100,66,100,166
TINGUIPAYA,atencion odontologica,otras acciones,2013-04-01,11,28,11,28,39
TIPUANI,atencion odontologica,otras acciones,2013-04-01,3,12,3,12,15
TIQUIPAYA,atencion odontologica,otras acciones,2013-04-01,136,257,136,257,393
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-04-01,39,41,39,41,80
TOCO,atencion odontologica,otras acciones,2013-04-01,4,16,4,16,20
TOLATA,atencion odontologica,otras acciones,2013-04-01,12,17,12,17,29
TOLEDO,atencion odontologica,otras acciones,2013-04-01,5,1,5,1,6
TOMAVE,atencion odontologica,otras acciones,2013-04-01,28,69,28,69,97
TOMINA,atencion odontologica,otras acciones,2013-04-01,245,292,245,292,537
TORO TORO,atencion odontologica,otras acciones,2013-04-01,90,108,90,108,198
TOTORA(CBBA),atencion odontologica,otras acciones,2013-04-01,25,62,25,62,87
TOTORA(ORR),atencion odontologica,otras acciones,2013-04-01,0,2,0,2,2
TRIGAL,atencion odontologica,otras acciones,2013-04-01,0,1,0,1,1
TRINIDAD,atencion odontologica,otras acciones,2013-04-01,95,107,95,107,202
TUPIZA,atencion odontologica,otras acciones,2013-04-01,203,242,203,242,445
UMALA,atencion odontologica,otras acciones,2013-04-01,7,10,7,10,17
UNCIA,atencion odontologica,otras acciones,2013-04-01,47,18,47,18,65
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-04-01,184,336,184,336,520
URUBICHA,atencion odontologica,otras acciones,2013-04-01,2,15,2,15,17
UYUNI,atencion odontologica,otras acciones,2013-04-01,1,7,1,7,8
VACAS,atencion odontologica,otras acciones,2013-04-01,20,40,20,40,60
VALLEGRANDE,atencion odontologica,otras acciones,2013-04-01,18,12,18,12,30
VIACHA,atencion odontologica,otras acciones,2013-04-01,138,118,138,118,256
VILA VILA,atencion odontologica,otras acciones,2013-04-01,1,1,1,1,2
VILLA CHARCAS,atencion odontologica,otras acciones,2013-04-01,2,6,2,6,8
VILLA MONTES,atencion odontologica,otras acciones,2013-04-01,138,244,138,244,382
VILLA RIVERO,atencion odontologica,otras acciones,2013-04-01,0,12,0,12,12
VILLA SERRANO,atencion odontologica,otras acciones,2013-04-01,168,152,168,152,320
VILLA TUNARI,atencion odontologica,otras acciones,2013-04-01,36,106,36,106,142
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2013-04-01,53,72,53,72,125
VILLAZON,atencion odontologica,otras acciones,2013-04-01,122,153,122,153,275
VINTO,atencion odontologica,otras acciones,2013-04-01,9,26,9,26,35
VITICHI,atencion odontologica,otras acciones,2013-04-01,65,85,65,85,150
WARNES,atencion odontologica,otras acciones,2013-04-01,38,58,38,58,96
YACO,atencion odontologica,otras acciones,2013-04-01,2,13,2,13,15
YACUIBA,atencion odontologica,otras acciones,2013-04-01,106,199,106,199,305
YAMPARAEZ,atencion odontologica,otras acciones,2013-04-01,27,46,27,46,73
YANACACHI,atencion odontologica,otras acciones,2013-04-01,10,26,10,26,36
YAPACANI,atencion odontologica,otras acciones,2013-04-01,3,5,3,5,8
YOCALLA,atencion odontologica,otras acciones,2013-04-01,16,45,16,45,61
YOTALA,atencion odontologica,otras acciones,2013-04-01,15,51,15,51,66
YUNCHARA,atencion odontologica,otras acciones,2013-04-01,20,14,20,14,34
ZUDAÑEZ,atencion odontologica,otras acciones,2013-04-01,60,74,60,74,134
ACACIO,atencion odontologica,otras acciones,2013-05-01,3,5,3,5,8
ACHACACHI,atencion odontologica,otras acciones,2013-05-01,93,126,93,126,219
AIQUILE,atencion odontologica,otras acciones,2013-05-01,0,3,0,3,3
ALALAY,atencion odontologica,otras acciones,2013-05-01,4,8,4,8,12
ALCALA,atencion odontologica,otras acciones,2013-05-01,13,23,13,23,36
ALTO BENI,atencion odontologica,otras acciones,2013-05-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,otras acciones,2013-05-01,5,4,5,4,9
ANDAMARCA,atencion odontologica,otras acciones,2013-05-01,18,25,18,25,43
ANTEQUERA,atencion odontologica,otras acciones,2013-05-01,26,22,26,22,48
ANZALDO,atencion odontologica,otras acciones,2013-05-01,10,8,10,8,18
APOLO,atencion odontologica,otras acciones,2013-05-01,3,14,3,14,17
ARAMPAMPA,atencion odontologica,otras acciones,2013-05-01,2,4,2,4,6
ARANI,atencion odontologica,otras acciones,2013-05-01,41,70,41,70,111
ARBIETO,atencion odontologica,otras acciones,2013-05-01,2,9,2,9,11
ARQUE,atencion odontologica,otras acciones,2013-05-01,6,18,6,18,24
ATOCHA,atencion odontologica,otras acciones,2013-05-01,200,217,200,217,417
AYATA,atencion odontologica,otras acciones,2013-05-01,7,7,7,7,14
AYO AYO,atencion odontologica,otras acciones,2013-05-01,7,13,7,13,20
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-05-01,32,31,32,31,63
AZURDUY,atencion odontologica,otras acciones,2013-05-01,6,13,6,13,19
BAURES,atencion odontologica,otras acciones,2013-05-01,2,8,2,8,10
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2013-05-01,5,3,5,3,8
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-05-01,4,4,4,4,8
BELLA FLOR,atencion odontologica,otras acciones,2013-05-01,50,70,50,70,120
BERMEJO,atencion odontologica,otras acciones,2013-05-01,40,87,40,87,127
BETANZOS,atencion odontologica,otras acciones,2013-05-01,32,47,32,47,79
BOLIVAR,atencion odontologica,otras acciones,2013-05-01,7,21,7,21,28
BUENA VISTA,atencion odontologica,otras acciones,2013-05-01,11,13,11,13,24
CABEZAS,atencion odontologica,otras acciones,2013-05-01,25,33,25,33,58
"CAIZA ""D""",atencion odontologica,otras acciones,2013-05-01,9,29,9,29,38
CAJUATA,atencion odontologica,otras acciones,2013-05-01,44,35,44,35,79
CALACOTO,atencion odontologica,otras acciones,2013-05-01,7,9,7,9,16
CALAMARCA,atencion odontologica,otras acciones,2013-05-01,22,44,22,44,66
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-05-01,39,98,39,98,137
CAMIRI,atencion odontologica,otras acciones,2013-05-01,390,460,390,460,850
CAPINOTA,atencion odontologica,otras acciones,2013-05-01,23,32,23,32,55
CAQUIAVIRI,atencion odontologica,otras acciones,2013-05-01,28,41,28,41,69
CARACOLLO,atencion odontologica,otras acciones,2013-05-01,86,108,86,108,194
CARANAVI,atencion odontologica,otras acciones,2013-05-01,51,36,51,36,87
CARAPARI,atencion odontologica,otras acciones,2013-05-01,30,45,30,45,75
CARIPUYO,atencion odontologica,otras acciones,2013-05-01,14,9,14,9,23
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2013-05-01,172,196,172,196,368
CHALLAPATA,atencion odontologica,otras acciones,2013-05-01,32,80,32,80,112
CHAQUI,atencion odontologica,otras acciones,2013-05-01,4,9,4,9,13
CHARAGUA,atencion odontologica,otras acciones,2013-05-01,7,10,7,10,17
CHARAÑA,atencion odontologica,otras acciones,2013-05-01,4,5,4,5,9
CHAYANTA,atencion odontologica,otras acciones,2013-05-01,18,40,18,40,58
CHIMORE,atencion odontologica,otras acciones,2013-05-01,13,16,13,16,29
CHIPAYA,atencion odontologica,otras acciones,2013-05-01,1,5,1,5,6
CHOQUE COTA,atencion odontologica,otras acciones,2013-05-01,7,16,7,16,23
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2013-05-01,22,25,22,25,47
CHUMA,atencion odontologica,otras acciones,2013-05-01,40,33,40,33,73
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2013-05-01,29,72,29,72,101
CKOCHAS,atencion odontologica,otras acciones,2013-05-01,17,25,17,25,42
CLIZA,atencion odontologica,otras acciones,2013-05-01,58,197,58,197,255
COBIJA,atencion odontologica,otras acciones,2013-05-01,62,109,62,109,171
COCAPATA,atencion odontologica,otras acciones,2013-05-01,33,25,33,25,58
COCHABAMBA,atencion odontologica,otras acciones,2013-05-01,2072,2606,2072,2606,4678
COIPASA,atencion odontologica,otras acciones,2013-05-01,1,4,1,4,5
COLCAPIRHUA,atencion odontologica,otras acciones,2013-05-01,40,69,40,69,109
"COLCHA ""K""",atencion odontologica,otras acciones,2013-05-01,20,28,20,28,48
COLLANA,atencion odontologica,otras acciones,2013-05-01,10,17,10,17,27
COLOMI,atencion odontologica,otras acciones,2013-05-01,0,7,0,7,7
COLQUECHACA,atencion odontologica,otras acciones,2013-05-01,68,113,68,113,181
