,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,63,0,63,63
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,73,0,73,73
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,103,0,103,103
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,17,0,17,17
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,2,0,2,2
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,75,0,75,75
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,7,0,7,7
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,16,0,16,16
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,11,0,11,11
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,8,0,8,8
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,221,0,221,221
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,3,0,3,3
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,21,0,21,21
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,3,0,3,3
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-02-01,0,13,0,13,13
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,17,0,17,17
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,96,0,96,96
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,32,0,32,32
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,66,0,66,66
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,73,0,73,73
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,100,0,100,100
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,124,0,124,124
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,74,0,74,74
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,17,0,17,17
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,37,0,37,37
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,26,0,26,26
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,148,0,148,148
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,52,0,52,52
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,43,0,43,43
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,58,0,58,58
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,44,0,44,44
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,3,0,3,3
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,45,0,45,45
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,23,0,23,23
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,76,0,76,76
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,123,0,123,123
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,29,0,29,29
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,189,0,189,189
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,37,0,37,37
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,11,0,11,11
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,26,0,26,26
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,89,0,89,89
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,109,0,109,109
CHARAÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,14,0,14,14
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,82,0,82,82
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,25,0,25,25
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,66,0,66,66
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,189,0,189,189
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,63,0,63,63
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1435,0,1435,1435
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,171,0,171,171
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
COLLANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,78,0,78,78
COLQUENCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,53,0,53,53
COMBAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,17,0,17,17
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,31,0,31,31
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,12,0,12,12
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,81,0,81,81
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,87,0,87,87
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,14,0,14,14
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1631,0,1631,1631
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,93,0,93,93
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,14,0,14,14
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,40,0,40,40
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,45,0,45,45
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,22,0,22,22
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,28,0,28,28
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,61,0,61,61
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,63,0,63,63
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,35,0,35,35
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,29,0,29,29
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
HUARINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
HUATAJATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,48,0,48,48
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,45,0,45,45
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,36,0,36,36
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,32,0,32,32
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,48,0,48,48
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,219,0,219,219
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1919,0,1919,1919
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,37,0,37,37
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,11,0,11,11
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,272,0,272,272
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,43,0,43,43
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,18,0,18,18
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,50,0,50,50
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,3,0,3,3
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,30,0,30,30
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,19,0,19,19
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,10,0,10,10
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,217,0,217,217
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,120,0,120,120
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,81,0,81,81
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,3,0,3,3
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,36,0,36,36
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,386,0,386,386
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,62,0,62,62
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,88,0,88,88
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,18,0,18,18
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,47,0,47,47
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,31,0,31,31
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,23,0,23,23
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,11,0,11,11
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,56,0,56,56
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,44,0,44,44
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,24,0,24,24
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,23,0,23,23
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,78,0,78,78
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,27,0,27,27
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,21,0,21,21
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,22,0,22,22
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,59,0,59,59
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,25,0,25,25
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,15,0,15,15
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,535,0,535,535
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,55,0,55,55
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,60,0,60,60
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,24,0,24,24
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,44,0,44,44
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,10,0,10,10
PUERTO SILES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,105,0,105,105
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,164,0,164,164
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,172,0,172,172
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,32,0,32,32
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,542,0,542,542
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,46,0,46,46
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,8,0,8,8
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,5,0,5,5
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,268,0,268,268
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,11,0,11,11
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,23,0,23,23
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,240,0,240,240
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,45,0,45,45
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,6,0,6,6
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,39,0,39,39
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,48,0,48,48
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,100,0,100,100
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,61,0,61,61
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,20,0,20,20
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,47,0,47,47
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,47,0,47,47
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,29,0,29,29
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,12,0,12,12
SAN JOAQUIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,11,0,11,11
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,2,0,2,2
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,9,0,9,9
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,7,0,7,7
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,12,0,12,12
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,60,0,60,60
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,32,0,32,32
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,12,0,12,12
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1,0,1,1
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,22,0,22,22
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,97,0,97,97
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,22,0,22,22
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,3,0,3,3
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,13,0,13,13
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,4,0,4,4
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,28,0,28,28
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,115,0,115,115
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-03-01,0,1798,0,1798,1798
