,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES,atencion odontologica,cirugia bucal menor,2013-03-01,7,17,7,17,24
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2013-03-01,18,41,18,41,59
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2013-03-01,14,18,14,18,32
SAN BENITO,atencion odontologica,cirugia bucal menor,2013-03-01,5,8,5,8,13
SAN BORJA,atencion odontologica,cirugia bucal menor,2013-03-01,22,40,22,40,62
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2013-03-01,12,27,12,27,39
SAN CARLOS,atencion odontologica,cirugia bucal menor,2013-03-01,13,33,13,33,46
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2013-03-01,22,23,22,23,45
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2013-03-01,39,29,39,29,68
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2013-03-01,4,3,4,3,7
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2013-03-01,13,20,13,20,33
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2013-03-01,10,7,10,7,17
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2013-03-01,21,28,21,28,49
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2013-03-01,1,11,1,11,12
SAN JULIAN,atencion odontologica,cirugia bucal menor,2013-03-01,11,15,11,15,26
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2013-03-01,2,5,2,5,7
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2013-03-01,69,168,69,168,237
SAN LUCAS,atencion odontologica,cirugia bucal menor,2013-03-01,55,98,55,98,153
SAN MATIAS,atencion odontologica,cirugia bucal menor,2013-03-01,18,15,18,15,33
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2013-03-01,19,14,19,14,33
SAN PEDRO,atencion odontologica,cirugia bucal menor,2013-03-01,37,35,37,35,72
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-03-01,29,50,29,50,79
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2013-03-01,16,19,16,19,35
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2013-03-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2013-03-01,37,74,37,74,111
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2013-03-01,15,19,15,19,34
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2013-03-01,2,12,2,12,14
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2013-03-01,2,6,2,6,8
SANTA ANA,atencion odontologica,cirugia bucal menor,2013-03-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2013-03-01,462,531,462,531,993
SANTA ROSA,atencion odontologica,cirugia bucal menor,2013-03-01,3,5,3,5,8
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2013-03-01,31,29,31,29,60
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2013-03-01,3,2,3,2,5
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2013-03-01,24,24,24,24,48
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2013-03-01,27,30,27,30,57
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2013-03-01,6,26,6,26,32
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2013-03-01,9,13,9,13,22
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2013-03-01,8,11,8,11,19
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2013-03-01,35,50,35,50,85
SENA,atencion odontologica,cirugia bucal menor,2013-03-01,3,21,3,21,24
SHINAOTA,atencion odontologica,cirugia bucal menor,2013-03-01,8,3,8,3,11
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2013-03-01,34,31,34,31,65
SICAYA,atencion odontologica,cirugia bucal menor,2013-03-01,2,12,2,12,14
SIPE SIPE,atencion odontologica,cirugia bucal menor,2013-03-01,17,47,17,47,64
SOPACHUY,atencion odontologica,cirugia bucal menor,2013-03-01,11,40,11,40,51
SORACACHI,atencion odontologica,cirugia bucal menor,2013-03-01,12,20,12,20,32
SORATA,atencion odontologica,cirugia bucal menor,2013-03-01,21,25,21,25,46
SUCRE,atencion odontologica,cirugia bucal menor,2013-03-01,491,695,491,695,1186
TACACOMA,atencion odontologica,cirugia bucal menor,2013-03-01,38,47,38,47,85
TACOBAMBA,atencion odontologica,cirugia bucal menor,2013-03-01,5,9,5,9,14
TACOPAYA,atencion odontologica,cirugia bucal menor,2013-03-01,6,14,6,14,20
TAHUA,atencion odontologica,cirugia bucal menor,2013-03-01,3,3,3,3,6
TAPACARI,atencion odontologica,cirugia bucal menor,2013-03-01,69,80,69,80,149
TARABUCO,atencion odontologica,cirugia bucal menor,2013-03-01,29,33,29,33,62
TARACO,atencion odontologica,cirugia bucal menor,2013-03-01,31,39,31,39,70
TARATA,atencion odontologica,cirugia bucal menor,2013-03-01,18,34,18,34,52
TARIJA,atencion odontologica,cirugia bucal menor,2013-03-01,445,701,445,701,1146
TARVITA,atencion odontologica,cirugia bucal menor,2013-03-01,49,128,49,128,177
TEOPONTE,atencion odontologica,cirugia bucal menor,2013-03-01,21,29,21,29,50
TIAWANACU,atencion odontologica,cirugia bucal menor,2013-03-01,37,51,37,51,88
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2013-03-01,18,39,18,39,57
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2013-03-01,87,111,87,111,198
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2013-03-01,7,15,7,15,22
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2013-03-01,8,17,8,17,25
TOCO,atencion odontologica,cirugia bucal menor,2013-03-01,7,7,7,7,14
TOLATA,atencion odontologica,cirugia bucal menor,2013-03-01,24,27,24,27,51
TOLEDO,atencion odontologica,cirugia bucal menor,2013-03-01,6,10,6,10,16
TOMAVE,atencion odontologica,cirugia bucal menor,2013-03-01,44,61,44,61,105
TOMINA,atencion odontologica,cirugia bucal menor,2013-03-01,22,53,22,53,75
TORO TORO,atencion odontologica,cirugia bucal menor,2013-03-01,15,37,15,37,52
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2013-03-01,30,44,30,44,74
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2013-03-01,6,8,6,8,14
TRIGAL,atencion odontologica,cirugia bucal menor,2013-03-01,2,0,2,0,2
TRINIDAD,atencion odontologica,cirugia bucal menor,2013-03-01,154,182,154,182,336
TUPIZA,atencion odontologica,cirugia bucal menor,2013-03-01,120,122,120,122,242
TURCO,atencion odontologica,cirugia bucal menor,2013-03-01,7,7,7,7,14
UMALA,atencion odontologica,cirugia bucal menor,2013-03-01,16,10,16,10,26
UNCIA,atencion odontologica,cirugia bucal menor,2013-03-01,21,42,21,42,63
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2013-03-01,54,82,54,82,136
URUBICHA,atencion odontologica,cirugia bucal menor,2013-03-01,4,15,4,15,19
UYUNI,atencion odontologica,cirugia bucal menor,2013-03-01,31,57,31,57,88
VACAS,atencion odontologica,cirugia bucal menor,2013-03-01,13,30,13,30,43
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2013-03-01,13,19,13,19,32
VIACHA,atencion odontologica,cirugia bucal menor,2013-03-01,92,129,92,129,221
VILA VILA,atencion odontologica,cirugia bucal menor,2013-03-01,0,4,0,4,4
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2013-03-01,19,23,19,23,42
VILLA MONTES,atencion odontologica,cirugia bucal menor,2013-03-01,187,230,187,230,417
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2013-03-01,6,4,6,4,10
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2013-03-01,5,4,5,4,9
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2013-03-01,18,13,18,13,31
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2013-03-01,37,82,37,82,119
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2013-03-01,6,28,6,28,34
VILLAZON,atencion odontologica,cirugia bucal menor,2013-03-01,75,129,75,129,204
VINTO,atencion odontologica,cirugia bucal menor,2013-03-01,9,20,9,20,29
VITICHI,atencion odontologica,cirugia bucal menor,2013-03-01,27,55,27,55,82
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2013-03-01,5,7,5,7,12
WARNES,atencion odontologica,cirugia bucal menor,2013-03-01,26,36,26,36,62
YACO,atencion odontologica,cirugia bucal menor,2013-03-01,10,13,10,13,23
YACUIBA,atencion odontologica,cirugia bucal menor,2013-03-01,154,234,154,234,388
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2013-03-01,15,23,15,23,38
YANACACHI,atencion odontologica,cirugia bucal menor,2013-03-01,8,10,8,10,18
YAPACANI,atencion odontologica,cirugia bucal menor,2013-03-01,38,127,38,127,165
YOCALLA,atencion odontologica,cirugia bucal menor,2013-03-01,13,17,13,17,30
YOTALA,atencion odontologica,cirugia bucal menor,2013-03-01,7,25,7,25,32
YUNCHARA,atencion odontologica,cirugia bucal menor,2013-03-01,45,77,45,77,122
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2013-03-01,16,12,16,12,28
ACACIO,atencion odontologica,cirugia bucal menor,2013-04-01,10,7,10,7,17
ACHACACHI,atencion odontologica,cirugia bucal menor,2013-04-01,112,150,112,150,262
ACHOCALLA,atencion odontologica,cirugia bucal menor,2013-04-01,16,31,16,31,47
AIQUILE,atencion odontologica,cirugia bucal menor,2013-04-01,8,14,8,14,22
ALCALA,atencion odontologica,cirugia bucal menor,2013-04-01,16,39,16,39,55
ALTO BENI,atencion odontologica,cirugia bucal menor,2013-04-01,4,5,4,5,9
ANCORAIMES,atencion odontologica,cirugia bucal menor,2013-04-01,26,18,26,18,44
ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-04-01,9,16,9,16,25
ANTEQUERA,atencion odontologica,cirugia bucal menor,2013-04-01,18,23,18,23,41
ANZALDO,atencion odontologica,cirugia bucal menor,2013-04-01,9,15,9,15,24
APOLO,atencion odontologica,cirugia bucal menor,2013-04-01,21,53,21,53,74
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2013-04-01,4,6,4,6,10
ARANI,atencion odontologica,cirugia bucal menor,2013-04-01,15,25,15,25,40
ARBIETO,atencion odontologica,cirugia bucal menor,2013-04-01,2,7,2,7,9
ARQUE,atencion odontologica,cirugia bucal menor,2013-04-01,8,13,8,13,21
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2013-04-01,13,75,13,75,88
ATOCHA,atencion odontologica,cirugia bucal menor,2013-04-01,104,90,104,90,194
AUCAPATA,atencion odontologica,cirugia bucal menor,2013-04-01,8,30,8,30,38
AYATA,atencion odontologica,cirugia bucal menor,2013-04-01,25,37,25,37,62
AYO AYO,atencion odontologica,cirugia bucal menor,2013-04-01,17,18,17,18,35
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2013-04-01,48,79,48,79,127
AZURDUY,atencion odontologica,cirugia bucal menor,2013-04-01,4,22,4,22,26
BATALLAS,atencion odontologica,cirugia bucal menor,2013-04-01,22,39,22,39,61
BAURES,atencion odontologica,cirugia bucal menor,2013-04-01,10,4,10,4,14
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2013-04-01,6,10,6,10,16
BELLA FLOR,atencion odontologica,cirugia bucal menor,2013-04-01,25,19,25,19,44
BERMEJO,atencion odontologica,cirugia bucal menor,2013-04-01,145,142,145,142,287
BETANZOS,atencion odontologica,cirugia bucal menor,2013-04-01,37,50,37,50,87
BOLIVAR,atencion odontologica,cirugia bucal menor,2013-04-01,11,14,11,14,25
BOLPEBRA,atencion odontologica,cirugia bucal menor,2013-04-01,4,3,4,3,7
BOYUIBE,atencion odontologica,cirugia bucal menor,2013-04-01,13,13,13,13,26
BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-04-01,11,10,11,10,21
CABEZAS,atencion odontologica,cirugia bucal menor,2013-04-01,26,45,26,45,71
CAIROMA,atencion odontologica,cirugia bucal menor,2013-04-01,42,56,42,56,98
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2013-04-01,21,28,21,28,49
CAJUATA,atencion odontologica,cirugia bucal menor,2013-04-01,25,28,25,28,53
CALACOTO,atencion odontologica,cirugia bucal menor,2013-04-01,27,31,27,31,58
CALAMARCA,atencion odontologica,cirugia bucal menor,2013-04-01,45,33,45,33,78
CAMARGO,atencion odontologica,cirugia bucal menor,2013-04-01,46,52,46,52,98
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2013-04-01,8,7,8,7,15
CAMIRI,atencion odontologica,cirugia bucal menor,2013-04-01,59,117,59,117,176
CAPINOTA,atencion odontologica,cirugia bucal menor,2013-04-01,31,19,31,19,50
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2013-04-01,42,31,42,31,73
CARACOLLO,atencion odontologica,cirugia bucal menor,2013-04-01,43,54,43,54,97
CARANAVI,atencion odontologica,cirugia bucal menor,2013-04-01,18,19,18,19,37
CARAPARI,atencion odontologica,cirugia bucal menor,2013-04-01,72,79,72,79,151
CARIPUYO,atencion odontologica,cirugia bucal menor,2013-04-01,16,28,16,28,44
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2013-04-01,34,42,34,42,76
CATACORA,atencion odontologica,cirugia bucal menor,2013-04-01,12,13,12,13,25
CHALLAPATA,atencion odontologica,cirugia bucal menor,2013-04-01,75,119,75,119,194
CHAQUI,atencion odontologica,cirugia bucal menor,2013-04-01,4,8,4,8,12
CHARAGUA,atencion odontologica,cirugia bucal menor,2013-04-01,81,125,81,125,206
CHARAÑA,atencion odontologica,cirugia bucal menor,2013-04-01,9,10,9,10,19
CHAYANTA,atencion odontologica,cirugia bucal menor,2013-04-01,31,40,31,40,71
CHIMORE,atencion odontologica,cirugia bucal menor,2013-04-01,33,31,33,31,64
CHIPAYA,atencion odontologica,cirugia bucal menor,2013-04-01,3,4,3,4,7
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2013-04-01,17,5,17,5,22
CHUA COCANI,atencion odontologica,cirugia bucal menor,2013-04-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2013-04-01,22,18,22,18,40
CHUMA,atencion odontologica,cirugia bucal menor,2013-04-01,78,115,78,115,193
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2013-04-01,8,28,8,28,36
CKOCHAS,atencion odontologica,cirugia bucal menor,2013-04-01,17,10,17,10,27
CLIZA,atencion odontologica,cirugia bucal menor,2013-04-01,33,60,33,60,93
COBIJA,atencion odontologica,cirugia bucal menor,2013-04-01,79,86,79,86,165
COCAPATA,atencion odontologica,cirugia bucal menor,2013-04-01,22,53,22,53,75
COCHABAMBA,atencion odontologica,cirugia bucal menor,2013-04-01,700,822,700,822,1522
COIPASA,atencion odontologica,cirugia bucal menor,2013-04-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2013-04-01,25,64,25,64,89
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2013-04-01,18,14,18,14,32
COLLANA,atencion odontologica,cirugia bucal menor,2013-04-01,2,17,2,17,19
COLOMI,atencion odontologica,cirugia bucal menor,2013-04-01,15,8,15,8,23
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2013-04-01,18,18,18,18,36
COLQUECHACA,atencion odontologica,cirugia bucal menor,2013-04-01,61,107,61,107,168
COLQUENCHA,atencion odontologica,cirugia bucal menor,2013-04-01,23,26,23,26,49
COLQUIRI,atencion odontologica,cirugia bucal menor,2013-04-01,53,77,53,77,130
COMANCHE,atencion odontologica,cirugia bucal menor,2013-04-01,32,41,32,41,73
COMARAPA,atencion odontologica,cirugia bucal menor,2013-04-01,28,32,28,32,60
COMBAYA,atencion odontologica,cirugia bucal menor,2013-04-01,0,5,0,5,5
CONCEPCION,atencion odontologica,cirugia bucal menor,2013-04-01,18,16,18,16,34
COPACABANA,atencion odontologica,cirugia bucal menor,2013-04-01,24,30,24,30,54
CORIPATA,atencion odontologica,cirugia bucal menor,2013-04-01,14,9,14,9,23
CORO CORO,atencion odontologica,cirugia bucal menor,2013-04-01,11,23,11,23,34
COROICO,atencion odontologica,cirugia bucal menor,2013-04-01,64,87,64,87,151
CORQUE,atencion odontologica,cirugia bucal menor,2013-04-01,2,13,2,13,15
COTAGAITA,atencion odontologica,cirugia bucal menor,2013-04-01,64,78,64,78,142
COTOCA,atencion odontologica,cirugia bucal menor,2013-04-01,13,71,13,71,84
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2013-04-01,17,41,17,41,58
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2013-04-01,1,2,1,2,3
CUEVO,atencion odontologica,cirugia bucal menor,2013-04-01,6,9,6,9,15
CULPINA,atencion odontologica,cirugia bucal menor,2013-04-01,31,46,31,46,77
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2013-04-01,5,5,5,5,10
CURVA,atencion odontologica,cirugia bucal menor,2013-04-01,5,14,5,14,19
DESAGUADERO,atencion odontologica,cirugia bucal menor,2013-04-01,35,25,35,25,60
EL ALTO,atencion odontologica,cirugia bucal menor,2013-04-01,1347,1894,1347,1894,3241
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2013-04-01,22,27,22,27,49
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2013-04-01,45,86,45,86,131
EL TORNO,atencion odontologica,cirugia bucal menor,2013-04-01,50,56,50,56,106
EL VILLAR,atencion odontologica,cirugia bucal menor,2013-04-01,2,4,2,4,6
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2013-04-01,63,111,63,111,174
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2013-04-01,46,91,46,91,137
ESCOMA,atencion odontologica,cirugia bucal menor,2013-04-01,28,28,28,28,56
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2013-04-01,4,17,4,17,21
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2013-04-01,15,19,15,19,34
FILADELFIA,atencion odontologica,cirugia bucal menor,2013-04-01,17,45,17,45,62
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2013-04-01,14,30,14,30,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2013-04-01,28,47,28,47,75
GUANAY,atencion odontologica,cirugia bucal menor,2013-04-01,20,26,20,26,46
GUAQUI,atencion odontologica,cirugia bucal menor,2013-04-01,19,27,19,27,46
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2013-04-01,75,76,75,76,151
GUTIERREZ,atencion odontologica,cirugia bucal menor,2013-04-01,20,58,20,58,78
HUACARETA,atencion odontologica,cirugia bucal menor,2013-04-01,17,29,17,29,46
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2013-04-01,12,11,12,11,23
HUACHACALLA,atencion odontologica,cirugia bucal menor,2013-04-01,9,7,9,7,16
HUANUNI,atencion odontologica,cirugia bucal menor,2013-04-01,55,53,55,53,108
HUARACAJE,atencion odontologica,cirugia bucal menor,2013-04-01,1,6,1,6,7
HUATAJATA,atencion odontologica,cirugia bucal menor,2013-04-01,9,11,9,11,20
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2013-04-01,15,25,15,25,40
HUMANATA,atencion odontologica,cirugia bucal menor,2013-04-01,9,31,9,31,40
ICHOCA,atencion odontologica,cirugia bucal menor,2013-04-01,12,12,12,12,24
ICLA,atencion odontologica,cirugia bucal menor,2013-04-01,26,50,26,50,76
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-04-01,15,24,15,24,39
INQUISIVI,atencion odontologica,cirugia bucal menor,2013-04-01,39,64,39,64,103
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2013-04-01,29,30,29,30,59
IXIAMAS,atencion odontologica,cirugia bucal menor,2013-04-01,22,27,22,27,49
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2013-04-01,33,50,33,50,83
LA ASUNTA,atencion odontologica,cirugia bucal menor,2013-04-01,53,82,53,82,135
LA GUARDIA,atencion odontologica,cirugia bucal menor,2013-04-01,86,166,86,166,252
LA PAZ,atencion odontologica,cirugia bucal menor,2013-04-01,774,1121,774,1121,1895
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2013-04-01,31,47,31,47,78
LAJA,atencion odontologica,cirugia bucal menor,2013-04-01,78,94,78,94,172
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2013-04-01,7,12,7,12,19
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2013-04-01,12,11,12,11,23
LLALLAGUA,atencion odontologica,cirugia bucal menor,2013-04-01,46,74,46,74,120
LLICA,atencion odontologica,cirugia bucal menor,2013-04-01,24,24,24,24,48
LORETO,atencion odontologica,cirugia bucal menor,2013-04-01,4,0,4,0,4
LURIBAY,atencion odontologica,cirugia bucal menor,2013-04-01,13,19,13,19,32
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2013-04-01,2,9,2,9,11
MACHARETI,atencion odontologica,cirugia bucal menor,2013-04-01,1,12,1,12,13
MAGDALENA,atencion odontologica,cirugia bucal menor,2013-04-01,31,56,31,56,87
MAIRANA,atencion odontologica,cirugia bucal menor,2013-04-01,7,8,7,8,15
MALLA,atencion odontologica,cirugia bucal menor,2013-04-01,7,8,7,8,15
MAPIRI,atencion odontologica,cirugia bucal menor,2013-04-01,33,30,33,30,63
MECAPACA,atencion odontologica,cirugia bucal menor,2013-04-01,10,22,10,22,32
MINEROS,atencion odontologica,cirugia bucal menor,2013-04-01,20,19,20,19,39
MIZQUE,atencion odontologica,cirugia bucal menor,2013-04-01,12,25,12,25,37
MOCOMOCO,atencion odontologica,cirugia bucal menor,2013-04-01,59,81,59,81,140
MOJOCOYA,atencion odontologica,cirugia bucal menor,2013-04-01,11,37,11,37,48
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2013-04-01,48,67,48,67,115
MONTERO,atencion odontologica,cirugia bucal menor,2013-04-01,81,138,81,138,219
MORO MORO,atencion odontologica,cirugia bucal menor,2013-04-01,14,6,14,6,20
MOROCHATA,atencion odontologica,cirugia bucal menor,2013-04-01,5,33,5,33,38
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2013-04-01,5,17,5,17,22
OCURI,atencion odontologica,cirugia bucal menor,2013-04-01,34,62,34,62,96
OKINAWA,atencion odontologica,cirugia bucal menor,2013-04-01,7,16,7,16,23
OMEREQUE,atencion odontologica,cirugia bucal menor,2013-04-01,4,12,4,12,16
ORURO,atencion odontologica,cirugia bucal menor,2013-04-01,374,588,374,588,962
PADCAYA,atencion odontologica,cirugia bucal menor,2013-04-01,74,116,74,116,190
PADILLA,atencion odontologica,cirugia bucal menor,2013-04-01,24,51,24,51,75
PAILON,atencion odontologica,cirugia bucal menor,2013-04-01,15,30,15,30,45
PALCA,atencion odontologica,cirugia bucal menor,2013-04-01,30,52,30,52,82
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2013-04-01,17,20,17,20,37
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2013-04-01,6,9,6,9,15
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2013-04-01,1,11,1,11,12
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2013-04-01,19,17,19,17,36
PASORAPA,atencion odontologica,cirugia bucal menor,2013-04-01,7,2,7,2,9
PATACAMAYA,atencion odontologica,cirugia bucal menor,2013-04-01,21,18,21,18,39
PAZÑA,atencion odontologica,cirugia bucal menor,2013-04-01,27,15,27,15,42
PELECHUCO,atencion odontologica,cirugia bucal menor,2013-04-01,14,24,14,24,38
POCOATA,atencion odontologica,cirugia bucal menor,2013-04-01,20,23,20,23,43
POCONA,atencion odontologica,cirugia bucal menor,2013-04-01,27,39,27,39,66
POJO (CBBA),atencion odontologica,cirugia bucal menor,2013-04-01,22,25,22,25,47
POOPO,atencion odontologica,cirugia bucal menor,2013-04-01,21,38,21,38,59
PORCO,atencion odontologica,cirugia bucal menor,2013-04-01,1,3,1,3,4
POROMA,atencion odontologica,cirugia bucal menor,2013-04-01,27,23,27,23,50
PORONGO,atencion odontologica,cirugia bucal menor,2013-04-01,5,1,5,1,6
PORTACHUELO,atencion odontologica,cirugia bucal menor,2013-04-01,35,41,35,41,76
PORVENIR,atencion odontologica,cirugia bucal menor,2013-04-01,27,36,27,36,63
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2013-04-01,9,6,9,6,15
POTOSI,atencion odontologica,cirugia bucal menor,2013-04-01,277,532,277,532,809
PRESTO,atencion odontologica,cirugia bucal menor,2013-04-01,6,28,6,28,34
PUCARA,atencion odontologica,cirugia bucal menor,2013-04-01,2,8,2,8,10
PUCARANI,atencion odontologica,cirugia bucal menor,2013-04-01,63,91,63,91,154
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2013-04-01,22,43,22,43,65
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2013-04-01,56,66,56,66,122
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2013-04-01,10,19,10,19,29
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2013-04-01,16,22,16,22,38
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2013-04-01,37,6,37,6,43
PUERTO RICO,atencion odontologica,cirugia bucal menor,2013-04-01,35,28,35,28,63
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2013-04-01,5,24,5,24,29
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2013-04-01,21,44,21,44,65
PUNA,atencion odontologica,cirugia bucal menor,2013-04-01,30,41,30,41,71
PUNATA,atencion odontologica,cirugia bucal menor,2013-04-01,40,52,40,52,92
QUIABAYA,atencion odontologica,cirugia bucal menor,2013-04-01,21,28,21,28,49
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2013-04-01,120,142,120,142,262
QUIME,atencion odontologica,cirugia bucal menor,2013-04-01,55,88,55,88,143
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2013-04-01,2,7,2,7,9
RAVELO,atencion odontologica,cirugia bucal menor,2013-04-01,18,45,18,45,63
REYES,atencion odontologica,cirugia bucal menor,2013-04-01,41,58,41,58,99
RIBERALTA,atencion odontologica,cirugia bucal menor,2013-04-01,88,250,88,250,338
ROBORE,atencion odontologica,cirugia bucal menor,2013-04-01,14,15,14,15,29
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2013-04-01,33,39,33,39,72
SABAYA,atencion odontologica,cirugia bucal menor,2013-04-01,15,17,15,17,32
SACABA,atencion odontologica,cirugia bucal menor,2013-04-01,62,96,62,96,158
SACABAMBA,atencion odontologica,cirugia bucal menor,2013-04-01,5,3,5,3,8
SACACA,atencion odontologica,cirugia bucal menor,2013-04-01,50,50,50,50,100
SAIPINA,atencion odontologica,cirugia bucal menor,2013-04-01,8,17,8,17,25
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2013-04-01,32,30,32,30,62
SAMAIPATA,atencion odontologica,cirugia bucal menor,2013-04-01,6,22,6,22,28
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2013-04-01,4,6,4,6,10
