,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,atencion odontologica,periodoncias,2013-03-01,91,105,91,105,196
YAMPARAEZ,atencion odontologica,periodoncias,2013-03-01,0,13,0,13,13
YANACACHI,atencion odontologica,periodoncias,2013-03-01,1,4,1,4,5
YAPACANI,atencion odontologica,periodoncias,2013-03-01,5,21,5,21,26
YOCALLA,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
YOTALA,atencion odontologica,periodoncias,2013-03-01,2,8,2,8,10
YUNCHARA,atencion odontologica,periodoncias,2013-03-01,2,10,2,10,12
ACACIO,atencion odontologica,periodoncias,2013-04-01,1,2,1,2,3
ACHACACHI,atencion odontologica,periodoncias,2013-04-01,8,28,8,28,36
ACHOCALLA,atencion odontologica,periodoncias,2013-04-01,2,1,2,1,3
AIQUILE,atencion odontologica,periodoncias,2013-04-01,10,30,10,30,40
ALCALA,atencion odontologica,periodoncias,2013-04-01,3,12,3,12,15
ANCORAIMES,atencion odontologica,periodoncias,2013-04-01,0,7,0,7,7
ANTEQUERA,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2013-04-01,3,4,3,4,7
ARAMPAMPA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
ARANI,atencion odontologica,periodoncias,2013-04-01,3,8,3,8,11
ARBIETO,atencion odontologica,periodoncias,2013-04-01,3,29,3,29,32
ARQUE,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-04-01,0,5,0,5,5
ATOCHA,atencion odontologica,periodoncias,2013-04-01,32,34,32,34,66
AYATA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-04-01,7,9,7,9,16
AZURDUY,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
BAURES,atencion odontologica,periodoncias,2013-04-01,4,3,4,3,7
BELEN DE URMIRI,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
BERMEJO,atencion odontologica,periodoncias,2013-04-01,36,50,36,50,86
BETANZOS,atencion odontologica,periodoncias,2013-04-01,12,16,12,16,28
BOLIVAR,atencion odontologica,periodoncias,2013-04-01,1,5,1,5,6
BUENA VISTA,atencion odontologica,periodoncias,2013-04-01,1,2,1,2,3
CABEZAS,atencion odontologica,periodoncias,2013-04-01,27,46,27,46,73
CAIROMA,atencion odontologica,periodoncias,2013-04-01,3,3,3,3,6
"CAIZA ""D""",atencion odontologica,periodoncias,2013-04-01,1,3,1,3,4
CAJUATA,atencion odontologica,periodoncias,2013-04-01,2,1,2,1,3
CAMARGO,atencion odontologica,periodoncias,2013-04-01,3,2,3,2,5
CAMIRI,atencion odontologica,periodoncias,2013-04-01,50,86,50,86,136
CAPINOTA,atencion odontologica,periodoncias,2013-04-01,12,17,12,17,29
CARACOLLO,atencion odontologica,periodoncias,2013-04-01,0,7,0,7,7
CARANAVI,atencion odontologica,periodoncias,2013-04-01,45,36,45,36,81
CARAPARI,atencion odontologica,periodoncias,2013-04-01,15,16,15,16,31
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
CHALLAPATA,atencion odontologica,periodoncias,2013-04-01,9,7,9,7,16
CHARAGUA,atencion odontologica,periodoncias,2013-04-01,8,15,8,15,23
CHAYANTA,atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
CHIMORE,atencion odontologica,periodoncias,2013-04-01,7,3,7,3,10
CHOQUE COTA,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-04-01,3,7,3,7,10
CHUMA,atencion odontologica,periodoncias,2013-04-01,1,3,1,3,4
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2013-04-01,8,11,8,11,19
CKOCHAS,atencion odontologica,periodoncias,2013-04-01,2,0,2,0,2
CLIZA,atencion odontologica,periodoncias,2013-04-01,14,32,14,32,46
COBIJA,atencion odontologica,periodoncias,2013-04-01,16,25,16,25,41
COCAPATA,atencion odontologica,periodoncias,2013-04-01,7,24,7,24,31
COCHABAMBA,atencion odontologica,periodoncias,2013-04-01,1314,2006,1314,2006,3320
COIPASA,atencion odontologica,periodoncias,2013-04-01,2,5,2,5,7
COLCAPIRHUA,atencion odontologica,periodoncias,2013-04-01,5,16,5,16,21
COLLANA,atencion odontologica,periodoncias,2013-04-01,11,10,11,10,21
COLOMI,atencion odontologica,periodoncias,2013-04-01,4,12,4,12,16
COLPA BELGICA,atencion odontologica,periodoncias,2013-04-01,0,9,0,9,9
COLQUECHACA,atencion odontologica,periodoncias,2013-04-01,0,11,0,11,11
COMANCHE,atencion odontologica,periodoncias,2013-04-01,1,2,1,2,3
COMARAPA,atencion odontologica,periodoncias,2013-04-01,8,7,8,7,15
COMBAYA,atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
CONCEPCION,atencion odontologica,periodoncias,2013-04-01,4,5,4,5,9
COPACABANA,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
CORO CORO,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
COROICO,atencion odontologica,periodoncias,2013-04-01,5,6,5,6,11
CORQUE,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2013-04-01,18,22,18,22,40
COTOCA,atencion odontologica,periodoncias,2013-04-01,6,28,6,28,34
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-04-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-04-01,2,4,2,4,6
CUEVO,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,periodoncias,2013-04-01,2,5,2,5,7
EL ALTO,atencion odontologica,periodoncias,2013-04-01,233,455,233,455,688
EL PUENTE(STC),atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
EL TORNO,atencion odontologica,periodoncias,2013-04-01,10,37,10,37,47
EL VILLAR,atencion odontologica,periodoncias,2013-04-01,0,17,0,17,17
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-04-01,25,86,25,86,111
EUCALIPTUS,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-04-01,3,6,3,6,9
FILADELFIA,atencion odontologica,periodoncias,2013-04-01,1,5,1,5,6
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-04-01,3,5,3,5,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-04-01,3,9,3,9,12
GUANAY,atencion odontologica,periodoncias,2013-04-01,4,7,4,7,11
GUAYARAMERIN,atencion odontologica,periodoncias,2013-04-01,13,39,13,39,52
HUACARETA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
HUARACAJE,atencion odontologica,periodoncias,2013-04-01,1,7,1,7,8
HUATAJATA,atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-04-01,3,1,3,1,4
ICLA,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
INCAHUASI,atencion odontologica,periodoncias,2013-04-01,1,2,1,2,3
INQUISIVI,atencion odontologica,periodoncias,2013-04-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-04-01,2,4,2,4,6
IXIAMAS,atencion odontologica,periodoncias,2013-04-01,0,33,0,33,33
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
LA ASUNTA,atencion odontologica,periodoncias,2013-04-01,4,10,4,10,14
LA GUARDIA,atencion odontologica,periodoncias,2013-04-01,7,79,7,79,86
LA PAZ,atencion odontologica,periodoncias,2013-04-01,457,825,457,825,1282
LAGUNILLAS,atencion odontologica,periodoncias,2013-04-01,0,6,0,6,6
LAJA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
LAS CARRERAS,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2013-04-01,1,11,1,11,12
MACHACAMARCA,atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
MAGDALENA,atencion odontologica,periodoncias,2013-04-01,4,7,4,7,11
MAIRANA,atencion odontologica,periodoncias,2013-04-01,0,8,0,8,8
MAPIRI,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
MECAPACA,atencion odontologica,periodoncias,2013-04-01,2,7,2,7,9
MINEROS,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
MIZQUE,atencion odontologica,periodoncias,2013-04-01,0,5,0,5,5
MONTEAGUDO,atencion odontologica,periodoncias,2013-04-01,6,12,6,12,18
MONTERO,atencion odontologica,periodoncias,2013-04-01,41,54,41,54,95
MOROCHATA,atencion odontologica,periodoncias,2013-04-01,0,21,0,21,21
OCURI,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
OMEREQUE,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
ORURO,atencion odontologica,periodoncias,2013-04-01,113,162,113,162,275
PADCAYA,atencion odontologica,periodoncias,2013-04-01,10,15,10,15,25
PADILLA,atencion odontologica,periodoncias,2013-04-01,4,16,4,16,20
PAILON,atencion odontologica,periodoncias,2013-04-01,0,6,0,6,6
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
PATACAMAYA,atencion odontologica,periodoncias,2013-04-01,14,23,14,23,37
POCOATA,atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2013-04-01,0,5,0,5,5
POJO (CBBA),atencion odontologica,periodoncias,2013-04-01,12,40,12,40,52
POOPO,atencion odontologica,periodoncias,2013-04-01,4,1,4,1,5
POROMA,atencion odontologica,periodoncias,2013-04-01,3,10,3,10,13
PORTACHUELO,atencion odontologica,periodoncias,2013-04-01,2,3,2,3,5
POTOSI,atencion odontologica,periodoncias,2013-04-01,52,156,52,156,208
PRESTO,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
PUCARA,atencion odontologica,periodoncias,2013-04-01,2,2,2,2,4
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-04-01,1,0,1,0,1
PUERTO RICO,atencion odontologica,periodoncias,2013-04-01,5,3,5,3,8
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-04-01,4,2,4,2,6
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-04-01,5,102,5,102,107
PUNA,atencion odontologica,periodoncias,2013-04-01,1,3,1,3,4
PUNATA,atencion odontologica,periodoncias,2013-04-01,9,26,9,26,35
QUILLACOLLO,atencion odontologica,periodoncias,2013-04-01,32,82,32,82,114
QUIME,atencion odontologica,periodoncias,2013-04-01,15,3,15,3,18
RAVELO,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2013-04-01,0,5,0,5,5
RIBERALTA,atencion odontologica,periodoncias,2013-04-01,11,89,11,89,100
ROBORE,atencion odontologica,periodoncias,2013-04-01,2,6,2,6,8
RURRENABAQUE,atencion odontologica,periodoncias,2013-04-01,3,2,3,2,5
SABAYA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SACABA,atencion odontologica,periodoncias,2013-04-01,13,50,13,50,63
SACABAMBA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SACACA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
SAMAIPATA,atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
SAN AGUSTIN,atencion odontologica,periodoncias,2013-04-01,4,0,4,0,4
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-04-01,6,5,6,5,11
SAN BENITO,atencion odontologica,periodoncias,2013-04-01,3,4,3,4,7
SAN BORJA,atencion odontologica,periodoncias,2013-04-01,15,32,15,32,47
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-04-01,9,11,9,11,20
SAN CARLOS,atencion odontologica,periodoncias,2013-04-01,9,18,9,18,27
SAN IGNACIO,atencion odontologica,periodoncias,2013-04-01,7,12,7,12,19
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-04-01,6,6,6,6,12
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-04-01,2,3,2,3,5
SAN JULIAN,atencion odontologica,periodoncias,2013-04-01,5,10,5,10,15
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-04-01,4,5,4,5,9
SAN LUCAS,atencion odontologica,periodoncias,2013-04-01,3,6,3,6,9
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-04-01,2,2,2,2,4
SAN PABLO DE LIPEZ,atencion odontologica,periodoncias,2013-04-01,2,0,2,0,2
SAN PEDRO,atencion odontologica,periodoncias,2013-04-01,4,5,4,5,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,periodoncias,2013-04-01,12,33,12,33,45
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-04-01,7,12,7,12,19
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-04-01,507,971,507,971,1478
SANTA ROSA,atencion odontologica,periodoncias,2013-04-01,1,7,1,7,8
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-04-01,3,11,3,11,14
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2013-04-01,6,9,6,9,15
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-04-01,12,7,12,7,19
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-04-01,3,2,3,2,5
SANTIVAÑES,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
SAPAHAQUI,atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
SENA,atencion odontologica,periodoncias,2013-04-01,2,0,2,0,2
SHINAOTA,atencion odontologica,periodoncias,2013-04-01,0,17,0,17,17
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2013-04-01,5,3,5,3,8
SICAYA,atencion odontologica,periodoncias,2013-04-01,1,3,1,3,4
SIPE SIPE,atencion odontologica,periodoncias,2013-04-01,5,36,5,36,41
SORACACHI,atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
SORATA,atencion odontologica,periodoncias,2013-04-01,1,8,1,8,9
SUCRE,atencion odontologica,periodoncias,2013-04-01,286,334,286,334,620
TACACHI,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
TACACOMA,atencion odontologica,periodoncias,2013-04-01,2,2,2,2,4
TACOPAYA,atencion odontologica,periodoncias,2013-04-01,3,7,3,7,10
TAPACARI,atencion odontologica,periodoncias,2013-04-01,1,9,1,9,10
TARABUCO,atencion odontologica,periodoncias,2013-04-01,3,18,3,18,21
TARATA,atencion odontologica,periodoncias,2013-04-01,7,9,7,9,16
TARIJA,atencion odontologica,periodoncias,2013-04-01,222,230,222,230,452
TARVITA,atencion odontologica,periodoncias,2013-04-01,12,24,12,24,36
TEOPONTE,atencion odontologica,periodoncias,2013-04-01,4,6,4,6,10
TIAWANACU,atencion odontologica,periodoncias,2013-04-01,7,7,7,7,14
TINGUIPAYA,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,periodoncias,2013-04-01,14,91,14,91,105
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-04-01,0,2,0,2,2
TOCO,atencion odontologica,periodoncias,2013-04-01,2,12,2,12,14
TOLATA,atencion odontologica,periodoncias,2013-04-01,3,10,3,10,13
TOLEDO,atencion odontologica,periodoncias,2013-04-01,2,6,2,6,8
TOMAVE,atencion odontologica,periodoncias,2013-04-01,0,1,0,1,1
TOMINA,atencion odontologica,periodoncias,2013-04-01,30,46,30,46,76
TORO TORO,atencion odontologica,periodoncias,2013-04-01,2,8,2,8,10
TOTORA(CBBA),atencion odontologica,periodoncias,2013-04-01,0,5,0,5,5
TRINIDAD,atencion odontologica,periodoncias,2013-04-01,39,117,39,117,156
TUPIZA,atencion odontologica,periodoncias,2013-04-01,22,24,22,24,46
TURCO,atencion odontologica,periodoncias,2013-04-01,4,1,4,1,5
UNCIA,atencion odontologica,periodoncias,2013-04-01,3,8,3,8,11
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-04-01,6,13,6,13,19
UYUNI,atencion odontologica,periodoncias,2013-04-01,0,6,0,6,6
VACAS,atencion odontologica,periodoncias,2013-04-01,1,8,1,8,9
VALLEGRANDE,atencion odontologica,periodoncias,2013-04-01,3,25,3,25,28
VIACHA,atencion odontologica,periodoncias,2013-04-01,17,44,17,44,61
VILLA CHARCAS,atencion odontologica,periodoncias,2013-04-01,1,2,1,2,3
VILLA MONTES,atencion odontologica,periodoncias,2013-04-01,33,44,33,44,77
VILLA RIVERO,atencion odontologica,periodoncias,2013-04-01,0,3,0,3,3
VILLA SERRANO,atencion odontologica,periodoncias,2013-04-01,1,7,1,7,8
VILLA TUNARI,atencion odontologica,periodoncias,2013-04-01,36,147,36,147,183
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2013-04-01,1,1,1,1,2
VILLAZON,atencion odontologica,periodoncias,2013-04-01,1,22,1,22,23
VINTO,atencion odontologica,periodoncias,2013-04-01,4,7,4,7,11
VITICHI,atencion odontologica,periodoncias,2013-04-01,1,4,1,4,5
WARNES,atencion odontologica,periodoncias,2013-04-01,2,13,2,13,15
YACUIBA,atencion odontologica,periodoncias,2013-04-01,79,110,79,110,189
YAMPARAEZ,atencion odontologica,periodoncias,2013-04-01,1,15,1,15,16
YANACACHI,atencion odontologica,periodoncias,2013-04-01,2,6,2,6,8
YAPACANI,atencion odontologica,periodoncias,2013-04-01,8,36,8,36,44
YOCALLA,atencion odontologica,periodoncias,2013-04-01,0,9,0,9,9
YOTALA,atencion odontologica,periodoncias,2013-04-01,2,2,2,2,4
YUNCHARA,atencion odontologica,periodoncias,2013-04-01,1,6,1,6,7
ACACIO,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
ACHACACHI,atencion odontologica,periodoncias,2013-05-01,5,29,5,29,34
ACHOCALLA,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
AIQUILE,atencion odontologica,periodoncias,2013-05-01,21,44,21,44,65
ALALAY,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
ALCALA,atencion odontologica,periodoncias,2013-05-01,6,3,6,3,9
ALTO BENI,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,periodoncias,2013-05-01,1,4,1,4,5
ANDAMARCA,atencion odontologica,periodoncias,2013-05-01,0,12,0,12,12
ANTEQUERA,atencion odontologica,periodoncias,2013-05-01,1,2,1,2,3
ANZALDO,atencion odontologica,periodoncias,2013-05-01,3,7,3,7,10
APOLO,atencion odontologica,periodoncias,2013-05-01,4,4,4,4,8
ARAMPAMPA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
ARANI,atencion odontologica,periodoncias,2013-05-01,1,11,1,11,12
ARBIETO,atencion odontologica,periodoncias,2013-05-01,2,17,2,17,19
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
ATOCHA,atencion odontologica,periodoncias,2013-05-01,31,37,31,37,68
AYO AYO,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-05-01,7,12,7,12,19
AZURDUY,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
BATALLAS,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2013-05-01,14,49,14,49,63
BETANZOS,atencion odontologica,periodoncias,2013-05-01,2,14,2,14,16
BOLIVAR,atencion odontologica,periodoncias,2013-05-01,4,9,4,9,13
BOLPEBRA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
CABEZAS,atencion odontologica,periodoncias,2013-05-01,49,58,49,58,107
CAIROMA,atencion odontologica,periodoncias,2013-05-01,4,4,4,4,8
CAJUATA,atencion odontologica,periodoncias,2013-05-01,4,3,4,3,7
CAMARGO,atencion odontologica,periodoncias,2013-05-01,2,6,2,6,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
CAMIRI,atencion odontologica,periodoncias,2013-05-01,32,47,32,47,79
CAPINOTA,atencion odontologica,periodoncias,2013-05-01,14,18,14,18,32
CARACOLLO,atencion odontologica,periodoncias,2013-05-01,3,4,3,4,7
CARANAVI,atencion odontologica,periodoncias,2013-05-01,29,29,29,29,58
CARAPARI,atencion odontologica,periodoncias,2013-05-01,10,16,10,16,26
CARIPUYO,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-05-01,6,23,6,23,29
CHALLAPATA,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
CHARAGUA,atencion odontologica,periodoncias,2013-05-01,4,8,4,8,12
CHAYANTA,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
CHIMORE,atencion odontologica,periodoncias,2013-05-01,1,4,1,4,5
CHOQUE COTA,atencion odontologica,periodoncias,2013-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-05-01,1,8,1,8,9
CHUMA,atencion odontologica,periodoncias,2013-05-01,2,9,2,9,11
CLIZA,atencion odontologica,periodoncias,2013-05-01,13,27,13,27,40
COBIJA,atencion odontologica,periodoncias,2013-05-01,11,13,11,13,24
COCAPATA,atencion odontologica,periodoncias,2013-05-01,20,35,20,35,55
COCHABAMBA,atencion odontologica,periodoncias,2013-05-01,1149,1475,1149,1475,2624
COIPASA,atencion odontologica,periodoncias,2013-05-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,periodoncias,2013-05-01,2,14,2,14,16
"COLCHA ""K""",atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
COLLANA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
COLOMI,atencion odontologica,periodoncias,2013-05-01,1,4,1,4,5
COLPA BELGICA,atencion odontologica,periodoncias,2013-05-01,0,6,0,6,6
COLQUECHACA,atencion odontologica,periodoncias,2013-05-01,0,10,0,10,10
COMARAPA,atencion odontologica,periodoncias,2013-05-01,4,12,4,12,16
COMBAYA,atencion odontologica,periodoncias,2013-05-01,0,4,0,4,4
CONCEPCION,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
COPACABANA,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
COROICO,atencion odontologica,periodoncias,2013-05-01,6,5,6,5,11
CORQUE,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2013-05-01,28,92,28,92,120
COTOCA,atencion odontologica,periodoncias,2013-05-01,0,15,0,15,15
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
CUEVO,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
CULPINA,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,periodoncias,2013-05-01,4,3,4,3,7
EL ALTO,atencion odontologica,periodoncias,2013-05-01,195,343,195,343,538
EL PUENTE(STC),atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-05-01,4,1,4,1,5
EL TORNO,atencion odontologica,periodoncias,2013-05-01,15,48,15,48,63
EL VILLAR,atencion odontologica,periodoncias,2013-05-01,0,6,0,6,6
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-05-01,1,16,1,16,17
ESCOMA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-05-01,1,2,1,2,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2013-05-01,3,6,3,6,9
GUAYARAMERIN,atencion odontologica,periodoncias,2013-05-01,6,35,6,35,41
GUTIERREZ,atencion odontologica,periodoncias,2013-05-01,3,7,3,7,10
HUACARETA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
HUANUNI,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
HUARACAJE,atencion odontologica,periodoncias,2013-05-01,2,10,2,10,12
HUATAJATA,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-05-01,2,3,2,3,5
HUMANATA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2013-05-01,0,5,0,5,5
INCAHUASI,atencion odontologica,periodoncias,2013-05-01,1,7,1,7,8
INGAVI (HUMAITA),atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
INQUISIVI,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-05-01,2,3,2,3,5
IXIAMAS,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
LA ASUNTA,atencion odontologica,periodoncias,2013-05-01,3,3,3,3,6
LA GUARDIA,atencion odontologica,periodoncias,2013-05-01,3,37,3,37,40
LA PAZ,atencion odontologica,periodoncias,2013-05-01,420,663,420,663,1083
LAGUNILLAS,atencion odontologica,periodoncias,2013-05-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
LICOMA PAMPA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2013-05-01,3,11,3,11,14
MACHACAMARCA,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
MACHARETI,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2013-05-01,4,8,4,8,12
MAIRANA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
MAPIRI,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
MECAPACA,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
