,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,2,1,2,3
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,296,155,296,155,451
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,2,3,2,5
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,14,12,14,26
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,19,9,19,9,28
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,21,7,21,28
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,10,8,10,18
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,0,2,0,2
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,29,22,29,22,51
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,13,12,13,25
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,4,6,4,10
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,2,3,2,5
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,1,1,1,2
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,4,2,4,6
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,2,4,2,6
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,9,1,9,1,10
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,8,7,8,15
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,0,1,0,1
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,2,7,2,9
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,86,71,86,71,157
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,0,5,0,5
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,0,1,0,1
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,20,12,20,32
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,2,11,2,13
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,21,14,21,14,35
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,13,25,13,25,38
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,4,1,4,5
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
PUERTO SILES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,0,1,0,1
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,3,11,3,14
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,11,8,11,19
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,26,11,26,37
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,52,49,52,49,101
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,9,5,9,5,14
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,80,50,80,50,130
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,7,2,7,9
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,2,0,2,2
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,0,3,0,3
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,22,19,22,19,41
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,5,7,5,12
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,2,2,2,4
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,9,4,9,4,13
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,43,34,43,34,77
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,9,7,9,16
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,2,7,2,9
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,0,5,0,5
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,9,1,9,10
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,2,2,2,4
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,28,20,28,20,48
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,4,0,4,4
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,36,11,36,47
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,3,7,3,10
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,6,4,6,10
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,13,0,13,0,13
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,32,31,32,31,63
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,5,4,5,9
SAN JOAQUIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,2,7,2,9
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,2,0,2,2
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,3,8,3,11
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,44,40,44,40,84
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,8,3,8,11
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,6,12,6,18
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,2,4,2,6
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,9,10,9,10,19
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,0,6,0,6
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,18,12,18,12,30
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,14,8,14,22
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,10,1,10,11
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,2,5,2,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,228,192,228,192,420
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,3,5,3,8
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,3,5,3,8
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,31,21,31,21,52
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,15,13,15,13,28
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,5,3,5,8
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,6,1,6,7
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,0,2,0,2
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,10,5,10,5,15
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,17,6,17,6,23
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,33,9,33,9,42
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,13,7,13,7,20
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,13,14,13,14,27
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,0,5,0,5
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,15,9,15,9,24
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,251,186,251,186,437
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,2,6,2,8
TACOBAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,2,0,2,2
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,21,28,21,28,49
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,16,7,16,23
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,83,40,83,40,123
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,27,12,27,39
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,269,280,269,280,549
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,17,20,17,20,37
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,0,1,0,1
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,22,12,22,12,34
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,3,6,3,9
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,18,4,18,4,22
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,4,0,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,3,0,3,3
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,16,11,16,27
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,5,8,5,13
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,3,2,3,5
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,17,12,17,12,29
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,24,14,24,14,38
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,21,5,21,26
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,7,0,7,7
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,2,3,2,5
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,1,1,1,2
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,30,15,30,15,45
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,27,26,27,26,53
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,0,1,0,1,1
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,10,9,10,9,19
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,14,24,14,24,38
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,4,6,4,10
URUBICHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,4,5,4,9
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,65,18,65,18,83
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,7,9,7,9,16
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,10,6,10,6,16
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,93,119,93,119,212
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,2,2,2,4
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,37,24,37,24,61
VILLA RIVERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,1,3,1,3,4
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,5,8,5,13
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,12,11,12,11,23
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,6,15,6,15,21
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,8,9,8,9,17
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,2,3,2,3,5
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,17,9,17,9,26
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,13,1,13,1,14
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,5,2,5,2,7
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,18,20,18,20,38
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,10,30,10,30,40
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,11,4,11,4,15
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,0,4,0,4
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,10,4,10,14
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,3,7,3,7,10
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-03-01,4,1,4,1,5
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,2,0,2,2
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,60,53,60,53,113
ACHOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,0,1,0,1
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,14,3,14,17
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,4,1,4,5
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,1,0,1,1
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,5,8,5,13
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,1,2,1,3
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,5,1,5,6
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,8,8,8,16
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,0,1,0,1
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,1,0,1,1
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,13,0,13,13
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,13,6,13,19
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,4,3,4,7
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,7,0,7,0,7
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,17,13,17,13,30
AUCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,5,4,5,9
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,4,5,4,9
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,0,14,0,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,10,6,10,6,16
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,2,0,2,2
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,8,4,8,12
BAURES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,0,3,0,3
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,1,1,1,2
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,35,30,35,30,65
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,15,18,15,18,33
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,4,1,4,5
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,3,4,3,7
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,10,2,10,2,12
BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,4,0,4,4
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,5,4,5,9
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,1,3,1,4
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,0,3,0,3
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,3,8,3,11
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,10,0,10,0,10
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,15,6,15,6,21
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,32,18,32,18,50
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,1,2,1,3
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,31,21,31,21,52
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,20,15,20,15,35
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,10,6,10,6,16
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,13,16,13,16,29
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,8,14,8,22
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,9,6,9,6,15
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,6,5,6,11
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,6,6,6,12
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,3,2,3,5
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,11,14,11,25
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,2,2,2,4
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,13,7,13,7,20
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,4,1,4,5
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,1,0,1,1
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,17,2,17,2,19
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,0,2,0,2
CHUA COCANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,2,3,2,5
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,26,10,26,10,36
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,0,2,0,2
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,2,3,2,5
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,33,46,33,46,79
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,0,8,0,8
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,4,0,4,4
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,357,325,357,325,682
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,4,4,4,8
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,5,4,5,9
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,2,2,2,2,4
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,5,8,5,13
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,0,4,0,4
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,0,5,0,5
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,21,13,21,13,34
COLQUENCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,1,0,1,1
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,4,4,4,8
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,16,3,16,3,19
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,22,7,22,7,29
COMBAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,1,1,1,2
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,3,4,3,7
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,24,3,24,27
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,12,5,12,5,17
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,7,3,7,10
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,20,15,20,15,35
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,4,0,4,4
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,16,18,16,18,34
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,12,21,12,21,33
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,3,3,3,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,1,0,1,1
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,2,6,2,8
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,18,17,18,17,35
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,2,4,2,6
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,5,5,5,10
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,30,21,30,21,51
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,116,105,116,105,221
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,7,5,7,5,12
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,12,14,12,26
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,27,38,27,38,65
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,5,8,5,13
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,3,1,3,4
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,8,7,8,7,15
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,6,3,6,9
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,10,14,10,24
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,0,3,0,3
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,9,2,9,2,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,21,5,21,26
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,7,2,7,2,9
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,13,11,13,11,24
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,9,5,9,5,14
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,3,5,3,8
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,3,5,3,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,9,9,9,9,18
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,7,8,7,8,15
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,1,0,1,0,1
HUATAJATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,0,3,0,3,3
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,14,11,14,11,25
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,14,5,14,19
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,3,5,3,8
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,4,9,4,9,13
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,2,6,2,8
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,22,35,22,35,57
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,1,6,1,7
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,5,0,5,0,5
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,20,14,20,14,34
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,3,2,3,2,5
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,60,69,60,69,129
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,743,600,743,600,1343
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-04-01,6,5,6,5,11
