,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,30,41,30,41,71
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,10,10,10,10,20
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,1,6,1,7
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,97,128,97,128,225
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,0,5,0,5
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,19,16,19,35
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,93,59,93,59,152
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,15,16,15,16,31
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,129,134,129,134,263
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,111,129,111,129,240
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,22,12,22,34
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,286,298,286,298,584
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,70,56,70,56,126
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,8,12,8,20
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,37,55,37,55,92
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,88,74,88,74,162
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,12,8,12,20
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,57,36,57,93
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,23,18,23,41
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,10,4,10,14
CHACARILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,129,105,129,105,234
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,5,4,5,9
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,24,37,24,37,61
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,0,1,0,1,1
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,3,5,3,8
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,92,76,92,76,168
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,1,4,1,5
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,5,7,5,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,17,27,17,44
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,28,26,28,54
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,24,16,24,40
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,29,20,29,20,49
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,102,40,102,40,142
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,292,292,292,292,584
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,74,80,74,80,154
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2360,2039,2360,2039,4399
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,5,13,5,18
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,143,242,143,242,385
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,11,4,11,15
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,19,18,19,37
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,63,77,63,77,140
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,32,34,32,34,66
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,62,79,62,79,141
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,4,4,4,8
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,19,14,19,33
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,15,29,15,29,44
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,33,36,33,69
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,9,13,9,22
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,5,4,5,9
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,62,48,62,48,110
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,55,59,55,59,114
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4,14,4,14,18
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,50,26,50,76
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,0,8,0,8,8
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,44,24,44,24,68
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,104,182,104,182,286
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,57,64,57,64,121
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,4,7,4,11
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,15,13,15,28
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,30,36,30,66
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,6,8,6,14
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,31,24,31,24,55
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,20,32,20,32,52
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2843,2894,2843,2894,5737
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,32,24,32,24,56
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,2,6,2,8
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,104,102,104,102,206
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,9,3,9,3,12
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,29,70,29,70,99
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,61,81,61,81,142
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,20,6,20,6,26
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,16,12,16,28
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,20,9,20,9,29
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,78,61,78,61,139
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,31,28,31,28,59
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,44,41,44,41,85
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,19,20,19,20,39
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,17,12,17,12,29
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,35,28,35,28,63
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,42,28,42,28,70
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,11,19,11,19,30
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,56,39,56,39,95
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,10,6,10,16
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,56,52,56,52,108
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,11,12,11,12,23
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,2,5,2,7
HUATAJATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,17,6,17,23
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,19,19,19,19,38
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,22,9,22,9,31
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,191,214,191,214,405
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,157,139,157,139,296
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,16,7,16,23
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,46,39,46,39,85
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,25,9,25,9,34
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,14,14,14,28
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,55,162,55,162,217
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,162,185,162,185,347
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,4299,4077,4299,4077,8376
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,10,18,10,28
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,47,57,47,57,104
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,3,1,3,4
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,8,13,8,21
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,381,348,381,348,729
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,5,5,5,10
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,14,16,14,30
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,10,6,10,16
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,124,82,124,82,206
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,5,2,5,7
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,34,46,34,46,80
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,3,4,3,4,7
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,34,36,34,70
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,50,32,50,32,82
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,37,26,37,63
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,95,117,95,117,212
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,10,13,10,23
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,7,2,7,9
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,103,114,103,114,217
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,471,432,471,432,903
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,21,22,21,22,43
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,71,72,71,72,143
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,9,7,9,7,16
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,6,13,6,19
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,11,12,11,23
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,15,1,15,16
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,748,828,748,828,1576
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,9,15,9,15,24
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,70,91,70,91,161
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,67,83,67,83,150
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,100,92,100,92,192
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,44,34,44,34,78
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,17,5,17,22
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,60,72,60,72,132
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,26,14,26,40
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,24,4,24,4,28
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,132,176,132,176,308
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,21,9,21,9,30
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,35,37,35,37,72
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,14,16,14,30
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,47,71,47,71,118
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,88,110,88,110,198
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,29,7,29,36
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,28,21,28,21,49
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,56,48,56,48,104
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,8,1,8,9
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,20,26,20,46
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,50,82,50,82,132
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,17,16,17,16,33
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,758,771,758,771,1529
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,75,51,75,51,126
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,56,26,56,82
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,43,66,43,66,109
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,5,5,5,10
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,32,19,32,19,51
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,83,123,83,123,206
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,2,5,2,7
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,49,49,49,49,98
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,21,17,21,17,38
PUERTO SILES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,11,6,11,6,17
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,28,26,28,26,54
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,261,177,261,177,438
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,25,21,25,21,46
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,98,122,98,122,220
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,20,6,20,26
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,762,697,762,697,1459
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,56,30,56,30,86
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,25,27,25,52
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,9,2,9,11
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,5,2,5,7
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,87,279,87,279,366
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,12,8,12,20
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,28,25,28,25,53
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,10,5,10,5,15
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,380,376,380,376,756
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,71,60,71,60,131
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,10,11,10,11,21
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,11,7,11,18
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,111,134,111,134,245
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,36,27,36,63
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,2,2,2,4
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,5,6,5,11
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,13,24,13,24,37
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,1,1,1,2
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,66,71,66,71,137
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,44,15,44,15,59
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,19,25,19,25,44
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,28,38,28,38,66
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,32,18,32,50
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,208,194,208,194,402
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,11,6,11,17
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,3,2,3,2,5
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,5,6,5,11
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,8,8,8,16
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,10,7,10,17
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,35,46,35,46,81
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,53,67,53,67,120
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,43,50,43,50,93
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,141,144,141,144,285
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,14,8,14,22
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,41,39,41,39,80
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,14,14,14,28
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,11,27,11,38
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,16,27,16,43
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,115,162,115,162,277
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,9,12,9,21
SAN RAMON BENI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,1,1,1,2
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,71,86,71,86,157
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,133,218,133,218,351
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2125,2352,2125,2352,4477
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,7,7,7,7,14
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,66,70,66,70,136
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,0,3,0,3,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,78,97,78,97,175
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,22,42,22,42,64
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,16,6,16,22
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,17,18,17,18,35
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,21,14,21,35
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,25,36,25,61
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,30,28,30,28,58
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,119,244,119,244,363
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,21,19,21,19,40
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,12,13,12,13,25
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,146,192,146,192,338
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,72,57,72,57,129
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,17,14,17,14,31
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,36,52,36,52,88
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1448,1599,1448,1599,3047
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,28,9,28,9,37
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,9,4,9,4,13
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,0,2,0,2
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,51,43,51,43,94
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,246,301,246,301,547
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,45,49,45,49,94
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,34,27,34,61
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,203,152,203,152,355
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,102,90,102,90,192
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,40,33,40,33,73
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,43,35,43,35,78
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,5,18,5,23
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,956,862,956,862,1818
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,3,45,3,45,48
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,0,2,0,2,2
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,21,33,21,33,54
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,80,57,80,57,137
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,6,5,6,5,11
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,53,29,53,29,82
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,109,152,109,152,261
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,21,16,21,37
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,24,24,24,24,48
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,8,11,8,11,19
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,19,15,19,15,34
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,122,108,122,108,230
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,99,157,99,157,256
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,5,12,5,12,17
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,14,8,14,8,22
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,62,52,62,52,114
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,26,48,26,48,74
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,23,9,23,9,32
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,24,11,24,11,35
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,19,12,19,12,31
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,93,71,93,71,164
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,244,214,244,214,458
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,50,33,50,33,83
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,16,21,16,21,37
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,27,24,27,24,51
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,2,3,2,3,5
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,18,17,18,17,35
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,284,247,284,247,531
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,199,231,199,231,430
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,250,169,250,169,419
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,136,148,136,148,284
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,94,93,94,93,187
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,24,21,24,21,45
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-03-01,1,0,1,0,1
