,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
COTAGAITA,atencion odontologica,primera consulta,2013-04-01,126,223,126,223,349
COTOCA,atencion odontologica,primera consulta,2013-04-01,154,232,154,232,386
CUATRO CAÑADAS,atencion odontologica,primera consulta,2013-04-01,113,138,113,138,251
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2013-04-01,3,5,3,5,8
CUEVO,atencion odontologica,primera consulta,2013-04-01,48,63,48,63,111
CULPINA,atencion odontologica,primera consulta,2013-04-01,155,249,155,249,404
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2013-04-01,28,26,28,26,54
CURVA,atencion odontologica,primera consulta,2013-04-01,10,14,10,14,24
DESAGUADERO,atencion odontologica,primera consulta,2013-04-01,160,120,160,120,280
EL ALTO,atencion odontologica,primera consulta,2013-04-01,3076,3742,3076,3742,6818
EL PUENTE(STC),atencion odontologica,primera consulta,2013-04-01,352,369,352,369,721
EL PUENTE(TJA),atencion odontologica,primera consulta,2013-04-01,118,136,118,136,254
EL TORNO,atencion odontologica,primera consulta,2013-04-01,291,292,291,292,583
EL VILLAR,atencion odontologica,primera consulta,2013-04-01,8,30,8,30,38
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2013-04-01,208,290,208,290,498
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2013-04-01,81,261,81,261,342
ESCOMA,atencion odontologica,primera consulta,2013-04-01,53,56,53,56,109
EUCALIPTUS,atencion odontologica,primera consulta,2013-04-01,100,108,100,108,208
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2013-04-01,25,45,25,45,70
FILADELFIA,atencion odontologica,primera consulta,2013-04-01,60,58,60,58,118
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2013-04-01,70,99,70,99,169
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2013-04-01,131,159,131,159,290
GUANAY,atencion odontologica,primera consulta,2013-04-01,64,86,64,86,150
GUAQUI,atencion odontologica,primera consulta,2013-04-01,23,14,23,14,37
GUAYARAMERIN,atencion odontologica,primera consulta,2013-04-01,384,702,384,702,1086
GUTIERREZ,atencion odontologica,primera consulta,2013-04-01,38,77,38,77,115
HUACARETA,atencion odontologica,primera consulta,2013-04-01,71,113,71,113,184
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2013-04-01,18,29,18,29,47
HUACHACALLA,atencion odontologica,primera consulta,2013-04-01,6,6,6,6,12
HUANUNI,atencion odontologica,primera consulta,2013-04-01,93,115,93,115,208
HUARACAJE,atencion odontologica,primera consulta,2013-04-01,8,6,8,6,14
HUATAJATA,atencion odontologica,primera consulta,2013-04-01,19,29,19,29,48
HUAYLLAMARCA,atencion odontologica,primera consulta,2013-04-01,33,39,33,39,72
HUMANATA,atencion odontologica,primera consulta,2013-04-01,2,3,2,3,5
ICHOCA,atencion odontologica,primera consulta,2013-04-01,26,20,26,20,46
ICLA,atencion odontologica,primera consulta,2013-04-01,75,105,75,105,180
INCAHUASI,atencion odontologica,primera consulta,2013-04-01,116,210,116,210,326
INQUISIVI,atencion odontologica,primera consulta,2013-04-01,72,112,72,112,184
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2013-04-01,30,58,30,58,88
IXIAMAS,atencion odontologica,primera consulta,2013-04-01,47,52,47,52,99
JESUS DE MACHACA,atencion odontologica,primera consulta,2013-04-01,41,67,41,67,108
LA ASUNTA,atencion odontologica,primera consulta,2013-04-01,87,127,87,127,214
LA GUARDIA,atencion odontologica,primera consulta,2013-04-01,224,358,224,358,582
LA PAZ,atencion odontologica,primera consulta,2013-04-01,4380,5130,4380,5130,9510
LAGUNILLAS,atencion odontologica,primera consulta,2013-04-01,30,57,30,57,87
LAJA,atencion odontologica,primera consulta,2013-04-01,88,112,88,112,200
LAS CARRERAS,atencion odontologica,primera consulta,2013-04-01,18,37,18,37,55
LICOMA PAMPA,atencion odontologica,primera consulta,2013-04-01,22,23,22,23,45
LLALLAGUA,atencion odontologica,primera consulta,2013-04-01,135,206,135,206,341
LLICA,atencion odontologica,primera consulta,2013-04-01,21,34,21,34,55
LORETO,atencion odontologica,primera consulta,2013-04-01,27,17,27,17,44
LURIBAY,atencion odontologica,primera consulta,2013-04-01,28,39,28,39,67
MACHACAMARCA,atencion odontologica,primera consulta,2013-04-01,11,17,11,17,28
MACHARETI,atencion odontologica,primera consulta,2013-04-01,34,41,34,41,75
MAGDALENA,atencion odontologica,primera consulta,2013-04-01,24,44,24,44,68
MAIRANA,atencion odontologica,primera consulta,2013-04-01,28,74,28,74,102
MALLA,atencion odontologica,primera consulta,2013-04-01,8,8,8,8,16
MAPIRI,atencion odontologica,primera consulta,2013-04-01,72,85,72,85,157
MECAPACA,atencion odontologica,primera consulta,2013-04-01,63,81,63,81,144
MINEROS,atencion odontologica,primera consulta,2013-04-01,139,163,139,163,302
MIZQUE,atencion odontologica,primera consulta,2013-04-01,81,126,81,126,207
MOCOMOCO,atencion odontologica,primera consulta,2013-04-01,78,95,78,95,173
MOJOCOYA,atencion odontologica,primera consulta,2013-04-01,67,96,67,96,163
MONTEAGUDO,atencion odontologica,primera consulta,2013-04-01,85,146,85,146,231
MONTERO,atencion odontologica,primera consulta,2013-04-01,1412,1873,1412,1873,3285
MORO MORO,atencion odontologica,primera consulta,2013-04-01,25,21,25,21,46
MOROCHATA,atencion odontologica,primera consulta,2013-04-01,54,58,54,58,112
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2013-04-01,15,9,15,9,24
OCURI,atencion odontologica,primera consulta,2013-04-01,41,79,41,79,120
OKINAWA,atencion odontologica,primera consulta,2013-04-01,10,34,10,34,44
OMEREQUE,atencion odontologica,primera consulta,2013-04-01,2,2,2,2,4
ORURO,atencion odontologica,primera consulta,2013-04-01,1015,1534,1015,1534,2549
PADCAYA,atencion odontologica,primera consulta,2013-04-01,168,188,168,188,356
PADILLA,atencion odontologica,primera consulta,2013-04-01,138,204,138,204,342
PAILON,atencion odontologica,primera consulta,2013-04-01,36,74,36,74,110
PALCA,atencion odontologica,primera consulta,2013-04-01,101,156,101,156,257
PALOS BLANCOS,atencion odontologica,primera consulta,2013-04-01,68,98,68,98,166
PAMPA AULLAGAS,atencion odontologica,primera consulta,2013-04-01,179,185,179,185,364
PAMPA GRANDE,atencion odontologica,primera consulta,2013-04-01,41,43,41,43,84
PAPEL PAMPA,atencion odontologica,primera consulta,2013-04-01,23,22,23,22,45
PASORAPA,atencion odontologica,primera consulta,2013-04-01,5,5,5,5,10
PATACAMAYA,atencion odontologica,primera consulta,2013-04-01,44,57,44,57,101
PAZÑA,atencion odontologica,primera consulta,2013-04-01,36,39,36,39,75
PELECHUCO,atencion odontologica,primera consulta,2013-04-01,25,41,25,41,66
POCOATA,atencion odontologica,primera consulta,2013-04-01,31,40,31,40,71
POCONA,atencion odontologica,primera consulta,2013-04-01,198,199,198,199,397
POJO (CBBA),atencion odontologica,primera consulta,2013-04-01,183,180,183,180,363
POOPO,atencion odontologica,primera consulta,2013-04-01,53,54,53,54,107
PORCO,atencion odontologica,primera consulta,2013-04-01,22,39,22,39,61
POROMA,atencion odontologica,primera consulta,2013-04-01,95,148,95,148,243
PORONGO,atencion odontologica,primera consulta,2013-04-01,56,46,56,46,102
PORTACHUELO,atencion odontologica,primera consulta,2013-04-01,56,88,56,88,144
PORVENIR,atencion odontologica,primera consulta,2013-04-01,87,95,87,95,182
POSTRER VALLE,atencion odontologica,primera consulta,2013-04-01,17,22,17,22,39
POTOSI,atencion odontologica,primera consulta,2013-04-01,547,909,547,909,1456
PRESTO,atencion odontologica,primera consulta,2013-04-01,45,82,45,82,127
PUCARA,atencion odontologica,primera consulta,2013-04-01,44,40,44,40,84
PUCARANI,atencion odontologica,primera consulta,2013-04-01,68,105,68,105,173
PUERTO ACOSTA,atencion odontologica,primera consulta,2013-04-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,primera consulta,2013-04-01,140,120,140,120,260
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2013-04-01,239,225,239,225,464
PUERTO PEREZ,atencion odontologica,primera consulta,2013-04-01,42,57,42,57,99
PUERTO QUIJARRO,atencion odontologica,primera consulta,2013-04-01,70,31,70,31,101
PUERTO RICO,atencion odontologica,primera consulta,2013-04-01,83,48,83,48,131
PUERTO SUAREZ,atencion odontologica,primera consulta,2013-04-01,17,40,17,40,57
PUERTO VILLARROEL,atencion odontologica,primera consulta,2013-04-01,123,159,123,159,282
PUNA,atencion odontologica,primera consulta,2013-04-01,79,107,79,107,186
PUNATA,atencion odontologica,primera consulta,2013-04-01,132,256,132,256,388
QUIABAYA,atencion odontologica,primera consulta,2013-04-01,37,56,37,56,93
QUILLACOLLO,atencion odontologica,primera consulta,2013-04-01,463,570,463,570,1033
QUIME,atencion odontologica,primera consulta,2013-04-01,45,53,45,53,98
QUIRUSILLAS,atencion odontologica,primera consulta,2013-04-01,1,9,1,9,10
RAVELO,atencion odontologica,primera consulta,2013-04-01,48,70,48,70,118
REYES,atencion odontologica,primera consulta,2013-04-01,192,238,192,238,430
RIBERALTA,atencion odontologica,primera consulta,2013-04-01,300,691,300,691,991
ROBORE,atencion odontologica,primera consulta,2013-04-01,102,141,102,141,243
RURRENABAQUE,atencion odontologica,primera consulta,2013-04-01,285,288,285,288,573
SABAYA,atencion odontologica,primera consulta,2013-04-01,40,50,40,50,90
SACABA,atencion odontologica,primera consulta,2013-04-01,305,525,305,525,830
SACABAMBA,atencion odontologica,primera consulta,2013-04-01,17,21,17,21,38
SACACA,atencion odontologica,primera consulta,2013-04-01,143,81,143,81,224
SAIPINA,atencion odontologica,primera consulta,2013-04-01,15,41,15,41,56
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2013-04-01,76,81,76,81,157
SAMAIPATA,atencion odontologica,primera consulta,2013-04-01,25,37,25,37,62
SAN AGUSTIN,atencion odontologica,primera consulta,2013-04-01,2,1,2,1,3
SAN ANDRES,atencion odontologica,primera consulta,2013-04-01,11,19,11,19,30
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2013-04-01,175,185,175,185,360
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2013-04-01,6,6,6,6,12
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2013-04-01,13,13,13,13,26
SAN BENITO,atencion odontologica,primera consulta,2013-04-01,31,47,31,47,78
SAN BORJA,atencion odontologica,primera consulta,2013-04-01,80,100,80,100,180
SAN BUENA VENTURA,atencion odontologica,primera consulta,2013-04-01,44,81,44,81,125
SAN CARLOS,atencion odontologica,primera consulta,2013-04-01,85,148,85,148,233
SAN IGNACIO,atencion odontologica,primera consulta,2013-04-01,1255,1224,1255,1224,2479
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2013-04-01,923,975,923,975,1898
SAN JAVIER(STC),atencion odontologica,primera consulta,2013-04-01,205,239,205,239,444
SAN JOAQUIN,atencion odontologica,primera consulta,2013-04-01,5,13,5,13,18
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2013-04-01,103,139,103,139,242
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2013-04-01,31,41,31,41,72
SAN JULIAN,atencion odontologica,primera consulta,2013-04-01,125,179,125,179,304
SAN LORENZO(PND),atencion odontologica,primera consulta,2013-04-01,76,65,76,65,141
SAN LORENZO(TJA),atencion odontologica,primera consulta,2013-04-01,353,326,353,326,679
SAN LUCAS,atencion odontologica,primera consulta,2013-04-01,159,269,159,269,428
SAN MATIAS,atencion odontologica,primera consulta,2013-04-01,76,59,76,59,135
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2013-04-01,123,150,123,150,273
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2013-04-01,0,2,0,2,2
SAN PEDRO,atencion odontologica,primera consulta,2013-04-01,147,197,147,197,344
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2013-04-01,98,108,98,108,206
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2013-04-01,76,68,76,68,144
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2013-04-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2013-04-01,16,23,16,23,39
SAN RAFAEL,atencion odontologica,primera consulta,2013-04-01,12,33,12,33,45
SAN RAMON BENI,atencion odontologica,primera consulta,2013-04-01,5,12,5,12,17
SAN RAMON SCZ,atencion odontologica,primera consulta,2013-04-01,153,98,153,98,251
SANTA ANA,atencion odontologica,primera consulta,2013-04-01,93,113,93,113,206
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2013-04-01,5037,6770,5037,6770,11807
SANTA ROSA,atencion odontologica,primera consulta,2013-04-01,2,35,2,35,37
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2013-04-01,375,374,375,374,749
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2013-04-01,22,20,22,20,42
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2013-04-01,82,117,82,117,199
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2013-04-01,55,54,55,54,109
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2013-04-01,16,20,16,20,36
SANTIVAÑES,atencion odontologica,primera consulta,2013-04-01,11,12,11,12,23
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2013-04-01,23,27,23,27,50
SAPAHAQUI,atencion odontologica,primera consulta,2013-04-01,67,81,67,81,148
SENA,atencion odontologica,primera consulta,2013-04-01,83,96,83,96,179
SHINAOTA,atencion odontologica,primera consulta,2013-04-01,5,14,5,14,19
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2013-04-01,54,67,54,67,121
SICAYA,atencion odontologica,primera consulta,2013-04-01,4,6,4,6,10
SIPE SIPE,atencion odontologica,primera consulta,2013-04-01,75,174,75,174,249
SOPACHUY,atencion odontologica,primera consulta,2013-04-01,52,79,52,79,131
SORACACHI,atencion odontologica,primera consulta,2013-04-01,29,29,29,29,58
SORATA,atencion odontologica,primera consulta,2013-04-01,47,71,47,71,118
SUCRE,atencion odontologica,primera consulta,2013-04-01,1889,2817,1889,2817,4706
TACACHI,atencion odontologica,primera consulta,2013-04-01,2,3,2,3,5
TACACOMA,atencion odontologica,primera consulta,2013-04-01,41,30,41,30,71
TACOBAMBA,atencion odontologica,primera consulta,2013-04-01,6,21,6,21,27
TACOPAYA,atencion odontologica,primera consulta,2013-04-01,59,105,59,105,164
TAHUA,atencion odontologica,primera consulta,2013-04-01,5,6,5,6,11
TAPACARI,atencion odontologica,primera consulta,2013-04-01,103,150,103,150,253
TARABUCO,atencion odontologica,primera consulta,2013-04-01,167,220,167,220,387
TARACO,atencion odontologica,primera consulta,2013-04-01,37,47,37,47,84
TARATA,atencion odontologica,primera consulta,2013-04-01,41,57,41,57,98
TARIJA,atencion odontologica,primera consulta,2013-04-01,1113,1768,1113,1768,2881
TARVITA,atencion odontologica,primera consulta,2013-04-01,64,114,64,114,178
TEOPONTE,atencion odontologica,primera consulta,2013-04-01,31,32,31,32,63
TIAWANACU,atencion odontologica,primera consulta,2013-04-01,129,171,129,171,300
TINGUIPAYA,atencion odontologica,primera consulta,2013-04-01,63,92,63,92,155
TIPUANI,atencion odontologica,primera consulta,2013-04-01,36,49,36,49,85
TIQUIPAYA,atencion odontologica,primera consulta,2013-04-01,282,386,282,386,668
TIRAQUE (CBBA),atencion odontologica,primera consulta,2013-04-01,58,67,58,67,125
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2013-04-01,9,10,9,10,19
TOCO,atencion odontologica,primera consulta,2013-04-01,13,14,13,14,27
TOLATA,atencion odontologica,primera consulta,2013-04-01,14,26,14,26,40
TOLEDO,atencion odontologica,primera consulta,2013-04-01,52,67,52,67,119
TOMAVE,atencion odontologica,primera consulta,2013-04-01,34,83,34,83,117
TOMINA,atencion odontologica,primera consulta,2013-04-01,141,214,141,214,355
TORO TORO,atencion odontologica,primera consulta,2013-04-01,76,102,76,102,178
TOTORA(CBBA),atencion odontologica,primera consulta,2013-04-01,76,111,76,111,187
TOTORA(ORR),atencion odontologica,primera consulta,2013-04-01,1,1,1,1,2
TRIGAL,atencion odontologica,primera consulta,2013-04-01,17,15,17,15,32
TRINIDAD,atencion odontologica,primera consulta,2013-04-01,482,840,482,840,1322
TUPIZA,atencion odontologica,primera consulta,2013-04-01,188,282,188,282,470
TURCO,atencion odontologica,primera consulta,2013-04-01,6,19,6,19,25
UMALA,atencion odontologica,primera consulta,2013-04-01,18,38,18,38,56
UNCIA,atencion odontologica,primera consulta,2013-04-01,84,162,84,162,246
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2013-04-01,209,273,209,273,482
URUBICHA,atencion odontologica,primera consulta,2013-04-01,9,17,9,17,26
UYUNI,atencion odontologica,primera consulta,2013-04-01,141,174,141,174,315
VACAS,atencion odontologica,primera consulta,2013-04-01,47,68,47,68,115
VALLEGRANDE,atencion odontologica,primera consulta,2013-04-01,179,280,179,280,459
VIACHA,atencion odontologica,primera consulta,2013-04-01,286,348,286,348,634
VILA VILA,atencion odontologica,primera consulta,2013-04-01,7,18,7,18,25
VILLA CHARCAS,atencion odontologica,primera consulta,2013-04-01,63,117,63,117,180
VILLA MONTES,atencion odontologica,primera consulta,2013-04-01,316,561,316,561,877
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2013-04-01,12,9,12,9,21
VILLA RIVERO,atencion odontologica,primera consulta,2013-04-01,31,41,31,41,72
VILLA SERRANO,atencion odontologica,primera consulta,2013-04-01,81,101,81,101,182
VILLA TUNARI,atencion odontologica,primera consulta,2013-04-01,324,438,324,438,762
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-04-01,51,71,51,71,122
VILLAZON,atencion odontologica,primera consulta,2013-04-01,168,280,168,280,448
VINTO,atencion odontologica,primera consulta,2013-04-01,47,74,47,74,121
VITICHI,atencion odontologica,primera consulta,2013-04-01,75,93,75,93,168
WALDO BALLIVIAN,atencion odontologica,primera consulta,2013-04-01,3,10,3,10,13
WARNES,atencion odontologica,primera consulta,2013-04-01,91,158,91,158,249
YACO,atencion odontologica,primera consulta,2013-04-01,9,36,9,36,45
YACUIBA,atencion odontologica,primera consulta,2013-04-01,251,448,251,448,699
YAMPARAEZ,atencion odontologica,primera consulta,2013-04-01,59,116,59,116,175
YANACACHI,atencion odontologica,primera consulta,2013-04-01,23,29,23,29,52
YAPACANI,atencion odontologica,primera consulta,2013-04-01,104,177,104,177,281
YOCALLA,atencion odontologica,primera consulta,2013-04-01,45,56,45,56,101
YOTALA,atencion odontologica,primera consulta,2013-04-01,108,125,108,125,233
YUNCHARA,atencion odontologica,primera consulta,2013-04-01,86,148,86,148,234
ZUDAÑEZ,atencion odontologica,primera consulta,2013-04-01,69,84,69,84,153
ACACIO,atencion odontologica,primera consulta,2013-05-01,13,18,13,18,31
ACHACACHI,atencion odontologica,primera consulta,2013-05-01,254,324,254,324,578
ACHOCALLA,atencion odontologica,primera consulta,2013-05-01,38,70,38,70,108
AIQUILE,atencion odontologica,primera consulta,2013-05-01,31,61,31,61,92
ALALAY,atencion odontologica,primera consulta,2013-05-01,30,25,30,25,55
ALCALA,atencion odontologica,primera consulta,2013-05-01,20,31,20,31,51
ALTO BENI,atencion odontologica,primera consulta,2013-05-01,8,9,8,9,17
ANCORAIMES,atencion odontologica,primera consulta,2013-05-01,15,15,15,15,30
ANDAMARCA,atencion odontologica,primera consulta,2013-05-01,74,72,74,72,146
ANTEQUERA,atencion odontologica,primera consulta,2013-05-01,169,124,169,124,293
ANZALDO,atencion odontologica,primera consulta,2013-05-01,321,299,321,299,620
APOLO,atencion odontologica,primera consulta,2013-05-01,26,43,26,43,69
ARAMPAMPA,atencion odontologica,primera consulta,2013-05-01,3,8,3,8,11
ARANI,atencion odontologica,primera consulta,2013-05-01,28,43,28,43,71
ARBIETO,atencion odontologica,primera consulta,2013-05-01,29,50,29,50,79
ARQUE,atencion odontologica,primera consulta,2013-05-01,255,229,255,229,484
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2013-05-01,31,103,31,103,134
ATOCHA,atencion odontologica,primera consulta,2013-05-01,194,238,194,238,432
AUCAPATA,atencion odontologica,primera consulta,2013-05-01,8,5,8,5,13
AYATA,atencion odontologica,primera consulta,2013-05-01,34,49,34,49,83
AYO AYO,atencion odontologica,primera consulta,2013-05-01,28,31,28,31,59
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2013-05-01,88,106,88,106,194
AZURDUY,atencion odontologica,primera consulta,2013-05-01,53,87,53,87,140
BATALLAS,atencion odontologica,primera consulta,2013-05-01,33,62,33,62,95
BAURES,atencion odontologica,primera consulta,2013-05-01,26,35,26,35,61
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2013-05-01,17,18,17,18,35
BELEN DE URMIRI,atencion odontologica,primera consulta,2013-05-01,11,13,11,13,24
BELLA FLOR,atencion odontologica,primera consulta,2013-05-01,78,84,78,84,162
BERMEJO,atencion odontologica,primera consulta,2013-05-01,448,569,448,569,1017
BETANZOS,atencion odontologica,primera consulta,2013-05-01,120,183,120,183,303
BOLIVAR,atencion odontologica,primera consulta,2013-05-01,43,73,43,73,116
BOLPEBRA,atencion odontologica,primera consulta,2013-05-01,5,8,5,8,13
BOYUIBE,atencion odontologica,primera consulta,2013-05-01,5,11,5,11,16
BUENA VISTA,atencion odontologica,primera consulta,2013-05-01,9,11,9,11,20
CABEZAS,atencion odontologica,primera consulta,2013-05-01,122,181,122,181,303
CAIROMA,atencion odontologica,primera consulta,2013-05-01,28,28,28,28,56
"CAIZA ""D""",atencion odontologica,primera consulta,2013-05-01,37,85,37,85,122
CAJUATA,atencion odontologica,primera consulta,2013-05-01,55,75,55,75,130
CALACOTO,atencion odontologica,primera consulta,2013-05-01,42,35,42,35,77
CALAMARCA,atencion odontologica,primera consulta,2013-05-01,81,91,81,91,172
CAMARGO,atencion odontologica,primera consulta,2013-05-01,41,75,41,75,116
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2013-05-01,41,73,41,73,114
CAMIRI,atencion odontologica,primera consulta,2013-05-01,595,692,595,692,1287
CAPINOTA,atencion odontologica,primera consulta,2013-05-01,109,125,109,125,234
CAQUIAVIRI,atencion odontologica,primera consulta,2013-05-01,47,65,47,65,112
CARACOLLO,atencion odontologica,primera consulta,2013-05-01,63,62,63,62,125
CARANAVI,atencion odontologica,primera consulta,2013-05-01,120,147,120,147,267
CARAPARI,atencion odontologica,primera consulta,2013-05-01,95,153,95,153,248
CARIPUYO,atencion odontologica,primera consulta,2013-05-01,37,50,37,50,87
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2013-05-01,158,207,158,207,365
CATACORA,atencion odontologica,primera consulta,2013-05-01,10,11,10,11,21
CHALLAPATA,atencion odontologica,primera consulta,2013-05-01,143,154,143,154,297
CHAQUI,atencion odontologica,primera consulta,2013-05-01,13,36,13,36,49
CHARAGUA,atencion odontologica,primera consulta,2013-05-01,115,135,115,135,250
CHARAÑA,atencion odontologica,primera consulta,2013-05-01,8,12,8,12,20
CHAYANTA,atencion odontologica,primera consulta,2013-05-01,28,32,28,32,60
CHIMORE,atencion odontologica,primera consulta,2013-05-01,82,90,82,90,172
CHIPAYA,atencion odontologica,primera consulta,2013-05-01,8,7,8,7,15
CHOQUE COTA,atencion odontologica,primera consulta,2013-05-01,4,13,4,13,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2013-05-01,40,42,40,42,82
CHUMA,atencion odontologica,primera consulta,2013-05-01,83,131,83,131,214
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2013-05-01,12,21,12,21,33
CKOCHAS,atencion odontologica,primera consulta,2013-05-01,27,50,27,50,77
CLIZA,atencion odontologica,primera consulta,2013-05-01,108,143,108,143,251
COBIJA,atencion odontologica,primera consulta,2013-05-01,198,265,198,265,463
COCAPATA,atencion odontologica,primera consulta,2013-05-01,89,89,89,89,178
COCHABAMBA,atencion odontologica,primera consulta,2013-05-01,2220,3035,2220,3035,5255
COIPASA,atencion odontologica,primera consulta,2013-05-01,5,10,5,10,15
COLCAPIRHUA,atencion odontologica,primera consulta,2013-05-01,47,80,47,80,127
"COLCHA ""K""",atencion odontologica,primera consulta,2013-05-01,45,67,45,67,112
COLLANA,atencion odontologica,primera consulta,2013-05-01,24,39,24,39,63
COLOMI,atencion odontologica,primera consulta,2013-05-01,26,69,26,69,95
COLPA BELGICA,atencion odontologica,primera consulta,2013-05-01,24,29,24,29,53
COLQUECHACA,atencion odontologica,primera consulta,2013-05-01,107,208,107,208,315
COLQUENCHA,atencion odontologica,primera consulta,2013-05-01,14,24,14,24,38
COLQUIRI,atencion odontologica,primera consulta,2013-05-01,78,72,78,72,150
COMANCHE,atencion odontologica,primera consulta,2013-05-01,36,59,36,59,95
COMARAPA,atencion odontologica,primera consulta,2013-05-01,73,115,73,115,188
COMBAYA,atencion odontologica,primera consulta,2013-05-01,16,14,16,14,30
CONCEPCION,atencion odontologica,primera consulta,2013-05-01,43,102,43,102,145
COPACABANA,atencion odontologica,primera consulta,2013-05-01,49,65,49,65,114
CORIPATA,atencion odontologica,primera consulta,2013-05-01,36,59,36,59,95
CORO CORO,atencion odontologica,primera consulta,2013-05-01,16,30,16,30,46
COROICO,atencion odontologica,primera consulta,2013-05-01,15,21,15,21,36
CORQUE,atencion odontologica,primera consulta,2013-05-01,14,18,14,18,32
COTAGAITA,atencion odontologica,primera consulta,2013-05-01,226,251,226,251,477
COTOCA,atencion odontologica,primera consulta,2013-05-01,77,217,77,217,294
CUATRO CAÑADAS,atencion odontologica,primera consulta,2013-05-01,69,111,69,111,180
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2013-05-01,4,9,4,9,13
CUEVO,atencion odontologica,primera consulta,2013-05-01,18,38,18,38,56
CULPINA,atencion odontologica,primera consulta,2013-05-01,138,189,138,189,327
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2013-05-01,15,30,15,30,45
CURVA,atencion odontologica,primera consulta,2013-05-01,20,30,20,30,50
DESAGUADERO,atencion odontologica,primera consulta,2013-05-01,165,130,165,130,295
EL ALTO,atencion odontologica,primera consulta,2013-05-01,3781,4153,3781,4153,7934
EL PUENTE(STC),atencion odontologica,primera consulta,2013-05-01,146,169,146,169,315
EL PUENTE(TJA),atencion odontologica,primera consulta,2013-05-01,94,201,94,201,295
EL TORNO,atencion odontologica,primera consulta,2013-05-01,104,204,104,204,308
EL VILLAR,atencion odontologica,primera consulta,2013-05-01,17,18,17,18,35
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2013-05-01,133,243,133,243,376
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2013-05-01,35,66,35,66,101
ESCOMA,atencion odontologica,primera consulta,2013-05-01,9,8,9,8,17
EUCALIPTUS,atencion odontologica,primera consulta,2013-05-01,139,135,139,135,274
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2013-05-01,44,34,44,34,78
FILADELFIA,atencion odontologica,primera consulta,2013-05-01,13,20,13,20,33
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2013-05-01,48,134,48,134,182
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2013-05-01,96,121,96,121,217
GUANAY,atencion odontologica,primera consulta,2013-05-01,72,75,72,75,147
GUAQUI,atencion odontologica,primera consulta,2013-05-01,50,62,50,62,112
GUAYARAMERIN,atencion odontologica,primera consulta,2013-05-01,204,366,204,366,570
