,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CHIMORE,atencion odontologica,restauraciones,2011-04-01,30,113,30,113,143
CHIPAYA,atencion odontologica,restauraciones,2011-04-01,4,4,4,4,8
CHOQUE COTA,atencion odontologica,restauraciones,2011-04-01,1,9,1,9,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2011-04-01,17,80,17,80,97
CHUMA,atencion odontologica,restauraciones,2011-04-01,26,45,26,45,71
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2011-04-01,1,18,1,18,19
CKOCHAS,atencion odontologica,restauraciones,2011-04-01,7,24,7,24,31
CLIZA,atencion odontologica,restauraciones,2011-04-01,68,111,68,111,179
COBIJA,atencion odontologica,restauraciones,2011-04-01,232,270,232,270,502
COCAPATA,atencion odontologica,restauraciones,2011-04-01,12,24,12,24,36
COCHABAMBA,atencion odontologica,restauraciones,2011-04-01,2416,3460,2416,3460,5876
COIPASA,atencion odontologica,restauraciones,2011-04-01,11,3,11,3,14
COLCAPIRHUA,atencion odontologica,restauraciones,2011-04-01,141,274,141,274,415
"COLCHA ""K""",atencion odontologica,restauraciones,2011-04-01,14,2,14,2,16
COLLANA,atencion odontologica,restauraciones,2011-04-01,3,1,3,1,4
COLOMI,atencion odontologica,restauraciones,2011-04-01,20,76,20,76,96
COLPA BELGICA,atencion odontologica,restauraciones,2011-04-01,8,58,8,58,66
COLQUECHACA,atencion odontologica,restauraciones,2011-04-01,24,33,24,33,57
COLQUENCHA,atencion odontologica,restauraciones,2011-04-01,26,63,26,63,89
COLQUIRI,atencion odontologica,restauraciones,2011-04-01,18,33,18,33,51
COMANCHE,atencion odontologica,restauraciones,2011-04-01,42,30,42,30,72
COMARAPA,atencion odontologica,restauraciones,2011-04-01,38,159,38,159,197
COMBAYA,atencion odontologica,restauraciones,2011-04-01,3,0,3,0,3
CONCEPCION,atencion odontologica,restauraciones,2011-04-01,16,38,16,38,54
COPACABANA,atencion odontologica,restauraciones,2011-04-01,51,25,51,25,76
CORIPATA,atencion odontologica,restauraciones,2011-04-01,27,40,27,40,67
CORO CORO,atencion odontologica,restauraciones,2011-04-01,6,25,6,25,31
COROICO,atencion odontologica,restauraciones,2011-04-01,88,276,88,276,364
CORQUE,atencion odontologica,restauraciones,2011-04-01,4,31,4,31,35
COTAGAITA,atencion odontologica,restauraciones,2011-04-01,95,120,95,120,215
COTOCA,atencion odontologica,restauraciones,2011-04-01,22,24,22,24,46
CUATRO CAÑADAS,atencion odontologica,restauraciones,2011-04-01,11,67,11,67,78
CUEVO,atencion odontologica,restauraciones,2011-04-01,1,6,1,6,7
CULPINA,atencion odontologica,restauraciones,2011-04-01,4,9,4,9,13
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2011-04-01,7,16,7,16,23
DESAGUADERO,atencion odontologica,restauraciones,2011-04-01,13,13,13,13,26
EL ALTO,atencion odontologica,restauraciones,2011-04-01,1944,3088,1944,3088,5032
EL CHORO,atencion odontologica,restauraciones,2011-04-01,10,8,10,8,18
EL PUENTE(STC),atencion odontologica,restauraciones,2011-04-01,2,5,2,5,7
EL PUENTE(TJA),atencion odontologica,restauraciones,2011-04-01,27,84,27,84,111
EL TORNO,atencion odontologica,restauraciones,2011-04-01,70,148,70,148,218
EL VILLAR,atencion odontologica,restauraciones,2011-04-01,19,33,19,33,52
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2011-04-01,26,63,26,63,89
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2011-04-01,56,54,56,54,110
ESCOMA,atencion odontologica,restauraciones,2011-04-01,43,13,43,13,56
EUCALIPTUS,atencion odontologica,restauraciones,2011-04-01,7,15,7,15,22
EXALTACION,atencion odontologica,restauraciones,2011-04-01,16,24,16,24,40
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2011-04-01,42,75,42,75,117
FILADELFIA,atencion odontologica,restauraciones,2011-04-01,8,4,8,4,12
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2011-04-01,4,26,4,26,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2011-04-01,15,23,15,23,38
GUANAY,atencion odontologica,restauraciones,2011-04-01,27,38,27,38,65
GUAQUI,atencion odontologica,restauraciones,2011-04-01,14,19,14,19,33
GUAYARAMERIN,atencion odontologica,restauraciones,2011-04-01,37,98,37,98,135
GUTIERREZ,atencion odontologica,restauraciones,2011-04-01,16,45,16,45,61
HUACARETA,atencion odontologica,restauraciones,2011-04-01,118,49,118,49,167
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2011-04-01,6,13,6,13,19
HUACHACALLA,atencion odontologica,restauraciones,2011-04-01,5,10,5,10,15
HUANUNI,atencion odontologica,restauraciones,2011-04-01,49,77,49,77,126
HUARACAJE,atencion odontologica,restauraciones,2011-04-01,15,18,15,18,33
HUARINA,atencion odontologica,restauraciones,2011-04-01,7,6,7,6,13
HUAYLLAMARCA,atencion odontologica,restauraciones,2011-04-01,26,45,26,45,71
ICHOCA,atencion odontologica,restauraciones,2011-04-01,1,2,1,2,3
ICLA,atencion odontologica,restauraciones,2011-04-01,61,83,61,83,144
INCAHUASI,atencion odontologica,restauraciones,2011-04-01,25,56,25,56,81
INQUISIVI,atencion odontologica,restauraciones,2011-04-01,3,8,3,8,11
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2011-04-01,19,68,19,68,87
IXIAMAS,atencion odontologica,restauraciones,2011-04-01,13,19,13,19,32
JESUS DE MACHACA,atencion odontologica,restauraciones,2011-04-01,7,20,7,20,27
LA ASUNTA,atencion odontologica,restauraciones,2011-04-01,17,32,17,32,49
LA GUARDIA,atencion odontologica,restauraciones,2011-04-01,38,66,38,66,104
LA PAZ,atencion odontologica,restauraciones,2011-04-01,3730,5319,3730,5319,9049
LAGUNILLAS,atencion odontologica,restauraciones,2011-04-01,4,24,4,24,28
LAJA,atencion odontologica,restauraciones,2011-04-01,3,20,3,20,23
LAS CARRERAS,atencion odontologica,restauraciones,2011-04-01,9,6,9,6,15
LICOMA PAMPA,atencion odontologica,restauraciones,2011-04-01,2,3,2,3,5
LLALLAGUA,atencion odontologica,restauraciones,2011-04-01,80,143,80,143,223
LLICA,atencion odontologica,restauraciones,2011-04-01,4,31,4,31,35
LURIBAY,atencion odontologica,restauraciones,2011-04-01,6,14,6,14,20
MACHACAMARCA,atencion odontologica,restauraciones,2011-04-01,16,12,16,12,28
MACHARETI,atencion odontologica,restauraciones,2011-04-01,83,84,83,84,167
MAGDALENA,atencion odontologica,restauraciones,2011-04-01,7,19,7,19,26
MAIRANA,atencion odontologica,restauraciones,2011-04-01,20,48,20,48,68
MALLA,atencion odontologica,restauraciones,2011-04-01,11,7,11,7,18
MAPIRI,atencion odontologica,restauraciones,2011-04-01,33,62,33,62,95
MECAPACA,atencion odontologica,restauraciones,2011-04-01,8,5,8,5,13
MINEROS,atencion odontologica,restauraciones,2011-04-01,40,43,40,43,83
MIZQUE,atencion odontologica,restauraciones,2011-04-01,22,99,22,99,121
MOCOMOCO,atencion odontologica,restauraciones,2011-04-01,22,20,22,20,42
MOJOCOYA,atencion odontologica,restauraciones,2011-04-01,2,21,2,21,23
MONTEAGUDO,atencion odontologica,restauraciones,2011-04-01,77,115,77,115,192
MONTERO,atencion odontologica,restauraciones,2011-04-01,171,311,171,311,482
MORO MORO,atencion odontologica,restauraciones,2011-04-01,4,14,4,14,18
MOROCHATA,atencion odontologica,restauraciones,2011-04-01,20,27,20,27,47
OCURI,atencion odontologica,restauraciones,2011-04-01,5,7,5,7,12
OKINAWA,atencion odontologica,restauraciones,2011-04-01,39,52,39,52,91
OMEREQUE,atencion odontologica,restauraciones,2011-04-01,5,10,5,10,15
ORURO,atencion odontologica,restauraciones,2011-04-01,836,1101,836,1101,1937
PADCAYA,atencion odontologica,restauraciones,2011-04-01,57,136,57,136,193
PADILLA,atencion odontologica,restauraciones,2011-04-01,42,43,42,43,85
PAILON,atencion odontologica,restauraciones,2011-04-01,85,218,85,218,303
PALCA,atencion odontologica,restauraciones,2011-04-01,13,16,13,16,29
PALOS BLANCOS,atencion odontologica,restauraciones,2011-04-01,55,54,55,54,109
PAMPA AULLAGAS,atencion odontologica,restauraciones,2011-04-01,17,16,17,16,33
PAMPA GRANDE,atencion odontologica,restauraciones,2011-04-01,16,13,16,13,29
PAPEL PAMPA,atencion odontologica,restauraciones,2011-04-01,16,23,16,23,39
PASORAPA,atencion odontologica,restauraciones,2011-04-01,9,17,9,17,26
PATACAMAYA,atencion odontologica,restauraciones,2011-04-01,37,67,37,67,104
PAZÑA,atencion odontologica,restauraciones,2011-04-01,12,49,12,49,61
PELECHUCO,atencion odontologica,restauraciones,2011-04-01,18,44,18,44,62
POCOATA,atencion odontologica,restauraciones,2011-04-01,30,50,30,50,80
POCONA,atencion odontologica,restauraciones,2011-04-01,123,190,123,190,313
POJO (CBBA),atencion odontologica,restauraciones,2011-04-01,19,40,19,40,59
POOPO,atencion odontologica,restauraciones,2011-04-01,29,44,29,44,73
PORCO,atencion odontologica,restauraciones,2011-04-01,20,24,20,24,44
PORTACHUELO,atencion odontologica,restauraciones,2011-04-01,29,89,29,89,118
PORVENIR,atencion odontologica,restauraciones,2011-04-01,33,42,33,42,75
POSTRER VALLE,atencion odontologica,restauraciones,2011-04-01,14,12,14,12,26
POTOSI,atencion odontologica,restauraciones,2011-04-01,342,688,342,688,1030
PRESTO,atencion odontologica,restauraciones,2011-04-01,3,6,3,6,9
PUCARANI,atencion odontologica,restauraciones,2011-04-01,4,26,4,26,30
PUERTO ACOSTA,atencion odontologica,restauraciones,2011-04-01,12,14,12,14,26
PUERTO CARABUCO,atencion odontologica,restauraciones,2011-04-01,25,28,25,28,53
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2011-04-01,31,33,31,33,64
PUERTO QUIJARRO,atencion odontologica,restauraciones,2011-04-01,46,55,46,55,101
PUERTO RICO,atencion odontologica,restauraciones,2011-04-01,12,31,12,31,43
PUERTO SILES,atencion odontologica,restauraciones,2011-04-01,23,11,23,11,34
PUERTO SUAREZ,atencion odontologica,restauraciones,2011-04-01,4,3,4,3,7
PUERTO VILLARROEL,atencion odontologica,restauraciones,2011-04-01,124,188,124,188,312
PUNA,atencion odontologica,restauraciones,2011-04-01,23,52,23,52,75
PUNATA,atencion odontologica,restauraciones,2011-04-01,75,127,75,127,202
QUIABAYA,atencion odontologica,restauraciones,2011-04-01,5,32,5,32,37
QUILLACOLLO,atencion odontologica,restauraciones,2011-04-01,344,388,344,388,732
QUIME,atencion odontologica,restauraciones,2011-04-01,64,75,64,75,139
QUIRUSILLAS,atencion odontologica,restauraciones,2011-04-01,10,3,10,3,13
RAVELO,atencion odontologica,restauraciones,2011-04-01,1,10,1,10,11
REYES,atencion odontologica,restauraciones,2011-04-01,0,13,0,13,13
RIBERALTA,atencion odontologica,restauraciones,2011-04-01,43,157,43,157,200
ROBORE,atencion odontologica,restauraciones,2011-04-01,14,22,14,22,36
RURRENABAQUE,atencion odontologica,restauraciones,2011-04-01,1,2,1,2,3
SABAYA,atencion odontologica,restauraciones,2011-04-01,3,10,3,10,13
SACABA,atencion odontologica,restauraciones,2011-04-01,653,1015,653,1015,1668
SACABAMBA,atencion odontologica,restauraciones,2011-04-01,9,8,9,8,17
SACACA,atencion odontologica,restauraciones,2011-04-01,16,39,16,39,55
SAIPINA,atencion odontologica,restauraciones,2011-04-01,5,37,5,37,42
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2011-04-01,73,157,73,157,230
SAMAIPATA,atencion odontologica,restauraciones,2011-04-01,11,18,11,18,29
SAN AGUSTIN,atencion odontologica,restauraciones,2011-04-01,7,7,7,7,14
SAN ANDRES,atencion odontologica,restauraciones,2011-04-01,4,4,4,4,8
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2011-04-01,16,31,16,31,47
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2011-04-01,5,16,5,16,21
SAN BENITO,atencion odontologica,restauraciones,2011-04-01,105,91,105,91,196
SAN BORJA,atencion odontologica,restauraciones,2011-04-01,55,135,55,135,190
SAN BUENA VENTURA,atencion odontologica,restauraciones,2011-04-01,2,14,2,14,16
SAN CARLOS,atencion odontologica,restauraciones,2011-04-01,52,100,52,100,152
SAN IGNACIO,atencion odontologica,restauraciones,2011-04-01,64,122,64,122,186
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2011-04-01,64,121,64,121,185
SAN JAVIER(BNI),atencion odontologica,restauraciones,2011-04-01,2,1,2,1,3
SAN JAVIER(STC),atencion odontologica,restauraciones,2011-04-01,11,20,11,20,31
SAN JOAQUIN,atencion odontologica,restauraciones,2011-04-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2011-04-01,20,63,20,63,83
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2011-04-01,18,46,18,46,64
SAN JULIAN,atencion odontologica,restauraciones,2011-04-01,19,29,19,29,48
SAN LORENZO(PND),atencion odontologica,restauraciones,2011-04-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,restauraciones,2011-04-01,29,86,29,86,115
SAN LUCAS,atencion odontologica,restauraciones,2011-04-01,37,117,37,117,154
SAN MATIAS,atencion odontologica,restauraciones,2011-04-01,8,21,8,21,29
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2011-04-01,21,37,21,37,58
SAN PEDRO,atencion odontologica,restauraciones,2011-04-01,78,92,78,92,170
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2011-04-01,11,52,11,52,63
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2011-04-01,12,7,12,7,19
SAN RAFAEL,atencion odontologica,restauraciones,2011-04-01,3,28,3,28,31
SAN RAMON BENI,atencion odontologica,restauraciones,2011-04-01,2,4,2,4,6
SAN RAMON SCZ,atencion odontologica,restauraciones,2011-04-01,35,39,35,39,74
SANTA ANA,atencion odontologica,restauraciones,2011-04-01,19,31,19,31,50
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2011-04-01,1983,3538,1983,3538,5521
SANTA ROSA,atencion odontologica,restauraciones,2011-04-01,7,10,7,10,17
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2011-04-01,15,42,15,42,57
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2011-04-01,91,125,91,125,216
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2011-04-01,3,18,3,18,21
SANTIVAÑES,atencion odontologica,restauraciones,2011-04-01,14,16,14,16,30
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2011-04-01,5,5,5,5,10
SAPAHAQUI,atencion odontologica,restauraciones,2011-04-01,6,11,6,11,17
SENA,atencion odontologica,restauraciones,2011-04-01,0,3,0,3,3
SHINAOTA,atencion odontologica,restauraciones,2011-04-01,268,142,268,142,410
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2011-04-01,12,28,12,28,40
SICAYA,atencion odontologica,restauraciones,2011-04-01,0,12,0,12,12
SIPE SIPE,atencion odontologica,restauraciones,2011-04-01,92,241,92,241,333
SOPACHUY,atencion odontologica,restauraciones,2011-04-01,9,45,9,45,54
SORACACHI,atencion odontologica,restauraciones,2011-04-01,10,9,10,9,19
SORATA,atencion odontologica,restauraciones,2011-04-01,34,53,34,53,87
SUCRE,atencion odontologica,restauraciones,2011-04-01,1710,2899,1710,2899,4609
TACACOMA,atencion odontologica,restauraciones,2011-04-01,29,36,29,36,65
TACOPAYA,atencion odontologica,restauraciones,2011-04-01,2,12,2,12,14
TAHUA,atencion odontologica,restauraciones,2011-04-01,2,1,2,1,3
TAPACARI,atencion odontologica,restauraciones,2011-04-01,26,92,26,92,118
TARABUCO,atencion odontologica,restauraciones,2011-04-01,70,47,70,47,117
TARACO,atencion odontologica,restauraciones,2011-04-01,23,17,23,17,40
TARATA,atencion odontologica,restauraciones,2011-04-01,46,60,46,60,106
TARIJA,atencion odontologica,restauraciones,2011-04-01,1439,1428,1439,1428,2867
TARVITA,atencion odontologica,restauraciones,2011-04-01,50,61,50,61,111
TEOPONTE,atencion odontologica,restauraciones,2011-04-01,4,2,4,2,6
TIAWANACU,atencion odontologica,restauraciones,2011-04-01,16,27,16,27,43
TINGUIPAYA,atencion odontologica,restauraciones,2011-04-01,10,23,10,23,33
TIPUANI,atencion odontologica,restauraciones,2011-04-01,4,1,4,1,5
TIQUIPAYA,atencion odontologica,restauraciones,2011-04-01,368,536,368,536,904
TIRAQUE (CBBA),atencion odontologica,restauraciones,2011-04-01,12,67,12,67,79
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2011-04-01,2,8,2,8,10
TOCO,atencion odontologica,restauraciones,2011-04-01,31,11,31,11,42
TOLATA,atencion odontologica,restauraciones,2011-04-01,16,49,16,49,65
TOLEDO,atencion odontologica,restauraciones,2011-04-01,42,38,42,38,80
TOMAVE,atencion odontologica,restauraciones,2011-04-01,22,40,22,40,62
TOMINA,atencion odontologica,restauraciones,2011-04-01,38,106,38,106,144
TORO TORO,atencion odontologica,restauraciones,2011-04-01,1,70,1,70,71
TOTORA(CBBA),atencion odontologica,restauraciones,2011-04-01,23,16,23,16,39
TOTORA(ORR),atencion odontologica,restauraciones,2011-04-01,2,8,2,8,10
TRIGAL,atencion odontologica,restauraciones,2011-04-01,5,1,5,1,6
TRINIDAD,atencion odontologica,restauraciones,2011-04-01,129,242,129,242,371
TUPIZA,atencion odontologica,restauraciones,2011-04-01,97,145,97,145,242
TURCO,atencion odontologica,restauraciones,2011-04-01,15,36,15,36,51
UMALA,atencion odontologica,restauraciones,2011-04-01,1,0,1,0,1
UNCIA,atencion odontologica,restauraciones,2011-04-01,45,33,45,33,78
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2011-04-01,98,173,98,173,271
URUBICHA,atencion odontologica,restauraciones,2011-04-01,10,8,10,8,18
UYUNI,atencion odontologica,restauraciones,2011-04-01,8,27,8,27,35
VACAS,atencion odontologica,restauraciones,2011-04-01,116,129,116,129,245
VALLEGRANDE,atencion odontologica,restauraciones,2011-04-01,37,111,37,111,148
VIACHA,atencion odontologica,restauraciones,2011-04-01,58,127,58,127,185
VILA VILA,atencion odontologica,restauraciones,2011-04-01,12,10,12,10,22
VILLA CHARCAS,atencion odontologica,restauraciones,2011-04-01,8,23,8,23,31
VILLA MONTES,atencion odontologica,restauraciones,2011-04-01,157,267,157,267,424
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2011-04-01,2,2,2,2,4
VILLA RIVERO,atencion odontologica,restauraciones,2011-04-01,8,18,8,18,26
VILLA SERRANO,atencion odontologica,restauraciones,2011-04-01,106,168,106,168,274
VILLA TUNARI,atencion odontologica,restauraciones,2011-04-01,225,412,225,412,637
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2011-04-01,65,122,65,122,187
VILLAZON,atencion odontologica,restauraciones,2011-04-01,30,110,30,110,140
VINTO,atencion odontologica,restauraciones,2011-04-01,92,134,92,134,226
VITICHI,atencion odontologica,restauraciones,2011-04-01,34,46,34,46,80
WALDO BALLIVIAN,atencion odontologica,restauraciones,2011-04-01,8,19,8,19,27
WARNES,atencion odontologica,restauraciones,2011-04-01,87,173,87,173,260
YACO,atencion odontologica,restauraciones,2011-04-01,0,5,0,5,5
YACUIBA,atencion odontologica,restauraciones,2011-04-01,110,247,110,247,357
YAMPARAEZ,atencion odontologica,restauraciones,2011-04-01,19,31,19,31,50
YANACACHI,atencion odontologica,restauraciones,2011-04-01,7,14,7,14,21
YAPACANI,atencion odontologica,restauraciones,2011-04-01,41,166,41,166,207
YOCALLA,atencion odontologica,restauraciones,2011-04-01,16,33,16,33,49
YOTALA,atencion odontologica,restauraciones,2011-04-01,20,47,20,47,67
YUNCHARA,atencion odontologica,restauraciones,2011-04-01,10,33,10,33,43
ZUDAÑEZ,atencion odontologica,restauraciones,2011-04-01,5,16,5,16,21
ACACIO,atencion odontologica,restauraciones,2011-05-01,10,20,10,20,30
ACHACACHI,atencion odontologica,restauraciones,2011-05-01,60,118,60,118,178
ACHOCALLA,atencion odontologica,restauraciones,2011-05-01,16,44,16,44,60
AIQUILE,atencion odontologica,restauraciones,2011-05-01,42,107,42,107,149
ALCALA,atencion odontologica,restauraciones,2011-05-01,32,50,32,50,82
ALTO BENI,atencion odontologica,restauraciones,2011-05-01,13,21,13,21,34
ANCORAIMES,atencion odontologica,restauraciones,2011-05-01,7,8,7,8,15
ANDAMARCA,atencion odontologica,restauraciones,2011-05-01,15,14,15,14,29
ANTEQUERA,atencion odontologica,restauraciones,2011-05-01,24,25,24,25,49
ANZALDO,atencion odontologica,restauraciones,2011-05-01,8,31,8,31,39
APOLO,atencion odontologica,restauraciones,2011-05-01,36,117,36,117,153
ARAMPAMPA,atencion odontologica,restauraciones,2011-05-01,1,8,1,8,9
ARANI,atencion odontologica,restauraciones,2011-05-01,17,13,17,13,30
ARBIETO,atencion odontologica,restauraciones,2011-05-01,33,58,33,58,91
ARQUE,atencion odontologica,restauraciones,2011-05-01,36,73,36,73,109
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2011-05-01,15,38,15,38,53
ATOCHA,atencion odontologica,restauraciones,2011-05-01,91,164,91,164,255
AYATA,atencion odontologica,restauraciones,2011-05-01,28,13,28,13,41
AYO AYO,atencion odontologica,restauraciones,2011-05-01,15,24,15,24,39
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2011-05-01,41,77,41,77,118
AZURDUY,atencion odontologica,restauraciones,2011-05-01,1,33,1,33,34
BATALLAS,atencion odontologica,restauraciones,2011-05-01,58,72,58,72,130
BAURES,atencion odontologica,restauraciones,2011-05-01,15,64,15,64,79
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2011-05-01,2,3,2,3,5
BELEN DE URMIRI,atencion odontologica,restauraciones,2011-05-01,0,6,0,6,6
BERMEJO,atencion odontologica,restauraciones,2011-05-01,239,379,239,379,618
BETANZOS,atencion odontologica,restauraciones,2011-05-01,39,79,39,79,118
BOLIVAR,atencion odontologica,restauraciones,2011-05-01,14,29,14,29,43
BOLPEBRA,atencion odontologica,restauraciones,2011-05-01,0,3,0,3,3
BOYUIBE,atencion odontologica,restauraciones,2011-05-01,6,13,6,13,19
BUENA VISTA,atencion odontologica,restauraciones,2011-05-01,1,4,1,4,5
CABEZAS,atencion odontologica,restauraciones,2011-05-01,13,36,13,36,49
CAIROMA,atencion odontologica,restauraciones,2011-05-01,12,16,12,16,28
"CAIZA ""D""",atencion odontologica,restauraciones,2011-05-01,6,23,6,23,29
CAJUATA,atencion odontologica,restauraciones,2011-05-01,5,14,5,14,19
CALACOTO,atencion odontologica,restauraciones,2011-05-01,28,43,28,43,71
CALAMARCA,atencion odontologica,restauraciones,2011-05-01,22,34,22,34,56
CAMARGO,atencion odontologica,restauraciones,2011-05-01,69,117,69,117,186
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2011-05-01,6,21,6,21,27
CAMIRI,atencion odontologica,restauraciones,2011-05-01,127,196,127,196,323
CAPINOTA,atencion odontologica,restauraciones,2011-05-01,61,73,61,73,134
CAQUIAVIRI,atencion odontologica,restauraciones,2011-05-01,9,21,9,21,30
CARACOLLO,atencion odontologica,restauraciones,2011-05-01,26,41,26,41,67
CARANAVI,atencion odontologica,restauraciones,2011-05-01,51,141,51,141,192
CARAPARI,atencion odontologica,restauraciones,2011-05-01,72,163,72,163,235
CARIPUYO,atencion odontologica,restauraciones,2011-05-01,20,28,20,28,48
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2011-05-01,4,9,4,9,13
CATACORA,atencion odontologica,restauraciones,2011-05-01,17,22,17,22,39
CHALLAPATA,atencion odontologica,restauraciones,2011-05-01,67,101,67,101,168
CHAQUI,atencion odontologica,restauraciones,2011-05-01,3,8,3,8,11
CHARAGUA,atencion odontologica,restauraciones,2011-05-01,25,65,25,65,90
CHARAÑA,atencion odontologica,restauraciones,2011-05-01,4,7,4,7,11
CHAYANTA,atencion odontologica,restauraciones,2011-05-01,12,29,12,29,41
CHIMORE,atencion odontologica,restauraciones,2011-05-01,38,114,38,114,152
CHIPAYA,atencion odontologica,restauraciones,2011-05-01,1,12,1,12,13
CHOQUE COTA,atencion odontologica,restauraciones,2011-05-01,7,12,7,12,19
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2011-05-01,27,40,27,40,67
CHUMA,atencion odontologica,restauraciones,2011-05-01,23,24,23,24,47
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2011-05-01,21,19,21,19,40
CKOCHAS,atencion odontologica,restauraciones,2011-05-01,6,13,6,13,19
CLIZA,atencion odontologica,restauraciones,2011-05-01,44,124,44,124,168
COBIJA,atencion odontologica,restauraciones,2011-05-01,67,143,67,143,210
COCAPATA,atencion odontologica,restauraciones,2011-05-01,27,26,27,26,53
COCHABAMBA,atencion odontologica,restauraciones,2011-05-01,3098,3917,3098,3917,7015
COIPASA,atencion odontologica,restauraciones,2011-05-01,9,10,9,10,19
COLCAPIRHUA,atencion odontologica,restauraciones,2011-05-01,181,302,181,302,483
"COLCHA ""K""",atencion odontologica,restauraciones,2011-05-01,17,12,17,12,29
COLLANA,atencion odontologica,restauraciones,2011-05-01,11,4,11,4,15
COLOMI,atencion odontologica,restauraciones,2011-05-01,28,38,28,38,66
COLPA BELGICA,atencion odontologica,restauraciones,2011-05-01,13,52,13,52,65
COLQUECHACA,atencion odontologica,restauraciones,2011-05-01,28,38,28,38,66
COLQUENCHA,atencion odontologica,restauraciones,2011-05-01,9,37,9,37,46
COLQUIRI,atencion odontologica,restauraciones,2011-05-01,20,33,20,33,53
COMANCHE,atencion odontologica,restauraciones,2011-05-01,14,11,14,11,25
COMARAPA,atencion odontologica,restauraciones,2011-05-01,50,166,50,166,216
COMBAYA,atencion odontologica,restauraciones,2011-05-01,1,2,1,2,3
CONCEPCION,atencion odontologica,restauraciones,2011-05-01,13,35,13,35,48
COPACABANA,atencion odontologica,restauraciones,2011-05-01,37,40,37,40,77
CORIPATA,atencion odontologica,restauraciones,2011-05-01,15,24,15,24,39
CORO CORO,atencion odontologica,restauraciones,2011-05-01,9,11,9,11,20
COROICO,atencion odontologica,restauraciones,2011-05-01,135,180,135,180,315
CORQUE,atencion odontologica,restauraciones,2011-05-01,4,9,4,9,13
COTAGAITA,atencion odontologica,restauraciones,2011-05-01,69,96,69,96,165
COTOCA,atencion odontologica,restauraciones,2011-05-01,8,60,8,60,68
CUATRO CAÑADAS,atencion odontologica,restauraciones,2011-05-01,24,91,24,91,115
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2011-05-01,1,0,1,0,1
CUEVO,atencion odontologica,restauraciones,2011-05-01,5,9,5,9,14
CULPINA,atencion odontologica,restauraciones,2011-05-01,3,9,3,9,12
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2011-05-01,17,23,17,23,40
DESAGUADERO,atencion odontologica,restauraciones,2011-05-01,9,8,9,8,17
EL ALTO,atencion odontologica,restauraciones,2011-05-01,2632,4120,2632,4120,6752
EL CHORO,atencion odontologica,restauraciones,2011-05-01,18,27,18,27,45
EL PUENTE(STC),atencion odontologica,restauraciones,2011-05-01,12,11,12,11,23
EL PUENTE(TJA),atencion odontologica,restauraciones,2011-05-01,23,111,23,111,134
EL TORNO,atencion odontologica,restauraciones,2011-05-01,78,219,78,219,297
EL VILLAR,atencion odontologica,restauraciones,2011-05-01,11,14,11,14,25
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2011-05-01,84,136,84,136,220
