,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,9,12,9,12,21
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,1,2,1,3
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,19,15,19,15,34
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,141,149,141,149,290
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,28,26,28,26,54
INGAVI (HUMAITA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,7,4,7,11
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,6,2,6,2,8
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,20,22,20,22,42
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,23,24,23,24,47
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,17,15,17,32
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,19,35,19,35,54
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,39,27,39,27,66
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,3021,3107,3021,3107,6128
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,10,9,10,9,19
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,11,17,11,17,28
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,4,2,4,6
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,137,136,137,136,273
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,24,22,24,22,46
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,0,1,0,1,1
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,15,4,15,19
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,9,9,9,9,18
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,76,95,76,95,171
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,11,7,11,7,18
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,10,32,10,32,42
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,35,19,35,19,54
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,0,6,0,6,6
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,91,62,91,62,153
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,8,5,8,5,13
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,14,14,14,28
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,15,14,15,29
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,78,72,78,72,150
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,333,268,333,268,601
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,17,29,17,29,46
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,36,46,36,46,82
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,3,2,3,2,5
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,8,4,8,4,12
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,23,14,23,14,37
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,11,7,11,7,18
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,705,908,705,908,1613
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,7,7,7,14
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,56,60,56,60,116
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,95,100,95,100,195
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,27,19,27,19,46
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,43,50,43,50,93
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,19,7,19,26
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,12,21,12,21,33
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,22,7,22,29
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,105,88,105,88,193
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,5,7,5,7,12
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,18,23,18,23,41
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,79,78,79,78,157
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,26,45,26,45,71
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,47,31,47,31,78
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,22,45,22,45,67
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,28,34,28,34,62
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,1,1,1,2
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,16,15,16,31
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,16,18,16,18,34
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,62,33,62,33,95
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,11,18,11,18,29
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,483,483,483,483,966
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,8,1,8,9
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,9,7,9,16
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,58,34,58,34,92
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,1,7,1,8
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,2,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,18,15,18,33
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,8,3,8,3,11
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,18,24,18,24,42
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,31,43,31,43,74
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,14,14,14,28
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,81,98,81,98,179
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,17,11,17,11,28
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,82,64,82,64,146
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,13,5,13,5,18
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,529,391,529,391,920
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,20,43,20,43,63
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,10,3,10,3,13
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,12,1,12,13
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,82,104,82,104,186
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,9,7,9,7,16
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,20,24,20,24,44
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,4,4,4,8
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,308,304,308,304,612
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,13,28,13,28,41
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,40,35,40,35,75
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,6,2,6,8
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,78,70,78,70,148
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,34,37,34,37,71
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,5,8,5,8,13
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,5,4,5,9
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,17,14,17,31
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,9,4,9,13
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,51,58,51,58,109
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,112,133,112,133,245
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,2,7,2,9
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,35,88,35,88,123
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,32,34,32,34,66
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,101,89,101,89,190
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,2,7,2,9
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,5,12,5,12,17
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,12,8,12,8,20
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,47,21,47,21,68
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,64,58,64,58,122
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,54,0,54,0,54
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,30,28,30,28,58
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,61,56,61,56,117
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,16,31,16,31,47
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,111,105,111,105,216
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,6,7,6,7,13
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,24,28,24,28,52
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,36,22,36,22,58
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,18,24,18,24,42
SAN RAMON BENI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,0,2,0,2
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,84,81,84,81,165
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,117,119,117,119,236
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2491,2729,2491,2729,5220
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,10,3,10,3,13
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,52,50,52,50,102
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,2,2,2,4
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,56,43,56,43,99
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,5,0,5,0,5
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,18,4,18,22
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,6,1,6,1,7
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,29,29,29,29,58
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,37,21,37,21,58
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,17,21,17,21,38
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,19,13,19,13,32
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,41,25,41,25,66
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,12,4,12,16
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,100,151,100,151,251
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,73,56,73,56,129
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,21,12,21,12,33
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,36,71,36,71,107
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,798,894,798,894,1692
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,11,1,11,1,12
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,6,7,6,13
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,0,7,0,7
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,34,26,34,26,60
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,190,207,190,207,397
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,21,19,21,19,40
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,29,15,29,44
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,133,106,133,106,239
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,75,103,75,103,178
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,0,1,0,1,1
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,20,14,20,34
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,1,7,1,7,8
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,10,20,10,20,30
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,665,747,665,747,1412
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,76,79,76,79,155
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,11,4,11,15
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,5,1,5,1,6
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,28,15,28,15,43
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,21,23,21,23,44
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,23,4,23,27
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,97,132,97,132,229
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,13,15,13,28
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,27,19,27,19,46
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,3,2,3,2,5
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,4,6,4,6,10
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,60,62,60,62,122
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,75,57,75,57,132
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,4,2,4,6
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,23,27,23,27,50
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,21,22,21,22,43
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,12,18,12,18,30
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,9,12,9,12,21
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,21,19,21,19,40
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,30,51,30,51,81
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,96,140,96,140,236
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,19,9,19,9,28
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,30,15,30,45
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,27,31,27,31,58
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,3,12,3,12,15
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,15,11,15,11,26
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,174,168,174,168,342
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,185,207,185,207,392
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,68,71,68,71,139
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,60,110,60,110,170
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,69,112,69,112,181
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,17,18,17,18,35
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,0,1,0,1,1
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,65,75,65,75,140
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,8,11,8,11,19
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,14,13,14,13,27
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,68,58,68,58,126
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,2,10,2,10,12
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,65,70,65,70,135
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,99,59,99,59,158
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,116,83,116,83,199
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,7,4,7,4,11
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-03-01,32,29,32,29,61
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,142,146,142,146,288
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,60,49,60,49,109
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,23,23,23,23,46
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,91,100,91,100,191
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,22,27,22,27,49
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,13,17,13,17,30
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,17,16,17,16,33
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,11,13,11,13,24
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,32,32,32,32,64
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,45,72,45,72,117
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,3,3,3,6
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,4,2,4,2,6
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,82,129,82,129,211
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,44,37,44,37,81
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,3,3,3,6
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,27,39,27,39,66
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,9,5,9,5,14
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,9,2,9,2,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,49,62,49,62,111
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,116,181,116,181,297
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,40,49,40,49,89
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,1,2,1,2,3
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,7,1,7,1,8
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,33,11,33,11,44
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,18,4,18,4,22
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,16,33,16,33,49
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,21,20,21,20,41
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,8,6,8,6,14
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,1,1,1,1,2
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,72,59,72,59,131
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,56,39,56,39,95
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,6,2,6,2,8
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,26,5,26,5,31
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,6,13,6,13,19
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,54,37,54,37,91
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,92,73,92,73,165
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,20,34,20,34,54
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,159,194,159,194,353
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,28,23,28,23,51
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,13,24,13,24,37
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,21,41,21,41,62
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,71,77,71,77,148
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,10,10,10,10,20
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,83,60,83,60,143
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,9,5,9,5,14
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,0,3,0,3
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,55,64,55,64,119
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,1,3,1,4
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,64,41,64,41,105
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,5,19,5,19,24
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,11,61,11,61,72
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,5,14,5,14,19
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,18,29,18,29,47
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,20,38,20,38,58
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,9,5,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,49,49,49,49,98
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,22,23,22,23,45
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,67,79,67,79,146
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,189,188,189,188,377
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,17,44,17,44,61
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,1963,1866,1963,1866,3829
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,183,275,183,275,458
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,29,22,29,22,51
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,2,3,2,3,5
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,45,36,45,36,81
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,35,33,35,33,68
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,78,48,78,48,126
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,0,4,0,4,4
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,19,27,19,27,46
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,10,7,10,7,17
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,33,29,33,29,62
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,1,2,1,2,3
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,16,26,16,26,42
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,109,72,109,72,181
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,57,72,57,72,129
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,5,7,5,7,12
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,49,72,49,72,121
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,3,12,3,12,15
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,16,19,16,19,35
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-04-01,16,17,16,17,33
