,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-03-01,37,65,37,65,102
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2011-03-01,17,24,17,24,41
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-03-01,55,65,55,65,120
SAN RAFAEL,atencion odontologica,primera consulta,2011-03-01,33,97,33,97,130
SAN RAMON BENI,atencion odontologica,primera consulta,2011-03-01,13,9,13,9,22
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-03-01,96,104,96,104,200
SANTA ANA,atencion odontologica,primera consulta,2011-03-01,83,80,83,80,163
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-03-01,3426,4969,3426,4969,8395
SANTA ROSA,atencion odontologica,primera consulta,2011-03-01,195,238,195,238,433
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-03-01,70,133,70,133,203
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-03-01,9,7,9,7,16
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-03-01,219,227,219,227,446
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-03-01,2,2,2,2,4
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2011-03-01,35,46,35,46,81
SANTIVAÑES,atencion odontologica,primera consulta,2011-03-01,2,4,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-03-01,43,48,43,48,91
SAPAHAQUI,atencion odontologica,primera consulta,2011-03-01,18,15,18,15,33
SENA,atencion odontologica,primera consulta,2011-03-01,109,109,109,109,218
SHINAOTA,atencion odontologica,primera consulta,2011-03-01,22,39,22,39,61
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-03-01,36,37,36,37,73
SICAYA,atencion odontologica,primera consulta,2011-03-01,1,6,1,6,7
SIPE SIPE,atencion odontologica,primera consulta,2011-03-01,580,659,580,659,1239
SOPACHUY,atencion odontologica,primera consulta,2011-03-01,119,78,119,78,197
SORACACHI,atencion odontologica,primera consulta,2011-03-01,49,48,49,48,97
SORATA,atencion odontologica,primera consulta,2011-03-01,50,58,50,58,108
SUCRE,atencion odontologica,primera consulta,2011-03-01,1341,1921,1341,1921,3262
TACACOMA,atencion odontologica,primera consulta,2011-03-01,33,39,33,39,72
TAHUA,atencion odontologica,primera consulta,2011-03-01,11,6,11,6,17
TAPACARI,atencion odontologica,primera consulta,2011-03-01,220,231,220,231,451
TARABUCO,atencion odontologica,primera consulta,2011-03-01,203,345,203,345,548
TARACO,atencion odontologica,primera consulta,2011-03-01,38,42,38,42,80
TARATA,atencion odontologica,primera consulta,2011-03-01,0,1,0,1,1
TARIJA,atencion odontologica,primera consulta,2011-03-01,493,910,493,910,1403
TARVITA,atencion odontologica,primera consulta,2011-03-01,291,502,291,502,793
TEOPONTE,atencion odontologica,primera consulta,2011-03-01,5,6,5,6,11
TIAWANACU,atencion odontologica,primera consulta,2011-03-01,136,209,136,209,345
TINGUIPAYA,atencion odontologica,primera consulta,2011-03-01,24,40,24,40,64
TIPUANI,atencion odontologica,primera consulta,2011-03-01,36,34,36,34,70
TIQUIPAYA,atencion odontologica,primera consulta,2011-03-01,789,1055,789,1055,1844
TIRAQUE (CBBA),atencion odontologica,primera consulta,2011-03-01,44,56,44,56,100
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2011-03-01,25,27,25,27,52
TOCO,atencion odontologica,primera consulta,2011-03-01,10,29,10,29,39
TOLATA,atencion odontologica,primera consulta,2011-03-01,143,240,143,240,383
TOLEDO,atencion odontologica,primera consulta,2011-03-01,81,80,81,80,161
TOMAVE,atencion odontologica,primera consulta,2011-03-01,32,34,32,34,66
TOMINA,atencion odontologica,primera consulta,2011-03-01,70,112,70,112,182
TORO TORO,atencion odontologica,primera consulta,2011-03-01,27,20,27,20,47
TOTORA(CBBA),atencion odontologica,primera consulta,2011-03-01,110,100,110,100,210
TOTORA(ORR),atencion odontologica,primera consulta,2011-03-01,6,5,6,5,11
TRIGAL,atencion odontologica,primera consulta,2011-03-01,26,26,26,26,52
TRINIDAD,atencion odontologica,primera consulta,2011-03-01,307,481,307,481,788
TUPIZA,atencion odontologica,primera consulta,2011-03-01,158,160,158,160,318
TURCO,atencion odontologica,primera consulta,2011-03-01,8,9,8,9,17
UNCIA,atencion odontologica,primera consulta,2011-03-01,28,60,28,60,88
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2011-03-01,219,232,219,232,451
URUBICHA,atencion odontologica,primera consulta,2011-03-01,15,21,15,21,36
UYUNI,atencion odontologica,primera consulta,2011-03-01,84,102,84,102,186
VACAS,atencion odontologica,primera consulta,2011-03-01,8,24,8,24,32
VALLEGRANDE,atencion odontologica,primera consulta,2011-03-01,53,78,53,78,131
VIACHA,atencion odontologica,primera consulta,2011-03-01,47,72,47,72,119
VILA VILA,atencion odontologica,primera consulta,2011-03-01,106,84,106,84,190
VILLA CHARCAS,atencion odontologica,primera consulta,2011-03-01,30,77,30,77,107
VILLA MONTES,atencion odontologica,primera consulta,2011-03-01,266,427,266,427,693
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2011-03-01,32,66,32,66,98
VILLA RIVERO,atencion odontologica,primera consulta,2011-03-01,53,51,53,51,104
VILLA SERRANO,atencion odontologica,primera consulta,2011-03-01,128,338,128,338,466
VILLA TUNARI,atencion odontologica,primera consulta,2011-03-01,198,327,198,327,525
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2011-03-01,114,147,114,147,261
VILLAZON,atencion odontologica,primera consulta,2011-03-01,142,194,142,194,336
VINTO,atencion odontologica,primera consulta,2011-03-01,57,78,57,78,135
VITICHI,atencion odontologica,primera consulta,2011-03-01,73,113,73,113,186
WALDO BALLIVIAN,atencion odontologica,primera consulta,2011-03-01,10,12,10,12,22
WARNES,atencion odontologica,primera consulta,2011-03-01,76,122,76,122,198
YACO,atencion odontologica,primera consulta,2011-03-01,15,29,15,29,44
YACUIBA,atencion odontologica,primera consulta,2011-03-01,213,394,213,394,607
YAMPARAEZ,atencion odontologica,primera consulta,2011-03-01,97,179,97,179,276
YANACACHI,atencion odontologica,primera consulta,2011-03-01,18,30,18,30,48
YAPACANI,atencion odontologica,primera consulta,2011-03-01,71,142,71,142,213
YOCALLA,atencion odontologica,primera consulta,2011-03-01,32,40,32,40,72
YOTALA,atencion odontologica,primera consulta,2011-03-01,166,165,166,165,331
YUNCHARA,atencion odontologica,primera consulta,2011-03-01,19,34,19,34,53
ZUDAÑEZ,atencion odontologica,primera consulta,2011-03-01,78,125,78,125,203
ACHACACHI,atencion odontologica,primera consulta,2011-04-01,190,255,190,255,445
ACHOCALLA,atencion odontologica,primera consulta,2011-04-01,8,15,8,15,23
AIQUILE,atencion odontologica,primera consulta,2011-04-01,62,67,62,67,129
ALCALA,atencion odontologica,primera consulta,2011-04-01,40,75,40,75,115
ALTO BENI,atencion odontologica,primera consulta,2011-04-01,23,43,23,43,66
ANCORAIMES,atencion odontologica,primera consulta,2011-04-01,15,17,15,17,32
ANDAMARCA,atencion odontologica,primera consulta,2011-04-01,20,20,20,20,40
ANTEQUERA,atencion odontologica,primera consulta,2011-04-01,24,18,24,18,42
ANZALDO,atencion odontologica,primera consulta,2011-04-01,39,47,39,47,86
APOLO,atencion odontologica,primera consulta,2011-04-01,38,51,38,51,89
ARAMPAMPA,atencion odontologica,primera consulta,2011-04-01,3,8,3,8,11
ARANI,atencion odontologica,primera consulta,2011-04-01,9,16,9,16,25
ARBIETO,atencion odontologica,primera consulta,2011-04-01,18,35,18,35,53
ARQUE,atencion odontologica,primera consulta,2011-04-01,152,173,152,173,325
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2011-04-01,8,25,8,25,33
ATOCHA,atencion odontologica,primera consulta,2011-04-01,360,563,360,563,923
AYATA,atencion odontologica,primera consulta,2011-04-01,45,53,45,53,98
AYO AYO,atencion odontologica,primera consulta,2011-04-01,24,38,24,38,62
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2011-04-01,82,134,82,134,216
AZURDUY,atencion odontologica,primera consulta,2011-04-01,140,263,140,263,403
BATALLAS,atencion odontologica,primera consulta,2011-04-01,61,88,61,88,149
BAURES,atencion odontologica,primera consulta,2011-04-01,5,14,5,14,19
BELEN DE URMIRI,atencion odontologica,primera consulta,2011-04-01,10,17,10,17,27
BELLA FLOR,atencion odontologica,primera consulta,2011-04-01,87,104,87,104,191
BERMEJO,atencion odontologica,primera consulta,2011-04-01,281,313,281,313,594
BETANZOS,atencion odontologica,primera consulta,2011-04-01,39,141,39,141,180
BOLIVAR,atencion odontologica,primera consulta,2011-04-01,56,79,56,79,135
BOYUIBE,atencion odontologica,primera consulta,2011-04-01,10,16,10,16,26
BUENA VISTA,atencion odontologica,primera consulta,2011-04-01,13,17,13,17,30
CABEZAS,atencion odontologica,primera consulta,2011-04-01,105,125,105,125,230
CAIROMA,atencion odontologica,primera consulta,2011-04-01,105,111,105,111,216
"CAIZA ""D""",atencion odontologica,primera consulta,2011-04-01,21,29,21,29,50
CAJUATA,atencion odontologica,primera consulta,2011-04-01,18,20,18,20,38
CALACOTO,atencion odontologica,primera consulta,2011-04-01,78,42,78,42,120
CALAMARCA,atencion odontologica,primera consulta,2011-04-01,43,48,43,48,91
CAMARGO,atencion odontologica,primera consulta,2011-04-01,187,212,187,212,399
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2011-04-01,22,54,22,54,76
CAMIRI,atencion odontologica,primera consulta,2011-04-01,448,516,448,516,964
CAPINOTA,atencion odontologica,primera consulta,2011-04-01,154,185,154,185,339
CAQUIAVIRI,atencion odontologica,primera consulta,2011-04-01,42,45,42,45,87
CARACOLLO,atencion odontologica,primera consulta,2011-04-01,17,29,17,29,46
CARANAVI,atencion odontologica,primera consulta,2011-04-01,78,114,78,114,192
CARAPARI,atencion odontologica,primera consulta,2011-04-01,71,82,71,82,153
CARIPUYO,atencion odontologica,primera consulta,2011-04-01,40,38,40,38,78
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2011-04-01,10,20,10,20,30
CATACORA,atencion odontologica,primera consulta,2011-04-01,3,5,3,5,8
CHALLAPATA,atencion odontologica,primera consulta,2011-04-01,103,122,103,122,225
CHAQUI,atencion odontologica,primera consulta,2011-04-01,8,5,8,5,13
CHARAGUA,atencion odontologica,primera consulta,2011-04-01,117,106,117,106,223
CHARAÑA,atencion odontologica,primera consulta,2011-04-01,12,17,12,17,29
CHAYANTA,atencion odontologica,primera consulta,2011-04-01,18,13,18,13,31
CHIMORE,atencion odontologica,primera consulta,2011-04-01,35,57,35,57,92
CHIPAYA,atencion odontologica,primera consulta,2011-04-01,2,6,2,6,8
CHOQUE COTA,atencion odontologica,primera consulta,2011-04-01,2,7,2,7,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2011-04-01,42,51,42,51,93
CHUMA,atencion odontologica,primera consulta,2011-04-01,83,103,83,103,186
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2011-04-01,29,50,29,50,79
CKOCHAS,atencion odontologica,primera consulta,2011-04-01,16,39,16,39,55
CLIZA,atencion odontologica,primera consulta,2011-04-01,29,41,29,41,70
COBIJA,atencion odontologica,primera consulta,2011-04-01,428,484,428,484,912
COCAPATA,atencion odontologica,primera consulta,2011-04-01,7,11,7,11,18
COCHABAMBA,atencion odontologica,primera consulta,2011-04-01,1697,2501,1697,2501,4198
COIPASA,atencion odontologica,primera consulta,2011-04-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,primera consulta,2011-04-01,53,105,53,105,158
"COLCHA ""K""",atencion odontologica,primera consulta,2011-04-01,67,66,67,66,133
COLLANA,atencion odontologica,primera consulta,2011-04-01,6,17,6,17,23
COLOMI,atencion odontologica,primera consulta,2011-04-01,232,248,232,248,480
COLPA BELGICA,atencion odontologica,primera consulta,2011-04-01,36,50,36,50,86
COLQUECHACA,atencion odontologica,primera consulta,2011-04-01,51,83,51,83,134
COLQUENCHA,atencion odontologica,primera consulta,2011-04-01,27,71,27,71,98
COLQUIRI,atencion odontologica,primera consulta,2011-04-01,94,116,94,116,210
COMANCHE,atencion odontologica,primera consulta,2011-04-01,30,37,30,37,67
COMARAPA,atencion odontologica,primera consulta,2011-04-01,65,117,65,117,182
COMBAYA,atencion odontologica,primera consulta,2011-04-01,10,6,10,6,16
CONCEPCION,atencion odontologica,primera consulta,2011-04-01,33,68,33,68,101
COPACABANA,atencion odontologica,primera consulta,2011-04-01,39,49,39,49,88
CORIPATA,atencion odontologica,primera consulta,2011-04-01,69,87,69,87,156
CORO CORO,atencion odontologica,primera consulta,2011-04-01,29,37,29,37,66
COROICO,atencion odontologica,primera consulta,2011-04-01,137,225,137,225,362
CORQUE,atencion odontologica,primera consulta,2011-04-01,29,33,29,33,62
COTAGAITA,atencion odontologica,primera consulta,2011-04-01,103,133,103,133,236
COTOCA,atencion odontologica,primera consulta,2011-04-01,32,102,32,102,134
CUATRO CAÑADAS,atencion odontologica,primera consulta,2011-04-01,82,139,82,139,221
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2011-04-01,1,3,1,3,4
CUEVO,atencion odontologica,primera consulta,2011-04-01,17,34,17,34,51
CULPINA,atencion odontologica,primera consulta,2011-04-01,12,18,12,18,30
CURVA,atencion odontologica,primera consulta,2011-04-01,51,43,51,43,94
DESAGUADERO,atencion odontologica,primera consulta,2011-04-01,62,64,62,64,126
EL ALTO,atencion odontologica,primera consulta,2011-04-01,1649,2305,1649,2305,3954
EL CHORO,atencion odontologica,primera consulta,2011-04-01,2,3,2,3,5
EL PUENTE(STC),atencion odontologica,primera consulta,2011-04-01,6,11,6,11,17
EL PUENTE(TJA),atencion odontologica,primera consulta,2011-04-01,53,105,53,105,158
EL TORNO,atencion odontologica,primera consulta,2011-04-01,334,351,334,351,685
EL VILLAR,atencion odontologica,primera consulta,2011-04-01,17,36,17,36,53
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2011-04-01,48,59,48,59,107
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2011-04-01,43,60,43,60,103
ESCOMA,atencion odontologica,primera consulta,2011-04-01,81,77,81,77,158
EUCALIPTUS,atencion odontologica,primera consulta,2011-04-01,15,12,15,12,27
EXALTACION,atencion odontologica,primera consulta,2011-04-01,25,31,25,31,56
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2011-04-01,71,82,71,82,153
FILADELFIA,atencion odontologica,primera consulta,2011-04-01,6,10,6,10,16
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2011-04-01,56,231,56,231,287
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2011-04-01,62,80,62,80,142
GUANAY,atencion odontologica,primera consulta,2011-04-01,59,95,59,95,154
GUAQUI,atencion odontologica,primera consulta,2011-04-01,36,52,36,52,88
GUAYARAMERIN,atencion odontologica,primera consulta,2011-04-01,81,113,81,113,194
GUTIERREZ,atencion odontologica,primera consulta,2011-04-01,92,136,92,136,228
HUACARETA,atencion odontologica,primera consulta,2011-04-01,80,116,80,116,196
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2011-04-01,47,37,47,37,84
HUACHACALLA,atencion odontologica,primera consulta,2011-04-01,14,3,14,3,17
HUANUNI,atencion odontologica,primera consulta,2011-04-01,115,144,115,144,259
HUARACAJE,atencion odontologica,primera consulta,2011-04-01,5,4,5,4,9
HUARINA,atencion odontologica,primera consulta,2011-04-01,28,28,28,28,56
HUAYLLAMARCA,atencion odontologica,primera consulta,2011-04-01,44,63,44,63,107
ICHOCA,atencion odontologica,primera consulta,2011-04-01,14,12,14,12,26
ICLA,atencion odontologica,primera consulta,2011-04-01,123,213,123,213,336
INCAHUASI,atencion odontologica,primera consulta,2011-04-01,207,412,207,412,619
INQUISIVI,atencion odontologica,primera consulta,2011-04-01,17,20,17,20,37
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2011-04-01,85,135,85,135,220
IXIAMAS,atencion odontologica,primera consulta,2011-04-01,46,47,46,47,93
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-04-01,62,95,62,95,157
LA ASUNTA,atencion odontologica,primera consulta,2011-04-01,104,164,104,164,268
LA GUARDIA,atencion odontologica,primera consulta,2011-04-01,64,143,64,143,207
LA PAZ,atencion odontologica,primera consulta,2011-04-01,2817,3763,2817,3763,6580
LAGUNILLAS,atencion odontologica,primera consulta,2011-04-01,15,48,15,48,63
LAJA,atencion odontologica,primera consulta,2011-04-01,40,96,40,96,136
LAS CARRERAS,atencion odontologica,primera consulta,2011-04-01,17,30,17,30,47
LICOMA PAMPA,atencion odontologica,primera consulta,2011-04-01,4,15,4,15,19
LLALLAGUA,atencion odontologica,primera consulta,2011-04-01,77,122,77,122,199
LLICA,atencion odontologica,primera consulta,2011-04-01,20,28,20,28,48
LURIBAY,atencion odontologica,primera consulta,2011-04-01,27,37,27,37,64
MACHACAMARCA,atencion odontologica,primera consulta,2011-04-01,13,9,13,9,22
MACHARETI,atencion odontologica,primera consulta,2011-04-01,49,75,49,75,124
MAGDALENA,atencion odontologica,primera consulta,2011-04-01,12,23,12,23,35
MAIRANA,atencion odontologica,primera consulta,2011-04-01,19,44,19,44,63
MALLA,atencion odontologica,primera consulta,2011-04-01,22,21,22,21,43
MAPIRI,atencion odontologica,primera consulta,2011-04-01,59,82,59,82,141
MECAPACA,atencion odontologica,primera consulta,2011-04-01,1,2,1,2,3
MINEROS,atencion odontologica,primera consulta,2011-04-01,92,169,92,169,261
MIZQUE,atencion odontologica,primera consulta,2011-04-01,24,56,24,56,80
MOCOMOCO,atencion odontologica,primera consulta,2011-04-01,65,94,65,94,159
MOJOCOYA,atencion odontologica,primera consulta,2011-04-01,18,58,18,58,76
MONTEAGUDO,atencion odontologica,primera consulta,2011-04-01,290,351,290,351,641
MONTERO,atencion odontologica,primera consulta,2011-04-01,558,638,558,638,1196
MORO MORO,atencion odontologica,primera consulta,2011-04-01,9,17,9,17,26
MOROCHATA,atencion odontologica,primera consulta,2011-04-01,19,45,19,45,64
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2011-04-01,7,6,7,6,13
OCURI,atencion odontologica,primera consulta,2011-04-01,24,52,24,52,76
OKINAWA,atencion odontologica,primera consulta,2011-04-01,35,64,35,64,99
OMEREQUE,atencion odontologica,primera consulta,2011-04-01,11,11,11,11,22
ORURO,atencion odontologica,primera consulta,2011-04-01,986,1398,986,1398,2384
PADCAYA,atencion odontologica,primera consulta,2011-04-01,98,158,98,158,256
PADILLA,atencion odontologica,primera consulta,2011-04-01,72,136,72,136,208
PAILON,atencion odontologica,primera consulta,2011-04-01,175,262,175,262,437
PALCA,atencion odontologica,primera consulta,2011-04-01,14,20,14,20,34
PALOS BLANCOS,atencion odontologica,primera consulta,2011-04-01,59,65,59,65,124
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-04-01,69,75,69,75,144
PAMPA GRANDE,atencion odontologica,primera consulta,2011-04-01,39,59,39,59,98
PAPEL PAMPA,atencion odontologica,primera consulta,2011-04-01,20,33,20,33,53
PASORAPA,atencion odontologica,primera consulta,2011-04-01,0,8,0,8,8
PATACAMAYA,atencion odontologica,primera consulta,2011-04-01,41,63,41,63,104
PAZÑA,atencion odontologica,primera consulta,2011-04-01,17,31,17,31,48
PELECHUCO,atencion odontologica,primera consulta,2011-04-01,52,80,52,80,132
POCOATA,atencion odontologica,primera consulta,2011-04-01,54,83,54,83,137
POCONA,atencion odontologica,primera consulta,2011-04-01,318,379,318,379,697
POJO (CBBA),atencion odontologica,primera consulta,2011-04-01,236,281,236,281,517
POOPO,atencion odontologica,primera consulta,2011-04-01,33,63,33,63,96
PORCO,atencion odontologica,primera consulta,2011-04-01,42,63,42,63,105
POROMA,atencion odontologica,primera consulta,2011-04-01,98,101,98,101,199
PORONGO,atencion odontologica,primera consulta,2011-04-01,148,161,148,161,309
PORTACHUELO,atencion odontologica,primera consulta,2011-04-01,27,72,27,72,99
PORVENIR,atencion odontologica,primera consulta,2011-04-01,61,82,61,82,143
POSTRER VALLE,atencion odontologica,primera consulta,2011-04-01,15,38,15,38,53
POTOSI,atencion odontologica,primera consulta,2011-04-01,511,758,511,758,1269
PRESTO,atencion odontologica,primera consulta,2011-04-01,263,243,263,243,506
PUCARANI,atencion odontologica,primera consulta,2011-04-01,86,123,86,123,209
PUERTO ACOSTA,atencion odontologica,primera consulta,2011-04-01,87,64,87,64,151
PUERTO CARABUCO,atencion odontologica,primera consulta,2011-04-01,19,40,19,40,59
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2011-04-01,31,41,31,41,72
PUERTO PEREZ,atencion odontologica,primera consulta,2011-04-01,3,5,3,5,8
PUERTO QUIJARRO,atencion odontologica,primera consulta,2011-04-01,642,29,642,29,671
PUERTO RICO,atencion odontologica,primera consulta,2011-04-01,150,178,150,178,328
PUERTO SILES,atencion odontologica,primera consulta,2011-04-01,28,22,28,22,50
PUERTO SUAREZ,atencion odontologica,primera consulta,2011-04-01,22,55,22,55,77
PUERTO VILLARROEL,atencion odontologica,primera consulta,2011-04-01,67,125,67,125,192
PUNA,atencion odontologica,primera consulta,2011-04-01,61,107,61,107,168
PUNATA,atencion odontologica,primera consulta,2011-04-01,87,143,87,143,230
QUIABAYA,atencion odontologica,primera consulta,2011-04-01,25,15,25,15,40
QUILLACOLLO,atencion odontologica,primera consulta,2011-04-01,253,412,253,412,665
QUIME,atencion odontologica,primera consulta,2011-04-01,156,76,156,76,232
QUIRUSILLAS,atencion odontologica,primera consulta,2011-04-01,7,6,7,6,13
RAVELO,atencion odontologica,primera consulta,2011-04-01,12,31,12,31,43
RIBERALTA,atencion odontologica,primera consulta,2011-04-01,226,691,226,691,917
ROBORE,atencion odontologica,primera consulta,2011-04-01,40,52,40,52,92
RURRENABAQUE,atencion odontologica,primera consulta,2011-04-01,66,71,66,71,137
SABAYA,atencion odontologica,primera consulta,2011-04-01,16,11,16,11,27
SACABA,atencion odontologica,primera consulta,2011-04-01,299,463,299,463,762
SACABAMBA,atencion odontologica,primera consulta,2011-04-01,20,24,20,24,44
SACACA,atencion odontologica,primera consulta,2011-04-01,18,88,18,88,106
SAIPINA,atencion odontologica,primera consulta,2011-04-01,17,38,17,38,55
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2011-04-01,59,70,59,70,129
SAMAIPATA,atencion odontologica,primera consulta,2011-04-01,69,111,69,111,180
SAN AGUSTIN,atencion odontologica,primera consulta,2011-04-01,4,3,4,3,7
SAN ANDRES,atencion odontologica,primera consulta,2011-04-01,6,18,6,18,24
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2011-04-01,66,98,66,98,164
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2011-04-01,17,26,17,26,43
SAN BENITO,atencion odontologica,primera consulta,2011-04-01,57,84,57,84,141
SAN BORJA,atencion odontologica,primera consulta,2011-04-01,156,263,156,263,419
SAN BUENA VENTURA,atencion odontologica,primera consulta,2011-04-01,16,39,16,39,55
SAN CARLOS,atencion odontologica,primera consulta,2011-04-01,34,71,34,71,105
SAN IGNACIO,atencion odontologica,primera consulta,2011-04-01,116,156,116,156,272
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2011-04-01,730,745,730,745,1475
SAN JAVIER(STC),atencion odontologica,primera consulta,2011-04-01,23,30,23,30,53
SAN JOAQUIN,atencion odontologica,primera consulta,2011-04-01,162,133,162,133,295
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2011-04-01,70,85,70,85,155
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2011-04-01,29,46,29,46,75
SAN JULIAN,atencion odontologica,primera consulta,2011-04-01,65,98,65,98,163
SAN LORENZO(PND),atencion odontologica,primera consulta,2011-04-01,50,66,50,66,116
SAN LORENZO(TJA),atencion odontologica,primera consulta,2011-04-01,167,167,167,167,334
SAN LUCAS,atencion odontologica,primera consulta,2011-04-01,158,111,158,111,269
SAN MATIAS,atencion odontologica,primera consulta,2011-04-01,43,91,43,91,134
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2011-04-01,88,171,88,171,259
SAN PEDRO,atencion odontologica,primera consulta,2011-04-01,52,90,52,90,142
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-04-01,41,53,41,53,94
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-04-01,22,28,22,28,50
SAN RAFAEL,atencion odontologica,primera consulta,2011-04-01,21,44,21,44,65
SAN RAMON BENI,atencion odontologica,primera consulta,2011-04-01,233,224,233,224,457
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-04-01,46,62,46,62,108
SANTA ANA,atencion odontologica,primera consulta,2011-04-01,61,81,61,81,142
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-04-01,3633,5430,3633,5430,9063
SANTA ROSA,atencion odontologica,primera consulta,2011-04-01,232,259,232,259,491
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-04-01,165,178,165,178,343
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-04-01,24,30,24,30,54
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-04-01,124,142,124,142,266
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-04-01,48,87,48,87,135
SANTIVAÑES,atencion odontologica,primera consulta,2011-04-01,3,5,3,5,8
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-04-01,18,23,18,23,41
SAPAHAQUI,atencion odontologica,primera consulta,2011-04-01,40,36,40,36,76
SENA,atencion odontologica,primera consulta,2011-04-01,17,18,17,18,35
SHINAOTA,atencion odontologica,primera consulta,2011-04-01,231,192,231,192,423
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-04-01,50,270,50,270,320
SICAYA,atencion odontologica,primera consulta,2011-04-01,2,7,2,7,9
SIPE SIPE,atencion odontologica,primera consulta,2011-04-01,59,113,59,113,172
SOPACHUY,atencion odontologica,primera consulta,2011-04-01,73,130,73,130,203
SORACACHI,atencion odontologica,primera consulta,2011-04-01,53,55,53,55,108
SORATA,atencion odontologica,primera consulta,2011-04-01,35,43,35,43,78
SUCRE,atencion odontologica,primera consulta,2011-04-01,1659,2213,1659,2213,3872
TACACOMA,atencion odontologica,primera consulta,2011-04-01,21,32,21,32,53
TAHUA,atencion odontologica,primera consulta,2011-04-01,4,9,4,9,13
TAPACARI,atencion odontologica,primera consulta,2011-04-01,155,173,155,173,328
TARABUCO,atencion odontologica,primera consulta,2011-04-01,219,324,219,324,543
TARACO,atencion odontologica,primera consulta,2011-04-01,22,19,22,19,41
TARATA,atencion odontologica,primera consulta,2011-04-01,66,68,66,68,134
TARIJA,atencion odontologica,primera consulta,2011-04-01,1222,1301,1222,1301,2523
TARVITA,atencion odontologica,primera consulta,2011-04-01,227,370,227,370,597
TEOPONTE,atencion odontologica,primera consulta,2011-04-01,9,7,9,7,16
TIAWANACU,atencion odontologica,primera consulta,2011-04-01,76,94,76,94,170
TINGUIPAYA,atencion odontologica,primera consulta,2011-04-01,34,86,34,86,120
TIPUANI,atencion odontologica,primera consulta,2011-04-01,27,33,27,33,60
TIQUIPAYA,atencion odontologica,primera consulta,2011-04-01,524,642,524,642,1166
TIRAQUE (CBBA),atencion odontologica,primera consulta,2011-04-01,20,43,20,43,63
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2011-04-01,7,15,7,15,22
