,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2011-03-01,7,22,7,22,29
SAN JULIAN,atencion odontologica,endodoncias,2011-03-01,9,11,9,11,20
SAN LORENZO(TJA),atencion odontologica,endodoncias,2011-03-01,24,48,24,48,72
SAN LUCAS,atencion odontologica,endodoncias,2011-03-01,19,22,19,22,41
SAN MATIAS,atencion odontologica,endodoncias,2011-03-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2011-03-01,5,25,5,25,30
SAN PEDRO,atencion odontologica,endodoncias,2011-03-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2011-03-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,endodoncias,2011-03-01,4,7,4,7,11
SAN RAMON BENI,atencion odontologica,endodoncias,2011-03-01,0,2,0,2,2
SAN RAMON SCZ,atencion odontologica,endodoncias,2011-03-01,3,6,3,6,9
SANTA ANA,atencion odontologica,endodoncias,2011-03-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2011-03-01,431,551,431,551,982
SANTA ROSA,atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2011-03-01,1,13,1,13,14
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2011-03-01,1,0,1,0,1
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2011-03-01,4,10,4,10,14
SANTIVAÑES,atencion odontologica,endodoncias,2011-03-01,2,4,2,4,6
SAPAHAQUI,atencion odontologica,endodoncias,2011-03-01,0,3,0,3,3
SHINAOTA,atencion odontologica,endodoncias,2011-03-01,28,21,28,21,49
SIPE SIPE,atencion odontologica,endodoncias,2011-03-01,33,49,33,49,82
SOPACHUY,atencion odontologica,endodoncias,2011-03-01,14,4,14,4,18
SORACACHI,atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
SORATA,atencion odontologica,endodoncias,2011-03-01,18,17,18,17,35
SUCRE,atencion odontologica,endodoncias,2011-03-01,310,515,310,515,825
TAHUA,atencion odontologica,endodoncias,2011-03-01,1,0,1,0,1
TAPACARI,atencion odontologica,endodoncias,2011-03-01,4,13,4,13,17
TARABUCO,atencion odontologica,endodoncias,2011-03-01,8,6,8,6,14
TARATA,atencion odontologica,endodoncias,2011-03-01,6,6,6,6,12
TARIJA,atencion odontologica,endodoncias,2011-03-01,485,361,485,361,846
TARVITA,atencion odontologica,endodoncias,2011-03-01,11,15,11,15,26
TIAWANACU,atencion odontologica,endodoncias,2011-03-01,1,1,1,1,2
TIQUIPAYA,atencion odontologica,endodoncias,2011-03-01,45,54,45,54,99
TIRAQUE (CBBA),atencion odontologica,endodoncias,2011-03-01,6,15,6,15,21
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
TOCO,atencion odontologica,endodoncias,2011-03-01,1,0,1,0,1
TOLATA,atencion odontologica,endodoncias,2011-03-01,4,9,4,9,13
TOLEDO,atencion odontologica,endodoncias,2011-03-01,4,5,4,5,9
TOMINA,atencion odontologica,endodoncias,2011-03-01,4,8,4,8,12
TORO TORO,atencion odontologica,endodoncias,2011-03-01,5,0,5,0,5
TOTORA(CBBA),atencion odontologica,endodoncias,2011-03-01,4,4,4,4,8
TRINIDAD,atencion odontologica,endodoncias,2011-03-01,25,30,25,30,55
TUPIZA,atencion odontologica,endodoncias,2011-03-01,168,181,168,181,349
TURCO,atencion odontologica,endodoncias,2011-03-01,1,3,1,3,4
UNCIA,atencion odontologica,endodoncias,2011-03-01,5,6,5,6,11
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2011-03-01,15,20,15,20,35
UYUNI,atencion odontologica,endodoncias,2011-03-01,4,15,4,15,19
VACAS,atencion odontologica,endodoncias,2011-03-01,1,3,1,3,4
VALLEGRANDE,atencion odontologica,endodoncias,2011-03-01,12,42,12,42,54
VIACHA,atencion odontologica,endodoncias,2011-03-01,16,29,16,29,45
VILA VILA,atencion odontologica,endodoncias,2011-03-01,0,4,0,4,4
VILLA CHARCAS,atencion odontologica,endodoncias,2011-03-01,1,23,1,23,24
VILLA MONTES,atencion odontologica,endodoncias,2011-03-01,23,54,23,54,77
VILLA RIVERO,atencion odontologica,endodoncias,2011-03-01,1,2,1,2,3
VILLA SERRANO,atencion odontologica,endodoncias,2011-03-01,4,27,4,27,31
VILLA TUNARI,atencion odontologica,endodoncias,2011-03-01,50,150,50,150,200
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2011-03-01,1,3,1,3,4
VILLAZON,atencion odontologica,endodoncias,2011-03-01,24,27,24,27,51
VINTO,atencion odontologica,endodoncias,2011-03-01,4,14,4,14,18
VITICHI,atencion odontologica,endodoncias,2011-03-01,5,12,5,12,17
WALDO BALLIVIAN,atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
WARNES,atencion odontologica,endodoncias,2011-03-01,3,8,3,8,11
YACUIBA,atencion odontologica,endodoncias,2011-03-01,29,31,29,31,60
YAMPARAEZ,atencion odontologica,endodoncias,2011-03-01,3,11,3,11,14
YANACACHI,atencion odontologica,endodoncias,2011-03-01,2,0,2,0,2
YAPACANI,atencion odontologica,endodoncias,2011-03-01,5,25,5,25,30
YOCALLA,atencion odontologica,endodoncias,2011-03-01,0,1,0,1,1
YOTALA,atencion odontologica,endodoncias,2011-03-01,4,4,4,4,8
YUNCHARA,atencion odontologica,endodoncias,2011-03-01,0,4,0,4,4
ZUDAÑEZ,atencion odontologica,endodoncias,2011-03-01,1,2,1,2,3
ACHACACHI,atencion odontologica,endodoncias,2011-04-01,21,18,21,18,39
ACHOCALLA,atencion odontologica,endodoncias,2011-04-01,2,9,2,9,11
AIQUILE,atencion odontologica,endodoncias,2011-04-01,16,30,16,30,46
ALCALA,atencion odontologica,endodoncias,2011-04-01,2,6,2,6,8
ALTO BENI,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
ANDAMARCA,atencion odontologica,endodoncias,2011-04-01,5,5,5,5,10
ANTEQUERA,atencion odontologica,endodoncias,2011-04-01,5,6,5,6,11
ANZALDO,atencion odontologica,endodoncias,2011-04-01,2,7,2,7,9
ARAMPAMPA,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
ARANI,atencion odontologica,endodoncias,2011-04-01,8,5,8,5,13
ARBIETO,atencion odontologica,endodoncias,2011-04-01,9,11,9,11,20
ARQUE,atencion odontologica,endodoncias,2011-04-01,0,4,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-04-01,1,4,1,4,5
ATOCHA,atencion odontologica,endodoncias,2011-04-01,32,43,32,43,75
AYATA,atencion odontologica,endodoncias,2011-04-01,1,0,1,0,1
AYO AYO,atencion odontologica,endodoncias,2011-04-01,9,1,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-04-01,33,49,33,49,82
AZURDUY,atencion odontologica,endodoncias,2011-04-01,2,20,2,20,22
BATALLAS,atencion odontologica,endodoncias,2011-04-01,4,0,4,0,4
BAURES,atencion odontologica,endodoncias,2011-04-01,4,2,4,2,6
BELLA FLOR,atencion odontologica,endodoncias,2011-04-01,1,3,1,3,4
BERMEJO,atencion odontologica,endodoncias,2011-04-01,16,38,16,38,54
BETANZOS,atencion odontologica,endodoncias,2011-04-01,2,12,2,12,14
BOLIVAR,atencion odontologica,endodoncias,2011-04-01,2,5,2,5,7
BOYUIBE,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,endodoncias,2011-04-01,12,14,12,14,26
CABEZAS,atencion odontologica,endodoncias,2011-04-01,206,2,206,2,208
CAIROMA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica,endodoncias,2011-04-01,4,4,4,4,8
CALAMARCA,atencion odontologica,endodoncias,2011-04-01,5,9,5,9,14
CAMARGO,atencion odontologica,endodoncias,2011-04-01,31,28,31,28,59
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2011-04-01,2,4,2,4,6
CAMIRI,atencion odontologica,endodoncias,2011-04-01,28,36,28,36,64
CAPINOTA,atencion odontologica,endodoncias,2011-04-01,20,21,20,21,41
CARACOLLO,atencion odontologica,endodoncias,2011-04-01,5,3,5,3,8
CARANAVI,atencion odontologica,endodoncias,2011-04-01,8,27,8,27,35
CARAPARI,atencion odontologica,endodoncias,2011-04-01,20,14,20,14,34
CARIPUYO,atencion odontologica,endodoncias,2011-04-01,0,5,0,5,5
CHALLAPATA,atencion odontologica,endodoncias,2011-04-01,1,6,1,6,7
CHARAGUA,atencion odontologica,endodoncias,2011-04-01,1,9,1,9,10
CHAYANTA,atencion odontologica,endodoncias,2011-04-01,1,8,1,8,9
CHIMORE,atencion odontologica,endodoncias,2011-04-01,6,13,6,13,19
CHIPAYA,atencion odontologica,endodoncias,2011-04-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,endodoncias,2011-04-01,4,5,4,5,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2011-04-01,14,26,14,26,40
CHUMA,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2011-04-01,7,7,7,7,14
CLIZA,atencion odontologica,endodoncias,2011-04-01,10,28,10,28,38
COBIJA,atencion odontologica,endodoncias,2011-04-01,17,15,17,15,32
COCAPATA,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
COCHABAMBA,atencion odontologica,endodoncias,2011-04-01,732,785,732,785,1517
COIPASA,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,endodoncias,2011-04-01,40,28,40,28,68
"COLCHA ""K""",atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
COLLANA,atencion odontologica,endodoncias,2011-04-01,1,0,1,0,1
COLOMI,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
COLPA BELGICA,atencion odontologica,endodoncias,2011-04-01,1,4,1,4,5
COLQUECHACA,atencion odontologica,endodoncias,2011-04-01,4,10,4,10,14
COLQUENCHA,atencion odontologica,endodoncias,2011-04-01,5,10,5,10,15
COLQUIRI,atencion odontologica,endodoncias,2011-04-01,1,0,1,0,1
COMANCHE,atencion odontologica,endodoncias,2011-04-01,2,0,2,0,2
COMARAPA,atencion odontologica,endodoncias,2011-04-01,6,8,6,8,14
COMBAYA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
CONCEPCION,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
COPACABANA,atencion odontologica,endodoncias,2011-04-01,2,8,2,8,10
CORIPATA,atencion odontologica,endodoncias,2011-04-01,7,12,7,12,19
CORO CORO,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
COROICO,atencion odontologica,endodoncias,2011-04-01,37,67,37,67,104
CORQUE,atencion odontologica,endodoncias,2011-04-01,1,5,1,5,6
COTAGAITA,atencion odontologica,endodoncias,2011-04-01,23,24,23,24,47
COTOCA,atencion odontologica,endodoncias,2011-04-01,1,6,1,6,7
CUATRO CAÑADAS,atencion odontologica,endodoncias,2011-04-01,0,3,0,3,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
CULPINA,atencion odontologica,endodoncias,2011-04-01,0,9,0,9,9
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
DESAGUADERO,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
EL ALTO,atencion odontologica,endodoncias,2011-04-01,322,419,322,419,741
EL PUENTE(STC),atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2011-04-01,8,19,8,19,27
EL TORNO,atencion odontologica,endodoncias,2011-04-01,13,30,13,30,43
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2011-04-01,2,14,2,14,16
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2011-04-01,13,5,13,5,18
ESCOMA,atencion odontologica,endodoncias,2011-04-01,5,0,5,0,5
EUCALIPTUS,atencion odontologica,endodoncias,2011-04-01,1,2,1,2,3
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2011-04-01,6,8,6,8,14
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
GUANAY,atencion odontologica,endodoncias,2011-04-01,10,14,10,14,24
GUAQUI,atencion odontologica,endodoncias,2011-04-01,3,0,3,0,3
GUAYARAMERIN,atencion odontologica,endodoncias,2011-04-01,10,19,10,19,29
GUTIERREZ,atencion odontologica,endodoncias,2011-04-01,5,5,5,5,10
HUACARETA,atencion odontologica,endodoncias,2011-04-01,4,4,4,4,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2011-04-01,1,3,1,3,4
HUACHACALLA,atencion odontologica,endodoncias,2011-04-01,4,0,4,0,4
HUANUNI,atencion odontologica,endodoncias,2011-04-01,4,8,4,8,12
HUARACAJE,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
HUARINA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,endodoncias,2011-04-01,4,2,4,2,6
ICHOCA,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
ICLA,atencion odontologica,endodoncias,2011-04-01,9,8,9,8,17
INCAHUASI,atencion odontologica,endodoncias,2011-04-01,3,6,3,6,9
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2011-04-01,0,10,0,10,10
IXIAMAS,atencion odontologica,endodoncias,2011-04-01,2,1,2,1,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2011-04-01,1,5,1,5,6
LA ASUNTA,atencion odontologica,endodoncias,2011-04-01,25,56,25,56,81
LA GUARDIA,atencion odontologica,endodoncias,2011-04-01,7,90,7,90,97
LA PAZ,atencion odontologica,endodoncias,2011-04-01,749,979,749,979,1728
LAGUNILLAS,atencion odontologica,endodoncias,2011-04-01,2,8,2,8,10
LAJA,atencion odontologica,endodoncias,2011-04-01,3,3,3,3,6
LAS CARRERAS,atencion odontologica,endodoncias,2011-04-01,3,2,3,2,5
LLALLAGUA,atencion odontologica,endodoncias,2011-04-01,13,37,13,37,50
LLICA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
LURIBAY,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
MACHARETI,atencion odontologica,endodoncias,2011-04-01,1,2,1,2,3
MAGDALENA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
MAIRANA,atencion odontologica,endodoncias,2011-04-01,5,3,5,3,8
MAPIRI,atencion odontologica,endodoncias,2011-04-01,10,14,10,14,24
MECAPACA,atencion odontologica,endodoncias,2011-04-01,3,0,3,0,3
MINEROS,atencion odontologica,endodoncias,2011-04-01,5,13,5,13,18
MIZQUE,atencion odontologica,endodoncias,2011-04-01,0,3,0,3,3
MOCOMOCO,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
MOJOCOYA,atencion odontologica,endodoncias,2011-04-01,3,6,3,6,9
MONTEAGUDO,atencion odontologica,endodoncias,2011-04-01,8,24,8,24,32
MONTERO,atencion odontologica,endodoncias,2011-04-01,13,26,13,26,39
MOROCHATA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
OCURI,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
OKINAWA,atencion odontologica,endodoncias,2011-04-01,1,3,1,3,4
OMEREQUE,atencion odontologica,endodoncias,2011-04-01,4,3,4,3,7
ORURO,atencion odontologica,endodoncias,2011-04-01,225,281,225,281,506
PADCAYA,atencion odontologica,endodoncias,2011-04-01,21,49,21,49,70
PADILLA,atencion odontologica,endodoncias,2011-04-01,4,5,4,5,9
PAILON,atencion odontologica,endodoncias,2011-04-01,5,6,5,6,11
PAMPA AULLAGAS,atencion odontologica,endodoncias,2011-04-01,2,5,2,5,7
PASORAPA,atencion odontologica,endodoncias,2011-04-01,4,1,4,1,5
PATACAMAYA,atencion odontologica,endodoncias,2011-04-01,21,33,21,33,54
PAZÑA,atencion odontologica,endodoncias,2011-04-01,3,2,3,2,5
PELECHUCO,atencion odontologica,endodoncias,2011-04-01,3,5,3,5,8
POCOATA,atencion odontologica,endodoncias,2011-04-01,8,20,8,20,28
POCONA,atencion odontologica,endodoncias,2011-04-01,11,7,11,7,18
POJO (CBBA),atencion odontologica,endodoncias,2011-04-01,6,8,6,8,14
POOPO,atencion odontologica,endodoncias,2011-04-01,38,65,38,65,103
PORCO,atencion odontologica,endodoncias,2011-04-01,9,9,9,9,18
POROMA,atencion odontologica,endodoncias,2011-04-01,2,9,2,9,11
PORTACHUELO,atencion odontologica,endodoncias,2011-04-01,4,3,4,3,7
PORVENIR,atencion odontologica,endodoncias,2011-04-01,2,0,2,0,2
POTOSI,atencion odontologica,endodoncias,2011-04-01,109,185,109,185,294
PRESTO,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
PUCARANI,atencion odontologica,endodoncias,2011-04-01,5,2,5,2,7
PUERTO ACOSTA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2011-04-01,2,5,2,5,7
PUERTO RICO,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
PUERTO SILES,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
PUERTO VILLARROEL,atencion odontologica,endodoncias,2011-04-01,63,73,63,73,136
PUNA,atencion odontologica,endodoncias,2011-04-01,3,2,3,2,5
PUNATA,atencion odontologica,endodoncias,2011-04-01,27,42,27,42,69
QUILLACOLLO,atencion odontologica,endodoncias,2011-04-01,73,55,73,55,128
QUIME,atencion odontologica,endodoncias,2011-04-01,8,9,8,9,17
QUIRUSILLAS,atencion odontologica,endodoncias,2011-04-01,1,3,1,3,4
RAVELO,atencion odontologica,endodoncias,2011-04-01,0,10,0,10,10
RIBERALTA,atencion odontologica,endodoncias,2011-04-01,3,7,3,7,10
SABAYA,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
SACABA,atencion odontologica,endodoncias,2011-04-01,58,109,58,109,167
SACABAMBA,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
SACACA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
SAIPINA,atencion odontologica,endodoncias,2011-04-01,1,4,1,4,5
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2011-04-01,18,10,18,10,28
SAMAIPATA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,endodoncias,2011-04-01,0,4,0,4,4
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2011-04-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2011-04-01,1,4,1,4,5
SAN BENITO,atencion odontologica,endodoncias,2011-04-01,19,22,19,22,41
SAN BORJA,atencion odontologica,endodoncias,2011-04-01,5,7,5,7,12
SAN BUENA VENTURA,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,endodoncias,2011-04-01,16,37,16,37,53
SAN IGNACIO,atencion odontologica,endodoncias,2011-04-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2011-04-01,6,16,6,16,22
SAN JAVIER(BNI),atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,endodoncias,2011-04-01,3,7,3,7,10
SAN LORENZO(TJA),atencion odontologica,endodoncias,2011-04-01,19,46,19,46,65
SAN LUCAS,atencion odontologica,endodoncias,2011-04-01,16,17,16,17,33
SAN MATIAS,atencion odontologica,endodoncias,2011-04-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2011-04-01,3,17,3,17,20
SAN PEDRO,atencion odontologica,endodoncias,2011-04-01,10,6,10,6,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,endodoncias,2011-04-01,3,4,3,4,7
SAN RAMON BENI,atencion odontologica,endodoncias,2011-04-01,2,0,2,0,2
SAN RAMON SCZ,atencion odontologica,endodoncias,2011-04-01,5,7,5,7,12
SANTA ANA,atencion odontologica,endodoncias,2011-04-01,40,43,40,43,83
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2011-04-01,512,528,512,528,1040
SANTA ROSA,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2011-04-01,2,14,2,14,16
SANTIVAÑES,atencion odontologica,endodoncias,2011-04-01,5,6,5,6,11
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2011-04-01,0,4,0,4,4
SAPAHAQUI,atencion odontologica,endodoncias,2011-04-01,1,2,1,2,3
SENA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
SHINAOTA,atencion odontologica,endodoncias,2011-04-01,27,26,27,26,53
SIPE SIPE,atencion odontologica,endodoncias,2011-04-01,25,82,25,82,107
SOPACHUY,atencion odontologica,endodoncias,2011-04-01,2,16,2,16,18
SORACACHI,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
SORATA,atencion odontologica,endodoncias,2011-04-01,10,25,10,25,35
SUCRE,atencion odontologica,endodoncias,2011-04-01,345,473,345,473,818
TACOPAYA,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
TAHUA,atencion odontologica,endodoncias,2011-04-01,1,0,1,0,1
TAPACARI,atencion odontologica,endodoncias,2011-04-01,2,2,2,2,4
TARABUCO,atencion odontologica,endodoncias,2011-04-01,9,13,9,13,22
TARATA,atencion odontologica,endodoncias,2011-04-01,6,5,6,5,11
TARIJA,atencion odontologica,endodoncias,2011-04-01,537,759,537,759,1296
TARVITA,atencion odontologica,endodoncias,2011-04-01,8,10,8,10,18
TEOPONTE,atencion odontologica,endodoncias,2011-04-01,1,0,1,0,1
TIAWANACU,atencion odontologica,endodoncias,2011-04-01,0,3,0,3,3
TINGUIPAYA,atencion odontologica,endodoncias,2011-04-01,1,6,1,6,7
TIQUIPAYA,atencion odontologica,endodoncias,2011-04-01,29,46,29,46,75
TIRAQUE (CBBA),atencion odontologica,endodoncias,2011-04-01,9,14,9,14,23
TOCO,atencion odontologica,endodoncias,2011-04-01,8,0,8,0,8
TOLATA,atencion odontologica,endodoncias,2011-04-01,2,4,2,4,6
TOLEDO,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
TOMAVE,atencion odontologica,endodoncias,2011-04-01,1,2,1,2,3
TOMINA,atencion odontologica,endodoncias,2011-04-01,7,21,7,21,28
TORO TORO,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
TOTORA(CBBA),atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
TRINIDAD,atencion odontologica,endodoncias,2011-04-01,31,69,31,69,100
TUPIZA,atencion odontologica,endodoncias,2011-04-01,75,86,75,86,161
TURCO,atencion odontologica,endodoncias,2011-04-01,4,7,4,7,11
UNCIA,atencion odontologica,endodoncias,2011-04-01,5,2,5,2,7
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2011-04-01,14,33,14,33,47
UYUNI,atencion odontologica,endodoncias,2011-04-01,10,7,10,7,17
VACAS,atencion odontologica,endodoncias,2011-04-01,6,9,6,9,15
VALLEGRANDE,atencion odontologica,endodoncias,2011-04-01,8,23,8,23,31
VIACHA,atencion odontologica,endodoncias,2011-04-01,20,26,20,26,46
VILA VILA,atencion odontologica,endodoncias,2011-04-01,3,4,3,4,7
VILLA CHARCAS,atencion odontologica,endodoncias,2011-04-01,4,27,4,27,31
VILLA MONTES,atencion odontologica,endodoncias,2011-04-01,27,41,27,41,68
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncias,2011-04-01,2,0,2,0,2
VILLA RIVERO,atencion odontologica,endodoncias,2011-04-01,1,1,1,1,2
VILLA SERRANO,atencion odontologica,endodoncias,2011-04-01,1,9,1,9,10
VILLA TUNARI,atencion odontologica,endodoncias,2011-04-01,32,35,32,35,67
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2011-04-01,1,8,1,8,9
VILLAZON,atencion odontologica,endodoncias,2011-04-01,21,34,21,34,55
VINTO,atencion odontologica,endodoncias,2011-04-01,10,11,10,11,21
VITICHI,atencion odontologica,endodoncias,2011-04-01,3,17,3,17,20
WALDO BALLIVIAN,atencion odontologica,endodoncias,2011-04-01,0,5,0,5,5
WARNES,atencion odontologica,endodoncias,2011-04-01,3,7,3,7,10
YACUIBA,atencion odontologica,endodoncias,2011-04-01,37,55,37,55,92
YAMPARAEZ,atencion odontologica,endodoncias,2011-04-01,6,6,6,6,12
YANACACHI,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
YAPACANI,atencion odontologica,endodoncias,2011-04-01,12,25,12,25,37
YOCALLA,atencion odontologica,endodoncias,2011-04-01,0,2,0,2,2
YOTALA,atencion odontologica,endodoncias,2011-04-01,10,2,10,2,12
YUNCHARA,atencion odontologica,endodoncias,2011-04-01,2,3,2,3,5
ZUDAÑEZ,atencion odontologica,endodoncias,2011-04-01,0,1,0,1,1
ACACIO,atencion odontologica,endodoncias,2011-05-01,3,5,3,5,8
ACHACACHI,atencion odontologica,endodoncias,2011-05-01,12,20,12,20,32
ACHOCALLA,atencion odontologica,endodoncias,2011-05-01,3,8,3,8,11
AIQUILE,atencion odontologica,endodoncias,2011-05-01,16,11,16,11,27
ALCALA,atencion odontologica,endodoncias,2011-05-01,5,5,5,5,10
ALTO BENI,atencion odontologica,endodoncias,2011-05-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,endodoncias,2011-05-01,2,2,2,2,4
ANTEQUERA,atencion odontologica,endodoncias,2011-05-01,7,5,7,5,12
ANZALDO,atencion odontologica,endodoncias,2011-05-01,2,2,2,2,4
ARAMPAMPA,atencion odontologica,endodoncias,2011-05-01,0,4,0,4,4
ARANI,atencion odontologica,endodoncias,2011-05-01,13,11,13,11,24
ARBIETO,atencion odontologica,endodoncias,2011-05-01,1,6,1,6,7
ARQUE,atencion odontologica,endodoncias,2011-05-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-05-01,3,8,3,8,11
ATOCHA,atencion odontologica,endodoncias,2011-05-01,32,40,32,40,72
AYO AYO,atencion odontologica,endodoncias,2011-05-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-05-01,10,21,10,21,31
AZURDUY,atencion odontologica,endodoncias,2011-05-01,0,7,0,7,7
BAURES,atencion odontologica,endodoncias,2011-05-01,4,3,4,3,7
BELEN DE URMIRI,atencion odontologica,endodoncias,2011-05-01,0,1,0,1,1
BERMEJO,atencion odontologica,endodoncias,2011-05-01,23,39,23,39,62
