,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,68,124,68,124,192
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,12,14,12,14,26
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,28,147,28,147,175
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,13,48,13,48,61
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,59,88,59,88,147
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,41,53,41,53,94
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,268,386,268,386,654
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,307,675,307,675,982
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,8,27,8,27,35
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,8,7,8,15
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,23,61,23,61,84
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,40,76,40,76,116
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,35,108,35,108,143
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,1284,1896,1284,1896,3180
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,118,185,118,185,303
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,72,114,72,114,186
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,166,237,166,237,403
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,24,48,24,48,72
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,63,47,63,47,110
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,240,258,240,258,498
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,10,46,10,46,56
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,33,42,33,42,75
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,124,124,124,124,248
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,27,96,27,96,123
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,25,47,25,47,72
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,29,60,29,60,89
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,74,114,74,114,188
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,498,473,498,473,971
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,252,333,252,333,585
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,84,99,84,99,183
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,32,63,32,63,95
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,5,7,5,7,12
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,63,60,63,60,123
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,52,128,52,128,180
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,87,111,87,111,198
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,6,8,6,8,14
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,377,882,377,882,1259
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,208,229,208,229,437
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,133,180,133,180,313
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,39,39,39,39,78
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,59,56,59,56,115
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,30,40,30,40,70
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,2,4,2,4,6
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,895,10,895,10,905
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,142,196,142,196,338
PUERTO SILES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,57,42,57,42,99
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,22,33,22,33,55
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,54,136,54,136,190
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,109,182,109,182,291
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,581,545,581,545,1126
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,8,7,8,7,15
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,149,449,149,449,598
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,162,115,162,115,277
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,8,8,8,8,16
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,10,20,10,20,30
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,113,579,113,579,692
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,71,82,71,82,153
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,62,48,62,48,110
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,20,19,20,19,39
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,1804,2805,1804,2805,4609
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,9,2,9,2,11
SACACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,19,33,19,33,52
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,18,24,18,24,42
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,59,62,59,62,121
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,68,79,68,79,147
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,12,9,12,9,21
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,20,35,20,35,55
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,51,89,51,89,140
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,16,20,16,20,36
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,54,54,54,54,108
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,128,161,128,161,289
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,12,26,12,26,38
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,79,122,79,122,201
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,86,149,86,149,235
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,303,903,303,903,1206
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,5,16,5,16,21
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,16,30,16,30,46
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,162,133,162,133,295
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,25,64,25,64,89
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,14,34,14,34,48
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,47,95,47,95,142
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,14,19,14,19,33
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,228,424,228,424,652
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,106,96,106,96,202
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,25,63,25,63,88
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,30,69,30,69,99
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,31,67,31,67,98
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,37,58,37,58,95
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,19,28,19,28,47
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,13,48,13,48,61
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,233,224,233,224,457
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,21,76,21,76,97
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,182,177,182,177,359
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,2275,4108,2275,4108,6383
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,226,247,226,247,473
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,124,158,124,158,282
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,13,27,13,27,40
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,157,164,157,164,321
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,19,49,19,49,68
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,117,130,117,130,247
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,12,32,12,32,44
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,46,63,46,63,109
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,27,19,27,19,46
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,261,217,261,217,478
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,33,44,33,44,77
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,26,7,26,33
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,125,252,125,252,377
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,25,51,25,51,76
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,54,37,54,37,91
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,35,39,35,39,74
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,2286,3146,2286,3146,5432
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,45,58,45,58,103
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,61,72,61,72,133
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,8,7,8,15
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,172,171,172,171,343
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,48,88,48,88,136
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,30,23,30,23,53
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,68,93,68,93,161
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,2394,2493,2394,2493,4887
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,107,305,107,305,412
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,4,2,4,2,6
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,44,65,44,65,109
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,16,50,16,50,66
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,221,200,221,200,421
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,785,1129,785,1129,1914
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,79,92,79,92,171
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,5,20,5,20,25
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,5,8,5,8,13
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,16,70,16,70,86
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,77,85,77,85,162
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,20,41,20,41,61
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,276,331,276,331,607
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,89,106,89,106,195
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,178,152,178,152,330
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,3,14,3,14,17
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,13,7,13,20
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,234,468,234,468,702
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,183,211,183,211,394
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,202,222,202,222,424
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,3,0,3,0,3
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,35,41,35,41,76
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,256,429,256,429,685
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,2,3,2,3,5
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,30,57,30,57,87
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,59,56,59,56,115
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,68,137,68,137,205
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,32,177,32,177,209
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,111,97,111,97,208
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,56,150,56,150,206
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,445,771,445,771,1216
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,15,7,15,22
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,16,20,16,20,36
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,88,186,88,186,274
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,702,878,702,878,1580
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,64,119,64,119,183
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,112,152,112,152,264
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,44,37,44,37,81
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,142,208,142,208,350
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,17,10,17,10,27
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,112,291,112,291,403
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,7,24,7,24,31
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,266,480,266,480,746
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,27,57,27,57,84
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,33,57,33,57,90
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,45,94,45,94,139
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,41,52,41,52,93
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,15,28,15,28,43
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,11,29,11,29,40
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-04-01,31,52,31,52,83
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,2,0,2,0,2
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,102,155,102,155,257
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,105,114,105,114,219
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,45,78,45,78,123
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,44,144,44,144,188
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,20,40,20,40,60
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,33,30,33,30,63
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,26,29,26,29,55
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,55,72,55,72,127
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,27,46,27,46,73
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,29,108,29,108,137
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,1,5,1,5,6
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,8,11,8,11,19
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,27,19,27,19,46
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,66,231,66,231,297
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,10,22,10,22,32
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,319,419,319,419,738
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,99,124,99,124,223
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,13,21,13,21,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,108,171,108,171,279
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,17,33,17,33,50
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,45,76,45,76,121
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,22,48,22,48,70
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,0,7,0,7,7
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,10,32,10,32,42
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,55,82,55,82,137
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,675,789,675,789,1464
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,28,67,28,67,95
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,30,59,30,59,89
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,23,27,23,27,50
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,16,24,16,24,40
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,16,22,16,22,38
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,58,132,58,132,190
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,42,56,42,56,98
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,29,37,29,37,66
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,16,24,16,24,40
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,65,105,65,105,170
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,105,125,105,125,230
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,141,210,141,210,351
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,59,93,59,93,152
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,227,273,227,273,500
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,114,152,114,152,266
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,64,87,64,87,151
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,126,157,126,157,283
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,242,336,242,336,578
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,245,385,245,385,630
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,41,41,41,41,82
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,12,20,12,20,32
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,21,41,21,41,62
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,105,132,105,132,237
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,4,14,4,14,18
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,49,98,49,98,147
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,15,19,15,19,34
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,22,47,22,47,69
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,138,165,138,165,303
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,4,18,4,18,22
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,60,72,60,72,132
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,52,86,52,86,138
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,200,218,200,218,418
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,12,12,12,12,24
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,19,34,19,34,53
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,84,103,84,103,187
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,645,744,645,744,1389
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,75,133,75,133,208
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,2030,2983,2030,2983,5013
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,4,15,4,15,19
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,65,92,65,92,157
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,43,48,43,48,91
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,18,12,18,12,30
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,246,263,246,263,509
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,83,122,83,122,205
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,48,109,48,109,157
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,35,99,35,99,134
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,83,84,83,84,167
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,32,51,32,51,83
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,78,181,78,181,259
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,2,2,2,2,4
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,16,47,16,47,63
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,35,81,35,81,116
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,38,39,38,39,77
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,29,25,29,25,54
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,151,299,151,299,450
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,38,37,38,37,75
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,109,154,109,154,263
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,14,105,14,105,119
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,23,72,23,72,95
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,5,5,5,5,10
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,11,23,11,23,34
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,20,24,20,24,44
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,31,54,31,54,85
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,10,4,10,4,14
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,98,123,98,123,221
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,3344,4763,3344,4763,8107
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,14,24,14,24,38
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,14,40,14,40,54
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-05-01,68,198,68,198,266
