,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,2,7,2,9
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,3,3,3,6
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,12,1,12,1,13
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,18,13,18,13,31
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,8,2,8,10
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,10,14,10,24
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,1,3,1,4
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,1,3,1,4
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,22,45,22,45,67
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,16,10,16,26
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,21,5,21,5,26
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,0,2,0,2
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,25,2,25,2,27
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,3,7,3,10
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,13,10,13,23
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,32,23,32,23,55
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,2,0,2,2
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,0,7,0,7
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,113,101,113,101,214
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,1,10,1,11
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,4,1,4,5
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,9,3,9,12
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,31,12,31,12,43
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,9,4,9,13
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,3,4,3,7
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,2,2,2,4
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,6,2,6,8
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,4,6,4,10
EXALTACION,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,0,3,0,3
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,7,3,7,10
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,5,10,5,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,7,7,7,14
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,0,4,0,4
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,29,11,29,40
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,4,11,4,15
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,10,9,10,19
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,4,3,4,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,5,1,5,6
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,2,5,2,7
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,16,8,16,24
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,3,1,3,4
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,4,9,4,13
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,0,1,0,1
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,8,5,8,13
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,3,1,3,4
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,6,8,6,14
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,0,2,0,2
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,12,11,12,23
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,3,4,3,7
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,345,321,345,321,666
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,16,18,16,18,34
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,5,2,5,7
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,5,5,5,10
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,8,0,8,8
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,6,5,6,11
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,1,3,1,4
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,5,0,5,5
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,4,4,4,8
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,2,0,2,2
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,4,8,4,12
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,4,2,4,6
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,0,3,0,3
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,7,8,7,15
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,6,6,6,12
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,0,14,0,14
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,8,6,8,14
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,0,5,0,5
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,3,2,3,5
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,17,15,17,15,32
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,211,163,211,163,374
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,2,2,2,4
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,13,14,13,27
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,9,7,9,16
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,7,9,7,16
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,1,9,1,10
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,0,1,0,1
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,4,3,4,7
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,3,6,3,9
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,2,0,2,2
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,9,2,9,11
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,3,5,3,8
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,2,9,2,11
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,2,6,2,8
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,8,0,8,8
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,8,3,8,11
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,2,5,2,7
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,8,4,8,12
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,19,10,19,29
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,58,42,58,42,100
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,0,1,0,1
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,20,21,20,21,41
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,3,3,3,6
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,8,1,8,9
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,0,4,0,4
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,2,11,2,13
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,13,7,13,20
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,27,12,27,12,39
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,2,3,2,5
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,24,20,24,20,44
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,17,17,17,17,34
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,5,6,5,11
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,13,8,13,21
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,3,2,3,5
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,12,1,12,13
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,3,0,3,3
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,12,7,12,19
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,2,3,2,5
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,4,0,4,4
SAN ANDRES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,11,14,11,25
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,6,4,6,10
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,20,22,20,22,42
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,0,3,0,3
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,10,3,10,13
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,35,33,35,33,68
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,20,18,20,18,38
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,4,7,4,11
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,1,7,1,8
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,5,0,5,5
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,23,20,23,20,43
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,102,4,102,106
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,15,10,15,25
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,1,6,1,7
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,3,9,3,12
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,14,3,14,17
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,218,212,218,212,430
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,8,5,8,13
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,1,9,1,10
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,10,12,10,12,22
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,11,7,11,18
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,4,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,2,4,2,6
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,2,3,2,5
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,0,3,0,3
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,3,4,3,7
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,12,4,12,4,16
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,10,5,10,15
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,9,1,9,10
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,3,1,3,4
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,4,8,4,12
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,149,148,149,148,297
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,5,3,5,8
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,0,1,0,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,4,3,4,7
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,8,11,8,11,19
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,29,20,29,20,49
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,2,4,2,6
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,98,74,98,74,172
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,6,7,6,7,13
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,0,1,0,1
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,16,3,16,3,19
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,4,3,4,7
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,3,7,3,10
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,7,1,7,8
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,2,2,2,4
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,5,3,5,8
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,5,4,5,4,9
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,11,7,11,18
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,1,3,1,4
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,13,15,13,15,28
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,30,11,30,41
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,6,2,6,8
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,7,9,7,16
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,19,30,19,30,49
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,57,65,57,65,122
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,3,7,3,10
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,19,14,19,33
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,11,12,11,12,23
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,2,0,2,2
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,18,10,18,10,28
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,24,28,24,28,52
VILA VILA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,1,1,1,2
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,32,14,32,14,46
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,23,34,23,34,57
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,23,19,23,19,42
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,21,16,21,16,37
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,14,14,14,14,28
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,3,3,3,6
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,9,14,9,14,23
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,2,1,2,3
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,25,11,25,11,36
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,3,2,3,2,5
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,15,14,15,14,29
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,7,5,7,5,12
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,1,2,1,3
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,4,5,4,5,9
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,2,3,2,3,5
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,2,0,2,2
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-04-01,1,3,1,3,4
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,45,34,45,34,79
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,17,3,17,3,20
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,3,0,3,3
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,8,6,8,6,14
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,4,1,4,1,5
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,6,4,6,4,10
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,4,1,4,1,5
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,1,1,1,1,2
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,9,13,9,13,22
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,8,4,8,4,12
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,3,4,3,4,7
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,20,11,20,11,31
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,3,4,3,4,7
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,1,1,1,1,2
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,12,27,12,27,39
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,5,2,5,7
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,3,2,3,5
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,6,3,6,3,9
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,6,6,6,6,12
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,4,5,4,5,9
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,4,0,4,0,4
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,5,5,5,5,10
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,8,6,8,6,14
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,2,2,2,4
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,6,0,6,0,6
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,9,9,9,9,18
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,5,4,5,4,9
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,5,13,5,13,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,4,0,4,4
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,42,59,42,59,101
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,8,13,8,13,21
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,10,11,10,11,21
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,10,6,10,6,16
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,13,10,13,10,23
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,3,2,3,5
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,1,1,1,1,2
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,4,4,4,4,8
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,9,13,9,13,22
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,4,2,4,6
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,5,6,5,6,11
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,3,7,3,7,10
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,2,3,2,3,5
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,1,4,1,4,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,7,0,7,0,7
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,9,15,9,15,24
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,3,0,3,0,3
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,1,4,1,4,5
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,17,17,17,17,34
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,3,6,3,6,9
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-05-01,0,18,0,18,18
