,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,16,0,16,16
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,167,0,167,167
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,12,0,12,12
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,15,0,15,15
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,13,0,13,13
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,30,0,30,30
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,33,0,33,33
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,126,0,126,126
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,26,0,26,26
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,17,0,17,17
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,28,0,28,28
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,23,0,23,23
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,50,0,50,50
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,53,0,53,53
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,35,0,35,35
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,18,0,18,18
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,61,0,61,61
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,13,0,13,13
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,75,0,75,75
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,27,0,27,27
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,40,0,40,40
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,39,0,39,39
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,41,0,41,41
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,25,0,25,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,30,0,30,30
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,19,0,19,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,126,0,126,126
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,285,0,285,285
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1389,0,1389,1389
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,166,0,166,166
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,10,0,10,10
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,44,0,44,44
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,89,0,89,89
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,28,0,28,28
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,40,0,40,40
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,30,0,30,30
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,29,0,29,29
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,61,0,61,61
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,35,0,35,35
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,14,0,14,14
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1186,0,1186,1186
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,20,0,20,20
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,32,0,32,32
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,14,0,14,14
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,51,0,51,51
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,41,0,41,41
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,49,0,49,49
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,56,0,56,56
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,92,0,92,92
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,34,0,34,34
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,27,0,27,27
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,20,0,20,20
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,14,0,14,14
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,44,0,44,44
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1655,0,1655,1655
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,28,0,28,28
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,119,0,119,119
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,46,0,46,46
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,51,0,51,51
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,17,0,17,17
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,23,0,23,23
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,17,0,17,17
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,23,0,23,23
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,158,0,158,158
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,191,0,191,191
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,72,0,72,72
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,10,0,10,10
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,386,0,386,386
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,155,0,155,155
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,13,0,13,13
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,30,0,30,30
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,37,0,37,37
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,43,0,43,43
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,34,0,34,34
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,40,0,40,40
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,55,0,55,55
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,28,0,28,28
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,18,0,18,18
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,71,0,71,71
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,51,0,51,51
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,414,0,414,414
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,50,0,50,50
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,13,0,13,13
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,56,0,56,56
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,14,0,14,14
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,20,0,20,20
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,80,0,80,80
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,37,0,37,37
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,105,0,105,105
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,45,0,45,45
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,22,0,22,22
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,20,0,20,20
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,479,0,479,479
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,270,0,270,270
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,26,0,26,26
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,67,0,67,67
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,34,0,34,34
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,4,0,4,4
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,33,0,33,33
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,276,0,276,276
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,86,0,86,86
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,40,0,40,40
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,25,0,25,25
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,49,0,49,49
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,22,0,22,22
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,14,0,14,14
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,20,0,20,20
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,90,0,90,90
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,21,0,21,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,56,0,56,56
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,9,0,9,9
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,24,0,24,24
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,52,0,52,52
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1704,0,1704,1704
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,58,0,58,58
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,8,0,8,8
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,123,0,123,123
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,45,0,45,45
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,29,0,29,29
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,152,0,152,152
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,27,0,27,27
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,711,0,711,711
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,15,0,15,15
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,52,0,52,52
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,41,0,41,41
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,23,0,23,23
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,143,0,143,143
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,84,0,84,84
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,29,0,29,29
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,10,0,10,10
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,39,0,39,39
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,453,0,453,453
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,32,0,32,32
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
