,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,9,4,9,13
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,3,5,3,8
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,23,26,23,26,49
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,81,81,81,81,162
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,14,25,14,25,39
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,3,0,3,3
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,21,5,21,26
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,16,12,16,28
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,24,9,24,33
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,34,10,34,44
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,14,4,14,18
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,1,1,1,2
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,1,4,1,5
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,30,53,30,53,83
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,9,4,9,13
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,4,5,4,9
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,55,106,55,106,161
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,1,0,1,1
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,39,31,39,31,70
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,16,16,16,16,32
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,1,0,1,1
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,13,3,13,3,16
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,42,68,42,68,110
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,22,34,22,34,56
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,83,106,83,106,189
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,6,6,6,12
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,39,29,39,29,68
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,198,178,198,178,376
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,43,62,43,62,105
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,34,41,34,41,75
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,18,28,18,28,46
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,35,24,35,24,59
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,35,21,35,21,56
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,85,105,85,105,190
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,2,1,2,3
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,39,64,39,64,103
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,69,62,69,62,131
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,10,6,10,16
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,39,1,39,40
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,4,1,4,5
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,21,45,21,45,66
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,80,0,80,80
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,7,10,7,17
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,25,24,25,24,49
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,6,5,6,11
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,106,214,106,214,320
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,331,470,331,470,801
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2938,3712,2938,3712,6650
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,0,4,0,4
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,151,196,151,196,347
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,21,12,21,33
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,241,238,241,238,479
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,108,138,108,138,246
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,16,39,16,39,55
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,50,49,50,49,99
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,75,26,75,26,101
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,45,51,45,51,96
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,3,6,3,9
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,7,2,7,9
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,30,24,30,24,54
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,82,92,82,92,174
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,30,16,30,16,46
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,8,8,8,16
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,11,15,11,15,26
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,38,0,38,38
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,28,34,28,34,62
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,76,68,76,68,144
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,6,3,6,9
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,3,0,3,3
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,2,3,2,5
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1008,1001,1008,1001,2009
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,14,9,14,23
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,13,20,13,20,33
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,7,2,7,9
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,18,22,18,22,40
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,3,1,3,4
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,13,2,13,15
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,9,5,9,14
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,11,27,11,27,38
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,22,12,22,34
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,11,7,11,18
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,77,85,77,85,162
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,19,53,19,53,72
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,6,2,6,8
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,16,9,16,25
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,4,7,4,11
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,55,62,55,62,117
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,2,6,2,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,9,4,9,13
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,43,4,43,4,47
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,16,12,16,28
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,17,13,17,13,30
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,22,19,22,19,41
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,37,22,37,22,59
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,15,7,15,22
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,65,54,65,54,119
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,23,31,23,31,54
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,28,8,28,36
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,11,14,11,14,25
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2140,1279,2140,1279,3419
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,10,6,10,16
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,65,62,65,62,127
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,68,126,68,126,194
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,11,4,11,4,15
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,11,4,11,15
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,24,20,24,20,44
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,20,7,20,27
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,6,4,6,10
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,1,0,1,1
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,19,23,19,23,42
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,10,8,10,18
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,20,50,20,50,70
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,73,80,73,80,153
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,3,6,3,9
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,57,138,57,138,195
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,836,975,836,975,1811
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,25,10,25,35
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,16,10,16,26
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,14,12,14,26
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,0,1,0,1
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,35,65,35,65,100
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,701,833,701,833,1534
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,67,48,67,48,115
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,7,5,7,12
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,93,109,93,109,202
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,15,63,15,63,78
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,107,106,107,106,213
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,10,2,10,12
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,17,34,17,34,51
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,0,1,0,1
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,46,40,46,40,86
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,84,91,84,91,175
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,34,170,34,170,204
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,5,22,5,22,27
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,104,149,104,149,253
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,20,16,20,16,36
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,40,77,40,77,117
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,25,46,25,46,71
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,72,9,72,81
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,4,2,4,6
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,17,7,17,24
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,333,330,333,330,663
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,228,287,228,287,515
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,25,29,25,29,54
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,7,3,7,10
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,74,57,74,57,131
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,8,8,8,16
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,1,2,1,3
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,0,1,0,1
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,5,0,5,5
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,15,34,15,34,49
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,7,0,7,7
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,6,4,6,10
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,67,79,67,79,146
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,3,2,3,5
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,62,56,62,56,118
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,16,15,16,15,31
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,377,352,377,352,729
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,23,9,23,9,32
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,3,10,3,13
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,20,32,20,32,52
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,48,208,48,208,256
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,20,52,20,52,72
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,2,3,2,5
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2040,2177,2040,2177,4217
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,21,2,21,23
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,4,8,4,12
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,14,0,14,14
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,31,37,31,37,68
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,29,39,29,39,68
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,4,2,4,6
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,4,3,4,7
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,45,66,45,66,111
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,71,91,71,91,162
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,54,67,54,67,121
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,29,10,29,39
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,20,25,20,25,45
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,102,136,102,136,238
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,6,6,6,12
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,1,0,1,1
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,42,4,42,46
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,33,41,33,41,74
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,2,8,2,10
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,70,42,70,42,112
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,14,4,14,4,18
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,82,88,82,88,170
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,13,9,13,9,22
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,21,8,21,29
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,68,81,68,81,149
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,33,97,33,97,130
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,1,3,1,4
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,29,37,29,37,66
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,88,138,88,138,226
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1558,2110,1558,2110,3668
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,2,4,2,6
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,52,40,52,40,92
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,0,4,0,4
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,178,177,178,177,355
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,8,3,8,3,11
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,34,45,34,45,79
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,13,4,13,4,17
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,14,9,14,9,23
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,109,110,109,110,219
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,24,19,24,19,43
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,16,6,16,22
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2589,1538,2589,1538,4127
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,16,10,16,10,26
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,17,10,17,10,27
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,105,142,105,142,247
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,421,631,421,631,1052
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,3,4,3,7
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,2,1,2,3
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,7,2,7,9
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,380,297,380,297,677
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,54,58,54,58,112
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,14,9,14,23
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,3,0,3,3
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,136,235,136,235,371
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,24,30,24,30,54
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,32,31,32,31,63
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,6,0,6,6
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,15,40,15,40,55
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,568,660,568,660,1228
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,57,26,57,26,83
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,51,82,51,82,133
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,25,10,25,35
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,88,70,88,70,158
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,59,93,59,93,152
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,6,4,6,10
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,47,58,47,58,105
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,10,5,10,5,15
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,12,13,12,13,25
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,11,3,11,14
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,58,117,58,117,175
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,122,147,122,147,269
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,1,2,1,3
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,5,9,5,14
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,24,33,24,33,57
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,28,34,28,34,62
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,3,1,3,1,4
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,9,15,9,15,24
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,51,66,51,66,117
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,244,239,244,239,483
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,7,15,7,15,22
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,2,2,2,2,4
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,69,121,69,121,190
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,31,40,31,40,71
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,19,21,19,21,40
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,45,26,45,26,71
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,219,348,219,348,567
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,16,21,16,21,37
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,24,56,24,56,80
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,182,236,182,236,418
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,0,2,0,2,2
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,32,38,32,38,70
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,1,2,1,2,3
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,70,171,70,171,241
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,11,15,11,15,26
