,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
ARANI,atencion odontologica,cirugia bucal menor,2011-04-01,13,15,13,15,28
ARBIETO,atencion odontologica,cirugia bucal menor,2011-04-01,6,6,6,6,12
ARQUE,atencion odontologica,cirugia bucal menor,2011-04-01,16,19,16,19,35
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2011-04-01,0,7,0,7,7
ATOCHA,atencion odontologica,cirugia bucal menor,2011-04-01,32,59,32,59,91
AYATA,atencion odontologica,cirugia bucal menor,2011-04-01,35,51,35,51,86
AYO AYO,atencion odontologica,cirugia bucal menor,2011-04-01,14,25,14,25,39
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2011-04-01,29,41,29,41,70
AZURDUY,atencion odontologica,cirugia bucal menor,2011-04-01,27,79,27,79,106
BATALLAS,atencion odontologica,cirugia bucal menor,2011-04-01,61,53,61,53,114
BAURES,atencion odontologica,cirugia bucal menor,2011-04-01,1,10,1,10,11
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2011-04-01,7,11,7,11,18
BERMEJO,atencion odontologica,cirugia bucal menor,2011-04-01,55,83,55,83,138
BETANZOS,atencion odontologica,cirugia bucal menor,2011-04-01,12,39,12,39,51
BOLIVAR,atencion odontologica,cirugia bucal menor,2011-04-01,9,14,9,14,23
BOYUIBE,atencion odontologica,cirugia bucal menor,2011-04-01,6,14,6,14,20
CABEZAS,atencion odontologica,cirugia bucal menor,2011-04-01,14,37,14,37,51
CAIROMA,atencion odontologica,cirugia bucal menor,2011-04-01,32,44,32,44,76
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2011-04-01,12,16,12,16,28
CAJUATA,atencion odontologica,cirugia bucal menor,2011-04-01,15,25,15,25,40
CALACOTO,atencion odontologica,cirugia bucal menor,2011-04-01,18,23,18,23,41
CALAMARCA,atencion odontologica,cirugia bucal menor,2011-04-01,45,34,45,34,79
CAMARGO,atencion odontologica,cirugia bucal menor,2011-04-01,51,44,51,44,95
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2011-04-01,8,10,8,10,18
CAMIRI,atencion odontologica,cirugia bucal menor,2011-04-01,70,91,70,91,161
CAPINOTA,atencion odontologica,cirugia bucal menor,2011-04-01,7,3,7,3,10
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2011-04-01,22,37,22,37,59
CARACOLLO,atencion odontologica,cirugia bucal menor,2011-04-01,34,66,34,66,100
CARANAVI,atencion odontologica,cirugia bucal menor,2011-04-01,20,42,20,42,62
CARAPARI,atencion odontologica,cirugia bucal menor,2011-04-01,62,100,62,100,162
CARIPUYO,atencion odontologica,cirugia bucal menor,2011-04-01,8,17,8,17,25
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2011-04-01,10,13,10,13,23
CATACORA,atencion odontologica,cirugia bucal menor,2011-04-01,13,17,13,17,30
CHALLAPATA,atencion odontologica,cirugia bucal menor,2011-04-01,70,92,70,92,162
CHAQUI,atencion odontologica,cirugia bucal menor,2011-04-01,5,8,5,8,13
CHARAGUA,atencion odontologica,cirugia bucal menor,2011-04-01,49,89,49,89,138
CHARAÑA,atencion odontologica,cirugia bucal menor,2011-04-01,14,20,14,20,34
CHAYANTA,atencion odontologica,cirugia bucal menor,2011-04-01,15,15,15,15,30
CHIMORE,atencion odontologica,cirugia bucal menor,2011-04-01,20,26,20,26,46
CHIPAYA,atencion odontologica,cirugia bucal menor,2011-04-01,1,2,1,2,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2011-04-01,5,12,5,12,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2011-04-01,36,54,36,54,90
CHUMA,atencion odontologica,cirugia bucal menor,2011-04-01,40,74,40,74,114
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2011-04-01,9,14,9,14,23
CKOCHAS,atencion odontologica,cirugia bucal menor,2011-04-01,0,21,0,21,21
CLIZA,atencion odontologica,cirugia bucal menor,2011-04-01,13,16,13,16,29
COBIJA,atencion odontologica,cirugia bucal menor,2011-04-01,27,61,27,61,88
COCAPATA,atencion odontologica,cirugia bucal menor,2011-04-01,8,49,8,49,57
COCHABAMBA,atencion odontologica,cirugia bucal menor,2011-04-01,471,501,471,501,972
COIPASA,atencion odontologica,cirugia bucal menor,2011-04-01,11,4,11,4,15
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2011-04-01,68,103,68,103,171
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2011-04-01,28,19,28,19,47
COLLANA,atencion odontologica,cirugia bucal menor,2011-04-01,7,20,7,20,27
COLOMI,atencion odontologica,cirugia bucal menor,2011-04-01,6,25,6,25,31
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2011-04-01,7,21,7,21,28
COLQUECHACA,atencion odontologica,cirugia bucal menor,2011-04-01,28,57,28,57,85
COLQUENCHA,atencion odontologica,cirugia bucal menor,2011-04-01,29,87,29,87,116
COLQUIRI,atencion odontologica,cirugia bucal menor,2011-04-01,72,126,72,126,198
COMANCHE,atencion odontologica,cirugia bucal menor,2011-04-01,12,23,12,23,35
COMARAPA,atencion odontologica,cirugia bucal menor,2011-04-01,32,61,32,61,93
COMBAYA,atencion odontologica,cirugia bucal menor,2011-04-01,6,2,6,2,8
CONCEPCION,atencion odontologica,cirugia bucal menor,2011-04-01,31,61,31,61,92
COPACABANA,atencion odontologica,cirugia bucal menor,2011-04-01,21,40,21,40,61
CORIPATA,atencion odontologica,cirugia bucal menor,2011-04-01,37,26,37,26,63
CORO CORO,atencion odontologica,cirugia bucal menor,2011-04-01,36,29,36,29,65
COROICO,atencion odontologica,cirugia bucal menor,2011-04-01,63,48,63,48,111
CORQUE,atencion odontologica,cirugia bucal menor,2011-04-01,14,19,14,19,33
COTAGAITA,atencion odontologica,cirugia bucal menor,2011-04-01,34,42,34,42,76
COTOCA,atencion odontologica,cirugia bucal menor,2011-04-01,0,17,0,17,17
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2011-04-01,36,41,36,41,77
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2011-04-01,1,1,1,1,2
CUEVO,atencion odontologica,cirugia bucal menor,2011-04-01,3,8,3,8,11
CULPINA,atencion odontologica,cirugia bucal menor,2011-04-01,4,14,4,14,18
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2011-04-01,7,14,7,14,21
CURVA,atencion odontologica,cirugia bucal menor,2011-04-01,8,8,8,8,16
DESAGUADERO,atencion odontologica,cirugia bucal menor,2011-04-01,14,16,14,16,30
EL ALTO,atencion odontologica,cirugia bucal menor,2011-04-01,1009,1331,1009,1331,2340
EL CHORO,atencion odontologica,cirugia bucal menor,2011-04-01,6,1,6,1,7
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2011-04-01,10,16,10,16,26
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2011-04-01,34,64,34,64,98
EL TORNO,atencion odontologica,cirugia bucal menor,2011-04-01,34,42,34,42,76
EL VILLAR,atencion odontologica,cirugia bucal menor,2011-04-01,7,8,7,8,15
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2011-04-01,30,64,30,64,94
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2011-04-01,5,9,5,9,14
ESCOMA,atencion odontologica,cirugia bucal menor,2011-04-01,25,36,25,36,61
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2011-04-01,8,18,8,18,26
EXALTACION,atencion odontologica,cirugia bucal menor,2011-04-01,19,21,19,21,40
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2011-04-01,21,25,21,25,46
FILADELFIA,atencion odontologica,cirugia bucal menor,2011-04-01,2,1,2,1,3
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2011-04-01,13,13,13,13,26
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2011-04-01,25,47,25,47,72
GUANAY,atencion odontologica,cirugia bucal menor,2011-04-01,9,27,9,27,36
GUAQUI,atencion odontologica,cirugia bucal menor,2011-04-01,24,27,24,27,51
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2011-04-01,29,38,29,38,67
GUTIERREZ,atencion odontologica,cirugia bucal menor,2011-04-01,44,104,44,104,148
HUACARETA,atencion odontologica,cirugia bucal menor,2011-04-01,16,64,16,64,80
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2011-04-01,2,11,2,11,13
HUACHACALLA,atencion odontologica,cirugia bucal menor,2011-04-01,4,3,4,3,7
HUANUNI,atencion odontologica,cirugia bucal menor,2011-04-01,34,47,34,47,81
HUARACAJE,atencion odontologica,cirugia bucal menor,2011-04-01,4,6,4,6,10
HUARINA,atencion odontologica,cirugia bucal menor,2011-04-01,6,8,6,8,14
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2011-04-01,22,20,22,20,42
ICHOCA,atencion odontologica,cirugia bucal menor,2011-04-01,13,5,13,5,18
ICLA,atencion odontologica,cirugia bucal menor,2011-04-01,13,42,13,42,55
INCAHUASI,atencion odontologica,cirugia bucal menor,2011-04-01,30,66,30,66,96
INQUISIVI,atencion odontologica,cirugia bucal menor,2011-04-01,24,38,24,38,62
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2011-04-01,29,34,29,34,63
IXIAMAS,atencion odontologica,cirugia bucal menor,2011-04-01,72,69,72,69,141
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2011-04-01,30,31,30,31,61
LA ASUNTA,atencion odontologica,cirugia bucal menor,2011-04-01,37,73,37,73,110
LA GUARDIA,atencion odontologica,cirugia bucal menor,2011-04-01,27,66,27,66,93
LA PAZ,atencion odontologica,cirugia bucal menor,2011-04-01,686,968,686,968,1654
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2011-04-01,4,7,4,7,11
LAJA,atencion odontologica,cirugia bucal menor,2011-04-01,25,64,25,64,89
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2011-04-01,2,3,2,3,5
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2011-04-01,3,17,3,17,20
LLALLAGUA,atencion odontologica,cirugia bucal menor,2011-04-01,41,72,41,72,113
LLICA,atencion odontologica,cirugia bucal menor,2011-04-01,21,24,21,24,45
LURIBAY,atencion odontologica,cirugia bucal menor,2011-04-01,5,13,5,13,18
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2011-04-01,15,11,15,11,26
MACHARETI,atencion odontologica,cirugia bucal menor,2011-04-01,34,43,34,43,77
MAGDALENA,atencion odontologica,cirugia bucal menor,2011-04-01,16,24,16,24,40
MAIRANA,atencion odontologica,cirugia bucal menor,2011-04-01,4,10,4,10,14
MALLA,atencion odontologica,cirugia bucal menor,2011-04-01,13,17,13,17,30
MAPIRI,atencion odontologica,cirugia bucal menor,2011-04-01,27,31,27,31,58
MECAPACA,atencion odontologica,cirugia bucal menor,2011-04-01,1,9,1,9,10
MINEROS,atencion odontologica,cirugia bucal menor,2011-04-01,9,9,9,9,18
MIZQUE,atencion odontologica,cirugia bucal menor,2011-04-01,7,3,7,3,10
MOCOMOCO,atencion odontologica,cirugia bucal menor,2011-04-01,40,71,40,71,111
MOJOCOYA,atencion odontologica,cirugia bucal menor,2011-04-01,9,41,9,41,50
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2011-04-01,33,33,33,33,66
MONTERO,atencion odontologica,cirugia bucal menor,2011-04-01,80,79,80,79,159
MORO MORO,atencion odontologica,cirugia bucal menor,2011-04-01,0,9,0,9,9
MOROCHATA,atencion odontologica,cirugia bucal menor,2011-04-01,0,18,0,18,18
OCURI,atencion odontologica,cirugia bucal menor,2011-04-01,12,56,12,56,68
OKINAWA,atencion odontologica,cirugia bucal menor,2011-04-01,15,21,15,21,36
OMEREQUE,atencion odontologica,cirugia bucal menor,2011-04-01,6,15,6,15,21
ORURO,atencion odontologica,cirugia bucal menor,2011-04-01,356,500,356,500,856
PADCAYA,atencion odontologica,cirugia bucal menor,2011-04-01,25,57,25,57,82
PADILLA,atencion odontologica,cirugia bucal menor,2011-04-01,14,47,14,47,61
PAILON,atencion odontologica,cirugia bucal menor,2011-04-01,34,78,34,78,112
PALCA,atencion odontologica,cirugia bucal menor,2011-04-01,17,36,17,36,53
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2011-04-01,34,24,34,24,58
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2011-04-01,2,8,2,8,10
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2011-04-01,5,13,5,13,18
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2011-04-01,17,18,17,18,35
PASORAPA,atencion odontologica,cirugia bucal menor,2011-04-01,4,6,4,6,10
PATACAMAYA,atencion odontologica,cirugia bucal menor,2011-04-01,21,55,21,55,76
PAZÑA,atencion odontologica,cirugia bucal menor,2011-04-01,7,26,7,26,33
PELECHUCO,atencion odontologica,cirugia bucal menor,2011-04-01,23,24,23,24,47
POCOATA,atencion odontologica,cirugia bucal menor,2011-04-01,31,48,31,48,79
POCONA,atencion odontologica,cirugia bucal menor,2011-04-01,44,45,44,45,89
POJO (CBBA),atencion odontologica,cirugia bucal menor,2011-04-01,11,27,11,27,38
POOPO,atencion odontologica,cirugia bucal menor,2011-04-01,26,55,26,55,81
PORCO,atencion odontologica,cirugia bucal menor,2011-04-01,5,22,5,22,27
POROMA,atencion odontologica,cirugia bucal menor,2011-04-01,3,9,3,9,12
PORTACHUELO,atencion odontologica,cirugia bucal menor,2011-04-01,13,45,13,45,58
PORVENIR,atencion odontologica,cirugia bucal menor,2011-04-01,20,32,20,32,52
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2011-04-01,3,12,3,12,15
POTOSI,atencion odontologica,cirugia bucal menor,2011-04-01,98,218,98,218,316
PRESTO,atencion odontologica,cirugia bucal menor,2011-04-01,0,2,0,2,2
PUCARANI,atencion odontologica,cirugia bucal menor,2011-04-01,94,113,94,113,207
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2011-04-01,30,27,30,27,57
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2011-04-01,29,35,29,35,64
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2011-04-01,3,11,3,11,14
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2011-04-01,2,1,2,1,3
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2011-04-01,1,0,1,0,1
PUERTO RICO,atencion odontologica,cirugia bucal menor,2011-04-01,24,29,24,29,53
PUERTO SILES,atencion odontologica,cirugia bucal menor,2011-04-01,14,3,14,3,17
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2011-04-01,4,6,4,6,10
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2011-04-01,24,52,24,52,76
PUNA,atencion odontologica,cirugia bucal menor,2011-04-01,23,59,23,59,82
PUNATA,atencion odontologica,cirugia bucal menor,2011-04-01,25,38,25,38,63
QUIABAYA,atencion odontologica,cirugia bucal menor,2011-04-01,24,4,24,4,28
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2011-04-01,32,68,32,68,100
QUIME,atencion odontologica,cirugia bucal menor,2011-04-01,80,80,80,80,160
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2011-04-01,1,3,1,3,4
RAVELO,atencion odontologica,cirugia bucal menor,2011-04-01,11,33,11,33,44
RIBERALTA,atencion odontologica,cirugia bucal menor,2011-04-01,97,239,97,239,336
ROBORE,atencion odontologica,cirugia bucal menor,2011-04-01,10,11,10,11,21
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2011-04-01,16,18,16,18,34
SABAYA,atencion odontologica,cirugia bucal menor,2011-04-01,1,2,1,2,3
SACABA,atencion odontologica,cirugia bucal menor,2011-04-01,302,393,302,393,695
SACABAMBA,atencion odontologica,cirugia bucal menor,2011-04-01,0,3,0,3,3
SACACA,atencion odontologica,cirugia bucal menor,2011-04-01,13,18,13,18,31
SAIPINA,atencion odontologica,cirugia bucal menor,2011-04-01,13,14,13,14,27
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2011-04-01,20,27,20,27,47
SAMAIPATA,atencion odontologica,cirugia bucal menor,2011-04-01,7,10,7,10,17
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2011-04-01,5,7,5,7,12
SAN ANDRES,atencion odontologica,cirugia bucal menor,2011-04-01,6,13,6,13,19
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2011-04-01,32,58,32,58,90
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2011-04-01,9,19,9,19,28
SAN BENITO,atencion odontologica,cirugia bucal menor,2011-04-01,19,24,19,24,43
SAN BORJA,atencion odontologica,cirugia bucal menor,2011-04-01,55,91,55,91,146
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2011-04-01,11,27,11,27,38
SAN CARLOS,atencion odontologica,cirugia bucal menor,2011-04-01,5,12,5,12,17
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2011-04-01,42,58,42,58,100
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2011-04-01,19,38,19,38,57
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2011-04-01,2,7,2,7,9
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2011-04-01,14,13,14,13,27
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2011-04-01,32,44,32,44,76
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2011-04-01,12,23,12,23,35
SAN JULIAN,atencion odontologica,cirugia bucal menor,2011-04-01,2,9,2,9,11
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2011-04-01,6,4,6,4,10
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2011-04-01,53,103,53,103,156
SAN LUCAS,atencion odontologica,cirugia bucal menor,2011-04-01,34,60,34,60,94
SAN MATIAS,atencion odontologica,cirugia bucal menor,2011-04-01,16,35,16,35,51
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2011-04-01,22,59,22,59,81
SAN PEDRO,atencion odontologica,cirugia bucal menor,2011-04-01,11,33,11,33,44
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2011-04-01,17,44,17,44,61
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2011-04-01,3,5,3,5,8
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2011-04-01,14,22,14,22,36
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2011-04-01,16,54,16,54,70
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2011-04-01,6,18,6,18,24
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2011-04-01,4,6,4,6,10
SANTA ANA,atencion odontologica,cirugia bucal menor,2011-04-01,30,33,30,33,63
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2011-04-01,437,807,437,807,1244
SANTA ROSA,atencion odontologica,cirugia bucal menor,2011-04-01,3,12,3,12,15
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2011-04-01,22,39,22,39,61
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2011-04-01,9,5,9,5,14
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2011-04-01,17,28,17,28,45
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2011-04-01,29,23,29,23,52
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2011-04-01,4,11,4,11,15
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2011-04-01,6,5,6,5,11
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2011-04-01,47,65,47,65,112
SENA,atencion odontologica,cirugia bucal menor,2011-04-01,25,24,25,24,49
SHINAOTA,atencion odontologica,cirugia bucal menor,2011-04-01,38,24,38,24,62
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2011-04-01,31,37,31,37,68
SIPE SIPE,atencion odontologica,cirugia bucal menor,2011-04-01,24,52,24,52,76
SOPACHUY,atencion odontologica,cirugia bucal menor,2011-04-01,15,33,15,33,48
SORACACHI,atencion odontologica,cirugia bucal menor,2011-04-01,10,9,10,9,19
SORATA,atencion odontologica,cirugia bucal menor,2011-04-01,27,27,27,27,54
SUCRE,atencion odontologica,cirugia bucal menor,2011-04-01,358,525,358,525,883
TACACOMA,atencion odontologica,cirugia bucal menor,2011-04-01,23,27,23,27,50
TACOPAYA,atencion odontologica,cirugia bucal menor,2011-04-01,7,8,7,8,15
TAHUA,atencion odontologica,cirugia bucal menor,2011-04-01,4,5,4,5,9
TAPACARI,atencion odontologica,cirugia bucal menor,2011-04-01,39,68,39,68,107
TARABUCO,atencion odontologica,cirugia bucal menor,2011-04-01,42,90,42,90,132
TARACO,atencion odontologica,cirugia bucal menor,2011-04-01,14,8,14,8,22
TARATA,atencion odontologica,cirugia bucal menor,2011-04-01,4,13,4,13,17
TARIJA,atencion odontologica,cirugia bucal menor,2011-04-01,419,376,419,376,795
TARVITA,atencion odontologica,cirugia bucal menor,2011-04-01,26,48,26,48,74
TEOPONTE,atencion odontologica,cirugia bucal menor,2011-04-01,3,3,3,3,6
TIAWANACU,atencion odontologica,cirugia bucal menor,2011-04-01,33,38,33,38,71
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2011-04-01,8,38,8,38,46
TIPUANI,atencion odontologica,cirugia bucal menor,2011-04-01,8,5,8,5,13
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2011-04-01,72,125,72,125,197
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2011-04-01,13,13,13,13,26
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2011-04-01,7,17,7,17,24
TOCO,atencion odontologica,cirugia bucal menor,2011-04-01,7,0,7,0,7
TOLATA,atencion odontologica,cirugia bucal menor,2011-04-01,13,21,13,21,34
TOLEDO,atencion odontologica,cirugia bucal menor,2011-04-01,18,19,18,19,37
TOMAVE,atencion odontologica,cirugia bucal menor,2011-04-01,25,39,25,39,64
TOMINA,atencion odontologica,cirugia bucal menor,2011-04-01,21,66,21,66,87
TORO TORO,atencion odontologica,cirugia bucal menor,2011-04-01,13,43,13,43,56
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2011-04-01,29,29,29,29,58
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2011-04-01,1,1,1,1,2
TRIGAL,atencion odontologica,cirugia bucal menor,2011-04-01,5,7,5,7,12
TRINIDAD,atencion odontologica,cirugia bucal menor,2011-04-01,82,142,82,142,224
TUPIZA,atencion odontologica,cirugia bucal menor,2011-04-01,34,38,34,38,72
TURCO,atencion odontologica,cirugia bucal menor,2011-04-01,13,11,13,11,24
UMALA,atencion odontologica,cirugia bucal menor,2011-04-01,4,3,4,3,7
UNCIA,atencion odontologica,cirugia bucal menor,2011-04-01,9,11,9,11,20
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2011-04-01,58,149,58,149,207
URUBICHA,atencion odontologica,cirugia bucal menor,2011-04-01,13,23,13,23,36
UYUNI,atencion odontologica,cirugia bucal menor,2011-04-01,15,31,15,31,46
VACAS,atencion odontologica,cirugia bucal menor,2011-04-01,40,50,40,50,90
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2011-04-01,14,32,14,32,46
VIACHA,atencion odontologica,cirugia bucal menor,2011-04-01,7,24,7,24,31
VILA VILA,atencion odontologica,cirugia bucal menor,2011-04-01,3,3,3,3,6
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2011-04-01,12,29,12,29,41
VILLA MONTES,atencion odontologica,cirugia bucal menor,2011-04-01,136,330,136,330,466
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2011-04-01,1,1,1,1,2
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2011-04-01,2,9,2,9,11
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2011-04-01,31,50,31,50,81
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2011-04-01,59,81,59,81,140
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2011-04-01,7,26,7,26,33
VILLAZON,atencion odontologica,cirugia bucal menor,2011-04-01,82,109,82,109,191
VINTO,atencion odontologica,cirugia bucal menor,2011-04-01,14,20,14,20,34
VITICHI,atencion odontologica,cirugia bucal menor,2011-04-01,31,56,31,56,87
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2011-04-01,19,12,19,12,31
WARNES,atencion odontologica,cirugia bucal menor,2011-04-01,46,92,46,92,138
YACO,atencion odontologica,cirugia bucal menor,2011-04-01,12,22,12,22,34
YACUIBA,atencion odontologica,cirugia bucal menor,2011-04-01,81,140,81,140,221
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2011-04-01,11,18,11,18,29
YANACACHI,atencion odontologica,cirugia bucal menor,2011-04-01,22,28,22,28,50
YAPACANI,atencion odontologica,cirugia bucal menor,2011-04-01,22,55,22,55,77
YOCALLA,atencion odontologica,cirugia bucal menor,2011-04-01,12,20,12,20,32
YOTALA,atencion odontologica,cirugia bucal menor,2011-04-01,17,21,17,21,38
YUNCHARA,atencion odontologica,cirugia bucal menor,2011-04-01,8,32,8,32,40
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2011-04-01,13,30,13,30,43
ACACIO,atencion odontologica,cirugia bucal menor,2011-05-01,19,9,19,9,28
ACHACACHI,atencion odontologica,cirugia bucal menor,2011-05-01,55,100,55,100,155
ACHOCALLA,atencion odontologica,cirugia bucal menor,2011-05-01,36,42,36,42,78
AIQUILE,atencion odontologica,cirugia bucal menor,2011-05-01,8,5,8,5,13
ALCALA,atencion odontologica,cirugia bucal menor,2011-05-01,14,22,14,22,36
ALTO BENI,atencion odontologica,cirugia bucal menor,2011-05-01,14,36,14,36,50
ANCORAIMES,atencion odontologica,cirugia bucal menor,2011-05-01,22,27,22,27,49
ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-05-01,19,8,19,8,27
ANTEQUERA,atencion odontologica,cirugia bucal menor,2011-05-01,10,23,10,23,33
ANZALDO,atencion odontologica,cirugia bucal menor,2011-05-01,6,21,6,21,27
APOLO,atencion odontologica,cirugia bucal menor,2011-05-01,12,38,12,38,50
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2011-05-01,1,3,1,3,4
ARANI,atencion odontologica,cirugia bucal menor,2011-05-01,9,23,9,23,32
ARBIETO,atencion odontologica,cirugia bucal menor,2011-05-01,2,10,2,10,12
ARQUE,atencion odontologica,cirugia bucal menor,2011-05-01,13,31,13,31,44
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2011-05-01,8,18,8,18,26
ATOCHA,atencion odontologica,cirugia bucal menor,2011-05-01,57,59,57,59,116
AYATA,atencion odontologica,cirugia bucal menor,2011-05-01,52,67,52,67,119
AYO AYO,atencion odontologica,cirugia bucal menor,2011-05-01,16,31,16,31,47
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2011-05-01,27,70,27,70,97
AZURDUY,atencion odontologica,cirugia bucal menor,2011-05-01,10,29,10,29,39
BATALLAS,atencion odontologica,cirugia bucal menor,2011-05-01,29,64,29,64,93
BAURES,atencion odontologica,cirugia bucal menor,2011-05-01,6,6,6,6,12
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-05-01,0,6,0,6,6
