,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2010-03-01,107,2,107,2,109
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2010-03-01,1,3,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2010-03-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2010-03-01,5,8,5,8,13
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2010-03-01,150,24,150,24,174
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2010-03-01,13,8,13,8,21
VILLAZON,vacunaciones en menores de 1 ano,bcg,2010-03-01,59,2,59,2,61
VINTO,vacunaciones en menores de 1 ano,bcg,2010-03-01,101,0,101,0,101
VITICHI,vacunaciones en menores de 1 ano,bcg,2010-03-01,4,0,4,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2010-03-01,0,4,0,4,4
WARNES,vacunaciones en menores de 1 ano,bcg,2010-03-01,122,9,122,9,131
YACO,vacunaciones en menores de 1 ano,bcg,2010-03-01,2,10,2,10,12
YACUIBA,vacunaciones en menores de 1 ano,bcg,2010-03-01,184,19,184,19,203
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2010-03-01,9,1,9,1,10
YANACACHI,vacunaciones en menores de 1 ano,bcg,2010-03-01,3,2,3,2,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-03-01,101,2,101,2,103
YOCALLA,vacunaciones en menores de 1 ano,bcg,2010-03-01,4,3,4,3,7
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-03-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-03-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-03-01,3,3,3,3,6
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,14,7,14,21
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-04-01,48,59,48,59,107
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,11,11,11,22
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-04-01,44,5,44,5,49
ALCALA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-04-01,10,11,10,11,21
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,57,8,57,65
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,4,0,4,4
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,8,5,8,13
APOLO,vacunaciones en menores de 1 ano,bcg,2010-04-01,15,1,15,1,16
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,0,4,0,4
ARANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,17,2,17,2,19
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,10,0,10,10
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,9,8,9,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,78,1,78,1,79
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-04-01,35,0,35,0,35
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,3,0,3,3
AYATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,13,8,13,8,21
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-04-01,24,13,24,13,37
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,8,18,8,26
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,10,20,10,20,30
BAURES,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,0,18,0,18
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,1,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-04-01,41,1,41,1,42
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,30,21,30,21,51
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,13,1,13,14
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,4,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,21,8,21,8,29
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,28,9,28,9,37
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,7,9,7,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-04-01,11,6,11,6,17
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,10,0,10,10
CALACOTO,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,6,0,6,6
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,14,4,14,18
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-04-01,31,4,31,4,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-04-01,58,8,58,8,66
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,31,3,31,3,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,7,0,7,7
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-04-01,22,11,22,11,33
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-04-01,87,40,87,40,127
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-04-01,15,2,15,2,17
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,10,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,9,0,9,9
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,5,0,5,5
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,60,24,60,24,84
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,17,5,17,22
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-04-01,28,33,28,33,61
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,5,0,5,5
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,16,19,16,19,35
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-04-01,30,2,30,2,32
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-04-01,29,5,29,5,34
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,7,3,7,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,16,4,16,20
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,4,11,4,15
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-04-01,32,6,32,6,38
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-04-01,150,1,150,1,151
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,10,22,10,22,32
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1400,29,1400,29,1429
COIPASA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-04-01,82,0,82,0,82
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-04-01,13,3,13,3,16
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,1,0,1,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-04-01,33,2,33,2,35
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,5,9,5,14
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-04-01,16,65,16,65,81
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,11,0,11,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,27,8,27,35
COMANCHE,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,3,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,35,3,35,3,38
COMBAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,9,0,9,9
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-04-01,36,4,36,4,40
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-04-01,13,6,13,6,19
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,4,7,4,11
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,15,2,15,17
COROICO,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,0,18,0,18
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,9,2,9,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,19,18,19,37
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,130,9,130,9,139
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,24,4,24,4,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2010-04-01,1,2,1,2,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,4,3,4,7
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,9,12,9,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,0,6,0,6
CURVA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,4,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,5,4,5,9
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1601,14,1601,14,1615
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,0,5,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-04-01,13,8,13,8,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-04-01,11,5,11,5,16
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-04-01,87,0,87,0,87
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,9,18,9,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-04-01,46,3,46,3,49
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,0,3,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-04-01,0,4,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,23,6,23,29
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,5,1,5,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-04-01,22,6,22,6,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-04-01,6,19,6,19,25
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-04-01,15,7,15,7,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,5,1,5,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-04-01,116,7,116,7,123
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,7,12,7,19
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,8,12,8,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-04-01,31,2,31,2,33
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,6,2,6,8
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,5,0,5,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,1,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,8,2,8,10
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,8,2,8,10
ICLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,15,1,15,16
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-04-01,13,7,13,7,20
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,21,7,21,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-04-01,8,12,8,12,20
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,20,1,20,1,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,6,11,6,17
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,75,9,75,9,84
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-04-01,113,4,113,4,117
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,1855,5,1855,5,1860
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,12,4,12,16
LAJA,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,16,9,16,25
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,2,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,1,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-04-01,36,46,36,46,82
LLICA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,7,2,7,9
LORETO,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,4,6,4,10
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,9,2,9,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,2,3,2,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,4,6,4,10
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,17,11,17,28
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-04-01,21,1,21,1,22
MALLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,3,12,3,15
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,8,5,8,13
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-04-01,35,5,35,5,40
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-04-01,43,16,43,16,59
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,15,1,15,16
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,3,7,3,10
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-04-01,60,6,60,6,66
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-04-01,324,0,324,0,324
MORO MORO,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,1,6,1,7
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,14,0,14,14
OCURI,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,37,11,37,48
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-04-01,24,1,24,1,25
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,11,0,11,11
ORURO,vacunaciones en menores de 1 ano,bcg,2010-04-01,617,3,617,3,620
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,14,5,14,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,3,18,3,21
PAILON,vacunaciones en menores de 1 ano,bcg,2010-04-01,20,14,20,14,34
PALCA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,22,3,22,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,35,13,35,13,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,5,1,5,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,0,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,31,6,31,6,37
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,3,3,3,6
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,10,1,10,11
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,36,2,36,38
POCONA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,18,4,18,22
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-04-01,5,4,5,4,9
POOPO,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,2,5,2,7
PORCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,0,18,0,18
POROMA,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,10,11,10,21
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,13,3,13,16
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-04-01,46,4,46,4,50
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,0,4,0,4
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-04-01,460,2,460,2,462
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,9,6,9,15
PUCARA,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,20,19,20,19,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,19,0,19,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,18,2,18,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,2,0,2,2
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-04-01,32,14,32,14,46
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,5,5,5,10
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,48,0,48,0,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-04-01,144,3,144,3,147
PUNA,vacunaciones en menores de 1 ano,bcg,2010-04-01,16,17,16,17,33
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,81,0,81,0,81
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-04-01,207,0,207,0,207
QUIME,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,12,2,12,14
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-04-01,12,27,12,27,39
REYES,vacunaciones en menores de 1 ano,bcg,2010-04-01,21,14,21,14,35
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,275,4,275,4,279
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-04-01,15,15,15,15,30
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-04-01,36,6,36,6,42
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,bcg,2010-04-01,233,8,233,8,241
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,0,9,0,9
SACACA,vacunaciones en menores de 1 ano,bcg,2010-04-01,11,3,11,3,14
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,0,8,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,7,7,7,14
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,10,7,10,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,11,8,11,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,3,3,3,6
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-04-01,15,2,15,2,17
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-04-01,103,61,103,61,164
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-04-01,24,8,24,8,32
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,44,2,44,2,46
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-04-01,43,9,43,9,52
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,120,17,120,17,137
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2010-04-01,1,6,1,6,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-04-01,37,0,37,0,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,4,1,4,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,38,0,38,0,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,22,1,22,1,23
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-04-01,72,42,72,42,114
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-04-01,3,12,3,12,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-04-01,11,1,11,1,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,24,31,24,31,55
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,31,6,31,6,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,18,5,18,5,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-04-01,32,0,32,0,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,26,49,26,49,75
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,2,4,2,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2010-04-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,6,2,6,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,4,8,4,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,25,1,25,1,26
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-04-01,46,6,46,6,52
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3230,55,3230,55,3285
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-04-01,26,0,26,0,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,12,9,12,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,11,3,11,14
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-04-01,9,5,9,5,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,15,0,15,15
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,7,1,7,8
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,9,1,9,10
SENA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,0,7,0,7
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-04-01,55,0,55,0,55
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-04-01,21,25,21,25,46
SICAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,2,2,2,4
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-04-01,50,1,50,1,51
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,2,7,2,9
SORACACHI,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,20,4,20,24
SORATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,23,35,23,35,58
SUCRE,vacunaciones en menores de 1 ano,bcg,2010-04-01,551,12,551,12,563
TACACOMA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,4,2,4,6
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2010-04-01,16,13,16,13,29
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,8,8,8,8,16
TAPACARI,vacunaciones en menores de 1 ano,bcg,2010-04-01,41,23,41,23,64
TARABUCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,21,4,21,4,25
TARACO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,3,1,3,4
TARATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,1,7,1,8
TARIJA,vacunaciones en menores de 1 ano,bcg,2010-04-01,433,2,433,2,435
TARVITA,vacunaciones en menores de 1 ano,bcg,2010-04-01,13,7,13,7,20
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,7,7,7,14
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,18,6,18,24
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,19,6,19,25
TIPUANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,17,3,17,3,20
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-04-01,93,20,93,20,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2010-04-01,31,14,31,14,45
TOCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,5,0,5,5
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,2,0,2,2
TOLATA,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,8,3,8,11
TOMAVE,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,6,5,6,11
TOMINA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,3,4,3,7
TORO TORO,vacunaciones en menores de 1 ano,bcg,2010-04-01,7,10,7,10,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2010-04-01,23,4,23,4,27
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2010-04-01,3,4,3,4,7
TRIGAL,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2010-04-01,358,1,358,1,359
