municipality,group,variable,month,Vacunaciones dentro de servicio,TOTAL
SAN BENITO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,10,10
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,24,24
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,7,7
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,8,8
SAN PABLO DE LIPEZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,3,3
SAN PEDRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,3,3
SAN RAMON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,476,476
SIPE SIPE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,8,8
TACACOMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
TARATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,4,4
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,18,18
TIPUANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,94,94
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,6,6
TORO TORO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,3,3
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,19,19
UNCIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
URUBICHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,1,1
VACAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,7,7
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,4,4
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,3,3
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,4,4
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,8,8
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,2,2
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-03-01,4,4
ANTEQUERA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
ARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
ARBIETO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
ASCENCION DE GUARAYOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,7,7
AYATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
BATALLAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
BUENA VISTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
CARACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
CHIMORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,173,173
COLCAPIRHUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
COLOMI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
CORO CORO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,6,6
CUATRO CAÑADAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,231,231
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,9,9
EUCALIPTUS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,5,5
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,145,145
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,6,6
MIZQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
MOCOMOCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,19,19
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,58,58
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,6,6
POCONA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,17,17
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,8,8
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,9,9
REYES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,9,9
ROBORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
RURRENABAQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,16,16
SAN ANDRES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,7,7
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,5,5
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
SAN LORENZO(PND),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
SAN PABLO DE LIPEZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,235,235
SIPE SIPE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,6,6
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,18,18
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,43,43
TINGUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,5,5
TIPUANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,27,27
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,2,2
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,16,16
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
VALLEGRANDE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,4,4
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,5,5
WALDO BALLIVIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,3,3
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-04-01,1,1
ATOCHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,14,14
BETANZOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CABEZAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CAJUATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CALACOTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
CARANAVI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CHIMORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,7,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,209,209
COMARAPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
CUATRO CAÑADAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CUEVO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
CULPINA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,198,198
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
EL VILLAR,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,15,15
EXALTACION,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,4,4
FILADELFIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
GUANAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,5,5
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
JESUS DE MACHACA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,160,160
LLALLAGUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
LORETO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,14,14
LURIBAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
MAGDALENA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
MECAPACA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
MIZQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
MONTEAGUDO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,19,19
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,45,45
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
PALOS BLANCOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
PATACAMAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
PAZÑA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
PELECHUCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,5,5
POCONA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,6,6
POROMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,4,4
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,23,23
PRESTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
PUERTO ACOSTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,12,12
PUERTO PEREZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
PUNA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,16,16
REYES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,16,16
ROBORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,4,4
RURRENABAQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,13,13
SAN ANDRES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,8,8
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,8,8
SAN BUENA VENTURA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,5,5
SAN JOAQUIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SAN JUAN DE YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,6,6
SAN LORENZO(TJA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
SAN RAMON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,247,247
SORATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,11,11
TACACOMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,47,47
TIPUANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,31,31
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,6,6
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,7,7
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,7,7
VACAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,3,3
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,27,27
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,5,5
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,1,1
YAMPARAEZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-05-01,2,2
ACACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
AIQUILE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
AYO AYO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
BUENA VISTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,4,4
CAPINOTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,12,12
CAQUIAVIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
CARACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
CHIMORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,5,5
CHIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
CLIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,4,4
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,186,186
COLCAPIRHUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
COLOMI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
COMARAPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
CORO CORO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
CUATRO CAÑADAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,16,16
DESAGUADERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,159,159
EL PUENTE(STC),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
EL PUENTE(TJA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,13,13
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
GENERAL SAAVEDRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
GUANAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
