municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,18,18
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,28,28
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,31,31
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,11,11
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,99,99
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,19,19
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,12,12
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,41,41
ACACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,45,45
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,46,46
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,22,22
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,14,14
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,44,44
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,25,25
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,34,34
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,13,13
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,37,37
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,78,78
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,38,38
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,15,15
BOLPEBRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,22,22
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,15,15
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,47,47
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,19,19
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,26,26
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,18,18
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,51,51
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,14,14
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,30,30
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
CHOQUE COTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,28,28
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,84,84
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,34,34
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,229,229
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,14,14
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,22,22
COLQUENCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,51,51
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,888,888
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,18,18
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,13,13
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,82,82
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,15,15
ESCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,25,25
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,14,14
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,16,16
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,15,15
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,66,66
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,23,23
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,50,50
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,31,31
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,50,50
LA ASUNTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,35,35
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,234,234
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,397,397
LA RIVERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
LURIBAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
MAIRANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,16,16
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,45,45
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,18,18
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,25,25
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,38,38
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,307,307
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,19,19
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,84,84
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,488,488
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,35,35
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,56,56
PAILON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,17,17
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,184,184
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
PUERTO RICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,12,12
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,32,32
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,52,52
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,25,25
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,224,224
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,49,49
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,36,36
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,13,13
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,63,63
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,75,75
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,13,13
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,53,53
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,47,47
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,20,20
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,30,30
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,84,84
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,270,270
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,282,282
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,8,8
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,34,34
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,18,18
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,35,35
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,102,102
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,33,33
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,662,662
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,29,29
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,16,16
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,17,17
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
SICAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,54,54
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,249,249
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,15,15
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,66,66
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,772,772
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,47,47
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,7,7
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,16,16
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,9,9
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,102,102
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
TOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,39,39
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,42,42
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,24,24
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,40,40
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,22,22
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,17,17
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,205,205
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,32,32
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,5,5
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,27,27
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,21,21
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,99,99
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,14,14
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,10,10
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,11,11
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-03-01,77,77
