municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
CHIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,41,41
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
EL VILLAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
LORETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,12,12
PRESTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,5,5
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,7,7
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,11,11
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,8,8
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,44,44
SANTA ROSA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
SENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
SICAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,9,9
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,8,8
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,12,12
TARVITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,7,7
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
TURCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,6,6
URUBICHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,3,3
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,8,8
VINTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,9,9
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-04-01,9,9
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
AZURDUY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,6,6
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
CAMIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
CHUA COCANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,17,17
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,6,6
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,8,8
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,44,44
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,49,49
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,11,11
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,10,10
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,10,10
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,7,7
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,29,29
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,2,2
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-05-01,6,6
