,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,35,0,35,35
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,80,739,80,739,819
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,103,0,103,103
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,4,0,4,4
CAJUATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,49,0,49,49
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,44,0,44,44
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,10,0,10,10
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,5,142,5,142,147
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,1920,0,1920,1920
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,50,0,50,50
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,6,0,6,6
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,7,0,7,7
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,5,30,5,30,35
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,60,0,60,60
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,44,2070,44,2070,2114
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,487,3059,487,3059,3546
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,30,0,30,30
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,126,0,126,126
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2,6,2,6,8
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,7,100,7,100,107
COLQUIRI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,160,0,160,160
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,616,0,616,616
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,60,0,60,60
COROICO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,48,711,48,711,759
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,9,144,9,144,153
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,1,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,5,8,5,8,13
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2309,12096,2309,12096,14405
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,95,0,95,95
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,20,5,20,5,25
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,63,0,63,63
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,9,0,9,9
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,6,0,6,6
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,8,0,8,0,8
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,859,0,859,859
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,64,0,64,64
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,123,0,123,123
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,13,33,13,33,46
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,15,0,15,15
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2,0,2,0,2
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,33,157,33,157,190
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,13,0,13,13
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,76,62,76,62,138
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,55,201,55,201,256
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,7,0,7,7
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,186,3759,186,3759,3945
LA RIVERA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,16,0,16,16
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2,8,2,8,10
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,1,0,1,0,1
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,14,81,14,81,95
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,31,10,31,10,41
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,82,51,82,51,133
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,326,202,326,202,528
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,31,206,31,206,237
OCURI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,5,154,5,154,159
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,30,0,30,30
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,123,0,123,123
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,3,229,3,229,232
PALCA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,23,0,23,23
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,168,0,168,168
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,126,0,126,126
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,12,0,12,12
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,5,0,5,0,5
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,69,0,69,69
PUERTO ACOSTA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,25,0,25,25
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,22,0,22,22
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,7,0,7,7
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,20,0,20,20
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,3903,5099,3903,5099,9002
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,84,0,84,84
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,30,0,30,30
RIBERALTA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,3072,0,3072,3072
RURRENABAQUE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,101,0,101,101
SACABA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,17,109,17,109,126
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,848,0,848,848
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,28,0,28,28
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,20,0,20,20
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,22,826,22,826,848
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,107,0,107,107
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,104,390,104,390,494
SAN LORENZO(PND),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,30,0,30,30
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,9,0,9,0,9
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,97,164,97,164,261
SAN MATIAS,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,100,98,100,98,198
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,28,0,28,28
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,16,4,16,4,20
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,10,0,10,10
SANTA ANA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,11,0,11,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,6531,11796,6531,11796,18327
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,10,0,10,10
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,126,0,126,126
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,10,87,10,87,97
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,66,48,66,48,114
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,8,298,8,298,306
SORATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,55,0,55,55
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,2,40,2,40,42
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,10,30,10,30,40
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,7,0,7,7
TARACO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,10,0,10,10
TARATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,121,0,121,121
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,43,953,43,953,996
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,151,96,151,96,247
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,5,0,5,5
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,20,134,20,134,154
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,180,152,180,152,332
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,17,0,17,17
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2010-03-01,10,29,10,29,39
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,4,7,4,7,11
TURCO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,4,10,4,10,14
UMALA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,59,0,59,59
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,10,0,10,0,10
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,6411,0,6411,6411
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,10,0,10,0,10
VINTO,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,60,238,60,238,298
VITICHI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,40,0,40,0,40
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,45,0,45,45
WARNES,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,68,1079,68,1079,1147
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,9,0,9,9
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,72,0,72,72
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2010-03-01,0,10,0,10,10
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,20,0,20,20
ACHOCALLA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,5,0,5,5
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,68,0,68,68
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,3,6,3,6,9
ALCALA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,6,0,6,0,6
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,49,0,49,49
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,2,0,2,0,2
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,50,0,50,50
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,24,20,24,20,44
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,10,0,10,10
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,1102,7205,1102,7205,8307
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,86,0,86,86
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,15,0,15,15
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,51,135,51,135,186
CAJUATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,20,0,20,20
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,8,0,8,8
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,10,0,10,10
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,170,0,170,170
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,90,0,90,90
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,2945,0,2945,2945
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,85,0,85,85
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,8,20,8,20,28
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,64,0,64,64
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,3,5,3,5,8
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,516,6972,516,6972,7488
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,110,0,110,110
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2010-04-01,4,10,4,10,14
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,1,92,1,92,93
CONCEPCION,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,2,0,2,0,2
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,35,3,35,3,38
COROICO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,16,187,16,187,203
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,616,0,616,616
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,35,0,35,35
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,9,0,9,9
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,5,0,5,5
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,2985,2662,2985,2662,5647
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,307,0,307,307
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,1065,0,1065,1065
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,10,20,10,20,30
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,90,0,90,0,90
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,30,1592,30,1592,1622
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,780,30,780,30,810
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,20,8,20,8,28
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,38,0,38,38
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,33,130,33,130,163
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,17,10,17,10,27
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,377,2502,377,2502,2879
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,50,0,50,50
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,810,0,810,810
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,27,0,27,27
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,130,885,130,885,1015
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,20,66,20,66,86
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,110,117,110,117,227
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,10,68,10,68,78
NAZACARA DE PACAJES,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,30,0,30,30
OCURI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,75,0,75,75
ORURO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,105,0,105,105
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,538,0,538,538
PALCA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,41,0,41,41
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,12,0,12,12
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,83,0,83,83
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,23,0,23,23
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,44,0,44,44
PUERTO ACOSTA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,6,0,6,6
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,59,0,59,59
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,70,0,70,70
PUERTO QUIJARRO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,476,0,476,476
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,18,40,18,40,58
QUIABAYA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,41,0,41,41
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,247,316,247,316,563
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,68,0,68,68
REYES,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,1080,0,1080,1080
RURRENABAQUE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,237,0,237,237
SACABA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,301,0,301,301
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,247,0,247,247
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,10,0,10,0,10
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,188,1271,188,1271,1459
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,10,0,10,10
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,794,40,794,40,834
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,2783,0,2783,2783
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,8116,0,8116,8116
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,51,260,51,260,311
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,1084,1764,1084,1764,2848
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,10,0,10,10
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,10,0,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,5410,7604,5410,7604,13014
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,52,199,52,199,251
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,42,201,42,201,243
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,46,0,46,46
SORATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,39,0,39,39
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,72,0,72,72
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,8,10,8,10,18
TARATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,28,56,28,56,84
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,7305,39631,7305,39631,46936
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,102,132,102,132,234
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,42,0,42,42
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,2,154,2,154,156
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,109,0,109,109
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,5,70,5,70,75
UMALA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,28,0,28,28
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,4672,0,4672,4672
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,10,0,10,0,10
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,7,0,7,7
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,570,0,570,570
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,20,58,20,58,78
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,78,0,78,78
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,667,9501,667,9501,10168
VINTO,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,26,90,26,90,116
WARNES,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,7,172,7,172,179
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,9781,0,9781,9781
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,20,0,20,20
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,9,0,9,9
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2010-04-01,0,20,0,20,20
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,30,0,30,30
ACHOCALLA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,50,0,50,50
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,16,0,16,16
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,81,0,81,81
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,50,0,50,50
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,3,0,3,0,3
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,75,0,75,75
ARAMPAMPA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,33,0,33,33
ARANI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,116,0,116,116
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,35,0,35,35
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2010-05-01,1,525,1,525,526
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,37,0,37,37
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,45,215,45,215,260
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,100,0,100,100
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,33,86,33,86,119
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,49,0,49,49
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,90,0,90,90
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,3,43,3,43,46
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,120,0,120,120
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,54,0,54,54
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,10,0,10,10
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,139,0,139,139
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,5,20,5,20,25
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,95,0,95,95
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,13,0,13,13
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,10,0,10,0,10
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,1104,145832,1104,145832,146936
COIPASA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,10,0,10,10
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,2657,786,2657,786,3443
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2010-05-01,10,57,10,57,67
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,97,3577,97,3577,3674
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,16,138,16,138,154
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,17,277,17,277,294
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,45,0,45,45
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,50,0,50,50
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,10,0,10,10
COROICO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,8,15,8,15,23
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,291,0,291,291
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,46,0,46,46
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,50,0,50,50
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,198,409,198,409,607
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,1431,0,1431,1431
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,577,4870,577,4870,5447
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,3,84,3,84,87
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,46,35,46,35,81
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,6,2561,6,2561,2567
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,42,0,42,42
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,23,1071,23,1071,1094
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,6,25,6,25,31
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,0,3427,0,3427,3427
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,211,1231,211,1231,1442
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,15,10,15,10,25
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2010-05-01,238,274,238,274,512
