,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-08-01,15,27,15,27,42
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-08-01,16,0,16,0,16
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,2,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,9,0,9,0,9
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,29,0,29,0,29
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,50,0,50,0,50
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,53,0,53,0,53
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,26,0,26,0,26
PAILON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,19,0,19,0,19
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,6,0,6,0,6
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,42,0,42,0,42
SENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,0,5,0,5,5
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,30,0,30,0,30
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,15,0,15,0,15
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
WARNES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,31,0,31,0,31
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-09-01,3,0,3,0,3
AZURDUY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,18,23,18,23,41
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,70,0,70,0,70
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,0,1,0,1
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,27,0,27,0,27
CORIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,6,4,6,4,10
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,588,1134,588,1134,1722
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,6,0,6,0,6
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,2,1,2,1,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,37,227,37,227,264
ICLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,25,1,25,26
INCAHUASI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,9,30,9,30,39
IXIAMAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,5,0,5,0,5
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,77,0,77,0,77
LORETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,5,55,5,55,60
OKINAWA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,15,0,15,0,15
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,14,0,14,0,14
PAILON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,5,0,5,0,5
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,11,0,11,0,11
POROMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,0,60,0,60,60
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,6,0,6,0,6
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,87,0,87,0,87
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,46,0,46,0,46
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,26,0,26,0,26
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,3,150,3,150,153
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,30,243,30,243,273
SAN JAVIER(BNI),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,0,1,0,1,1
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,0,1,0,1
SANTA ANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,0,13,0,13,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,8,210,8,210,218
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,13,0,13,0,13
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,300,1,300,301
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,42,0,42,0,42
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,62,921,62,921,983
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,50,0,50,0,50
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,8,0,8,0,8
VILLA RIVERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,9,57,9,57,66
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,1,0,1,0,1
YANACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,10,0,10,0,10
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-10-01,6,0,6,0,6
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,10,0,10,0,10
AIQUILE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,33,0,33,0,33
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,215,0,215,215
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,91,0,91,91
ATOCHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,16,0,16,0,16
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
BATALLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,18,8,18,8,26
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,36,0,36,0,36
BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,10,0,10,10
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,4,0,4,0,4
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,6,0,6,0,6
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,14,0,14,0,14
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,9,0,9,9
CHAQUI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,52,0,52,52
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,4,0,4,0,4
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,44,0,44,0,44
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,3,0,3,0,3
CONCEPCION,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,13,0,13,0,13
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,3,0,3,0,3
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,101,9,101,9,110
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,4,0,4,0,4
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,7,0,7,0,7
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,3,0,3,0,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,80,0,80,80
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,231,220,231,220,451
LAGUNILLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,22,0,22,0,22
LAJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,5,0,5,5
LLALLAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,1580,0,1580,1580
LLICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,51,0,51,51
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,3,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,34,40,34,40,74
PORCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,1,1,1,2
PORVENIR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,21,0,21,0,21
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,117,25,117,25,142
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,13,0,13,0,13
PUERTO PEREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,11,0,11,0,11
PUERTO VILLARROEL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,20,0,20,0,20
PUNA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,6,0,6,0,6
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,52,2,52,2,54
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,5,0,5,5
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,8,1,8,9
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,4,0,4,0,4
SAN JUAN DE YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,10,13,10,13,23
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,33,0,33,0,33
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,41,0,41,0,41
SAN PABLO DE LIPEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,11,0,11,0,11
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,69,0,69,69
SAN PEDRO DE TIQUINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,8,0,8,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,987,6,987,6,993
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
TAPACARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,1,0,1,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,7,0,7,0,7
TIQUIPAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,197,0,197,0,197
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,20,0,20,20
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,15,0,15,15
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,15,0,15,0,15
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,4,0,4,0,4
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
VILLA RIVERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,15,9,15,9,24
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,1,0,1,0,1
WARNES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,24,0,24,0,24
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,18,0,18,18
YUNGUYO DE LITORAL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,41,0,41,0,41
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,10,8,10,8,18
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,2,0,2,0,2
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,34,0,34,0,34
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,10,0,10,0,10
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,6,1,6,1,7
CHIMORE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,24,290,24,290,314
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,1,0,1,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,33,144,33,144,177
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,33,0,33,0,33
"COLCHA ""K""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,2,0,2,0,2
COLLANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,5,0,5,0,5
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,6,0,6,0,6
CUATRO CAÑADAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,5,0,5,0,5
CUEVO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,14,0,14,14
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,59,410,59,410,469
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,15,0,15,0,15
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,2,0,2,0,2
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,11,0,11,0,11
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,45,0,45,45
HUARACAJE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,4,2,4,2,6
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,16,2,16,2,18
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,210,0,210,0,210
LLALLAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,96,204,96,204,300
LORETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,4,0,4,0,4
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,3,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,1,0,1,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,79,10,79,10,89
POCONA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,21,3,21,3,24
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,4,0,4,0,4
PUERTO SILES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,25,0,25,0,25
PUNA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,40,50,40,50,90
QUIABAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,10,0,10,0,10
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,36,4,36,4,40
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,6,3,6,3,9
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,5,0,5,0,5
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,21,0,21,0,21
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,16,0,16,0,16
SAN JUAN DE YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,3,0,3,0,3
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,26,101,26,101,127
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,15,76,15,76,91
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,600,329,600,329,929
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,19,0,19,0,19
SICA SICA (VILLA AROMA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,5,8,5,8,13
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,39,0,39,0,39
TAPACARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,2,0,2,0,2
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,7,674,7,674,681
TIQUIPAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,8,0,8,0,8
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,9,0,9,0,9
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,3,27,3,27,30
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,2,0,2,0,2
URUBICHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,13,0,13,0,13
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
VILA VILA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,18,0,18,18
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,22,10,22,10,32
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
VINTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,92,0,92,0,92
WARNES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,26,171,26,171,197
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2010-12-01,0,6,0,6,6
