,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,2,4,2,6
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,15,4,15,19
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,61,10,61,10,71
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,4,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,11,3,11,14
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,5,0,5,5
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,7,14,7,14,21
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,9,31,9,31,40
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,2,2,2,4
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,11,8,11,8,19
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,5,1,5,6
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,11,8,11,8,19
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,25,0,25,25
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,17,5,17,22
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,3,2,3,5
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,8,15,8,15,23
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,178,66,178,66,244
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,20,25,20,25,45
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,5,2,5,7
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,7,2,7,2,9
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,77,0,77,77
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,6,1,6,7
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,7,2,7,2,9
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,12,0,12,12
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,9,0,9,9
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,8,49,8,49,57
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,3,2,3,5
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,10,4,10,14
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,339,189,339,189,528
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,3,3,3,6
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,18,27,18,27,45
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,14,0,14,14
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,6,1,6,7
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,2,3,2,5
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,5,3,5,8
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,8,2,8,2,10
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,2,1,2,3
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,1,3,1,4
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,6,0,6,6
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,10,0,10,10
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,43,16,43,16,59
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,275,70,275,70,345
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,2,2,2,4
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,6,70,6,70,76
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,3,3,3,6
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,4,2,4,6
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,0,3,0,3
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,57,1,57,58
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,12,1,12,13
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,7,3,7,10
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,66,52,66,52,118
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,2,3,2,5
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,43,2,43,2,45
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,0,4,0,4
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,11,2,11,13
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,0,4,0,4
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,7,3,7,10
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,6,0,6,6
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,5,3,5,8
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,16,0,16,16
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,12,2,12,2,14
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,4,5,4,9
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,2,1,2,3
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,27,0,27,27
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,9,0,9,0,9
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,10,13,10,13,23
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,11,1,11,1,12
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,13,15,13,15,28
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,12,0,12,0,12
REYES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,21,1,21,1,22
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,4,1,4,5
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,0,4,0,4
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,52,79,52,79,131
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,3,0,3,3
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,4,1,4,5
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,2,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,11,3,11,14
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,0,3,0,3
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,8,0,8,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,14,1,14,15
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,7,1,7,1,8
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,1,5,1,6
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,35,13,35,13,48
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,9,0,9,0,9
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,3,2,3,5
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,6,0,6,6
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,1,4,1,5
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,3,3,3,6
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,7,2,7,9
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,3,4,3,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,5,0,5,5
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,6,0,6,6
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,10,1,10,11
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,337,50,337,50,387
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,5,0,5,5
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,5,2,5,7
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,60,10,60,10,70
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,1,1,1,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,4,1,4,5
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,1,2,1,3
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,49,1,49,1,50
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,7,4,7,4,11
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,14,5,14,19
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,1,2,1,3
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,5,0,5,5
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,4,0,4,4
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,20,0,20,0,20
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,8,16,8,16,24
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,4,1,4,1,5
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,3,0,3,0,3
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,6,0,6,6
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,12,12,12,12,24
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,14,2,14,2,16
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,6,4,6,4,10
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,12,4,12,4,16
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,10,46,10,46,56
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,3,1,3,4
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,8,3,8,3,11
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,6,3,6,3,9
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,11,0,11,0,11
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,16,31,16,31,47
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,0,2,0,2
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,2,1,2,1,3
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,1,0,1,0,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,2,5,2,7
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-04-01,5,0,5,0,5
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,1,6,1,6,7
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,1,0,1,1
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,1,5,1,5,6
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,1,0,1,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,3,0,3,3
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,2,0,2,0,2
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,5,0,5,5
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,8,0,8,8
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,7,0,7,7
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,2,0,2,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,20,0,20,20
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,3,14,3,14,17
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-05-01,0,1,0,1,1
