,group,variable,month,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
COLPA BELGICA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
COMARAPA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,28,0,28,0,28
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,16,0,16,0,16
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,4,0,4,0,4
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,7,0,7,0,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,70,0,70,0,70
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,7,0,7,0,7
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,3,0,3,0,3
PORCO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,19,0,19,0,19
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,14,0,14,0,14
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,174,0,174,0,174
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,27,2,27,2,29
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
VACAS,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,0,18,0,18,18
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,0,4,0,4,4
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,34,0,34,0,34
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
COLOMI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,1,1,1,2
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,46,0,46,0,46
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,23,0,23,0,23
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,4,0,4,0,4
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,6,0,6,0,6
MORO MORO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,3,0,3,0,3
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,17,1,17,18
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,101,0,101,0,101
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,4,0,4,0,4
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,14,0,14,0,14
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,6,0,6,0,6
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,177,0,177,0,177
SANTA ROSA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,37,0,37,0,37
TARATA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,5,0,5,0,5
TIAWANACU,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2010-09-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
CALACOTO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,3,0,3,0,3
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,0,13,0,13,13
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,1,2,1,3
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,46,0,46,0,46
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,64,0,64,0,64
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,11,0,11,0,11
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,3,0,3,0,3
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
PORCO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,25,0,25,0,25
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,2,2,2,4
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,5,0,5,0,5
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,4,0,4,0,4
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,115,0,115,0,115
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,29,1,29,1,30
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,39,0,39,0,39
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,4,0,4,0,4
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,3,0,3,0,3
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,3,1,3,1,4
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2010-10-01,2,0,2,0,2
ACHACACHI,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,5,0,5,0,5
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,6,0,6,0,6
CALACOTO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
CAQUIAVIRI,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,4,0,4,0,4
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,3,2,3,2,5
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,54,0,54,0,54
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,2,0,2,0,2
COLPA BELGICA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,3,3,3,3,6
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,37,0,37,0,37
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,15,0,15,0,15
ENTRE RIOS CBBA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,4,0,4,0,4
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,65,0,65,0,65
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,2,0,2,0,2
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,24,0,24,0,24
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,0,17,0,17,17
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,2,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,11,0,11,0,11
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,3,0,3,0,3
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,137,0,137,0,137
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,3,0,3,0,3
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,4,0,4,0,4
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,27,0,27,0,27
TIAWANACU,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,2,0,2,0,2
UNCIA,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,1,14,1,14,15
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-11-01,4,0,4,0,4
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
CAMARGO,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,0,3,0,3,3
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,38,1,38,1,39
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,8,0,8,0,8
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,4,0,4,0,4
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,49,0,49,0,49
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,10,0,10,0,10
ENTRE RIOS CBBA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,10,0,10,0,10
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,38,0,38,0,38
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,4,0,4,0,4
MOROCHATA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
OCURI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
PORCO,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,0,1,0,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,13,0,13,0,13
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,7,0,7,0,7
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,9,0,9,0,9
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,48,0,48,0,48
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,148,0,148,0,148
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
SORACACHI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,0,40,0,40,40
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,43,0,43,0,43
TARATA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,3,0,3,0,3
TOMAVE,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,0,1,0,1,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,4,0,4,0,4
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
YAMPARAEZ,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2010-12-01,1,0,1,0,1
