,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,4,0,4,0,4
CONCEPCION,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,101,0,101,0,101
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,7,0,7,0,7
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,10,0,10,0,10
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,0,214,0,214,214
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,83,0,83,0,83
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
OKINAWA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,9,14,9,14,23
PADCAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,4,0,4,0,4
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,0,32,0,32,32
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,7,0,7,0,7
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
SAN JUAN DE YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,6,14,6,14,20
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,175,0,175,0,175
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,352,1,352,353
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,17,0,17,0,17
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,0,5,0,5,5
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,0,62,0,62,62
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
VILLA RIVERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
WARNES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,8,1,8,1,9
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,2,0,2,0,2
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,55,0,55,55
ATOCHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,6,0,6,0,6
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,5,2,5,2,7
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,11,0,11,11
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
CHIMORE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,7,259,7,259,266
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,35,0,35,0,35
"COLCHA ""K""",otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,13,210,13,210,223
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,100,0,100,0,100
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,1,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,67,0,67,67
HUARACAJE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,11,0,11,0,11
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,103,0,103,0,103
LAGUNILLAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,6,3,6,9
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,9,12,9,12,21
POCONA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
PORVENIR,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,11,0,11,0,11
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,4,0,4,0,4
PUERTO SILES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,34,0,34,0,34
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,35,0,35,0,35
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,25,0,25,25
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,124,479,124,479,603
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
SENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,10,16,10,16,26
TIQUIPAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,62,0,62,0,62
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,5,1,5,1,6
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,53,0,53,53
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,3,0,3,0,3
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,5,4,5,4,9
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,7,0,7,0,7
VINTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,9,0,9,0,9
WARNES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,2,0,2,0,2
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-12-01,0,29,0,29,29
