,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,1,0,1,0,1
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,0,2,0,2,2
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,8,37,8,37,45
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,1,1,1,1,2
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,0,2,0,2,2
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,0,1,0,1,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,12,38,12,38,50
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,2,4,2,4,6
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-03-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,7,0,7,7
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,47,16,47,16,63
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,13,0,13,13
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,8,15,8,15,23
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,2,4,2,6
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,28,1,28,29
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,3,2,3,5
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,6,3,6,9
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,2,1,2,3
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,30,4,30,34
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,5,3,5,8
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,8,0,8,0,8
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,105,29,105,29,134
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,15,20,15,20,35
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,4,1,4,5
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,0,3,0,3
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,6,0,6,6
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,10,1,10,1,11
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,15,0,15,15
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,28,1,28,29
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,4,0,4,4
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,5,1,5,6
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,200,111,200,111,311
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,9,0,9,9
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,8,4,8,4,12
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,0,4,0,4
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,7,0,7,7
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,3,1,3,4
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,6,1,6,1,7
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,5,0,5,5
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,10,0,10,10
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,19,8,19,8,27
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,191,30,191,30,221
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,0,4,0,4
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,0,3,0,3
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,0,4,0,4
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,7,4,7,4,11
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,36,2,36,38
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,1,2,1,3
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,2,5,2,7
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,11,13,11,13,24
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,3,1,3,4
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,29,2,29,2,31
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,2,2,2,4
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,9,0,9,9
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,6,2,6,8
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,7,2,7,9
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,8,0,8,0,8
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,20,2,20,22
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,3,3,3,6
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,4,4,4,8
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,1,2,1,3
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,4,2,4,6
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,11,3,11,14
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
REYES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,13,0,13,0,13
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,20,42,20,42,62
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,2,1,2,3
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,5,2,5,7
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,27,1,27,1,28
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,4,0,4,4
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,2,5,2,7
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,21,9,21,9,30
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,0,5,0,5
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,5,5,5,10
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,2,2,2,4
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,1,3,1,4
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,7,3,7,3,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,4,2,4,6
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,2,1,2,3
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,3,1,3,4
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,183,55,183,55,238
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,3,1,3,4
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,10,0,10,10
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,34,5,34,5,39
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,4,4,4,8
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,3,2,3,5
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,27,0,27,0,27
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,3,5,3,8
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,8,2,8,10
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,2,0,2,2
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,8,0,8,8
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,6,1,6,1,7
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,6,5,6,11
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,0,2,0,2
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,3,0,3,3
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,11,5,11,16
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,1,5,1,6
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,2,5,2,5,7
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,7,8,7,8,15
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,8,39,8,39,47
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,1,1,1,2
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,0,4,0,4
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,5,3,5,3,8
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,19,28,19,28,47
YACO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,3,1,3,1,4
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,4,2,4,2,6
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-04-01,1,0,1,0,1
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,1,0,1,1
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,1,1,1,2
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,3,1,3,4
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,2,0,2,2
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,1,0,1,1
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,17,0,17,17
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,4,0,4,4
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,2,0,2,0,2
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,2,0,2,0,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,3,4,3,4,7
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,3,7,3,7,10
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,1,1,1,2
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,9,1,9,10
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,3,0,3,0,3
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,4,13,4,13,17
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,3,3,3,3,6
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,15,14,15,14,29
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,2,1,2,3
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,2,0,2,0,2
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,3,0,3,3
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,2,11,2,11,13
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,12,4,12,4,16
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,3,0,3,0,3
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,4,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,9,0,9,9
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,2,1,2,3
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,2,0,2,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,2,65,2,65,67
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,0,1,0,1,1
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-05-01,1,0,1,0,1
