,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,0,8,0,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,2,0,2,2
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,8,4,8,12
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,692,755,692,755,1447
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,14,11,14,11,25
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,11,4,11,15
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,46,29,46,29,75
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,26,11,26,37
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,2,3,2,5
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,24,8,24,8,32
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,1,4,1,5
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,9,0,9,0,9
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,3,6,3,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,10,3,10,13
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,1,5,1,6
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,4,1,4,5
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,20,4,20,4,24
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,7,2,7,9
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,1,2,1,3
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,0,11,0,11
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,6,0,6,6
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,2,2,2,4
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,8,2,8,10
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,38,2,38,40
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,3,6,3,9
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,80,35,80,35,115
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,652,446,652,446,1098
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,17,1,17,1,18
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,2,4,2,6
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,9,6,9,15
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,1,1,1,2
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,0,4,0,4
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,2,1,2,3
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,10,1,10,1,11
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,1,2,1,3
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,1,1,1,2
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,16,60,16,60,76
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,41,6,41,47
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,1,2,1,3
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,12,3,12,3,15
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,121,193,121,193,314
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,5,2,5,7
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,0,4,0,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,1,3,1,4
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,7,6,7,13
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,15,0,15,15
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,122,1,122,1,123
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,7,5,7,5,12
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,6,3,6,9
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,3,5,3,8
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,15,2,15,17
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,14,2,14,2,16
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,3,1,3,4
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,2,1,2,3
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,4,2,4,6
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,11,2,11,13
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,31,11,31,42
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,6,6,6,12
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,20,4,20,24
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,29,3,29,32
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,55,1,55,1,56
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,5,2,5,7
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,7,2,7,2,9
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,37,4,37,41
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,49,0,49,49
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,0,8,0,8
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,1,6,1,7
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,55,45,55,45,100
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,13,2,13,2,15
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,17,28,17,28,45
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,0,8,0,8
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
REYES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,5,1,5,6
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,39,2,39,2,41
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,14,4,14,18
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,0,6,0,6
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,100,167,100,167,267
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,0,4,0,4
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,7,2,7,9
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,11,3,11,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,20,4,20,24
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,9,20,9,20,29
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,2,11,2,13
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,2,5,2,7
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,6,2,6,2,8
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,30,11,30,41
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,1,4,1,5
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,3,11,3,14
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,12,3,12,3,15
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,73,38,73,38,111
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,0,2,0,2
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,0,2,0,2
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,0,8,0,8
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,7,4,7,4,11
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,5,5,5,10
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,1,1,1,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,3,8,3,11
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,25,4,25,4,29
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,7,7,7,7,14
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,10,6,10,6,16
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,20,5,20,5,25
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,10,0,10,10
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,2,2,2,4
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,5,0,5,5
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,16,3,16,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,894,224,894,224,1118
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,17,3,17,20
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,6,8,6,14
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,8,3,8,11
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,0,2,0,2
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,0,2,0,2
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,9,5,9,5,14
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,17,5,17,5,22
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,2,5,2,7
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,29,0,29,29
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,111,27,111,27,138
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,2,1,2,3
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,2,2,2,4
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,13,8,13,21
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,1,0,1,1
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,12,4,12,4,16
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,128,24,128,24,152
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,8,11,8,19
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,1,4,1,5
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,2,0,2,2
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,5,0,5,0,5
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,22,42,22,42,64
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,11,8,11,19
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,8,3,8,11
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,7,3,7,10
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,20,0,20,20
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,6,0,6,6
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,9,8,9,8,17
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,12,0,12,12
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,56,0,56,0,56
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,35,7,35,7,42
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,7,0,7,7
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,9,0,9,0,9
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,2,0,2,2
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,5,0,5,5
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,30,8,30,38
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,31,2,31,2,33
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,4,1,4,1,5
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,11,4,11,4,15
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,2,1,2,3
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,0,8,0,8
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,38,100,38,100,138
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,5,1,5,6
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,27,2,27,2,29
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,39,8,39,8,47
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,7,16,7,16,23
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,1,0,1,0,1
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,49,36,49,36,85
YACO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,0,3,0,3
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,16,1,16,1,17
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,6,3,6,9
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,17,4,17,4,21
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,0,2,0,2,2
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,3,14,3,14,17
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,2,1,2,1,3
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-04-01,8,16,8,16,24
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,4,3,4,3,7
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,12,3,12,3,15
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,1,0,1,1
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,5,4,5,4,9
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,5,0,5,5
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,6,0,6,6
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,1,1,1,2
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,1,1,1,2
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,23,0,23,23
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,37,0,37,37
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,4,0,4,4
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,3,1,3,4
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,2,0,2,0,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,3,31,3,31,34
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,3,1,3,4
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,19,10,19,10,29
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,6,2,6,2,8
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,28,0,28,28
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,1,0,1,1
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,3,25,3,25,28
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,8,51,8,51,59
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,10,18,10,18,28
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,2,3,2,3,5
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,29,1,29,30
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,4,19,4,19,23
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,9,17,9,17,26
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,1,5,1,5,6
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,8,0,8,8
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,2,0,2,0,2
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,0,6,0,6,6
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,2,0,2,0,2
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,4,10,4,10,14
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,2,2,2,2,4
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-05-01,13,55,13,55,68
