,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2010-08-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2010-08-01,108,0,108,0,108
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2010-08-01,5,0,5,0,5
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2010-08-01,10,0,10,0,10
GUANAY,otras vacunaciones,antirrabica en humano,2010-08-01,28,0,28,0,28
HUANUNI,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-08-01,111,8,111,8,119
LA PAZ,otras vacunaciones,antirrabica en humano,2010-08-01,737,0,737,0,737
MAIRANA,otras vacunaciones,antirrabica en humano,2010-08-01,3,0,3,0,3
MONTERO,otras vacunaciones,antirrabica en humano,2010-08-01,125,0,125,0,125
MORO MORO,otras vacunaciones,antirrabica en humano,2010-08-01,15,0,15,0,15
OKINAWA,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-08-01,10,0,10,0,10
PORONGO,otras vacunaciones,antirrabica en humano,2010-08-01,4,0,4,0,4
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-08-01,15,0,15,0,15
POTOSI,otras vacunaciones,antirrabica en humano,2010-08-01,124,0,124,0,124
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
PUNATA,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2010-08-01,22,0,22,0,22
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-08-01,16,0,16,0,16
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-08-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-08-01,1998,0,1998,0,1998
SANTA ROSA,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2010-08-01,432,0,432,0,432
TIAWANACU,otras vacunaciones,antirrabica en humano,2010-08-01,17,0,17,0,17
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-08-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2010-08-01,3,0,3,0,3
VACAS,otras vacunaciones,antirrabica en humano,2010-08-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-08-01,47,0,47,0,47
VIACHA,otras vacunaciones,antirrabica en humano,2010-08-01,9,0,9,0,9
WARNES,otras vacunaciones,antirrabica en humano,2010-08-01,28,0,28,0,28
YAPACANI,otras vacunaciones,antirrabica en humano,2010-08-01,3,0,3,0,3
AIQUILE,otras vacunaciones,antirrabica en humano,2010-09-01,4,2,4,2,6
AYO AYO,otras vacunaciones,antirrabica en humano,2010-09-01,55,0,55,0,55
BOLIVAR,otras vacunaciones,antirrabica en humano,2010-09-01,0,1,0,1,1
CAPINOTA,otras vacunaciones,antirrabica en humano,2010-09-01,3,0,3,0,3
CAQUIAVIRI,otras vacunaciones,antirrabica en humano,2010-09-01,11,0,11,0,11
CARANAVI,otras vacunaciones,antirrabica en humano,2010-09-01,33,0,33,0,33
CHALLAPATA,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
CLIZA,otras vacunaciones,antirrabica en humano,2010-09-01,2,3,2,3,5
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-09-01,293,0,293,0,293
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
COLOMI,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica en humano,2010-09-01,13,11,13,11,24
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica en humano,2010-09-01,784,0,784,0,784
EL CHORO,otras vacunaciones,antirrabica en humano,2010-09-01,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2010-09-01,119,0,119,0,119
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2010-09-01,3,0,3,0,3
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
GUANAY,otras vacunaciones,antirrabica en humano,2010-09-01,66,0,66,0,66
HUANUNI,otras vacunaciones,antirrabica en humano,2010-09-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-09-01,65,0,65,0,65
MACHACAMARCA,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
MAIRANA,otras vacunaciones,antirrabica en humano,2010-09-01,7,0,7,0,7
MINEROS,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
MIZQUE,otras vacunaciones,antirrabica en humano,2010-09-01,13,0,13,0,13
MONTERO,otras vacunaciones,antirrabica en humano,2010-09-01,99,0,99,0,99
MORO MORO,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
OKINAWA,otras vacunaciones,antirrabica en humano,2010-09-01,9,0,9,0,9
ORURO,otras vacunaciones,antirrabica en humano,2010-09-01,2,0,2,0,2
PORONGO,otras vacunaciones,antirrabica en humano,2010-09-01,7,0,7,0,7
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-09-01,30,0,30,0,30
POTOSI,otras vacunaciones,antirrabica en humano,2010-09-01,0,179,0,179,179
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2010-09-01,1010,0,1010,0,1010
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-09-01,40,0,40,0,40
PUNATA,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-09-01,6,0,6,0,6
SACABA,otras vacunaciones,antirrabica en humano,2010-09-01,18,0,18,0,18
SACABAMBA,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-09-01,48,0,48,0,48
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2010-09-01,0,7,0,7,7
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2010-09-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-09-01,1769,0,1769,0,1769
SUCRE,otras vacunaciones,antirrabica en humano,2010-09-01,473,0,473,0,473
TARIJA,otras vacunaciones,antirrabica en humano,2010-09-01,5,0,5,0,5
TIAWANACU,otras vacunaciones,antirrabica en humano,2010-09-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-09-01,6,0,6,0,6
TIRAQUE (CBBA),otras vacunaciones,antirrabica en humano,2010-09-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-09-01,16,0,16,0,16
VIACHA,otras vacunaciones,antirrabica en humano,2010-09-01,9,0,9,0,9
WARNES,otras vacunaciones,antirrabica en humano,2010-09-01,40,0,40,0,40
YAPACANI,otras vacunaciones,antirrabica en humano,2010-09-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica en humano,2010-10-01,10,3,10,3,13
BERMEJO,otras vacunaciones,antirrabica en humano,2010-10-01,4,0,4,0,4
CALACOTO,otras vacunaciones,antirrabica en humano,2010-10-01,7,0,7,0,7
CAPINOTA,otras vacunaciones,antirrabica en humano,2010-10-01,11,0,11,0,11
CARANAVI,otras vacunaciones,antirrabica en humano,2010-10-01,8,0,8,0,8
CHALLAPATA,otras vacunaciones,antirrabica en humano,2010-10-01,5,0,5,0,5
CLIZA,otras vacunaciones,antirrabica en humano,2010-10-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-10-01,209,0,209,0,209
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-10-01,4,0,4,0,4
COTOCA,otras vacunaciones,antirrabica en humano,2010-10-01,13,17,13,17,30
EL ALTO,otras vacunaciones,antirrabica en humano,2010-10-01,725,0,725,0,725
EL TORNO,otras vacunaciones,antirrabica en humano,2010-10-01,87,0,87,0,87
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2010-10-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2010-10-01,4,0,4,0,4
GUANAY,otras vacunaciones,antirrabica en humano,2010-10-01,27,0,27,0,27
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-10-01,90,0,90,0,90
LA PAZ,otras vacunaciones,antirrabica en humano,2010-10-01,16,0,16,0,16
LAGUNILLAS,otras vacunaciones,antirrabica en humano,2010-10-01,0,1,0,1,1
MAIRANA,otras vacunaciones,antirrabica en humano,2010-10-01,5,0,5,0,5
MINEROS,otras vacunaciones,antirrabica en humano,2010-10-01,0,1,0,1,1
MIZQUE,otras vacunaciones,antirrabica en humano,2010-10-01,13,0,13,0,13
MONTERO,otras vacunaciones,antirrabica en humano,2010-10-01,78,0,78,0,78
OKINAWA,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-10-01,7,0,7,0,7
PORONGO,otras vacunaciones,antirrabica en humano,2010-10-01,7,0,7,0,7
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-10-01,15,0,15,0,15
POTOSI,otras vacunaciones,antirrabica en humano,2010-10-01,204,0,204,0,204
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2010-10-01,10,0,10,0,10
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-10-01,20,20,20,20,40
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2010-10-01,5,0,5,0,5
SACABA,otras vacunaciones,antirrabica en humano,2010-10-01,7,0,7,0,7
SAN BENITO,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-10-01,9,0,9,0,9
SAN JAVIER(BNI),otras vacunaciones,antirrabica en humano,2010-10-01,0,9,0,9,9
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2010-10-01,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2010-10-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-10-01,1319,0,1319,0,1319
SIPE SIPE,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2010-10-01,323,0,323,0,323
TARIJA,otras vacunaciones,antirrabica en humano,2010-10-01,4,0,4,0,4
TOLATA,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
TOLEDO,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2010-10-01,6,0,6,0,6
TRINIDAD,otras vacunaciones,antirrabica en humano,2010-10-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
UNCIA,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-10-01,13,0,13,0,13
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-10-01,27,0,27,0,27
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2010-10-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica en humano,2010-10-01,80,0,80,0,80
AIQUILE,otras vacunaciones,antirrabica en humano,2010-11-01,6,4,6,4,10
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2010-11-01,40,0,40,0,40
CALACOTO,otras vacunaciones,antirrabica en humano,2010-11-01,7,0,7,0,7
CALAMARCA,otras vacunaciones,antirrabica en humano,2010-11-01,8,0,8,0,8
CAPINOTA,otras vacunaciones,antirrabica en humano,2010-11-01,3,0,3,0,3
CAQUIAVIRI,otras vacunaciones,antirrabica en humano,2010-11-01,12,0,12,0,12
CARANAVI,otras vacunaciones,antirrabica en humano,2010-11-01,0,25,0,25,25
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica en humano,2010-11-01,40,0,40,0,40
CHALLAPATA,otras vacunaciones,antirrabica en humano,2010-11-01,3,0,3,0,3
CHARAÑA,otras vacunaciones,antirrabica en humano,2010-11-01,2,0,2,0,2
CLIZA,otras vacunaciones,antirrabica en humano,2010-11-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-11-01,413,0,413,0,413
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-11-01,17,0,17,0,17
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2010-11-01,10,0,10,0,10
COTOCA,otras vacunaciones,antirrabica en humano,2010-11-01,26,15,26,15,41
EL ALTO,otras vacunaciones,antirrabica en humano,2010-11-01,902,0,902,0,902
EL TORNO,otras vacunaciones,antirrabica en humano,2010-11-01,95,0,95,0,95
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en humano,2010-11-01,4,0,4,0,4
GUANAY,otras vacunaciones,antirrabica en humano,2010-11-01,26,0,26,0,26
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-11-01,120,0,120,0,120
LA PAZ,otras vacunaciones,antirrabica en humano,2010-11-01,695,0,695,0,695
LURIBAY,otras vacunaciones,antirrabica en humano,2010-11-01,10,0,10,0,10
MINEROS,otras vacunaciones,antirrabica en humano,2010-11-01,2,0,2,0,2
MIZQUE,otras vacunaciones,antirrabica en humano,2010-11-01,2,0,2,0,2
MONTERO,otras vacunaciones,antirrabica en humano,2010-11-01,61,0,61,0,61
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-11-01,9,0,9,0,9
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-11-01,10,0,10,0,10
POTOSI,otras vacunaciones,antirrabica en humano,2010-11-01,0,200,0,200,200
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-11-01,20,0,20,0,20
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2010-11-01,3,0,3,0,3
PUNATA,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2010-11-01,20,0,20,0,20
SAMAIPATA,otras vacunaciones,antirrabica en humano,2010-11-01,5,0,5,0,5
SAN BENITO,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,antirrabica en humano,2010-11-01,10,0,10,0,10
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-11-01,25,0,25,0,25
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-11-01,26,0,26,0,26
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2010-11-01,0,1,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica en humano,2010-11-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-11-01,1787,0,1787,0,1787
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2010-11-01,20,0,20,0,20
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2010-11-01,473,0,473,0,473
TIAWANACU,otras vacunaciones,antirrabica en humano,2010-11-01,19,0,19,0,19
TIRAQUE (CBBA),otras vacunaciones,antirrabica en humano,2010-11-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
UNCIA,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-11-01,16,0,16,0,16
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
VINTO,otras vacunaciones,antirrabica en humano,2010-11-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica en humano,2010-11-01,75,0,75,0,75
YAPACANI,otras vacunaciones,antirrabica en humano,2010-11-01,3,0,3,0,3
AIQUILE,otras vacunaciones,antirrabica en humano,2010-12-01,8,2,8,2,10
ARBIETO,otras vacunaciones,antirrabica en humano,2010-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2010-12-01,12,0,12,0,12
CALACOTO,otras vacunaciones,antirrabica en humano,2010-12-01,6,0,6,0,6
CAQUIAVIRI,otras vacunaciones,antirrabica en humano,2010-12-01,8,0,8,0,8
CARANAVI,otras vacunaciones,antirrabica en humano,2010-12-01,0,19,0,19,19
CARAPARI,otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica en humano,2010-12-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-12-01,388,1,388,1,389
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-12-01,3,0,3,0,3
COMARAPA,otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica en humano,2010-12-01,11,0,11,0,11
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica en humano,2010-12-01,744,0,744,0,744
EL TORNO,otras vacunaciones,antirrabica en humano,2010-12-01,47,0,47,0,47
GUANAY,otras vacunaciones,antirrabica en humano,2010-12-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-12-01,137,0,137,0,137
LA PAZ,otras vacunaciones,antirrabica en humano,2010-12-01,674,0,674,0,674
MINEROS,otras vacunaciones,antirrabica en humano,2010-12-01,5,0,5,0,5
MIZQUE,otras vacunaciones,antirrabica en humano,2010-12-01,14,0,14,0,14
MONTERO,otras vacunaciones,antirrabica en humano,2010-12-01,45,0,45,0,45
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-12-01,16,0,16,0,16
POTOSI,otras vacunaciones,antirrabica en humano,2010-12-01,150,0,150,0,150
PUNATA,otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-12-01,4,0,4,0,4
SACABA,otras vacunaciones,antirrabica en humano,2010-12-01,22,0,22,0,22
SAN BENITO,otras vacunaciones,antirrabica en humano,2010-12-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-12-01,3,0,3,0,3
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-12-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-12-01,1867,0,1867,0,1867
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en humano,2010-12-01,8,0,8,0,8
SUCRE,otras vacunaciones,antirrabica en humano,2010-12-01,478,0,478,0,478
TARATA,otras vacunaciones,antirrabica en humano,2010-12-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-12-01,4,0,4,0,4
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-12-01,16,0,16,0,16
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-12-01,11,0,11,0,11
VINTO,otras vacunaciones,antirrabica en humano,2010-12-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica en humano,2010-12-01,45,0,45,0,45
YACUIBA,otras vacunaciones,antirrabica en humano,2010-12-01,32,0,32,0,32
YANACACHI,otras vacunaciones,antirrabica en humano,2010-12-01,1,0,1,0,1
