,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,6,0,6,0,6
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,13,0,13,0,13
MORO MORO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,9,0,9,0,9
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,4,0,4,0,4
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,3,1,3,1,4
POJO (CBBA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,19,0,19,0,19
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,38,0,38,0,38
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,10,0,10,0,10
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,8,0,8,0,8
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,14,0,14,0,14
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,12,0,12,0,12
SHINAOTA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,3,0,3,0,3
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,4,0,4,0,4
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,0,1,0,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,6,4,6,4,10
TIQUIPAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,7,0,7,0,7
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,14,0,14,0,14
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,0,1,0,1
