,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,22,7,22,7,29
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,6,11,6,11,17
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,14,0,14,0,14
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,6,0,6,0,6
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,138,29,138,29,167
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,10,7,10,7,17
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,26,3,26,3,29
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,47,63,47,63,110
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3,1,3,1,4
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,30,4,30,4,34
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,23,84,23,84,107
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3,9,3,9,12
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,29,1,29,30
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,7,1,7,8
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,5,86,5,86,91
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,9,12,9,12,21
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,36,162,36,162,198
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3060,482,3060,482,3542
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,22,71,22,71,93
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,14,11,14,11,25
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,0,3,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,0,4,0,4,4
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,8,4,8,4,12
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,2,1,2,3
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,7,0,7,0,7
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,21,144,21,144,165
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,14,12,14,26
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,41,4,41,4,45
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,11,31,11,31,42
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,8,23,8,23,31
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,27,54,27,54,81
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,314,84,314,84,398
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,15,12,15,27
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,14,0,14,0,14
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,10,5,10,5,15
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,0,3,0,3,3
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,31,25,31,25,56
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,4,12,4,16
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,0,4,0,4,4
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,13,0,13,0,13
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,397,67,397,67,464
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,8,32,8,32,40
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,15,42,15,42,57
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,42,12,42,54
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,22,22,22,22,44
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,18,0,18,0,18
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,160,106,160,106,266
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,28,9,28,9,37
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3,0,3,0,3
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,11,4,11,4,15
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,9,28,9,28,37
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,8,2,8,2,10
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,7,3,7,3,10
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,11,7,11,7,18
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,5,12,5,17
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,30,0,30,0,30
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,442,278,442,278,720
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,83,3,83,3,86
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,2,3,2,3,5
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,2,4,2,4,6
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,2,33,2,33,35
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,16,1,16,1,17
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,5,11,5,11,16
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,12,2,12,2,14
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,4,5,4,5,9
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,10,2,10,2,12
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,125,36,125,36,161
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,0,6,0,6,6
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,9,18,9,18,27
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,216,29,216,29,245
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,13,9,13,9,22
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,89,267,89,267,356
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,6,0,6,0,6
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,89,4,89,4,93
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,128,0,128,0,128
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,11,1,11,1,12
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,86,71,86,71,157
YACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,7,1,7,1,8
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,64,53,64,53,117
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,1,0,1,0,1
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3,10,3,10,13
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,3,30,3,30,33
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,4,20,4,20,24
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,11,19,11,19,30
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-02-01,5,1,5,1,6
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,14,1,14,15
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,53,190,53,190,243
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,11,15,11,15,26
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,37,35,37,35,72
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,3,2,3,5
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,3,2,3,5
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,45,2,45,47
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,20,6,20,6,26
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,7,2,7,9
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,155,0,155,155
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,11,405,11,405,416
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,42,4,42,46
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,15,30,15,30,45
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,8,381,8,381,389
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,14,84,14,84,98
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,10,34,10,34,44
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,90,36,90,36,126
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,18,24,18,24,42
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,10,0,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,41,90,41,90,131
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,17,25,17,25,42
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,94,7,94,7,101
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,8,5,8,5,13
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,0,4,0,4
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,6,1,6,7
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,1,4,1,5
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,121,78,121,78,199
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,27,26,27,26,53
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,11,6,11,6,17
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,8,4,8,12
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,74,7,74,81
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,35,136,35,136,171
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,3,0,3,0,3
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,29,35,29,35,64
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,25,5,25,30
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,28,5,28,33
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,4,7,4,11
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,9,4,9,13
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,0,2,0,2
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,89,146,89,146,235
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,30,20,30,20,50
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,16,2,16,18
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,9,58,9,58,67
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,25,109,25,109,134
CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,2,0,2,2
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,49,12,49,12,61
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,18,17,18,17,35
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,1,5,1,6
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,10,0,10,10
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,61,34,61,34,95
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,9,10,9,10,19
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,79,5,79,84
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,1,7,1,8
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,61,27,61,27,88
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,35,32,35,32,67
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,21,6,21,6,27
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,13,8,13,8,21
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,52,0,52,52
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,4,24,4,24,28
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,60,6,60,6,66
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,151,29,151,29,180
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,8,48,8,48,56
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1460,1906,1460,1906,3366
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,0,2,0,2
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,62,171,62,171,233
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,24,4,24,4,28
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,18,7,18,7,25
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,9,7,9,7,16
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,34,65,34,65,99
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,0,6,0,6
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,13,113,13,113,126
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,3,1,3,4
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,19,30,19,30,49
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,1,2,1,3
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,169,0,169,0,169
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,22,201,22,201,223
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,26,3,26,3,29
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,11,2,11,2,13
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,37,5,37,5,42
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,9,6,9,15
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,28,13,28,13,41
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,54,241,54,241,295
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,27,0,27,0,27
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,15,0,15,15
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,30,13,30,13,43
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,3,0,3,3
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,12,2,12,14
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,18,2,18,2,20
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1271,3344,1271,3344,4615
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,20,2,20,22
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,77,24,77,24,101
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,30,16,30,16,46
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,72,219,72,219,291
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,31,18,31,18,49
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,52,24,52,24,76
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,1,6,1,7
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,10,1,10,11
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,54,357,54,357,411
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,10,30,10,30,40
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,20,281,20,281,301
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,31,7,31,38
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,19,31,19,31,50
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,26,5,26,31
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,107,56,107,56,163
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,38,6,38,6,44
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,17,29,17,29,46
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,10,6,10,16
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,19,21,19,21,40
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,0,1,0,1
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,251,5,251,256
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,11,0,11,11
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,2,2,2,2,4
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1,7,1,7,8
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,13,7,13,20
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,15,10,15,10,25
INGAVI (HUMAITA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,0,11,0,11,11
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,14,8,14,8,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,23,7,23,30
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,13,0,13,0,13
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,17,139,17,139,156
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,69,280,69,280,349
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,115,742,115,742,857
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,1631,2397,1631,2397,4028
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,19,5,19,24
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,44,589,44,589,633
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,12,7,12,7,19
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,6,7,6,7,13
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,49,337,49,337,386
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,3,10,3,10,13
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,7,0,7,0,7
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,8,179,8,179,187
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,8,0,8,0,8
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,183,50,183,50,233
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,12,41,12,41,53
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,23,416,23,416,439
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,9,7,9,7,16
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,5,32,5,32,37
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-03-01,22,16,22,16,38
