municipality,group,variable,month,Neumonías,TOTAL
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,3,3
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,12,12
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,53,53
SAN JAVIER(BNI),diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,4,4
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,5,5
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,6,6
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,7,7
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,298,298
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,5,5
SORATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,101,101
TACACOMA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,7,7
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,41,41
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,21,21
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,20,20
TOMINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
TORO TORO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,30,30
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,40,40
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,47,47
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,23,23
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,23,23
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,4,4
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,14,14
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,53,53
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-04-01,14,14
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,11,11
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,6,6
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,18,18
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,19,19
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,151,151
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
COLQUIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,92,92
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,8,8
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,6,6
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
HUARACAJE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
JESUS DE MACHACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,131,131
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,8,8
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,63,63
OMEREQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,48,48
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,14,14
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
POJO (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,75,75
PUERTO CARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,18,18
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,11,11
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,19,19
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,28,28
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,9,9
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,30,30
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,32,32
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,5,5
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,8,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,147,147
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,6,6
SORATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,64,64
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,11,11
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,46,46
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,9,9
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,28,28
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,24,24
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,40,40
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
VIACHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,20,20
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,4,4
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,9,9
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,3,3
VITICHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,7,7
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,49,49
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,14,14
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-05-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,13,13
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,7,7
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,28,28
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,10,10
CARACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,39,39
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,121,121
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
COLQUIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,14,14
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,63,63
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,8,8
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,5,5
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,90,90
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,23,23
LURIBAY,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,8,8
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,30,30
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,40,40
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,5,5
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
POJO (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,56,56
PUERTO GONZALO MORENO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,10,10
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,17,17
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,35,35
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,13,13
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,5,5
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,7,7
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,31,31
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,8,8
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,8,8
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,8,8
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,103,103
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,5,5
SORATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,69,69
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,26,26
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,10,10
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,22,22
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,10,10
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,34,34
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,16,16
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,9,9
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,13,13
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,13,13
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,19,19
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,11,11
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,23,23
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,6,6
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-06-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,12,12
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,10,10
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,27,27
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,18,18
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,91,91
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,50,50
EL VILLAR,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,9,9
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,59,59
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,18,18
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,4,4
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,10,10
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,24,24
OMEREQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,23,23
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
POJO (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,42,42
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,9,9
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,7,7
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,11,11
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,43,43
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,10,10
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,4,4
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,7,7
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,34,34
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,4,4
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,13,13
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,103,103
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,45,45
TACOBAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,53,53
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
