municipality,group,variable,month,Otros,TOTAL
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,204,204
TACOPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,82,82
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-04-01,23,23
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-04-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,356,356
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,29,29
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,37,37
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,7,7
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,26,26
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,otros,2007-04-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,6,6
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,55,55
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,9,9
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2007-04-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,16,16
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,16,16
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,8,8
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,65,65
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,7,7
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,13,13
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,215,215
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,7,7
COLQUIRI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,4,4
CONCEPCION,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
COTAGAITA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,111,111
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,146,146
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,99,99
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,9,9
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,729,729
LURIBAY,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,4,4
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,12,12
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,111,111
OMEREQUE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,107,107
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,7,7
POROMA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,53,53
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,13,13
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,42,42
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,58,58
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,52,52
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,15,15
SACACA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,7,7
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,61,61
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,8,8
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,9,9
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,5,5
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,991,991
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,4,4
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,225,225
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,89,89
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,9,9
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,19,19
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-05-01,7,7
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,447,447
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,28,28
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,11,11
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,16,16
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,32,32
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,34,34
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,102,102
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,15,15
YOTALA,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,28,28
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2007-05-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,25,25
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
BAURES,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,31,31
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,15,15
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,59,59
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,13,13
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,17,17
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-06-01,12,12
CLIZA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,185,185
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
COLQUIRI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
CONCEPCION,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,12,12
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,91,91
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,5,5
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,225,225
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,7,7
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,699,699
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,22,22
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,10,10
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,8,8
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,116,116
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,49,49
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,55,55
PUERTO GONZALO MORENO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,18,18
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,33,33
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,67,67
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,60,60
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,16,16
SACACA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,7,7
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,11,11
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,5,5
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,84,84
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,10,10
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1050,1050
SANTA ROSA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,10,10
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,5,5
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,141,141
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,89,89
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-06-01,29,29
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,293,293
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,35,35
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,11,11
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,13,13
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,22,22
VINTO,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,68,68
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,10,10
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2007-06-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,18,18
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
AZURDUY,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,120,120
BAURES,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,21,21
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,6,6
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,35,35
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,7,7
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,106,106
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,14,14
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,129,129
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,6,6
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,122,122
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,224,224
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,684,684
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,23,23
LURIBAY,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,8,8
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,8,8
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,10,10
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,95,95
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,59,59
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,4,4
POROMA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,6,6
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,37,37
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,10,10
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,25,25
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,35,35
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,33,33
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,13,13
SAMAIPATA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,8,8
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,4,4
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,107,107
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,5,5
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,7,7
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1095,1095
SENA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,10,10
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,8,8
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,150,150
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,89,89
TIPUANI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,3,3
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,7,7
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-07-01,26,26
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,285,285
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,19,19
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,44,44
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,11,11
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,15,15
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,17,17
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,14,14
VINTO,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
VITICHI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,2,2
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,23,23
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,7,7
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2007-07-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,3,3
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,10,10
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
AZURDUY,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
BAURES,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,17,17
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,45,45
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,7,7
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,22,22
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,144,144
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,10,10
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,122,122
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,219,219
HUACAYA (VILLA DE HUACAYA),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,8,8
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,586,586
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,20,20
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,10,10
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,5,5
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,11,11
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,87,87
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,64,64
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,7,7
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,60,60
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,12,12
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,23,23
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,30,30
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,44,44
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,34,34
SACACA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,10,10
