,group,variable,month,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS < 15,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 15 - 19,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 20 - 34,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 35 - 49,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 50 Y +,TOTALES
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,1,0,1
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,14,86,69,38,207
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,1,38,16,11,66
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,0,3,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,0,0,1
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,0,1,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,6,3,2,11
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,0,1,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,1,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,0,1,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,1,0,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,1,2,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-07-01,0,0,0,0,1,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,3,0,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,2,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,0,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,1,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,5,93,70,8,176
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,2,2,1,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,4,3,0,7
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,1,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,1,6,5,1,13
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,1,59,59,10,129
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,1,1,2,0,4
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,8,28,11,1,48
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,1,1,3
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,2,2,5
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,0,2,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,2,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,5,1,3,9
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,1,1,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,21,99,67,41,228
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,11,6,1,18
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,2,0,0,2
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,1,1,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,1,1,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,2,2,4
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,0,0,2,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,1,2,0,3,6
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-08-01,0,0,1,1,1,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,1,1,1,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,2,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,1,19,50,78,11,159
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,1,11,14,11,37
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,3,1,0,4
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,1,1,2
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,1,8,6,1,16
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,1,40,43,15,99
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,0,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,2,3,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,1,14,18,6,39
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,0,1,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,0,1,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,10,1,0,11
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,2,9,3,1,15
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,15,98,64,33,210
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,0,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,4,10,12,14,40
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,1,2,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,2,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,1,0,6,5,3,15
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,2,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,0,2,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,0,0,2,0,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-09-01,0,1,2,1,1,5
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,2,3,1,6
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,2,0,3
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,1,0,2
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,1,0,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,62,92,25,179
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,3,0,3
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,1,7,3,1,12
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,1,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,5,5,1,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,2,29,46,19,96
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,2,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,0,1,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,2,0,3
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,15,342,220,32,609
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,2,0,0,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,12,6,2,20
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,2,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,9,8,0,17
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,3,1,2,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,0,0,1,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-10-01,0,1,0,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,1,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,2,0,1,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,3,20,16,6,45
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,9,87,45,7,148
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,2,7,4,13
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,1,3,1,2,7
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,8,43,19,8,78
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,2,9,5,1,17
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,11,25,12,48
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,0,0,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,2,1,0,3
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,1,0,2,3,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,5,0,0,5
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,3,0,3
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,1,13,92,62,21,189
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,1,1,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,1,19,6,5,31
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,0,2,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,0,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,3,3,2,8
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,1,1,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,2,0,0,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-11-01,0,0,6,3,0,9
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,7,33,73,11,124
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,1,1,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,1,3,2,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,0,0,1,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,1,3,0,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,0,3,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,7,6,2,15
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,0,0,1,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,0,1,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2017-12-01,0,1,0,0,0,1
