,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-05-01,0,0,2,3,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-05-01,0,0,3,2,0,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-05-01,0,0,0,2,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-05-01,0,0,1,1,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-05-01,0,0,2,1,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,3,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,2,2,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,10,8,0,18
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,1,12,1,0,14
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,1,46,34,0,81
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,2,0,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,16,6,0,22
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,14,14,0,28
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,2,2,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,1,8,1,0,10
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,12,8,0,20
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,1,0,4
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,3,0,6
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,2,0,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,3,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,10,1,0,11
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,4,6,0,10
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,2,0,0,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,1,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,6,1,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,4,5,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,4,2,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,4,3,0,7
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,3,0,6
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,18,11,0,29
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,1,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,0,1,0,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,0,2,0,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,5,3,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,25,9,0,34
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,1,2,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,8,4,0,12
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,3,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,4,2,0,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-06-01,0,0,0,1,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,4,0,8
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,1,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,11,3,0,14
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,16,10,0,26
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,42,36,0,78
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,1,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,2,0,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,1,2,1,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,2,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,3,0,7
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,3,9,8,1,21
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,11,7,1,19
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,1,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,5,4,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,8,3,0,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,0,0,2
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,0,0,4
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,2,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,3,3,6,0,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,5,2,0,7
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,5,0,7
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,1,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,3,11,0,14
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,10,2,0,12
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,2,0,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,9,3,0,12
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,1,0,5
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,5,0,0,5
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,2,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,7,5,0,12
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,6,5,0,11
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,0,4,0,4
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,1,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,1,20,8,0,29
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,4,0,0,4
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,1,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,6,4,0,10
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,8,1,0,9
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,5,1,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-07-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,6,0,6
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,4,4,0,8
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,5,1,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,0,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,2,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,10,7,0,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,41,31,0,72
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,15,17,0,32
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,0,1,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,2,0,2
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,6,11,0,17
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,13,8,0,21
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,4,3,0,7
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,1,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,8,5,0,13
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,10,24,0,34
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,5,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,4,5,0,9
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,2,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,4,8,0,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,2,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,2,1,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,1,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,1,10,3,0,14
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,1,15,5,0,21
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,5,0,8
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,5,0,8
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,4,4,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,36,15,0,51
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,2,1,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,3,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,5,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,2,3,3,0,8
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,3,0,0,0,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-08-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,1,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,1,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,5,2,0,7
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,1,0,3,0,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,7,9,0,16
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,65,0,67
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,15,18,0,33
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,2,2,4,0,8
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,8,4,1,13
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,3,0,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,14,3,0,17
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,16,10,0,26
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,3,3,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,2,28,2,0,32
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,2,0,4
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,3,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,3,5,0,8
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,3,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,1,1,2,0,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,1,1,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,3,0,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,10,8,0,18
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,4,0,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,0,2,0,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,4,0,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,20,8,0,28
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,3,3,0,6
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,5,4,0,9
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,4,3,0,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-09-01,0,0,2,2,0,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,1,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,2,3,0,5
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,7,4,0,11
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,8,7,0,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,2,63,39,0,104
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,2,0,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,2,0,3
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,17,12,0,29
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,2,4,1,0,7
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,7,1,0,8
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,7,3,0,10
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,4,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,2,2,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,11,13,0,24
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,4,0,0,4
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,4,0,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,3,25,2,0,30
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,5,0,1,6
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,5,7,0,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,4,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,2,3,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,1,0,1
