,group,variable,month,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS FUERA,PENTAVALENTE 5TA. DOSIS FUERA,TOTALES
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,0,2,0,5
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,5,1,1,13
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,2,3,9
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,0,0,0,2
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,0,1,1,4
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,1,1,3
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,6,0,3,18
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,2,3,7
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,3,10,6,28
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,11,6,6,33
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,6,1,3,16
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,17,21,0,0,38
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,2,6,5,17
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,2,0,0,7
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,4,5,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,3,7,8,23
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,1,2,1,8
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,4,0,2,11
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,0,0,3
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,1,1,2
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,5,6,12
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,13,11,6,4,34
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,11,5,10,32
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,1,4,5
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,1,2,3
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,4,0,1,6
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,6,2,3,18
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,10,17,13,46
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,1,1,1,8
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,6,0,1,10
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,3,0,1,14
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,3,4,7
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,0,0,5
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,5,18,14,42
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,1,1,3
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,8,3,1,22
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,5,4,3,15
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,1,2,1,9
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,5,3,5,15
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,18,24,21,41,104
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,6,1,3,19
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,2,1,3
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,3,2,10
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,1,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,12,6,6,7,31
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,2,7,2,17
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,7,6,6,24
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,5,5,0,12
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,9,4,4,20
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,3,1,2,11
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,0,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,0,0,3
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,4,2,2,15
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,3,1,0,11
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,28,23,31,21,103
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,12,8,6,33
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,186,181,24,32,423
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,9,9,7,34
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,6,2,2,15
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,0,0,4
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,11,12,1,4,28
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,5,0,2,10
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,5,16,12,43
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,4,0,0,9
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,3,13,18,36
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,4,2,0,12
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,10,1,1,19
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,4,0,2,9
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,10,0,0,16
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,4,1,8
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,15,3,2,30
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,2,0,1,5
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,4,5,2,19
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,24,18,0,3,45
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,11,14,8,6,39
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,3,2,8
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,6,2,1,12
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,0,1,1
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,1,1,3
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,189,196,238,204,827
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,4,0,1,7
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,12,2,9,31
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,5,6,4,24
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,24,30,19,24,97
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,17,13,5,7,42
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,14,7,4,0,25
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,2,6,10
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,2,4,7
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,0,1,2,6
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,2,2,4
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,5,3,2,17
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,1,2,5
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,8,2,2,18
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,0,3,4,11
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,5,6,14,30
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,1,0,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,11,13,3,2,29
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,4,0,3,8
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,2,3,9
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,0,0,5
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,3,9,11,29
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,11,0,0,12
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,0,0,5
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,1,0,3
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,0,1,3,6
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,0,2,3
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,1,0,4
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,8,2,4,19
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,8,1,1,12
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,5,2,2,10
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,3,1,1,10
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,4,0,0,9
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,2,4,2,16
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,14,8,4,1,27
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,71,39,2,1,113
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,231,231,81,71,614
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,2,5,4,16
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,5,11,9,30
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,1,0,2,6
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,8,0,0,14
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,10,34,39,92
LLICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,1,2,4
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,5,1,10
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,1,3,6
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,1,0,0,4
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,3,4,0,11
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,6,11,7,31
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,5,0,0,13
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,2,3,7
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,5,0,0,11
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,4,1,9
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,23,12,2,7,44
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,7,7,2,26
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,7,3,13
MOJINETE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,1,0,4
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,19,10,1,6,36
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,41,26,24,24,115
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,0,0,2
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,6,10,10,28
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,1,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,4,1,5
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,1,1,7
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,6,2,0,14
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,1,5,2,11
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,63,71,18,19,171
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,3,0,0,10
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,4,1,0,6
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,12,3,5,27
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,6,7,7,29
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,14,13,2,3,32
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,3,0,0,3
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,5,1,2,13
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,2,2,8
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,2,1,4
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,6,0,0,13
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,1,0,0,5
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,3,2,7
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,5,3,6,17
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,3,6,5,18
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,5,3,10
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,4,2,1,13
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,2,9,5,19
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,2,6,1,13
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,14,1,0,23
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,8,3,2,15
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,0,0,2
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,64,72,77,79,292
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,2,1,0,7
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,13,7,3,2,25
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,4,4,10
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,2,5,5,14
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,3,2,7
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,1,1,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,11,10,0,0,21
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,3,0,1,5
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,5,8,4,19
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,19,10,1,3,33
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,3,8,8,24
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,7,4,1,21
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,2,0,0,4
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,31,27,51,49,158
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,4,0,0,6
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,0,1,2
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,2,2,7
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,4,9,4,20
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,2,3,4,14
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,16,33,5,5,59
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,4,0,0,9
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,8,3,1,18
SABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,0,1,3
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,33,43,46,52,174
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,1,2,4
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,3,11,3,21
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,2,0,3
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,0,3,2,9
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,8,2,1,16
SAN AGUSTIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,0,0,2
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,0,1,1,5
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,0,0,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,4,1,8
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,3,3,3,15
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,17,20,0,1,38
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,2,2,0,8
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,5,2,3,16
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,13,8,3,7,31
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,26,25,4,4,59
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,9,0,0,17
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,10,14,11,44
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,1,5,3,12
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,22,27,9,10,68
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,12,10,23
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,6,12,3,3,24
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,8,5,5,7,25
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,12,18,0,0,30
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,5,3,5,7,20
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,0,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,16,12,0,1,29
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,10,3,5,9,27
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,2,2,0,4
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,2,0,0,3
SAN PEDRO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,0,3,1,4
SAN RAFAEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,3,0,0,5
SAN RAMON BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,3,3,9
SAN RAMON SCZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,4,7,0,0,11
SANTA ANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,471,412,119,126,1128
SANTA ROSA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,3,4,1,10
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,9,4,2,0,15
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,1,4,1,8
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,2,2,3,9
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,0,1,1,1,3
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,2,3,1,0,6
SANTIVAÑES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,1,5,4,1,11
SAPAHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,3,0,2,1,6
SENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-03-01,7,3,2,2,14
