,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,2,3,0,0,5
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,2,3,5
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,5,1,1,7
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,3,0,1,5
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,35,51,35,35,156
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,2,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,8,5,3,4,20
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,2,3
TOLEDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,2,0,0,2
TRIGAL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,9,15,2,3,29
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,3,1,0,0,4
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,1,0,0,2
VILLA SERRANO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,2,1,3
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,2,1,0,0,3
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,2,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,7,2,1,3,13
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,2,1,0,0,3
YOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,4,2,5,3,14
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,1,2
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,0,1,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,2,2,1,6
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
CULPINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,7,12,10,13,42
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,0,1
ICHOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,1,2
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,2,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,4,12,3,19
MOJINETE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,1,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,3,4
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,4,1,11,7,23
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,2,0,0,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,2,0,0,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,3,3,0,0,6
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,0,1,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,1,2
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,2,3,2,1,8
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,1,0,0,2
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,3,0,0,3
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,23,32,19,21,95
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,0,1,1
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,2,6,0,3,11
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,0,1,0,2
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,0,3,1,4
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,1,1,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-06-01,1,1,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,1,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,1,0,0,2
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,0,0,0,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,2,3
CHUA COCANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,7,6,1,0,14
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,4,1,0,7
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,13,12,7,3,35
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,1,0,0,2
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,1,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,11,10,10,7,38
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,1,2,4
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,5,10,4,21
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,6,4,0,0,10
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,3,1,0,0,4
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,2,1,1,4
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,0,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,15,6,0,0,21
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,1,0,0,3
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,3,0,2,5
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,2,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,4,1,0,0,5
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,25,22,34,21,102
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,1,1,3
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,0,2,1,5
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,17,23,0,0,40
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,2,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,1,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,2,1,0,0,3
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,1,0,1,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,1,1,1,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-07-01,0,1,0,0,1
ALALAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,3,4,7
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,5,6
CHIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,0,1,1
CKOCHAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,2,0,0,2
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,2,0,0,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,5,6,7,10,28
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,0,1,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,5,14,10,30
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,1,1,3
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,1,2
HUARACAJE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,2,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,20,15,0,6,41
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,9,5,8,7,29
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,5,6
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,2,6,8,14,30
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,1,0,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,3,4
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,6,4,1,0,11
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,2,1,0,0,3
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,12,8,20
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,0,2,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,2,0,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,22,41,29,28,120
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,3,0,0,4
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,1,1,3
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,10,8,0,2,20
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,2,1,0,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,0,2,2
TOCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,0,1,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,1,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
YANACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-08-01,1,0,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,2,0,0,3
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,1,0,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,1,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,11,5,9,4,29
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,2,0,0,0,2
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,14,17,4,7,42
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,3,3
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,2,0,0,2
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,23,20,5,10,58
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,1,2
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,3,2,2,4,11
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,3,0,0,4
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,3,2,1,1,7
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,2,0,0,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,1,0,2
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,1,2
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,1,0,1,3
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,1,2
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,3,0,2,5
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,137,229,12,13,391
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,1,0,0,2
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,7,13,2,0,22
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,5,2,7
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,0,0,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,4,0,0,4
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,1,0,1,0,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-09-01,0,0,2,1,3
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,1,2
ALALAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
BAURES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,0,1,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,0,2,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,1,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,7,5,3,1,16
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,1,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,10,7,0,2,19
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,6,8,7,1,22
LAJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,1,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,1,1,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,3,3,0,7
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,2,3,4,3,12
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,3,1,0,4
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,2,0,1,0,3
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,2,0,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,3,0,3
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,156,253,17,13,439
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,1,0,1
